periods_left_min,periods_left_max,stop_num,outbound,duration_offset,prob
3.0,3.0,1,True,4,0.0
3.0,3.0,2,True,4,0.0
3.0,3.0,3,True,4,0.0
4.0,4.0,1,True,4,0.0192586742674759
4.0,4.0,2,True,4,0.1387488781877684
4.0,4.0,3,True,4,0.3955664603823243
5.0,5.0,1,True,4,0.2140848796221558
5.0,5.0,2,True,4,0.1260141306892439
5.0,5.0,3,True,4,0.3304626197154024
6.0,6.0,1,True,4,0.2270658257648736
6.0,6.0,2,True,4,0.0779275415172312
6.0,6.0,3,True,4,0.0301917365111427
7.0,7.0,1,True,4,0.1609738461486751
7.0,7.0,2,True,4,0.0
7.0,7.0,3,True,4,0.1807660832008422
8.0,8.0,1,True,4,0.0803971980981068
8.0,8.0,2,True,4,0.0877317002877932
8.0,8.0,3,True,4,0.0
9.0,9.0,1,True,4,0.1140174842190041
9.0,9.0,2,True,4,0.0
9.0,9.0,3,True,4,0.0
10.0,10.0,1,True,4,0.0292250122196363
10.0,10.0,2,True,4,0.0353206734552138
10.0,10.0,3,True,4,0.0
11.0,47.0,1,True,4,0.0267760280137426
11.0,47.0,2,True,4,0.0314963011325458
11.0,47.0,3,True,4,0.0
0.0,0.0,1,True,5,0.0
0.0,0.0,2,True,5,0.0
0.0,0.0,3,True,5,0.0
1.0,1.0,1,True,5,0.0
1.0,1.0,2,True,5,0.0
1.0,1.0,3,True,5,0.0
2.0,2.0,1,True,5,0.0
2.0,2.0,2,True,5,0.0
2.0,2.0,3,True,5,0.0
3.0,3.0,1,True,5,0.0
3.0,3.0,2,True,5,0.0
3.0,3.0,3,True,5,0.0
4.0,4.0,1,True,5,0.0
4.0,4.0,2,True,5,0.0
4.0,4.0,3,True,5,0.0
5.0,5.0,1,True,5,0.0479322382646756
5.0,5.0,2,True,5,0.1169446988476643
5.0,5.0,3,True,5,0.1483967136688621
6.0,6.0,1,True,5,0.1948841001428957
6.0,6.0,2,True,5,0.1775994468520715
6.0,6.0,3,True,5,0.147185709929279
7.0,7.0,1,True,5,0.0363995438062394
7.0,7.0,2,True,5,0.1482645947974887
7.0,7.0,3,True,5,0.0
8.0,8.0,1,True,5,0.0598603638195101
8.0,8.0,2,True,5,0.0269836097501606
8.0,8.0,3,True,5,0.1139464578991337
9.0,9.0,1,True,5,0.0315205916664751
9.0,9.0,2,True,5,0.0
9.0,9.0,3,True,5,0.0
10.0,10.0,1,True,5,0.0315561995723947
10.0,10.0,2,True,5,0.0
10.0,10.0,3,True,5,0.0
11.0,47.0,1,True,5,0.0136670837837428
11.0,47.0,2,True,5,0.0026032909144424
11.0,47.0,3,True,5,0.0286778325765379
0.0,0.0,1,True,6,0.0
0.0,0.0,2,True,6,0.0
0.0,0.0,3,True,6,0.0
1.0,1.0,1,True,6,0.0
1.0,1.0,2,True,6,0.0
1.0,1.0,3,True,6,0.0
2.0,2.0,1,True,6,0.0
2.0,2.0,2,True,6,0.0
2.0,2.0,3,True,6,0.0
3.0,3.0,1,True,6,0.0
3.0,3.0,2,True,6,0.0
3.0,3.0,3,True,6,0.0
4.0,4.0,1,True,6,0.0
4.0,4.0,2,True,6,0.0
4.0,4.0,3,True,6,0.0
5.0,5.0,1,True,6,0.0
5.0,5.0,2,True,6,0.0
5.0,5.0,3,True,6,0.0
6.0,6.0,1,True,6,0.0343090961596645
6.0,6.0,2,True,6,0.0292628871647448
6.0,6.0,3,True,6,0.0846507365645182
7.0,7.0,1,True,6,0.126203554136633
7.0,7.0,2,True,6,0.1181004374297109
7.0,7.0,3,True,6,0.1179524632630918
8.0,8.0,1,True,6,0.1591640371180361
8.0,8.0,2,True,6,0.1479700221943138
8.0,8.0,3,True,6,0.2512813027739857
9.0,9.0,1,True,6,0.1757114549780361
9.0,9.0,2,True,6,0.0
9.0,9.0,3,True,6,0.0
10.0,10.0,1,True,6,0.04139106361443
10.0,10.0,2,True,6,0.0
10.0,10.0,3,True,6,0.0
11.0,47.0,1,True,6,0.0239772775281059
11.0,47.0,2,True,6,0.0182021830030579
11.0,47.0,3,True,6,0.0
0.0,0.0,1,True,7,0.0
0.0,0.0,2,True,7,0.0
0.0,0.0,3,True,7,0.0
1.0,1.0,1,True,7,0.0
1.0,1.0,2,True,7,0.0
1.0,1.0,3,True,7,0.0
2.0,2.0,1,True,7,0.0
2.0,2.0,2,True,7,0.0
2.0,2.0,3,True,7,0.0
3.0,3.0,1,True,7,0.0
3.0,3.0,2,True,7,0.0
3.0,3.0,3,True,7,0.0
4.0,4.0,1,True,7,0.0
4.0,4.0,2,True,7,0.0
4.0,4.0,3,True,7,0.0
5.0,5.0,1,True,7,0.0
5.0,5.0,2,True,7,0.0
5.0,5.0,3,True,7,0.0
6.0,6.0,1,True,7,0.0
6.0,6.0,2,True,7,0.0
6.0,6.0,3,True,7,0.0
7.0,7.0,1,True,7,0.0
7.0,7.0,2,True,7,0.2379432100292255
7.0,7.0,3,True,7,0.0
8.0,8.0,1,True,7,0.10301012889046
8.0,8.0,2,True,7,0.1063931992691822
8.0,8.0,3,True,7,0.2761192444599841
9.0,9.0,1,True,7,0.1083546627885927
9.0,9.0,2,True,7,0.0
9.0,9.0,3,True,7,0.0
10.0,10.0,1,True,7,0.0223553796377456
10.0,10.0,2,True,7,0.1407492867607963
10.0,10.0,3,True,7,0.0411276998014403
11.0,47.0,1,True,7,0.0110790105223034
11.0,47.0,2,True,7,0.0106128791990117
11.0,47.0,3,True,7,0.0
0.0,0.0,1,True,8,0.0
0.0,0.0,2,True,8,0.0
0.0,0.0,3,True,8,0.0
1.0,1.0,1,True,8,0.0
1.0,1.0,2,True,8,0.0
1.0,1.0,3,True,8,0.0
2.0,2.0,1,True,8,0.0
2.0,2.0,2,True,8,0.0
2.0,2.0,3,True,8,0.0
3.0,3.0,1,True,8,0.0
3.0,3.0,2,True,8,0.0
3.0,3.0,3,True,8,0.0
4.0,4.0,1,True,8,0.0
4.0,4.0,2,True,8,0.0
4.0,4.0,3,True,8,0.0
5.0,5.0,1,True,8,0.0
5.0,5.0,2,True,8,0.0
5.0,5.0,3,True,8,0.0
6.0,6.0,1,True,8,0.0
6.0,6.0,2,True,8,0.0
6.0,6.0,3,True,8,0.0
7.0,7.0,1,True,8,0.0
7.0,7.0,2,True,8,0.0
7.0,7.0,3,True,8,0.0
8.0,8.0,1,True,8,0.0279214134197314
8.0,8.0,2,True,8,0.0445504730971442
8.0,8.0,3,True,8,0.1711258997891057
9.0,9.0,1,True,8,0.1505867039779503
9.0,9.0,2,True,8,0.2433791385365196
9.0,9.0,3,True,8,0.0884214662311934
10.0,10.0,1,True,8,0.1217241133770927
10.0,10.0,2,True,8,0.2065037040335
10.0,10.0,3,True,8,0.0455021261198663
11.0,47.0,1,True,8,0.0210854839057198
11.0,47.0,2,True,8,0.0047303326688547
11.0,47.0,3,True,8,0.013621778125247
0.0,0.0,1,True,9,0.0
0.0,0.0,2,True,9,0.0
0.0,0.0,3,True,9,0.0
1.0,1.0,1,True,9,0.0
1.0,1.0,2,True,9,0.0
1.0,1.0,3,True,9,0.0
2.0,2.0,1,True,9,0.0
2.0,2.0,2,True,9,0.0
2.0,2.0,3,True,9,0.0
3.0,3.0,1,True,9,0.0
3.0,3.0,2,True,9,0.0
3.0,3.0,3,True,9,0.0
4.0,4.0,1,True,9,0.0
4.0,4.0,2,True,9,0.0
4.0,4.0,3,True,9,0.0
5.0,5.0,1,True,9,0.0
5.0,5.0,2,True,9,0.0
5.0,5.0,3,True,9,0.0
6.0,6.0,1,True,9,0.0
6.0,6.0,2,True,9,0.0
6.0,6.0,3,True,9,0.0
7.0,7.0,1,True,9,0.0
7.0,7.0,2,True,9,0.0
7.0,7.0,3,True,9,0.0
8.0,8.0,1,True,9,0.0
8.0,8.0,2,True,9,0.0
8.0,8.0,3,True,9,0.0
9.0,9.0,1,True,9,0.0139552236345609
9.0,9.0,2,True,9,0.0
9.0,9.0,3,True,9,0.0
10.0,10.0,1,True,9,0.1980234258155888
10.0,10.0,2,True,9,0.047469068659083
10.0,10.0,3,True,9,0.0418482090516663
11.0,47.0,1,True,9,0.033591183300355
11.0,47.0,2,True,9,0.0135519858867952
11.0,47.0,3,True,9,0.0086380928568453
0.0,0.0,1,True,10,0.0
0.0,0.0,2,True,10,0.0
0.0,0.0,3,True,10,0.0
1.0,1.0,1,True,10,0.0
1.0,1.0,2,True,10,0.0
1.0,1.0,3,True,10,0.0
2.0,2.0,1,True,10,0.0
2.0,2.0,2,True,10,0.0
2.0,2.0,3,True,10,0.0
3.0,3.0,1,True,10,0.0
3.0,3.0,2,True,10,0.0
3.0,3.0,3,True,10,0.0
4.0,4.0,1,True,10,0.0
4.0,4.0,2,True,10,0.0
4.0,4.0,3,True,10,0.0
5.0,5.0,1,True,10,0.0
5.0,5.0,2,True,10,0.0
5.0,5.0,3,True,10,0.0
6.0,6.0,1,True,10,0.0
6.0,6.0,2,True,10,0.0
6.0,6.0,3,True,10,0.0
7.0,7.0,1,True,10,0.0
7.0,7.0,2,True,10,0.0
7.0,7.0,3,True,10,0.0
8.0,8.0,1,True,10,0.0
8.0,8.0,2,True,10,0.0
8.0,8.0,3,True,10,0.0
9.0,9.0,1,True,10,0.0
9.0,9.0,2,True,10,0.0
9.0,9.0,3,True,10,0.0
10.0,10.0,1,True,10,0.0120587952206452
10.0,10.0,2,True,10,0.047469068659083
10.0,10.0,3,True,10,0.2099478521935606
11.0,47.0,1,True,10,0.0655286021675143
11.0,47.0,2,True,10,0.0526096782952744
11.0,47.0,3,True,10,0.0573017796243208
0.0,0.0,1,True,11,0.0
0.0,0.0,2,True,11,0.0
0.0,0.0,3,True,11,0.0
1.0,1.0,1,True,11,0.0
1.0,1.0,2,True,11,0.0
1.0,1.0,3,True,11,0.0
2.0,2.0,1,True,11,0.0
2.0,2.0,2,True,11,0.0
2.0,2.0,3,True,11,0.0
3.0,3.0,1,True,11,0.0
3.0,3.0,2,True,11,0.0
3.0,3.0,3,True,11,0.0
4.0,4.0,1,True,11,0.0
4.0,4.0,2,True,11,0.0
4.0,4.0,3,True,11,0.0
5.0,5.0,1,True,11,0.0
5.0,5.0,2,True,11,0.0
5.0,5.0,3,True,11,0.0
6.0,6.0,1,True,11,0.0
6.0,6.0,2,True,11,0.0
6.0,6.0,3,True,11,0.0
7.0,7.0,1,True,11,0.0
7.0,7.0,2,True,11,0.0
7.0,7.0,3,True,11,0.0
8.0,8.0,1,True,11,0.0
8.0,8.0,2,True,11,0.0
8.0,8.0,3,True,11,0.0
9.0,9.0,1,True,11,0.0
9.0,9.0,2,True,11,0.0
9.0,9.0,3,True,11,0.0
10.0,10.0,1,True,11,0.0
10.0,10.0,2,True,11,0.0
10.0,10.0,3,True,11,0.0
11.0,47.0,1,True,11,0.3583318443556496
11.0,47.0,2,True,11,0.2981985809591546
11.0,47.0,3,True,11,0.4099397709299803
0.0,0.0,1,False,0,1.0
0.0,0.0,2,False,0,1.0
0.0,0.0,3,False,0,1.0
1.0,1.0,1,False,0,0.537425145
1.0,1.0,2,False,0,0.529794978
1.0,1.0,3,False,0,0.698624273
2.0,2.0,1,False,0,0.389296919
2.0,2.0,2,False,0,0.404692215
2.0,2.0,3,False,0,0.314657776
3.0,3.0,1,False,0,0.215984385
3.0,3.0,2,False,0,0.262762473
3.0,3.0,3,False,0,0.200437775
4.0,4.0,1,False,0,0.136186549
4.0,4.0,2,False,0,0.120386718
4.0,4.0,3,False,0,0.172254838
5.0,5.0,1,False,0,0.197632029
5.0,5.0,2,False,0,0.126509127
5.0,5.0,3,False,0,0.153080328
6.0,6.0,1,False,0,0.168204032
6.0,6.0,2,False,0,0.142905501
6.0,6.0,3,False,0,0.103957661
7.0,7.0,1,False,0,0.088185198
7.0,7.0,2,False,0,0.131607847
7.0,7.0,3,False,0,0.124332193
8.0,8.0,1,False,0,0.102842664
8.0,8.0,2,False,0,0.060558923
8.0,8.0,3,False,0,0.188404069
9.0,9.0,1,False,0,0.13213364
9.0,9.0,2,False,0,0.162320441
9.0,9.0,3,False,0,0.102223322
10.0,10.0,1,False,0,0.235919422
10.0,10.0,2,False,0,0.135254648
10.0,10.0,3,False,0,0.0
11.0,47.0,1,False,0,0.072092828
11.0,47.0,2,False,0,0.081718148
11.0,47.0,3,False,0,0.094777976
0.0,0.0,1,False,-1,0.0
0.0,0.0,2,False,-1,0.0
0.0,0.0,3,False,-1,0.0
1.0,1.0,1,False,-1,0.462574855
1.0,1.0,2,False,-1,0.470205022
1.0,1.0,3,False,-1,0.301375727
2.0,2.0,1,False,-1,0.504770875
2.0,2.0,2,False,-1,0.445136835
2.0,2.0,3,False,-1,0.490006259
3.0,3.0,1,False,-1,0.394852369
3.0,3.0,2,False,-1,0.380466242
3.0,3.0,3,False,-1,0.463041438
4.0,4.0,1,False,-1,0.402467743
4.0,4.0,2,False,-1,0.357425581
4.0,4.0,3,False,-1,0.264877989
5.0,5.0,1,False,-1,0.34261317
5.0,5.0,2,False,-1,0.343780038
5.0,5.0,3,False,-1,0.294418849
6.0,6.0,1,False,-1,0.325636003
6.0,6.0,2,False,-1,0.286698655
6.0,6.0,3,False,-1,0.226559001
7.0,7.0,1,False,-1,0.388369369
7.0,7.0,2,False,-1,0.291690752
7.0,7.0,3,False,-1,0.123146519
8.0,8.0,1,False,-1,0.387899339
8.0,8.0,2,False,-1,0.315215645
8.0,8.0,3,False,-1,0.41304635
9.0,9.0,1,False,-1,0.372433164
9.0,9.0,2,False,-1,0.098302152
9.0,9.0,3,False,-1,0.459766033
10.0,10.0,1,False,-1,0.23942315
10.0,10.0,2,False,-1,0.367735118
10.0,10.0,3,False,-1,0.233364977
11.0,47.0,1,False,-1,0.331742286
11.0,47.0,2,False,-1,0.215470627
11.0,47.0,3,False,-1,0.408043221
0.0,0.0,1,False,-2,0.0
0.0,0.0,2,False,-2,0.0
0.0,0.0,3,False,-2,0.0
1.0,1.0,1,False,-2,0.0
1.0,1.0,2,False,-2,0.0
1.0,1.0,3,False,-2,0.0
2.0,2.0,1,False,-2,0.105932207
2.0,2.0,2,False,-2,0.15017095
2.0,2.0,3,False,-2,0.195335965
3.0,3.0,1,False,-2,0.336877396
3.0,3.0,2,False,-2,0.320669441
3.0,3.0,3,False,-2,0.264555988
4.0,4.0,1,False,-2,0.370886052
4.0,4.0,2,False,-2,0.300674889
4.0,4.0,3,False,-2,0.402724494
5.0,5.0,1,False,-2,0.220183381
5.0,5.0,2,False,-2,0.226375235
5.0,5.0,3,False,-2,0.305817594
6.0,6.0,1,False,-2,0.283060106
6.0,6.0,2,False,-2,0.261674735
6.0,6.0,3,False,-2,0.20820449
7.0,7.0,1,False,-2,0.194117923
7.0,7.0,2,False,-2,0.271808091
7.0,7.0,3,False,-2,0.25207227
8.0,8.0,1,False,-2,0.198252454
8.0,8.0,2,False,-2,0.221215053
8.0,8.0,3,False,-2,0.04688873
9.0,9.0,1,False,-2,0.191452753
9.0,9.0,2,False,-2,0.203316153
9.0,9.0,3,False,-2,0.190265985
10.0,10.0,1,False,-2,0.238620372
10.0,10.0,2,False,-2,0.125830498
10.0,10.0,3,False,-2,0.125467243
11.0,47.0,1,False,-2,0.304401744
11.0,47.0,2,False,-2,0.332242449
11.0,47.0,3,False,-2,0.209895675
0.0,0.0,1,False,-3,0.0
0.0,0.0,2,False,-3,0.0
0.0,0.0,3,False,-3,0.0
1.0,1.0,1,False,-3,0.0
1.0,1.0,2,False,-3,0.0
1.0,1.0,3,False,-3,0.0
2.0,2.0,1,False,-3,0.0
2.0,2.0,2,False,-3,0.0
2.0,2.0,3,False,-3,0.0
3.0,3.0,1,False,-3,0.05228585
3.0,3.0,2,False,-3,0.036101844
3.0,3.0,3,False,-3,0.071964799
4.0,4.0,1,False,-3,0.047656065
4.0,4.0,2,False,-3,0.158110471
4.0,4.0,3,False,-3,0.11057654
5.0,5.0,1,False,-3,0.169936722
5.0,5.0,2,False,-3,0.128494961
5.0,5.0,3,False,-3,0.19636052
6.0,6.0,1,False,-3,0.105096766
6.0,6.0,2,False,-3,0.076647227
6.0,6.0,3,False,-3,0.18822548
7.0,7.0,1,False,-3,0.115712444
7.0,7.0,2,False,-3,0.079870189
7.0,7.0,3,False,-3,0.176387729
8.0,8.0,1,False,-3,0.141606636
8.0,8.0,2,False,-3,0.311469328
8.0,8.0,3,False,-3,0.087275385
9.0,9.0,1,False,-3,0.094536135
9.0,9.0,2,False,-3,0.227087869
9.0,9.0,3,False,-3,0.0
10.0,10.0,1,False,-3,0.034449566
10.0,10.0,2,False,-3,0.048557029
10.0,10.0,3,False,-3,0.522707842
11.0,47.0,1,False,-3,0.102449505
11.0,47.0,2,False,-3,0.078973215
11.0,47.0,3,False,-3,0.0
0.0,0.0,1,False,-4,0.0
0.0,0.0,2,False,-4,0.0
0.0,0.0,3,False,-4,0.0
1.0,1.0,1,False,-4,0.0
1.0,1.0,2,False,-4,0.0
1.0,1.0,3,False,-4,0.0
2.0,2.0,1,False,-4,0.0
2.0,2.0,2,False,-4,0.0
2.0,2.0,3,False,-4,0.0
3.0,3.0,1,False,-4,0.0
3.0,3.0,2,False,-4,0.0
3.0,3.0,3,False,-4,0.0
4.0,4.0,1,False,-4,0.042803592
4.0,4.0,2,False,-4,0.063402342
4.0,4.0,3,False,-4,0.049566138
5.0,5.0,1,False,-4,0.069634697
5.0,5.0,2,False,-4,0.148725403
5.0,5.0,3,False,-4,0.050322709
6.0,6.0,1,False,-4,0.069923994
6.0,6.0,2,False,-4,0.177603856
6.0,6.0,3,False,-4,0.167936077
7.0,7.0,1,False,-4,0.119911299
7.0,7.0,2,False,-4,0.086128155
7.0,7.0,3,False,-4,0.056640101
8.0,8.0,1,False,-4,0.08528312
8.0,8.0,2,False,-4,0.0
8.0,8.0,3,False,-4,0.138504524
9.0,9.0,1,False,-4,0.101767084
9.0,9.0,2,False,-4,0.222827558
9.0,9.0,3,False,-4,0.0
10.0,10.0,1,False,-4,0.168079222
10.0,10.0,2,False,-4,0.194183507
10.0,10.0,3,False,-4,0.118459938
11.0,47.0,1,False,-4,0.044950615
11.0,47.0,2,False,-4,0.12641471
11.0,47.0,3,False,-4,0.137093502
0.0,0.0,1,False,-5,0.0
0.0,0.0,2,False,-5,0.0
0.0,0.0,3,False,-5,0.0
1.0,1.0,1,False,-5,0.0
1.0,1.0,2,False,-5,0.0
1.0,1.0,3,False,-5,0.0
2.0,2.0,1,False,-5,0.0
2.0,2.0,2,False,-5,0.0
2.0,2.0,3,False,-5,0.0
3.0,3.0,1,False,-5,0.0
3.0,3.0,2,False,-5,0.0
3.0,3.0,3,False,-5,0.0
4.0,4.0,1,False,-5,0.0
4.0,4.0,2,False,-5,0.0
4.0,4.0,3,False,-5,0.0
5.0,5.0,1,False,-5,0.0
5.0,5.0,2,False,-5,0.026115236
5.0,5.0,3,False,-5,0.0
6.0,6.0,1,False,-5,0.018381787
6.0,6.0,2,False,-5,0.044184022
6.0,6.0,3,False,-5,0.053114944
7.0,7.0,1,False,-5,0.038079179
7.0,7.0,2,False,-5,0.09060657
7.0,7.0,3,False,-5,0.211642118
8.0,8.0,1,False,-5,0.062923472
8.0,8.0,2,False,-5,0.033197841
8.0,8.0,3,False,-5,0.095503341
9.0,9.0,1,False,-5,0.024508085
9.0,9.0,2,False,-5,0.07178819
9.0,9.0,3,False,-5,0.0
10.0,10.0,1,False,-5,0.011373331
10.0,10.0,2,False,-5,0.044812356
10.0,10.0,3,False,-5,0.0
11.0,47.0,1,False,-5,0.080918791
11.0,47.0,2,False,-5,0.005418567
11.0,47.0,3,False,-5,0.055379745
0.0,0.0,1,False,-6,0.0
0.0,0.0,2,False,-6,0.0
0.0,0.0,3,False,-6,0.0
1.0,1.0,1,False,-6,0.0
1.0,1.0,2,False,-6,0.0
1.0,1.0,3,False,-6,0.0
2.0,2.0,1,False,-6,0.0
2.0,2.0,2,False,-6,0.0
2.0,2.0,3,False,-6,0.0
3.0,3.0,1,False,-6,0.0
3.0,3.0,2,False,-6,0.0
3.0,3.0,3,False,-6,0.0
4.0,4.0,1,False,-6,0.0
4.0,4.0,2,False,-6,0.0
4.0,4.0,3,False,-6,0.0
5.0,5.0,1,False,-6,0.0
5.0,5.0,2,False,-6,0.0
5.0,5.0,3,False,-6,0.0
6.0,6.0,1,False,-6,0.029697313
6.0,6.0,2,False,-6,0.010286005
6.0,6.0,3,False,-6,0.052002348
7.0,7.0,1,False,-6,0.055624588
7.0,7.0,2,False,-6,0.045385529
7.0,7.0,3,False,-6,0.055779069
8.0,8.0,1,False,-6,0.017346711
8.0,8.0,2,False,-6,0.043952152
8.0,8.0,3,False,-6,0.0303776
9.0,9.0,1,False,-6,0.035064934
9.0,9.0,2,False,-6,0.014357638
9.0,9.0,3,False,-6,0.139226692
10.0,10.0,1,False,-6,0.032558551
10.0,10.0,2,False,-6,0.083626845
10.0,10.0,3,False,-6,0.0
11.0,47.0,1,False,-6,0.038702023
11.0,47.0,2,False,-6,0.041497065
11.0,47.0,3,False,-6,0.054735009
0.0,0.0,1,False,-7,0.0
0.0,0.0,2,False,-7,0.0
0.0,0.0,3,False,-7,0.0
1.0,1.0,1,False,-7,0.0
