TAZ,work_high,work_low,work_med,work_veryhigh
1,1.0803059253045726,1.1298737228957636,1.165983727429199,1.066030411547262
2,1.0265028489468482,1.1383373323054078,1.147274387211439,0.9900120600742882
3,0.8999157583596624,1.0264417374452217,1.2725750351088378,1.1315969750952237
4,1.1460615145233304,1.0719440219626772,1.02448694076055,1.046962953353665
5,0.9457487903663444,1.0789775043766408,1.029757862247865,1.0145836098866297
6,1.0688521643908468,0.77703126275512,0.9877959301247753,0.9599965622155752
7,1.0369718050504995,0.9857642726379351,1.0734746677821176,1.045049880915751
8,1.1007048515213402,1.0887057792382062,0.870280540308977,1.1022771881630604
9,0.9816713619344726,0.978790133331592,1.0416600021143947,1.0511278013579541
10,0.8717934737702864,0.9228249315662337,1.0073157814826703,0.9071745988814516
11,1.0763731503937792,0.9802266004739839,1.005932664874231,0.9783341515984197
12,1.1422363286504593,1.0867628596644245,1.050640045752676,1.0210292209211187
13,0.9633169775555347,1.1026751918590523,1.0822596442420387,1.130259227865356
14,1.2716540167471178,1.1106159160139817,1.1906612550645157,1.1172490478133277
15,1.1370638673389377,1.2513297855684642,1.1601207704005656,1.2262299889036634
16,1.136281677633446,1.1359349275832442,1.1772077297743253,1.1004466306217415
17,1.1816303844361455,1.2325298235252962,1.1208554952620025,1.1064000795631284
18,1.0840024299578568,1.2918800009718086,1.3881452644352281,1.147969878395119
19,1.070664819090044,1.350285100901226,1.0736784303651268,1.0707938458053283
20,1.04591970080767,1.1165125341399151,1.0268178930913983,1.096916147407459
21,1.173827978592725,1.1872933367522207,1.0360357956992745,1.0352763926310298
22,1.1761852944446802,1.3392626215165513,1.2269586183728944,1.1291957184576396
23,1.4026553234127013,1.6496564954183623,1.5817694201321624,1.158655779258521
24,1.2265801522534487,1.093119086898283,1.1902769972208773,1.0960428153838206
25,1.0961152052502707,0.8547859470865706,1.1147532948959034,1.0129793878620386
26,1.114199562052719,1.1246634541450624,1.1653043041664213,0.9764246143572007
27,0.9394058727727093,1.1828430648947112,0.9329480161688666,1.2521950174184673
28,1.0250500655276018,0.77454834865504,0.8609257956213054,1.1913510380336745
29,1.2138254679828906,1.215314974239813,1.3479425356550352,1.3905556360753473
30,1.2090521494614377,1.2289325328086034,0.9591332603531335,0.8570200910024938
31,0.9229640896145713,0.7281730252632387,0.8329626652348537,0.8899910702915795
32,1.0762351515558277,1.182797900115833,0.7944804408348063,1.1353180427253895
33,1.1268018424123603,0.7561751258967417,1.0996590200023568,0.8780810857740328
34,1.2297935066942292,1.245140325884559,1.1236264897255506,1.3872633751971455
35,0.8636748555781906,1.0897876077764683,0.8983801323623575,0.915329791419999
36,1.2242389345055094,1.228334889684616,1.0362167477766069,1.314985593900317
37,1.232425514270342,1.1502832698700787,1.274851507943057,0.8994873614900812
38,1.2314255606183586,1.9324432725138543,1.1675394493771891,1.270798329614841
39,1.361471304787403,2.695911649754098,2.5391701738805756,1.3981993988484072
40,1.231003364119865,1.2117558375951119,1.549760995447259,1.337284416227419
41,1.3585514426041247,1.324281781203251,1.4170364598197618,1.2916595704660254
42,3.8485089448350718,19.587796152990958,9.557717219914743,5.418586261854951
43,1.6721235146384177,2.0821384674181243,1.1368185699769544,1.155598018809465
44,1.158878097596836,1.3856899858753706,1.303255599755645,0.9847652290896077
45,1.0855524242838817,1.124579120648322,1.0071222865747125,1.1271398440362272
46,1.1498637254039792,0.8766500127780402,1.206721104669566,1.08541474007629
47,1.1390288228076986,1.3677237187043119,1.1603016208540846,1.0732828036186641
48,0.9453507167328542,0.9404335611290933,1.0436893900964819,1.0732357008890536
49,0.8274711350240336,1.1280975231007022,1.2990448816346887,1.3364378115383715
50,1.3866518573520796,0.9055597084103415,1.2050450646248312,1.2087617054011563
