TAZ,work_high,work_low,work_med,work_veryhigh
51,1.3536793621095717,1.3368140296347097,1.568362769220855,0.9255348679413153
52,1.7341663245302363,1.8176564194216163,1.6780988086095074,1.1486345354122343
53,1.0541812336431986,2.0046608377111426,1.096900399961944,0.7968054501151737
54,1.3926091725140402,1.3376749778700856,1.3655747456164327,1.1710115357223319
55,0.8802750318288621,1.996487140553479,1.347467633797678,1.8774089716210858
56,1.1819278632136,3.200558079048181,3.4351751581552623,1.5288261582101985
57,1.5705646401472673,2.4776756153829056,1.276419968227123,1.229802947298201
58,2.0808437443584418,1.9857769193086863,1.4643301348583573,1.2581516018280452
59,1.0903820059809524,1.8300990835108855,1.37674250237854,1.3200280003920142
60,1.1519262826478183,5.839483195361505,0.8760723133125301,1.1389425090831569
61,1.3942958290537415,1.275929261503169,1.1191057811178518,1.002161339120995
62,1.0652886455316204,1.641033223644257,1.2163942892473225,1.0541355167190574
63,1.2710182224026707,1.0619137754536585,1.0014188861207016,0.9672151734173158
64,1.3322893068157131,1.4268214710095926,1.480268272910606,0.8301751557520521
65,1.1540493421455147,1.591239429171693,1.2275637880159822,1.0512002035990897
66,1.1552474431494208,1.5842400785300743,1.4349976800728321,0.9502907769317656
67,1.0716134941952844,1.5026431129666684,1.6305525828615304,1.09881541713897
68,1.1507306774803314,1.5409828001178527,0.8838080044298536,0.9094537164849238
69,1.0436561164779574,0.9798036902204641,0.9928842295721886,0.9780732477049694
70,0.9048568273734003,1.2559523239173835,1.1047733953210743,1.1736715891125222
71,1.1080969585693983,1.3529271396918194,1.0642699310911716,1.0486389054898293
72,1.1225723642592353,1.002172125286421,1.179620236077177,1.1998268795175087
73,1.211855682782614,1.275590543575436,1.001329148093356,0.9310939349246281
74,0.9739443741232513,0.9761613382192857,0.8416897781920865,0.8822434085147389
75,0.9790798987360205,0.9790508857577896,0.9854571008005507,0.9983748460318005
76,1.0503114268945009,1.0863741911124591,1.0250631880084156,1.1938810294282938
77,0.8710142002408622,1.064626297462612,1.0785787641917275,0.948378366390709
78,1.1738608118282767,1.3094269513304877,0.7622612395218037,1.1550327473064257
79,0.9153702515218505,1.0299583157444068,0.9801941267756771,0.9054940887696769
80,1.433217734717053,1.006849701459018,0.6955901546662839,1.1358728383596013
81,1.137438873592844,1.073050029524923,1.0769233730916141,0.8671922138231999
82,0.6380486784639454,0.8164582122086598,0.9233944706218666,0.8930329124753563
83,1.137574371272251,0.7744038529839037,1.2085341647482428,1.0856498568130728
84,0.7556048331930888,0.8050193553247573,0.7788205006482138,0.7616192654282863
85,1.0585555221608898,0.9972251471064774,1.3896693240287419,1.089816563769684
86,0.8882219844409792,1.1673725404849826,0.9599978566458924,1.243317561653839
87,1.201319159813734,1.3311678332983206,1.1344525558691871,1.0057927815794068
88,1.242521868609466,1.0293768341906173,1.0063163507933266,0.9300073706638494
89,1.201768469273396,1.4316203023968384,0.8453534896644083,0.7493014333645974
90,0.9830929093162729,1.1410952944857327,1.0388547115920264,0.9749654286677708
91,1.0502789748394836,1.2560556587776304,0.9503872366765153,0.9568554536953481
92,0.9867631511280148,1.0766270213364668,1.1647945278634402,1.0989031559038716
93,0.6490164381564849,1.1035492104016453,0.9400362351669882,0.9638629406446648
94,1.0688583674332748,1.2551373761148141,0.8790009528562643,1.1392249193980932
95,1.7565336032759629,1.5244636796082616,0.6535159451116371,0.610595079766872
96,1.0421935094332475,1.108655666508428,0.9878626119405264,0.7993475493215353
97,0.797747730980662,1.3102211456576867,0.8058807534699169,1.2093986290129328
98,1.0691611776993253,1.4383519289166071,1.0597530671817639,1.45229597894534
99,0.8774194369026582,0.7280181276103894,0.9452014942596744,1.123767850310449
100,0.9776955122638585,1.5708729125588545,0.9167737525040759,0.8583063869631056
101,0.8827852625553527,0.8544311898464116,0.9828918845388833,1.1266601419276163
102,1.1119411499590015,1.2194907579702552,0.9076301622725927,1.01288859626109
103,0.8408508612474309,1.019545993208578,0.8499690117502431,1.0037854841000675
104,1.0905540524643584,0.9309771493309557,1.2215891144313826,1.1077186350454267
105,0.9662959275708476,0.8348881740763818,0.8564102044738238,1.0753287050013012
106,0.9005559658786609,1.0275036954285663,0.8738336549867536,1.0437206708078288
107,0.9248023235934295,0.8754882043204679,0.9254855832863206,0.9372705831642659
108,1.009550562146268,1.5089730884970207,1.1808857813883102,1.201434918468052
109,1.2215297714491036,1.385466426046489,1.2753935302657515,1.1222187267322998
110,1.301837221546531,1.6353741601066498,1.057261533446887,1.1907789413977867
111,1.2567755408716181,1.438925953111621,1.2938079077539923,1.354825972421723
112,1.034648162408399,1.5946828850940857,1.908388731086038,1.2478823590814383
113,0.8374484837420565,1.2608477963218245,0.8756841924265055,1.0533723038740186
114,0.9202238083769816,1.0423690297893384,0.9356449589597275,1.0117356406022813
115,1.049698677538766,1.0740106258177462,1.0362650699771827,1.0414723839199749
116,0.8885373647678347,1.4739831414324307,0.8429090244911512,0.7627106087095875
117,0.7561516346045835,0.8928473868767808,1.3256839730280585,0.8519062047165828
118,1.0747193495155933,4.946808651943649,0.5463055480854887,0.9417167571520534
119,0.8461718070536439,5.115904097131012,0.8229518631667515,1.0829455276144613
120,2.3816984076329915,1.3171127418006316,0.6461414800863263,0.8347719560141081
121,1.1461199656958438,1.327881855047322,1.1316499327728815,0.8725545757890066
122,0.8858443994803941,1.3345054346477063,1.3760469066078436,1.0417347854463808
123,0.8330966938254633,1.063521709041598,1.0496305888531687,1.1998351273885364
124,1.7452721240950582,1.5982360313264379,0.7540312301328912,0.8398628176747163
125,0.666039131422828,0.8252888300834067,2.6202658737000744,0.6904656219452113
126,1.3455186856798942,0.8769229697545133,0.6654992514341995,0.8698014778981642
127,0.9259066830577347,1.2377959387859194,0.8765401792053563,1.144132283651009
128,1.393424707427754,1.017555934702539,0.7991143949261403,0.9084677812132652
129,1.4632005348644417,1.825437928769021,2.9151303372588666,1.1110469078986833
130,0.9457539284843325,1.3756278377092273,1.346798824269238,1.4071281981756436
131,0.7831499276484165,0.6635496828530584,1.2685934636687228,1.2068003276890829
132,1.2327708515808866,1.3464852547256005,1.5800493903289916,1.0401947819196486
133,0.846042212085163,1.3989443503213799,1.3701872217436977,1.4593460767767814
134,0.8205657534802889,1.2783700920572811,1.6492794603615544,1.2891568055560174
135,1.6732678219896429,3.180711912043266,1.1233861126365694,1.0170199166528648
136,0.915348042485611,0.7723591090422834,1.248429752562426,0.9106197424636812
137,0.7646590654784813,1.2128545886374813,1.6676536577758216,1.1211437123587176
138,1.093174000834792,1.7937907036800749,1.9255684297202373,1.3913799165718441
139,1.2604493396193286,1.2418207437007949,1.4302453794751537,1.3521286049028534
140,1.36784185480101,3.1971328254041937,1.322598846413685,0.9728187709109622
141,1.3078364383605843,4.145449020993165,2.270464649579719,0.6316054894172243
142,1.0686880128783616,1.3449298254336448,1.3633397358596433,1.1274133608467156
143,1.3051420513183534,2.2775884466163556,1.6863627388082252,1.3432285406875935
144,2.061463061275111,2.516496137086581,1.9919868494289419,2.9088195106047743
145,1.3619386581619286,1.3856798453060508,1.8764532021218603,2.1367899431092905
146,0.7762228292467038,1.0,0.4971015701820163,1.2777022600732735
147,1.626205564099341,1.6701444114373671,1.6515462958020968,1.6678696900580252
148,1.5186051555290787,1.4724677939817323,1.5142832253337906,1.5467949384613666
149,1.8970290963685978,2.3024024967207337,1.8700623644648262,1.6010784161222225
150,1.1829311763023558,1.15884411055366,1.443630123300627,1.3902977945061499
151,1.2595507508963706,0.4069312020909081,0.5966255655948148,0.489949529971729
152,1.401482292412506,2.583438571568344,0.7425883516117406,1.2008087942917276
153,0.7024604100961929,0.8509291285650106,2.058950128903652,2.2369442818722916
154,2.13353853429176,0.6543435760680418,1.6097063623842565,1.3195235631213333
155,2.4578247967488793,1.8981640433377107,3.5474944413568874,2.1705345978704087
156,0.16478309427223278,0.508399594687205,0.4745859000066209,1.0624023415799484
157,0.8865314885448671,0.8069731492471992,2.097234264050074,1.40944628904402
158,1.0333129977316575,1.3016208204113597,1.1196830514148122,1.2953141883242112
159,2.778495952638367,1.3490423932664444,0.8093254564484433,1.9262980789265827
160,1.8793219918683768,1.23574218996075,0.8112114743935355,0.6828451265085649
161,1.2790003642735481,1.6463012094610148,1.0472903146443324,1.5047127680977637
162,1.334755447150009,2.6862111609553057,1.3852661012112597,1.5853832015882197
163,1.2413256549236762,5.82987910220977,2.5720766129946075,2.6439991228282436
164,1.2246300932666676,2.295663674505401,0.9423110567083327,1.6677108263130629
165,0.9012489877513972,2.0480378385193583,1.196594943097626,0.94112251918377
166,1.800148196756847,2.3986389874639955,1.302150999411989,1.2011324186855563
167,1.7176415386187815,3.3743436929323702,1.2375801611182815,1.2796069898381206
168,0.7378606611367822,1.6275767195300674,4.418967109191964,1.4387650633781146
169,1.2605018111204112,1.5166427985171362,1.5619356267301023,1.4419125218519842
170,1.0375743078424053,1.5614421939010603,1.3305554503299273,1.1653733675475457
171,0.8648593998750841,1.3008194941305182,1.0111703570016874,0.9779787829569094
172,1.082112354438471,1.583776522520092,1.2811044479771878,0.6999957263960348
173,0.4359942811716013,0.6991476038102779,2.1670243684246446,0.9072826634063933
174,1.357412054386481,1.802775404984067,1.071305904685215,0.8432239908007632
175,1.120020472131111,1.1754320935511853,0.9689995892558064,0.9760068138678217
176,1.3646344947623468,1.3565133551538229,0.9288800369768104,0.9362117332594033
177,1.0236244201131193,1.3812152916642986,1.2982363685830092,0.9490136917922877
178,1.3275815265326851,1.2958716130821881,1.1439025059323207,1.2699174576756231
179,1.123903947303014,2.2778275363496463,1.9829765909547106,1.924453809698063
180,2.635579391068453,3.0667341399253045,1.5758354653463424,1.8224996906419337
181,1.6803598982072234,2.3924819189307023,2.025048916782585,1.2484328597505114
182,2.8119091023477476,2.9520821959721353,1.3382300512958025,1.9752747118360774
183,1.4343050058172955,1.3670168970806231,1.2329597261738205,1.2040705301709207
184,1.2980456742083255,1.586806004490025,1.5911359060695682,1.5582065925842619
185,1.347740779831801,1.198873840484784,1.6731464764094688,0.9404722096753495
186,1.177087780239675,1.828440532462984,1.8267189806149113,1.4857828488435736
187,1.318948498759601,3.0825153365946565,1.0078113047558193,1.2135496042990987
188,1.151522027708413,1.7002089606653998,1.366400671320243,1.2822297011411588
189,1.264440790629743,1.6519761486566726,5.43551841110355,1.4256863079876108
190,1.3719034629541498,1.8424424515381168,1.8102108031272048,1.3222842027748851
