"auPkRetail","auPkTotal","auOpRetail","auOpTotal","trPkRetail","trPkTotal","trOpRetail","trOpTotal","nmRetail","nmTotal","zone_id"
8.359476322714523,8.65068472053859,8.444397296971797,8.75258972169597,0.00008791410282791351,0.00016651607481841708,0,0,5.726954128247134,5.815129893040791,100
8.34194417945735,8.605667689648087,8.403506492910827,8.682934352693241,0.0004461613245212431,0.0008449286006516774,0,0,7.005045360074734,7.086600899407028,101
8.488008774113379,8.782901903613658,8.573786983120556,8.884881118807744,0.0002866495094343523,0.0005428879085529547,0,0,5.425767873885941,5.527696778437417,102
8.481005544207276,8.793155944440647,8.568523946383214,8.895682789913739,0.00017623443643363646,0.00033378837774832915,0,0,5.483158185253818,5.675920321452351,103
8.356992848898237,8.707666884523523,8.419593861871023,8.778261559439684,0.020999430268103567,0.029422019427776138,0,0,5.638102289925756,5.6983699404734915,104
8.635447665311286,8.991108118102757,8.700762741516533,9.06232593477433,0.000004556905580112257,0.00001054545138581666,0,0,4.1829352645088065,4.318489257399011,105
8.575153104846173,8.866330274852691,8.626777749644916,8.930054937841707,0.0005460066060503814,0.0010339665458427344,0,0,6.876122839758207,7.002496052662336,106
8.323124541648731,8.652799832435278,8.393253962625941,8.730723157262814,0.00024623358057427333,0.0004663523404378274,0,0,5.509156516733944,5.7235762811047595,107
8.07094247072316,8.360566907506673,8.155474152315314,8.457642948203931,0.00018778629041716211,0.000333409440864232,0,0,5.754456544161022,5.803335813886639,108
8.288453149828051,8.615597220412573,8.382986130417672,8.712707714498126,0.006136853288387595,0.006414860988706309,0,0,4.778397188603529,4.951243176723024,109
8.47143975547582,8.813977658511963,8.536571172358121,8.881193545313039,0.0000061881908228340296,0.000014320506464251153,0,0,4.567763717685017,4.978589463648943,110
8.45411590391632,8.79994418357925,8.517429116240503,8.868651058124286,0.000007033200920914028,0.000016275991448479832,0,0,4.996405805704122,5.149248771058627,111
8.6039282173462,8.96204862618822,8.67195516537735,9.03630371791982,0.021696378771308096,0.03039428157628466,0,0,4.813271856530385,4.938260696606498,112
8.490370968930472,8.869858183331202,8.561328386012322,8.944802253065923,0.10352418360748207,0.1427728903089142,0,0,5.276455822016632,5.384610402219582,113
8.359840195237647,8.761516383440776,8.414369148024253,8.817653243094195,0.3869540314736869,0.5097069269505531,0,0,6.511111541899719,6.822994224415116,114
8.65002153809408,9.084712959446366,8.710886637113752,9.143620478964381,1.1824791488018311,1.6596223601061864,0,0,5.371189692194278,5.774086944269257,115
8.392730437663225,8.842861593698379,8.455928685617387,8.904238784094638,0,0,0,0,4.581001509928271,5.0551940963493385,116
8.556299585271633,9.03476828772515,8.597490541378185,9.06964830354662,4.891759236876587,5.592770142607212,0,0,6.967380179197544,7.393530018506711,117
8.646235587340346,9.134861335334525,8.690209100488227,9.17229373588749,5.214523498551639,5.931941094282029,4.374228323793354,5.178176396644024,7.095895043795228,7.551847270608641,118
8.653401526869347,9.16747854429387,8.694862796017812,9.200189658472988,4.946390153227238,5.515612082849323,4.265661104425425,4.892569017263518,7.294079294633845,8.055227069809062,119
8.8830449493235,9.387726812133074,8.924809014612979,9.420740744633589,5.628949038716615,6.178562739945525,4.800781480844241,5.401594112726499,6.846794413507103,7.63351404769212,120
8.415031345225982,8.859880496249755,8.473414996582896,8.9159893761849,2.4563796171993197,3.038617862758113,0,0,5.555319778502937,5.993396801249492,121
8.588872647496114,9.058686928637433,8.628547044017864,9.093010245193682,2.477577158030556,3.0122064605765235,3.212027428282044,3.8276337443502677,6.709442489979236,7.262585152632196,122
8.54338285466594,8.970718177649694,8.606561814989373,9.032500980762006,1.1568355768862024,1.402932366492501,2.5755528041361884,3.1766664169940917,6.00069178751236,6.365677865442266,123
8.760311360139712,9.227273896587956,8.797613154677641,9.258881845946105,4.60546445579036,5.262772828702875,3.9694365896315102,4.653389004288817,6.576521581069081,7.058286916857228,124
8.667941024824007,9.163672182038717,8.712663010594492,9.199856407235021,4.701726688888123,5.354995745369724,4.1720183270771685,4.8568261650935645,7.124251778967244,7.785025557702419,125
8.042440924325607,8.491145588305283,8.145012434033433,8.591745887421741,0,0,0,0,5.3448822495925254,5.613249201724079,126
8.100683929215164,8.55244891142022,8.168312475331566,8.616729237751223,0,0,0,0,6.61816762014875,6.95196805636676,127
8.263438977386752,8.72759871691561,8.33513886980285,8.795818172325548,0,0,0,0,6.8426666064078825,7.278152862390995,128
8.299849307374066,8.765096420935171,8.373304108885314,8.835115318732184,0,0,0,0,6.613038831625322,7.077461341653512,129
8.226096084648747,8.691550338006799,8.28239115622265,8.7447959715677,0,0,0,0,7.27577875836737,7.841897379928627,130
8.271493488483504,8.729646138330912,8.33428205891657,8.789954575538172,0,0,0,0,7.581147841396488,8.098228671592441,131
8.182088229977127,8.629719939503916,8.24464998071807,8.689759926116713,0,0,0,0,7.330133197622525,7.7311204906084665,132
8.19218012680096,8.636693829787662,8.254092622894508,8.696047859437114,0,0,0,0,7.103106359810881,7.510973107438531,133
8.2473015981877,8.696079031782762,8.304330651276107,8.750749767205411,0,0,0,0,7.139936742986746,7.583393308810017,134
8.393191052735746,8.837042824488565,8.42040706145338,8.86124089559546,0,0,0,0,7.177505752857045,7.508223602553538,135
