"person_id","tour_type","tour_type_count","tour_type_num","tour_num","tour_count","tour_category","number_of_participants","destination","origin","household_id","tdd","start","end","duration","composition","destination_logsum","tour_mode","atwork_subtour_frequency","parent_tour_id","stop_frequency","primary_purpose","tour_outbound_dist","tour_inbound_dist","main_leg_dist","outbound_leg_fft","inbound_leg_fft","main_leg_fft","ptype","num_work_stops_ob","num_school_stops_ob","num_escort_stops_ob","num_shopping_stops_ob","num_maint_stops_ob","num_eat_out_stops_ob","num_social_visit_stops_ob","num_discr_stops_ob","num_work_stops_ib","num_school_stops_ib","num_escort_stops_ib","num_shopping_stops_ib","num_maint_stops_ib","num_eat_out_stops_ib","num_social_visit_stops_ib","num_discr_stops_ib","has_outbound_stops","has_inbound_stops","main_leg_duration","inbound_duration","outbound_duration","tour_id"
152009,"school",1,1,1,1,"mandatory",1,123,121,56235,452,11,28,17,"",,"SHARED3FREE","",,"1out_0in","school",2.19,2.19,3.51,14.05,14.03,14.63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,16,0,1,6232400
152487,"school",1,1,1,1,"mandatory",1,106,122,56397,410,10,24,14,"",,"SHARED3FREE","",,"0out_1in","school",5.44,5.44,5.44,17.92,17.87,17.92,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,9,5,0,6251998
154000,"work",1,1,1,1,"mandatory",1,123,123,56918,338,8,31,23,"",,"WALK","eat",,"0out_0in","work",0.65,0.65,0.65,8.7,8.7,8.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,23,0,0,6314039
154001,"work",1,1,1,1,"mandatory",1,122,123,56918,421,10,35,25,"",,"SHARED2FREE","eat",,"1out_1in","work",1.75,1.75,2,12.43,12.32,12.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,23,1,1,6314080
157285,"work",1,1,1,1,"mandatory",1,125,124,58411,499,12,38,26,"",,"DRIVEALONEFREE","eat",,"0out_0in","work",1.06,1.06,0.62,9.5,9.49,4.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,26,0,0,6448724
158762,"school",1,1,1,1,"mandatory",1,124,124,59118,374,9,27,18,"",,"SHARED2FREE","",,"1out_1in","school",0.62,0.62,0.62,4.86,4.86,4.86,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,16,1,1,6509273
159598,"work",2,1,1,2,"mandatory",1,126,126,59527,379,9,32,23,"",,"BIKE","eat",,"0out_0in","work",0.63,0.63,0.63,12.41,12.41,12.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,23,0,0,6543557
159598,"work",2,2,2,2,"mandatory",1,126,126,59527,1055,33,48,15,"",,"DRIVEALONEFREE","business1",,"0out_0in","work",0.63,0.63,0.63,12.41,12.41,12.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,15,0,0,6543558
162194,"work",1,1,1,1,"mandatory",1,127,126,60356,459,11,35,24,"",,"SHARED2FREE","no_subtours",,"1out_1in","work",1.61,1.61,0.52,15.79,15.87,12.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,22,1,1,6649993
162230,"work",1,1,1,1,"mandatory",1,135,126,60371,666,17,35,18,"",,"DRIVEALONEFREE","no_subtours",,"0out_1in","work",3.04,3.04,1.61,16.89,17.08,15.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,17,1,0,6651469
162233,"work",1,1,1,1,"mandatory",1,132,126,60372,416,10,30,20,"",,"DRIVEALONEFREE","maint",,"0out_1in","work",1.49,1.49,2.15,15.41,15.5,16.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,20,0,0,6651592
164462,"school",1,1,1,1,"mandatory",1,132,127,61163,414,10,28,18,"",,"SCHOOL_BUS","",,"0out_0in","school",0.5,0.5,0.44,12.72,12.72,11.76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,18,0,0,6742973
166163,"school",1,1,1,1,"mandatory",1,132,127,61639,419,10,33,23,"",,"SHARED3FREE","",,"0out_1in","school",0.5,0.5,1.13,12.72,12.72,14.53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,22,1,0,6812714
166164,"school",1,1,1,1,"mandatory",1,132,127,61639,740,19,48,29,"",,"SHARED2FREE","",,"0out_1in","school",0.5,0.5,2.72,12.72,12.72,15.93,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,23,6,0,6812755
166554,"work",1,1,1,1,"mandatory",1,131,128,61791,380,9,33,24,"",,"DRIVEALONEFREE","no_subtours",,"2out_0in","work",0.81,0.81,0.99,13.49,13.49,14.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,23,0,1,6828753
166556,"school",1,1,1,1,"mandatory",1,132,128,61791,372,9,25,16,"",,"SHARED3FREE","",,"0out_1in","school",0.99,0.99,2.4,14.15,14.16,15.66,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,15,1,0,6828827
166557,"school",1,1,1,1,"mandatory",1,132,128,61791,377,9,30,21,"",,"SCHOOL_BUS","",,"0out_0in","school",0.99,0.99,0.34,14.15,14.16,11.53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,21,0,0,6828868
166558,"school",1,1,1,1,"mandatory",1,132,128,61791,374,9,27,18,"",,"SCHOOL_BUS","",,"0out_0in","school",0.99,0.99,0.34,14.15,14.16,11.53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,18,0,0,6828909
166628,"work",1,1,1,1,"mandatory",1,130,128,61813,336,8,29,21,"",,"WALK_ALLTRN","eat",,"1out_0in","work",1.25,1.25,0.81,15.05,15.05,13.49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,21,0,0,6831787
166629,"work",1,1,1,1,"mandatory",1,129,128,61813,422,10,36,26,"",,"WALK","no_subtours",,"0out_0in","work",0.57,0.57,0.34,12.64,12.65,11.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,26,0,0,6831828
166630,"school",1,1,1,1,"mandatory",1,124,128,61813,412,10,26,16,"",,"WALK_ALLTRN","",,"0out_2in","school",5.62,5.51,1.25,18.45,18.19,15.05,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,14,2,0,6831861
167802,"school",1,1,1,1,"mandatory",1,135,128,62171,412,10,26,16,"",,"SHARED3FREE","",,"0out_0in","school",2.4,2.4,0.34,15.66,15.74,11.53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,16,0,0,6879913
169108,"work",1,1,1,1,"mandatory",1,131,131,62765,377,9,30,21,"",,"DRIVEALONEFREE","eat",,"0out_0in","work",0.32,0.32,0.32,11.28,11.28,11.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,21,0,0,6933467
169109,"school",1,1,1,1,"mandatory",1,132,131,62765,372,9,25,16,"",,"SHARED2FREE","",,"0out_1in","school",0.52,0.52,0.32,12.55,12.55,11.28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,16,0,0,6933500
169110,"school",1,1,1,1,"mandatory",1,132,131,62765,777,21,28,7,"",,"SHARED3FREE","",,"0out_0in","school",0.52,0.52,0.32,12.55,12.55,11.28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,7,0,0,6933541
169111,"school",1,1,1,1,"mandatory",1,132,131,62765,413,10,27,17,"",,"SHARED2FREE","",,"0out_1in","school",0.52,0.52,1.39,12.55,12.55,12.69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,16,1,0,6933582
171824,"school",1,1,1,1,"mandatory",1,135,135,63802,412,10,26,16,"",,"SHARED3FREE","",,"1out_1in","school",0.43,0.43,0.43,7.97,7.97,7.97,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,15,1,0,7044815
171825,"school",1,1,1,1,"mandatory",1,135,135,63802,371,9,24,15,"",,"SHARED3FREE","",,"0out_0in","school",0.43,0.43,0.43,7.97,7.97,7.97,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,15,0,0,7044856
171826,"school",1,1,1,1,"mandatory",1,135,135,63802,408,10,22,12,"",,"SHARED3FREE","",,"0out_0in","school",0.43,0.43,0.43,7.97,7.97,7.97,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,12,0,0,7044897
171931,"work",1,1,1,1,"mandatory",1,131,135,63844,803,22,27,5,"",,"DRIVEALONEFREE","no_subtours",,"0out_0in","work",1.39,1.39,0.43,12.76,12.69,7.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5,0,0,7049210
171932,"work",1,1,1,1,"mandatory",1,130,135,63844,339,8,32,24,"",,"DRIVEALONEFREE","no_subtours",,"1out_3in","work",0.92,0.92,0.5,12.2,12.21,12.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,21,3,0,7049251
145187,"othmaint",1,1,1,1,"joint",3,122,116,53716,327,8,20,12,"mixed",11.123956672074222,"SHARED3FREE","",,"2out_0in","othmaint",2.67,2.67,4.16,15.39,15.4,15.22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,true,false,10,0,2,5952684
116449,"othdiscr",1,1,1,1,"joint",2,106,103,43843,1028,32,37,5,"mixed",13.13742398546089,"SHARED2FREE","",,"0out_0in","othdiscr",1.22,1.22,0.61,8.14,8.14,4.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5,0,0,4774383
171822,"othdiscr",1,1,1,1,"joint",2,130,135,63802,511,13,14,1,"adults",12.660434072901307,"SHARED2FREE","",,"2out_0in","othdiscr",0.92,0.92,0.92,12.2,12.21,12.21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true,false,1,0,0,7044717
116425,"eatout",1,1,1,1,"joint",3,103,103,43832,1011,31,37,6,"mixed",9.796324539659821,"SHARED3FREE","",,"0out_0in","eatout",0.61,0.61,0.61,4.62,4.62,4.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,6,0,0,4773397
123819,"othdiscr",1,1,1,1,"joint",2,100,106,46261,970,29,33,4,"mixed",12.679058479793948,"SHARED3FREE","",,"0out_0in","othdiscr",2.44,2.44,0.6,9.22,9.18,4.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,4,0,0,5076553
162231,"shopping",1,1,1,1,"joint",2,133,126,60372,1006,31,32,1,"adults",10.565419869109839,"SHARED2FREE","",,"0out_1in","shopping",1.74,1.74,3.04,15.43,15.56,16.89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,1,0,0,6651490
132484,"othmaint",1,1,1,1,"joint",3,119,111,49409,975,29,38,9,"mixed",11.274799372600791,"SHARED3FREE","",,"0out_1in","othmaint",5.69,5.69,3.59,18.94,18.74,14.24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,7,2,0,5431820
171963,"social",1,1,1,1,"joint",2,126,135,63855,772,21,23,2,"adults",13.066402276760899,"SHARED2FREE","",,"0out_0in","social",3.04,3.04,0.43,17.08,16.89,7.97,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2,0,0,7050504
169975,"othmaint",2,1,1,2,"joint",2,124,131,63084,801,22,25,3,"mixed",12.007604598753124,"SHARED2FREE","",,"1out_1in","othmaint",6.47,6.36,6.26,20.24,19.95,20.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,3,0,0,6968951
169974,"othmaint",2,2,2,2,"joint",2,131,131,63084,582,15,16,1,"adults",12.218618041000617,"WALK","",,"0out_2in","othmaint",0.32,0.32,0.32,11.28,11.28,11.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,0,1,0,6968952
156843,"eatout",1,1,1,1,"joint",2,114,124,58228,743,20,22,2,"adults",10.238228331125647,"SHARED2FREE","",,"0out_0in","eatout",2.36,2.36,0.62,14.47,14.5,4.86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2,0,0,6430576
144582,"othdiscr",1,1,1,1,"joint",2,112,116,53568,1027,32,36,4,"mixed",12.436301738362841,"SHARED2FREE","",,"1out_0in","othdiscr",4.16,4.16,3.57,15.05,15.22,15.34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true,false,2,0,2,5927877
167800,"othmaint",1,1,1,1,"joint",2,130,128,62171,685,18,23,5,"adults",10.981965309750796,"SHARED2FREE","",,"0out_0in","othmaint",1.25,1.25,0.34,15.05,15.05,11.53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,5,0,0,6879817
166555,"shopping",1,1,1,1,"joint",2,128,128,61791,1006,31,32,1,"mixed",13.203910494825198,"SHARED2FREE","",,"0out_0in","shopping",0.34,0.34,0.34,11.53,11.53,11.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,0,0,6828733
111034,"eatout",1,1,1,2,"joint",3,101,101,41732,772,21,23,2,"mixed",9.549326387879058,"WALK","",,"0out_0in","eatout",0.71,0.71,0.71,8.96,8.96,8.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2,0,0,4552407
111034,"othdiscr",1,1,2,2,"joint",3,107,101,41732,398,10,12,2,"mixed",12.57347374301655,"SHARED3FREE","",,"0out_1in","othdiscr",2.11,2.11,3.33,13.73,13.81,13.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,1,1,0,4552409
131470,"othmaint",1,1,1,1,"joint",2,122,110,49062,1025,32,34,2,"adults",10.57105763739613,"SHARED2FREE","",,"0out_1in","othmaint",4.24,4.24,4.63,16.84,16.84,15.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,1,1,0,5390287
142444,"othdiscr",1,1,1,1,"joint",2,101,115,52941,188,5,7,2,"mixed",12.55783246575453,"SHARED2FREE","",,"0out_1in","othdiscr",6.31,6.31,6.81,18.75,18.44,22.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,2,0,0,5840178
138619,"shopping",1,1,1,1,"joint",3,118,113,51494,552,14,20,6,"mixed",11.84307255408758,"SHARED3FREE","",,"2out_0in","shopping",4.82,5.06,2.74,18.38,17.91,11.93,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,true,false,3,0,3,5683398
106875,"othmaint",1,1,1,1,"joint",2,122,100,40414,591,15,25,10,"adults",10.510479210330057,"SHARED2FREE","",,"0out_1in","othmaint",6.43,6.43,2.06,19.3,19.34,7.89,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,8,2,0,4381851
131823,"shopping",1,1,1,1,"joint",2,107,110,49179,1008,31,34,3,"adults",11.640013828793808,"SHARED2FREE","",,"0out_0in","shopping",1.06,1.06,0.57,8.89,8.89,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,3,0,0,5404762
105655,"escort",1,1,1,1,"non_mandatory",1,102,100,40062,1007,31,33,2,"",12.027611614874886,"SHARED2FREE","",,"0out_1in","escort",0.91,0.91,2.06,5.75,5.73,7.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,1,1,0,4331864
106875,"shopping",1,1,1,1,"non_mandatory",1,101,100,40414,902,26,28,2,"",11.924514374106884,"SHARED2FREE","",,"1out_0in","shopping",1.46,1.46,2.44,10.95,10.97,9.22,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,true,false,2,0,0,4381908
106878,"escort",2,1,1,2,"non_mandatory",1,101,100,40414,397,10,11,1,"",11.288916260947131,"SHARED3FREE","",,"0out_0in","escort",1.46,1.46,0.58,10.95,10.97,4.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,0,0,4382007
106878,"escort",2,2,2,2,"non_mandatory",1,102,100,40414,902,26,28,2,"",11.678707354087663,"SHARED2FREE","",,"0out_0in","escort",0.91,0.91,0.58,5.75,5.73,4.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2,0,0,4382008
109429,"escort",1,1,1,1,"non_mandatory",1,101,101,41228,431,10,45,35,"",12.377751038355461,"SHARED3FREE","",,"1out_1in","escort",0.71,0.71,0.71,8.96,8.96,8.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,30,3,2,4486598
109430,"othdiscr",1,1,1,1,"non_mandatory",1,109,101,41228,926,27,30,3,"",11.016345775026785,"SHARED2FREE","",,"1out_0in","othdiscr",3.18,3.18,2.11,13.81,13.9,13.81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,3,0,0,4486655
109521,"escort",2,1,1,5,"non_mandatory",1,101,101,41261,966,29,29,0,"",13.132283074917337,"SHARED3FREE","",,"0out_0in","escort",0.71,0.71,0.71,8.96,8.96,8.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,4490370
109521,"escort",2,2,2,5,"non_mandatory",1,101,101,41261,397,10,11,1,"",12.45669076980425,"SHARED3FREE","",,"0out_0in","escort",0.71,0.71,0.71,8.96,8.96,8.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,0,0,4490371
109521,"shopping",3,1,3,5,"non_mandatory",1,101,101,41261,616,16,17,1,"",12.969922675858664,"DRIVEALONEFREE","",,"0out_0in","shopping",0.71,0.71,0.71,8.96,8.96,8.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,0,0,4490394
109521,"shopping",3,2,4,5,"non_mandatory",1,101,101,41261,1026,32,35,3,"",12.88886854043868,"SHARED2FREE","",,"0out_1in","shopping",0.71,0.71,0.71,8.96,8.96,8.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,3,0,0,4490395
109521,"shopping",3,3,5,5,"non_mandatory",1,101,101,41261,513,13,16,3,"",12.901016436351155,"SHARED3FREE","",,"0out_1in","shopping",0.71,0.71,0.71,8.96,8.96,8.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,2,1,0,4490396
109610,"escort",1,1,1,2,"non_mandatory",1,101,101,41290,358,9,11,2,"",14.10426482723211,"SHARED2FREE","",,"0out_0in","escort",0.71,0.71,0.71,8.96,8.96,8.96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2,0,0,4494019
109610,"shopping",1,1,2,2,"non_mandatory",1,101,101,41290,784,21,35,14,"",13.063762103435199,"WALK","",,"2out_0in","shopping",0.71,0.71,0.71,8.96,8.96,8.96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,4,0,10,4494043
109612,"othdiscr",1,1,1,1,"non_mandatory",1,101,101,41290,477,12,16,4,"",13.018095416986942,"WALK","",,"0out_0in","othdiscr",0.71,0.71,0.71,8.96,8.96,8.96,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,4,0,0,4494117
110155,"othmaint",3,1,1,3,"non_mandatory",1,100,101,41463,741,20,20,0,"",10.893459379015042,"DRIVEALONEFREE","",,"0out_0in","othmaint",1.46,1.46,0.71,10.97,10.95,8.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,4516383
110155,"othmaint",3,2,2,3,"non_mandatory",1,101,101,41463,826,23,24,1,"",10.747050216166032,"DRIVEALONEFREE","",,"0out_0in","othmaint",0.71,0.71,0.71,8.96,8.96,8.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,0,0,4516384
110155,"othmaint",3,3,3,3,"non_mandatory",1,123,101,41463,901,26,27,1,"",10.691136872378271,"DRIVEALONEFREE","",,"0out_0in","othmaint",5.56,5.56,0.71,18.72,19,8.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,0,0,4516385
110779,"shopping",1,1,1,1,"non_mandatory",1,101,101,41645,1024,32,33,1,"",12.554776294110646,"DRIVEALONEFREE","",,"0out_0in","shopping",0.71,0.71,0.71,8.96,8.96,8.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,0,0,4541972
111072,"escort",1,1,1,1,"non_mandatory",1,101,101,41744,934,27,38,11,"",11.74175455836603,"SHARED2FREE","",,"0out_0in","escort",0.71,0.71,0.71,8.96,8.96,8.96,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,11,0,0,4553961
113762,"othmaint",1,1,1,1,"non_mandatory",1,106,103,42730,397,10,11,1,"",10.55203960308221,"DRIVEALONEFREE","",,"0out_0in","othmaint",1.22,1.22,0.61,8.14,8.14,4.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,0,0,4664270
114688,"othmaint",1,1,1,1,"non_mandatory",1,114,103,43127,1036,32,45,13,"",9.548766616175277,"DRIVEALONEFREE","",,"0out_0in","othmaint",4.24,4.24,0.61,17,16.9,4.62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,13,0,0,4702236
116424,"escort",1,1,1,1,"non_mandatory",1,104,103,43832,1024,32,33,1,"",11.614886063362015,"SHARED3FREE","",,"0out_0in","escort",2.07,2.07,0.61,10.49,10.52,4.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,0,0,4773393
116425,"escort",2,1,1,2,"non_mandatory",1,101,103,43832,435,11,11,0,"",11.162876202046208,"SHARED2FREE","",,"0out_0in","escort",2.02,2.02,0.61,11.05,11.09,4.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,4773434
116425,"escort",2,2,2,2,"non_mandatory",1,101,103,43832,986,30,30,0,"",11.059853165146054,"SHARED2FREE","",,"1out_0in","escort",2.02,2.02,4.39,11.05,11.09,13.97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,0,0,0,4773435
116450,"shopping",1,1,1,1,"non_mandatory",1,101,103,43843,926,27,30,3,"",11.004385598727193,"SHARED2FREE","",,"0out_0in","shopping",2.02,2.02,0.61,11.05,11.09,4.62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,3,0,0,4774483
117039,"othdiscr",1,1,1,1,"non_mandatory",1,104,104,44047,320,8,13,5,"",12.268601484382264,"WALK","",,"0out_3in","othdiscr",0.64,0.64,0.64,8.92,8.92,8.92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,2,3,0,4798624
117406,"escort",1,1,1,2,"non_mandatory",1,104,104,44182,945,28,28,0,"",12.549343697538005,"SHARED2FREE","",,"1out_2in","escort",0.64,0.64,5.2,8.92,8.92,19.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,0,0,0,4813655
117406,"social",1,1,2,2,"non_mandatory",1,106,104,44182,20,1,21,20,"",14.81422403976785,"DRIVEALONEFREE","",,"0out_0in","social",1.97,1.97,0.64,12.45,12.45,8.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,20,0,0,4813682
117409,"othdiscr",2,1,1,2,"non_mandatory",1,110,104,44182,1008,31,34,3,"",11.48678587579536,"SHARED3FREE","",,"0out_0in","othdiscr",4.35,4.35,0.64,16.02,15.74,8.92,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,3,0,0,4813794
117409,"othdiscr",2,2,2,2,"non_mandatory",1,104,104,44182,316,8,9,1,"",11.51243431457164,"SHARED2FREE","",,"0out_1in","othdiscr",0.64,0.64,0.64,8.92,8.92,8.92,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,1,0,0,4813795
117510,"shopping",1,1,1,1,"non_mandatory",1,122,104,44218,948,28,31,3,"",11.592407376197624,"SHARED2FREE","",,"1out_0in","shopping",3.68,3.68,2.01,16.94,16.93,15.31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,1,0,2,4817943
117920,"shopping",1,1,1,1,"non_mandatory",1,104,104,44349,1027,32,36,4,"",11.645169008621124,"DRIVEALONEFREE","",,"0out_0in","shopping",0.64,0.64,0.64,8.92,8.92,8.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,4,0,0,4834753
117921,"shopping",1,1,1,2,"non_mandatory",1,122,104,44349,903,26,29,3,"",11.440998302002082,"DRIVEALONEFREE","",,"0out_0in","shopping",3.68,3.68,0.64,16.94,16.93,8.92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,3,0,0,4834794
117921,"othdiscr",1,1,2,2,"non_mandatory",1,124,104,44349,277,7,11,4,"",12.214443567330552,"DRIVEALONEFREE","",,"1out_1in","othdiscr",3.82,3.82,3.64,15.73,15.73,13.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,3,1,0,4834786
123457,"escort",1,1,1,1,"non_mandatory",1,101,106,46158,1098,37,37,0,"",12.608207226626728,"SHARED2FREE","",,"0out_0in","escort",0.87,0.87,0.6,8.75,8.75,4.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,0,0,0,5061746
123458,"escort",3,1,1,3,"non_mandatory",1,101,106,46158,853,24,26,2,"",12.248293304744196,"SHARED2FREE","",,"0out_0in","escort",0.87,0.87,0.6,8.75,8.75,4.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2,0,0,5061787
123458,"escort",3,2,2,3,"non_mandatory",1,101,106,46158,927,27,31,4,"",12.710876106810144,"SHARED2FREE","",,"0out_0in","escort",0.87,0.87,0.6,8.75,8.75,4.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,4,0,0,5061788
123458,"escort",3,3,3,3,"non_mandatory",1,102,106,46158,358,9,11,2,"",12.65131902123236,"SHARED2FREE","",,"0out_0in","escort",1.82,1.82,0.6,7.6,7.58,4.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2,0,0,5061789
123459,"escort",1,1,1,1,"non_mandatory",1,101,106,46158,877,25,26,1,"",11.64788451912689,"SHARED3FREE","",,"0out_0in","escort",0.87,0.87,0.6,8.75,8.75,4.75,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,0,0,5061828
123460,"escort",1,1,1,1,"non_mandatory",1,101,106,46158,877,25,26,1,"",11.337491537888798,"SHARED2FREE","",,"2out_3in","escort",0.87,0.87,0.71,8.75,8.75,8.96,7,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,true,true,0,1,0,5061869
123819,"escort",1,1,1,2,"non_mandatory",1,101,106,46261,1041,33,34,1,"",12.302323014844195,"SHARED2FREE","",,"0out_0in","escort",0.87,0.87,0.6,8.75,8.75,4.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,0,0,5076588
123819,"othdiscr",1,1,2,2,"non_mandatory",1,106,106,46261,515,13,18,5,"",12.893054435947441,"SHARED3FREE","",,"1out_0in","othdiscr",0.6,0.6,0.6,4.75,4.75,4.75,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,true,false,4,0,1,5076604
125983,"othmaint",1,1,1,1,"non_mandatory",1,122,107,47009,512,13,15,2,"",9.722389038721943,"DRIVEALONEFREE","",,"1out_1in","othmaint",4.94,4.94,2.49,18.42,18.45,12.98,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,2,0,0,5165331
