TAZ,university,gradeschool,highschool
975,0.0,249.0,2099.0109899999998
978,0.0,681.0,0.0
990,0.0,238.0,0.0
988,0.0,295.0,0.0
965,0.0,39.0,0.0
985,0.0,399.0,0.0
984,0.0,113.0,0.0
982,0.0,452.0,0.0
980,0.0,174.0,0.0
971,0.0,70.0,0.0
969,0.0,80.0,0.0
946,5837.2614540800005,369.0,0.0
945,0.0,197.0,0.0
941,0.0,421.0,0.0
942,0.0,226.0,0.0
940,0.0,279.0,0.0
973,0.0,135.0,0.0
916,0.0,823.0,329.23639
915,0.0,485.0,0.0
919,0.0,312.0,0.0
913,0.0,928.0,0.0
912,0.0,533.0,0.0
922,0.0,524.0,0.0
937,0.0,358.0,0.0
999,0.0,241.0,0.0
1000,0.0,467.0,0.0
997,0.0,186.0,0.0
993,0.0,238.0,0.0
976,0.0,228.0,0.0
979,461.83514872,179.0,0.0
989,0.0,379.0,713.87885
987,0.0,296.0,0.0
966,0.0,2.0,0.0
986,0.0,363.0,0.0
983,0.0,338.0,0.0
981,0.0,91.0,0.0
970,0.0,163.0,0.0
968,0.0,276.0,0.0
967,0.0,13.0,0.0
972,0.0,520.0,0.0
904,0.0,1080.0,0.0
903,0.0,741.0,0.0
907,0.0,581.0,0.0
911,479.70515176000004,297.0,0.0
885,2698.5065846400003,616.0,2412.25659
886,0.0,648.0,0.0
900,0.0,1492.0,0.0
899,0.0,1886.0,0.0
894,0.0,776.0,0.0
877,0.0,789.0,0.0
892,0.0,1331.0,0.0
893,0.0,992.0,0.0
888,0.0,1453.0,1915.7487800000001
887,0.0,565.0,1200.8064
847,0.0,630.0,0.0
840,0.0,812.0,0.0
870,0.0,861.0,0.0
871,0.0,1265.0,0.0
865,0.0,515.0,0.0
863,0.0,605.0,0.0
860,0.0,872.0,0.0
857,0.0,666.0,1577.98523
854,0.0,1918.0,0.0
843,0.0,708.0,0.0
883,0.0,382.0,0.0
881,0.0,651.0,0.0
879,0.0,856.0,0.0
1035,0.0,513.0,944.02026
1039,0.0,777.0,0.0
1037,0.0,567.0,0.0
1030,0.0,319.0,0.0
1031,0.0,557.0,0.0
1032,0.0,235.0,0.0
1029,92.86872944000001,570.0,0.0
1028,0.0,357.0,0.0
1014,0.0,218.0,0.0
1023,0.0,346.0,0.0
1021,0.0,174.0,0.0
1019,19615.000247360003,4.0,0.0
1008,0.0,259.0,0.0
1017,0.0,445.0,0.0
1015,0.0,440.0,0.0
1012,0.0,646.0,0.0
1010,0.0,177.0,0.0
1006,0.0,275.0,0.0
1002,0.0,189.0,0.0
995,0.0,604.0,0.0
991,0.0,681.0,291.9479100000001
918,0.0,1268.0,0.0
949,0.0,625.0,0.0
960,0.0,866.0,0.0
961,2344.19218168,385.0,0.0
962,0.0,1103.0,0.0
963,0.0,518.0,1537.49658
955,0.0,377.0,0.0
950,0.0,842.0,0.0
952,0.0,1107.0,0.0
953,0.0,1138.0,0.0
844,0.0,1544.0,0.0
845,0.0,1013.0,0.0
851,0.0,335.0,0.0
853,0.0,1001.0,0.0
882,0.0,466.0,0.0
880,0.0,876.0,0.0
1036,0.0,693.0,0.0
1038,0.0,0.0,0.0
1034,0.0,668.0,0.0
1033,0.0,509.0,0.0
1027,0.0,288.0,0.0
1026,0.0,281.0,0.0
1025,0.0,517.0,671.2533599999998
1024,0.0,321.0,0.0
1022,0.0,364.0,0.0
1020,628.9728591200001,292.0,0.0
1007,179.33824224000003,320.0,0.0
1018,1672.08679248,583.0,3532.08569
1016,0.0,504.0,0.0
1013,0.0,517.0,0.0
1011,0.0,209.0,0.0
1009,38.37519144,313.0,0.0
1004,0.0,441.0,0.0
1003,0.0,159.0,0.0
994,0.0,362.0,0.0
917,0.0,1116.0,910.99536
948,0.0,736.0,0.0
964,0.0,0.0,0.0
959,0.0,723.0,0.0
956,0.0,682.0,607.33026
951,0.0,971.0,0.0
954,0.0,605.0,1844.36169
957,0.0,476.0,0.0
958,0.0,350.0,0.0
850,0.0,639.0,0.0
852,0.0,995.0,0.0
943,0.0,425.0,2471.9265100000002
934,0.0,1202.0,0.0
936,0.0,589.0,0.0
932,0.0,860.0,0.0
947,0.0,422.0,0.0
926,0.0,828.0,0.0
929,0.0,1014.0,0.0
924,365.37070071999995,1477.0,0.0
923,0.0,1503.0,0.0
909,0.0,512.0,0.0
906,0.0,1191.0,0.0
925,0.0,1546.0,289.8111
896,0.0,447.0,2405.86621
802,0.0,1476.0,0.0
796,0.0,914.0,0.0
792,0.0,578.0,0.0
800,0.0,1016.0,4499.55078
795,0.0,641.0,0.0
782,0.0,1625.0,0.0
784,0.0,927.0,0.0
790,0.0,981.0,0.0
789,0.0,965.0,0.0
785,0.0,1358.0,1427.7476800000006
762,0.0,551.0,0.0
763,0.0,1424.0,0.0
777,0.0,797.0,0.0
761,0.0,1706.0,0.0
760,0.0,1031.0,0.0
775,0.0,1693.0,1958.36414
765,0.0,463.0,1487.41724
758,0.0,1383.0,1892.3042
748,0.0,920.0,0.0
749,0.0,1327.0,0.0
770,0.0,1384.0,0.0
772,0.0,735.0,0.0
731,0.0,638.0,0.0
733,0.0,1251.0,0.0
737,0.0,1110.0,0.0
741,0.0,1172.0,0.0
738,0.0,1201.0,0.0
746,0.0,1964.0,0.0
839,0.0,807.0,0.0
838,0.0,566.0,0.0
837,0.0,2194.0,0.0
835,0.0,940.0,295.138
833,0.0,797.0,0.0
832,0.0,1191.0,0.0
828,0.0,1385.0,0.0
823,0.0,1203.0,2035.07788
822,0.0,381.0,0.0
826,0.0,1141.0,0.0
829,0.0,569.0,0.0
830,0.0,1767.0,0.0
813,0.0,724.0,0.0
810,0.0,1778.0,0.0
814,0.0,641.0,0.0
817,0.0,2731.0,0.0
819,0.0,446.0,0.0
804,0.0,580.0,0.0
807,0.0,942.0,0.0
806,0.0,1267.0,0.0
809,0.0,460.0,2367.5144
803,0.0,264.0,0.0
849,0.0,827.0,2437.8278800000007
846,0.0,1244.0,0.0
848,0.0,1042.0,0.0
842,0.0,512.0,0.0
868,0.0,607.0,0.0
869,0.0,650.0,0.0
873,0.0,1233.0,0.0
872,0.0,1791.0,0.0
867,0.0,462.0,0.0
866,0.0,467.0,0.0
864,0.0,1366.0,2411.19312
862,0.0,1406.0,0.0
861,0.0,1149.0,0.0
859,0.0,792.0,0.0
858,0.0,927.0,166.21831
856,0.0,1842.0,0.0
855,0.0,1167.0,0.0
820,0.0,2328.0,1261.53943
821,7251.882192159999,593.0,0.0
841,0.0,764.0,0.0
836,0.0,901.0,0.0
834,0.0,1092.0,1866.7329100000002
831,0.0,943.0,0.0
824,0.0,1001.0,0.0
825,0.0,1392.0,0.0
827,0.0,809.0,0.0
812,0.0,552.0,0.0
811,7074.14369528,1106.0,0.0
815,0.0,1529.0,0.0
816,0.0,726.0,0.0
818,0.0,901.0,1995.65247
805,0.0,1390.0,0.0
808,0.0,692.0,0.0
774,0.0,1223.0,322.84612999999996
776,0.0,1252.0,0.0
778,0.0,1564.0,0.0
780,0.0,641.0,0.0
779,0.0,1367.0,0.0
756,0.0,1726.0,2396.27588
764,0.0,1056.0,0.0
766,0.0,564.0,0.0
759,0.0,1077.0,0.0
757,0.0,461.0,0.0
755,0.0,2257.0,0.0
753,0.0,1114.0,0.0
754,5099.603382400001,683.0,0.0
1182,0.0,2503.0,0.0
1177,0.0,4717.0,0.0
1188,0.0,2113.0,0.0
1194,0.0,804.0,0.0
1197,0.0,697.0,0.0
1190,0.0,1188.0,0.0
1187,0.0,1412.0,0.0
1206,0.0,1421.0,0.0
1204,0.0,502.0,0.0
1198,3124.40043104,706.0,0.0
1207,0.0,852.0,0.0
1093,0.0,352.0,0.0
1095,0.0,865.0,0.0
1123,0.0,682.0,0.0
1128,0.0,855.0,0.0
1130,0.0,525.0,0.0
1111,0.0,840.0,0.0
1099,0.0,1356.0,0.0
1104,0.0,776.0,0.0
1105,0.0,142.0,0.0
1114,0.0,1385.0,0.0
1118,0.0,1079.0,0.0
1119,0.0,1292.0,0.0
1134,0.0,1065.0,0.0
1147,0.0,1189.0,0.0
1162,0.0,405.0,0.0
1172,0.0,1329.0,2072.20215
1169,0.0,1405.0,0.0
743,0.0,2127.0,0.0
729,0.0,2384.0,0.0
742,0.0,2283.0,0.0
745,0.0,802.0,0.0
725,0.0,847.0,0.0
720,2821.91585016,580.0,0.0
728,0.0,1421.0,0.0
722,0.0,1583.0,0.0
716,0.0,911.0,0.0
717,0.0,1062.0,1937.0564
723,0.0,909.0,0.0
724,0.0,949.0,0.0
726,0.0,1856.0,0.0
747,0.0,692.0,0.0
771,0.0,1108.0,0.0
768,0.0,1785.0,0.0
773,0.0,1408.0,0.0
767,0.0,1423.0,2288.6638199999998
730,0.0,1894.0,0.0
732,0.0,986.0,1111.30188
734,0.0,1558.0,287.68436
735,0.0,559.0,1766.57458
736,0.0,2080.0,0.0
740,0.0,664.0,2046.7950399999997
739,0.0,538.0,0.0
744,0.0,882.0,0.0
715,0.0,1473.0,0.0
719,0.0,1467.0,0.0
721,0.0,938.0,0.0
718,0.0,1532.0,0.0
727,0.0,667.0,1855.01562
797,0.0,1045.0,0.0
793,0.0,913.0,0.0
791,0.0,785.0,0.0
798,0.0,483.0,0.0
801,0.0,1908.0,0.0
794,0.0,554.0,0.0
781,0.0,559.0,0.0
783,0.0,568.0,0.0
787,0.0,1417.0,0.0
799,0.0,882.0,0.0
788,0.0,1183.0,0.0
786,0.0,822.0,0.0
1094,0.0,1335.0,0.0
1096,0.0,1632.0,0.0
1124,0.0,1004.0,0.0
1126,0.0,856.0,0.0
1125,0.0,663.0,0.0
1127,9729.62929912,796.0,1854.92981
1121,0.0,1131.0,0.0
1129,0.0,869.0,0.0
1122,0.0,1330.0,0.0
1113,0.0,117.0,0.0
1112,0.0,1044.0,1555.49963
1110,0.0,1182.0,0.0
1109,0.0,1273.0,1661.43469
1108,0.0,879.0,0.0
1107,0.0,788.0,0.0
1106,0.0,994.0,2024.63733
1116,0.0,505.0,0.0
1115,0.0,1193.0,0.0
1120,0.0,2386.0,0.0
1117,0.0,464.0,0.0
1138,0.0,1042.0,0.0
1137,0.0,584.0,3768.2294899999997
1140,0.0,503.0,0.0
1141,0.0,1284.0,2050.5817899999997
1133,0.0,1292.0,122.15288000000001
1149,0.0,1037.0,0.0
1144,0.0,802.0,0.0
1143,0.0,825.0,0.0
1142,0.0,830.0,0.0
1173,0.0,934.0,0.0
1174,0.0,856.0,0.0
1171,0.0,2148.0,0.0
1163,0.0,663.0,0.0
1150,0.0,963.0,0.0
1148,0.0,13.0,0.0
1159,2269.33705408,372.0,0.0
1181,0.0,827.0,0.0
1180,0.0,3830.0,0.0
1185,0.0,4019.0,0.0
1179,0.0,5461.0,3477.44775
1178,0.0,9733.0,3104.51831
1189,0.0,1377.0,0.0
1183,0.0,553.0,0.0
1191,0.0,1342.0,2448.37695
1192,0.0,797.0,0.0
1193,0.0,1399.0,0.0
1184,0.0,780.0,0.0
1205,0.0,515.0,0.0
1203,0.0,1322.0,2394.3208
1199,0.0,1147.0,0.0
1196,0.0,1441.0,0.0
1200,0.0,1424.0,0.0
1209,0.0,1575.0,0.0
1208,0.0,1480.0,0.0
1210,0.0,1414.0,0.0
1097,296.11979712,588.0,0.0
1092,0.0,82.0,0.0
1091,0.0,480.0,1257.15845
1072,3359.5412247199997,920.0,246.4626
1054,0.0,290.0,0.0
1065,0.0,1440.0,568.5812400000002
1056,0.0,704.0,0.0
1061,0.0,1270.0,0.0
1058,0.0,1436.0,0.0
1049,0.0,595.0,0.0
1052,0.0,86.0,0.0
1047,0.0,456.0,0.0
1041,0.0,207.0,0.0
1042,0.0,240.0,1514.42603
1044,0.0,320.0,0.0
1412,0.0,2089.0,1088.1663800000001
1132,0.0,1069.0,1423.62024
1152,0.0,1074.0,1261.48254
1151,0.0,1547.0,0.0
1160,0.0,1237.0,0.0
1158,0.0,1382.0,1344.71863
1157,0.0,463.0,0.0
1156,0.0,743.0,0.0
1155,0.0,435.0,0.0
1154,798.57579496,1314.0,0.0
1176,0.0,11698.0,304.83261
1098,0.0,1657.0,0.0
1195,0.0,3500.0,0.0
1139,0.0,748.0,0.0
1102,0.0,288.0,0.0
1100,0.0,1326.0,0.0
1088,0.0,644.0,0.0
1087,0.0,767.0,0.0
1089,0.0,997.0,0.0
1083,0.0,2260.0,0.0
1082,0.0,879.0,0.0
1086,0.0,957.0,0.0
1085,0.0,549.0,0.0
1411,0.0,909.0,0.0
1406,0.0,173.0,0.0
1423,0.0,1139.0,0.0
1167,0.0,2271.0,0.0
1168,0.0,1456.0,0.0
1175,0.0,2973.0,0.0
1161,0.0,2212.0,2106.79492
1170,0.0,1563.0,0.0
1164,0.0,1258.0,0.0
1165,0.0,1368.0,2130.57202
1166,0.0,2933.0,0.0
1131,0.0,1168.0,0.0
1153,0.0,949.0,0.0
1186,0.0,3868.0,0.0
1103,0.0,1564.0,0.0
1101,0.0,628.0,0.0
1090,0.0,377.0,728.5620700000003
1084,0.0,776.0,0.0
1078,0.0,704.0,0.0
