TAZ,university,gradeschool,highschool
1074,0.0,980.0,0.0
1068,0.0,1637.0,0.0
1070,0.0,909.0,0.0
1413,0.0,332.0,0.0
1414,0.0,1161.0,0.0
1409,0.0,1169.0,1303.12695
1410,0.0,739.0,0.0
1408,0.0,795.0,0.0
1407,0.0,1425.0,0.0
1424,0.0,380.0,0.0
1425,0.0,828.0,0.0
1422,0.0,1101.0,0.0
1421,0.0,934.0,1178.3833
1419,0.0,495.0,0.0
1420,0.0,1331.0,157.04318
1417,0.0,129.0,0.0
1437,0.0,1133.0,0.0
1441,0.0,1081.0,0.0
1439,0.0,0.0,0.0
1444,155.28690432000002,775.0,0.0
1449,0.0,433.0,0.0
1453,0.0,79.0,0.0
1454,0.0,148.0,0.0
1416,0.0,83.0,0.0
1415,0.0,293.0,292.92282
1299,0.0,375.0,0.0
1300,0.0,418.0,0.0
1305,0.0,1112.0,2371.5293
1306,0.0,1597.0,2477.17236
1302,0.0,1705.0,0.0
1308,0.0,573.0,0.0
1310,0.0,111.0,0.0
1314,0.0,809.0,629.4699099999998
1312,0.0,238.0,0.0
1317,0.0,708.0,272.9144
41,0.0,239.0,0.0
39,363.29197496,227.0,0.0
37,249.55748160000005,246.0,0.0
35,0.0,248.0,0.0
33,0.0,144.0,0.0
28,0.0,120.0,0.0
25,0.0,485.0,0.0
24,0.0,51.0,0.0
29,0.0,154.0,0.0
6,0.0,88.0,0.0
30,0.0,384.0,0.0
8,0.0,575.0,0.0
51,0.0,227.0,0.0
44,0.0,168.0,0.0
46,0.0,102.0,0.0
71,0.0,656.0,0.0
48,0.0,252.0,523.74432
75,0.0,1.0,0.0
72,0.0,171.0,246.39193999999998
74,0.0,101.0,0.0
1079,0.0,1294.0,4034.1452600000002
1077,0.0,637.0,0.0
1076,0.0,364.0,0.0
1081,0.0,708.0,0.0
1080,0.0,909.0,0.0
1069,0.0,1648.0,0.0
1071,0.0,1351.0,0.0
1073,0.0,767.0,0.0
1067,0.0,1975.0,1780.3419199999994
1066,0.0,1239.0,0.0
1075,0.0,390.0,0.0
1055,0.0,999.0,0.0
1064,0.0,920.0,0.0
1057,0.0,1205.0,0.0
1063,0.0,1303.0,0.0
1062,0.0,173.0,0.0
1060,0.0,1551.0,0.0
1059,0.0,918.0,0.0
1050,0.0,1205.0,1160.9500699999999
1053,0.0,507.0,0.0
1045,0.0,379.0,0.0
1051,0.0,427.0,0.0
1048,0.0,363.0,0.0
1040,0.0,257.0,0.0
1046,0.0,337.0,0.0
1043,0.0,363.0,0.0
1404,0.0,355.0,0.0
1405,0.0,559.0,0.0
1418,0.0,541.0,0.0
1434,0.0,829.0,0.0
1433,0.0,660.0,1134.9478800000004
1432,214.08605104,914.0,0.0
1435,0.0,596.0,356.41345
1436,3000.1491259199997,1001.0,843.1334199999999
1296,0.0,640.0,0.0
1297,0.0,1768.0,0.0
1298,0.0,298.0,0.0
1304,0.0,1488.0,0.0
1307,0.0,1061.0,703.20166
1303,0.0,472.0,0.0
1293,0.0,942.0,0.0
1294,3016.38931504,1.0,0.0
1292,0.0,1939.0,0.0
1291,0.0,2359.0,0.0
1309,0.0,701.0,0.0
1311,0.0,866.0,0.0
1315,0.0,312.0,0.0
1313,1013.7494063200002,662.0,126.55318
1316,0.0,117.0,0.0
40,0.0,145.0,2480.03442
38,0.0,375.0,0.0
36,0.0,532.0,0.0
34,0.0,76.0,0.0
32,0.0,185.0,0.0
27,0.0,261.0,0.0
26,0.0,149.0,0.0
31,0.0,110.0,0.0
7,0.0,244.0,0.0
9,1213.4724775200002,541.0,26.928929999999998
43,0.0,311.0,0.0
50,0.0,434.0,0.0
1440,0.0,1180.0,1537.02393
1438,0.0,1256.0,0.0
1447,0.0,414.0,0.0
1445,0.0,1220.0,0.0
1446,0.0,1041.0,0.0
1442,0.0,1469.0,0.0
1443,0.0,659.0,1039.15759
1452,0.0,955.0,0.0
1450,0.0,1242.0,0.0
1451,0.0,944.0,0.0
1448,0.0,455.0,0.0
1301,0.0,665.0,0.0
1295,0.0,1356.0,0.0
1431,0.0,1335.0,428.80242999999996
1427,586.6506104800001,812.0,1013.5397300000001
1426,0.0,966.0,0.0
1430,0.0,638.0,0.0
1429,0.0,743.0,0.0
1428,0.0,2480.0,0.0
185,146.75224328000002,1040.0,3301.32227
69,4541.220657360001,366.0,825.33057
77,0.0,341.0,0.0
78,0.0,436.0,0.0
80,0.0,264.0,0.0
87,0.0,519.0,0.0
84,0.0,258.0,0.0
82,0.0,159.0,0.0
89,0.0,655.0,138.67621
107,127.52182016,109.0,0.0
42,0.0,247.0,0.0
93,0.0,368.0,0.0
103,0.0,201.0,1156.5407699999996
101,417.5758008,454.0,0.0
99,0.0,205.0,337.93695
95,0.0,348.0,0.0
97,0.0,312.0,0.0
129,0.0,304.0,0.0
130,0.0,516.0,1533.5235599999999
111,0.0,85.0,0.0
112,151.66821432,157.0,0.0
116,0.0,580.0,0.0
117,0.0,526.0,0.0
120,0.0,356.0,0.0
139,0.0,685.0,1450.05286
143,0.0,188.0,0.0
144,0.0,827.0,0.0
145,0.0,867.0,0.0
148,0.0,596.0,0.0
121,0.0,384.0,0.0
123,0.0,448.0,0.0
125,0.0,272.0,0.0
134,0.0,1373.0,0.0
137,0.0,699.0,0.0
138,0.0,1355.0,0.0
152,0.0,462.0,2190.5649399999998
160,0.0,776.0,0.0
165,0.0,726.0,1598.1508800000001
164,0.0,975.0,0.0
163,0.0,700.0,0.0
153,0.0,703.0,0.0
156,0.0,527.0,0.0
91,2130.0664443200003,427.0,0.0
175,0.0,325.0,0.0
173,0.0,554.0,0.0
172,0.0,828.0,0.0
171,0.0,458.0,0.0
170,0.0,827.0,0.0
169,0.0,1097.0,774.16785
133,13419.15374304,724.0,0.0
168,0.0,1404.0,0.0
167,0.0,852.0,0.0
184,0.0,1191.0,0.0
186,0.0,1110.0,0.0
179,0.0,1108.0,0.0
180,0.0,511.0,0.0
182,0.0,521.0,0.0
45,0.0,208.0,0.0
49,0.0,297.0,274.65729
47,0.0,133.0,743.19623
73,0.0,166.0,0.0
70,0.0,554.0,0.0
68,0.0,217.0,0.0
86,0.0,617.0,0.0
76,0.0,72.0,1646.61853
79,0.0,120.0,359.48679
85,0.0,229.0,0.0
88,0.0,205.0,340.63205
81,0.0,292.0,0.0
83,0.0,199.0,0.0
106,0.0,383.0,0.0
105,0.0,348.0,0.0
104,0.0,135.0,0.0
94,0.0,169.0,0.0
102,0.0,230.0,0.0
100,0.0,442.0,0.0
98,0.0,427.0,0.0
96,0.0,274.0,0.0
128,0.0,411.0,0.0
127,0.0,452.0,0.0
114,0.0,247.0,0.0
113,0.0,635.0,0.0
115,0.0,132.0,0.0
118,0.0,594.0,0.0
119,0.0,246.0,0.0
141,0.0,655.0,0.0
140,0.0,570.0,0.0
147,0.0,857.0,0.0
150,0.0,580.0,0.0
122,0.0,646.0,0.0
124,0.0,791.0,0.0
126,0.0,760.0,0.0
151,0.0,322.0,0.0
135,0.0,967.0,0.0
136,0.0,397.0,0.0
161,0.0,560.0,0.0
162,0.0,555.0,0.0
159,0.0,484.0,0.0
155,0.0,547.0,0.0
154,0.0,624.0,0.0
90,0.0,302.0,0.0
176,0.0,373.0,0.0
174,0.0,625.0,0.0
92,0.0,259.0,0.0
131,0.0,880.0,0.0
132,0.0,478.0,947.8472300000001
166,0.0,1151.0,506.23720999999995
177,0.0,933.0,0.0
178,0.0,848.0,0.0
198,0.0,715.0,0.0
199,0.0,287.0,0.0
214,0.0,1344.0,0.0
210,0.0,630.0,0.0
213,0.0,1048.0,0.0
231,0.0,839.0,0.0
221,0.0,639.0,0.0
226,0.0,1116.0,0.0
228,0.0,9.0,0.0
233,0.0,996.0,0.0
235,0.0,540.0,1211.18481
238,0.0,943.0,0.0
142,0.0,27.0,0.0
208,0.0,794.0,0.0
206,0.0,642.0,0.0
205,0.0,1118.0,0.0
202,0.0,990.0,0.0
204,0.0,1062.0,0.0
191,0.0,513.0,0.0
195,0.0,845.0,0.0
193,0.0,834.0,0.0
194,0.0,875.0,1967.35352
197,0.0,782.0,0.0
200,0.0,320.0,0.0
218,0.0,750.0,0.0
219,0.0,855.0,0.0
217,0.0,722.0,0.0
209,0.0,1295.0,0.0
211,0.0,1271.0,0.0
212,0.0,689.0,1775.0089100000002
230,0.0,1048.0,0.0
220,0.0,945.0,0.0
222,0.0,552.0,0.0
223,0.0,667.0,0.0
224,0.0,647.0,0.0
225,0.0,602.0,0.0
227,0.0,906.0,1601.36255
229,3412.99576144,1039.0,0.0
232,0.0,1007.0,0.0
236,0.0,784.0,0.0
237,0.0,1412.0,0.0
234,0.0,146.0,0.0
239,0.0,0.0,0.0
240,0.0,744.0,0.0
241,0.0,717.0,0.0
242,0.0,586.0,0.0
243,0.0,443.0,0.0
245,0.0,642.0,1617.8486300000006
246,0.0,1639.0,482.49979
247,0.0,1029.0,0.0
250,0.0,966.0,0.0
251,0.0,610.0,1421.11121
244,0.0,746.0,0.0
248,0.0,574.0,0.0
249,0.0,849.0,0.0
253,0.0,586.0,0.0
258,0.0,655.0,0.0
260,0.0,1285.0,0.0
256,0.0,623.0,0.0
280,0.0,620.0,0.0
187,0.0,594.0,0.0
188,14849.890384000002,123.0,3961.04761
189,0.0,642.0,0.0
181,0.0,748.0,0.0
183,0.0,824.0,2353.4751
66,0.0,429.0,0.0
62,0.0,751.0,0.0
57,0.0,555.0,0.0
64,0.0,649.0,0.0
60,0.0,434.0,0.0
54,0.0,729.0,0.0
52,0.0,465.0,0.0
53,0.0,0.0,0.0
190,0.0,98.0,0.0
157,0.0,495.0,0.0
146,0.0,29.0,0.0
65,0.0,565.0,0.0
58,0.0,401.0,0.0
67,0.0,393.0,0.0
63,0.0,572.0,0.0
61,0.0,286.0,0.0
59,0.0,724.0,3220.53564
55,0.0,362.0,0.0
56,0.0,2.0,0.0
158,0.0,100.0,0.0
149,0.0,563.0,0.0
207,0.0,711.0,0.0
203,0.0,829.0,1496.94714
192,0.0,857.0,0.0
196,0.0,938.0,0.0
201,0.0,1567.0,0.0
547,0.0,1322.0,0.0
542,0.0,303.0,1719.1109600000002
558,0.0,290.0,0.0
556,0.0,180.0,0.0
550,0.0,599.0,0.0
554,0.0,364.0,0.0
552,0.0,863.0,0.0
555,196.78536640000002,616.0,666.62231
282,0.0,422.0,1566.1887199999999
291,4573.56303816,522.0,0.0
290,0.0,479.0,0.0
285,0.0,565.0,0.0
283,0.0,586.0,1335.38354
278,0.0,736.0,0.0
262,0.0,700.0,0.0
264,0.0,528.0,0.0
265,0.0,246.0,0.0
270,0.0,471.0,0.0
271,0.0,585.0,0.0
266,0.0,743.0,0.0
272,0.0,441.0,0.0
267,0.0,578.0,0.0
274,0.0,708.0,0.0
276,0.0,300.0,0.0
275,0.0,598.0,0.0
289,0.0,963.0,0.0
288,0.0,493.0,0.0
287,0.0,483.0,0.0
309,0.0,1102.0,0.0
308,0.0,873.0,0.0
307,0.0,1020.0,0.0
306,0.0,470.0,0.0
304,0.0,833.0,0.0
302,0.0,858.0,0.0
319,0.0,491.0,0.0
317,0.0,659.0,1956.3664600000002
314,0.0,954.0,0.0
315,0.0,187.0,0.0
313,0.0,414.0,0.0
311,0.0,668.0,0.0
330,0.0,1385.0,0.0
329,0.0,996.0,0.0
328,0.0,800.0,0.0
252,0.0,1390.0,0.0
254,0.0,1257.0,273.66904
259,0.0,871.0,1636.5258800000001
261,0.0,634.0,0.0
257,0.0,553.0,0.0
255,0.0,754.0,1722.25342
292,0.0,367.0,0.0
284,0.0,381.0,0.0
281,0.0,610.0,1057.31116
279,0.0,634.0,0.0
263,0.0,471.0,0.0
273,0.0,679.0,0.0
268,0.0,589.0,0.0
269,0.0,513.0,0.0
277,0.0,815.0,0.0
286,801.6535044,1234.0,808.92432
310,0.0,318.0,0.0
318,0.0,869.0,0.0
305,0.0,309.0,0.0
303,0.0,810.0,0.0
316,0.0,476.0,0.0
326,0.0,713.0,0.0
312,0.0,1157.0,0.0
327,0.0,1365.0,0.0
324,0.0,968.0,0.0
325,0.0,1010.0,0.0
321,0.0,502.0,0.0
338,0.0,585.0,0.0
332,0.0,972.0,131.88869
334,0.0,1740.0,0.0
337,0.0,208.0,0.0
341,0.0,519.0,0.0
294,0.0,896.0,0.0
297,0.0,505.0,98.91651
336,0.0,1212.0,0.0
340,0.0,718.0,0.0
343,0.0,485.0,0.0
344,0.0,878.0,0.0
345,0.0,1023.0,0.0
346,0.0,509.0,0.0
298,0.0,1191.0,219.81797999999998
300,2117.6222709599997,551.0,0.0
533,3983.704932959999,1150.0,1861.3463100000001
531,0.0,305.0,0.0
529,0.0,375.0,0.0
521,0.0,749.0,0.0
522,0.0,1278.0,0.0
685,0.0,855.0,0.0
686,0.0,771.0,0.0
681,0.0,571.0,0.0
579,0.0,420.0,0.0
564,0.0,1388.0,0.0
561,0.0,521.0,0.0
562,0.0,964.0,0.0
568,0.0,1492.0,0.0
572,0.0,761.0,2664.00537
574,0.0,794.0,0.0
569,0.0,1106.0,0.0
582,0.0,1334.0,0.0
647,0.0,898.0,0.0
654,0.0,1115.0,0.0
645,0.0,869.0,0.0
585,0.0,1008.0,0.0
581,0.0,1467.0,0.0
586,0.0,1441.0,2436.4421399999997
587,0.0,434.0,0.0
641,0.0,749.0,0.0
640,0.0,762.0,2724.60547
591,0.0,2157.0,0.0
594,0.0,1274.0,0.0
597,0.0,828.0,0.0
632,0.0,834.0,0.0
589,0.0,1345.0,0.0
627,0.0,1089.0,0.0
601,0.0,1080.0,0.0
626,0.0,973.0,2417.89062
624,0.0,391.0,0.0
560,0.0,1154.0,0.0
559,0.0,951.0,0.0
537,0.0,534.0,0.0
536,0.0,965.0,0.0
534,0.0,601.0,0.0
532,0.0,499.0,0.0
528,0.0,828.0,0.0
527,0.0,1028.0,0.0
526,0.0,1165.0,1868.76477
530,0.0,600.0,0.0
519,0.0,1261.0,0.0
299,0.0,643.0,0.0
295,0.0,621.0,1302.41125
293,0.0,1010.0,0.0
296,0.0,1064.0,0.0
546,0.0,616.0,0.0
541,0.0,690.0,2056.7524399999998
540,0.0,477.0,0.0
557,14001.978218080001,226.0,0.0
549,0.0,561.0,0.0
548,0.0,1504.0,0.0
551,0.0,1033.0,1302.31812
553,0.0,822.0,0.0
535,0.0,1043.0,0.0
323,0.0,693.0,0.0
320,0.0,961.0,0.0
301,0.0,1191.0,0.0
322,0.0,1093.0,2080.55469
342,317.2452880800001,675.0,1059.51282
339,45.75068944000001,606.0,2093.74341
331,0.0,1157.0,0.0
333,0.0,2252.0,0.0
335,0.0,1872.0,0.0
648,0.0,1720.0,0.0
652,0.0,882.0,0.0
655,0.0,2886.0,3274.97314
588,0.0,1309.0,0.0
638,0.0,1287.0,0.0
639,0.0,1191.0,0.0
593,0.0,615.0,0.0
592,0.0,1208.0,0.0
590,0.0,1008.0,0.0
595,0.0,1297.0,0.0
596,0.0,435.0,5383.67627
630,0.0,1380.0,0.0
631,0.0,669.0,0.0
633,0.0,1805.0,1741.3772
634,0.0,1282.0,0.0
635,0.0,893.0,0.0
636,180.10993752,1356.0,0.0
629,0.0,908.0,0.0
637,0.0,817.0,0.0
628,0.0,774.0,0.0
605,0.0,1420.0,0.0
623,0.0,1145.0,0.0
599,0.0,878.0,0.0
600,0.0,738.0,0.0
621,0.0,773.0,0.0
616,0.0,929.0,0.0
619,0.0,949.0,0.0
614,0.0,865.0,0.0
612,0.0,827.0,0.0
402,0.0,0.0,0.0
421,0.0,456.0,0.0
414,0.0,605.0,0.0
443,0.0,712.0,0.0
437,0.0,935.0,0.0
444,0.0,803.0,424.21117999999996
439,0.0,476.0,0.0
436,0.0,605.0,0.0
466,0.0,595.0,0.0
461,0.0,660.0,0.0
462,0.0,1062.0,0.0
477,0.0,1152.0,1803.21912
520,0.0,909.0,0.0
523,0.0,1557.0,0.0
524,0.0,1070.0,0.0
683,0.0,617.0,0.0
684,0.0,1413.0,743.30103
687,0.0,501.0,0.0
525,0.0,841.0,883.05249
682,0.0,970.0,0.0
563,0.0,1441.0,2433.96924
578,0.0,1685.0,0.0
580,0.0,1188.0,0.0
577,0.0,995.0,0.0
