TAZ,auPkRetail,auPkTotal,auOpRetail,auOpTotal,trPkRetail,trPkTotal,trOpRetail,trOpTotal,nmRetail,nmTotal
643,10.114474171728975,11.998523375969594,10.15266775616476,12.036404345082712,6.526796703129639,8.450755977641153,6.345418017381904,8.285661304249983,6.048878925995664,8.228494820991077
646,10.155913712129877,12.033640477043578,10.196202296629222,12.073775914718496,6.049950607034355,7.946799208575853,5.9295370225411155,7.835486254548616,5.444770365246991,7.537779458752496
649,10.20150242379953,12.0713940333153,10.24059812186214,12.111259324940658,6.639175766118718,8.518991588923685,6.517017197196018,8.400321049039457,5.974542091885296,7.787879358433013
487,10.20394279786497,12.068171657106456,10.247121107595456,12.111861240053317,6.156574807723941,7.9546687112606955,6.053881199876676,7.8471892396299285,6.249423708997828,8.122824174624844
491,10.223072052389385,12.084991415740575,10.261584620932753,12.124053581306672,6.378495389086768,8.217126769258943,6.317483409899729,8.145614447328,6.662777936163674,8.406267445221715
480,10.205145615756487,12.074097526214704,10.247341197539585,12.117164167758022,6.880653141771357,8.746642485809714,6.775423921267697,8.636985278585412,6.26379728687348,8.039694367935077
482,10.022610746350455,11.903600507044183,10.04427709040746,11.925517635837496,7.007362833342138,8.945579254386839,6.7966804968591745,8.739247154541445,6.6819666722815985,8.82769325864857
485,9.959498074890087,11.84171988991938,9.992791499697589,11.87430280871603,5.798762122295675,7.674067603848447,5.660928725299107,7.538550657960046,6.716315812600645,9.045073530670917
459,10.046940696886173,11.925378760949668,10.063755248745121,11.942283450940115,7.053941778846995,8.98367923599291,6.797558176670781,8.736609359449178,7.229368347899235,9.289322967059416
454,10.038725812337821,11.91116701875485,10.065412711509884,11.936928789571775,7.191528475848746,9.058853942057917,7.094187526015148,8.948256852535852,7.307054232561378,9.265294854835316
598,10.078894019036111,11.951481617063022,10.105268138084112,11.977480133969973,7.261769697665961,9.138981665812901,7.147511590032602,9.011264274333723,7.280825755037226,9.21070311997649
625,10.04906196540028,11.91627822170096,10.081808455974633,11.948123713927917,7.204468174214607,9.103432118052451,7.118537946819589,9.006402096109909,7.530783576815314,9.391407159441592
622,10.088903629264347,11.951504960765666,10.121428998855727,11.983404095850126,7.299211614271047,9.1870641016815,7.113301891365649,9.000266036986915,7.464881479783906,9.286077164668688
610,10.122551746251157,11.985268418738222,10.154349166187584,12.016874954544784,6.926583279002622,8.821871916527217,6.849268283216382,8.71606280203033,7.362257178760676,9.176026481032366
609,10.164286875552138,12.016816676781,10.202805904510225,12.054966817051485,7.047700760555018,8.925802453335278,6.960235675437156,8.835538974544507,7.396457148241621,9.167755224676494
620,10.1277231987773,11.9812243502379,10.163663629039258,12.016120885925462,7.054892591323323,8.964656284753005,6.862198925021364,8.762480951610074,7.42067708236598,9.175338740538065
471,10.102362962397704,11.955095994269904,10.138478043686588,11.99021377992256,6.9986182810174675,8.95340583980369,6.826181327449099,8.780650866270419,7.496532102637574,9.254833415213234
470,10.038834441809449,11.891312081100187,10.078091519681637,11.929209826535228,7.034781036293909,8.931325192894166,6.946765653964008,8.851117271720891,7.398491091442853,9.231025119311541
473,9.976052934867981,11.825834063408104,10.019191408412986,11.86721680917578,6.98225024357028,8.854391424694665,6.642090703649973,8.523292202944964,7.272198636456896,9.048563393617089
468,10.035259496418735,11.894719644346022,10.069810564485607,11.928140095383341,6.775066280606561,8.660543108812078,6.645367109197618,8.530139642782816,7.494953322902322,9.326581579654762
504,9.974951120873392,11.841225459795515,10.00789127583673,11.873152012025425,6.674743540104644,8.597645877527281,6.551223462903042,8.443062014106484,7.620501884354287,9.511455161324005
503,9.964546035399923,11.839617171669119,9.989076252663772,11.863647957646261,6.717067212899174,8.626171434143426,6.617812266423853,8.515925733027439,7.294649632057869,9.264126216176024
501,9.908686402331053,11.78665834692868,9.93450468897108,11.810719159094793,6.266584647642403,8.178317788033157,6.187273874467323,8.083495381436627,7.178839762719607,9.216847160873337
499,9.932683906382586,11.790171693181499,9.970173630385343,11.825164806495582,6.556386111992698,8.489590704994974,6.366401170979942,8.281886074817052,7.2436751125640955,9.059292181252555
500,9.920183122779127,11.776259700279308,9.964500899709234,11.81731908483073,6.572204503368939,8.430458423170293,6.581315555500856,8.432841748150802,6.72858931322695,8.573798839641343
505,9.909372371244334,11.77616885800801,9.946894582010055,11.809971989386078,6.729357126134905,8.619192707205507,6.681403708172539,8.557464516846125,6.830463504928787,8.721262481563436
518,9.458843463579605,11.373932248100175,9.83610220725561,11.730825265612069,2.9927327967236477,4.894808525718411,2.665704246063619,4.553389332323305,0.0,0.0
517,9.893908812854356,11.732718870228428,9.95782003304622,11.793444823769036,6.087967582715895,8.023637162426049,5.898057716513873,7.848548934253578,5.770267669892843,7.902495109204849
516,9.940384535896499,11.784534412988851,9.992587900722855,11.83418542703828,6.501376271425861,8.385880439186854,6.22112873396545,8.103691944847418,6.263402500934112,8.222295287184709
514,9.947132018759145,11.790933428821678,9.999441109678676,11.840958738896623,6.397910470945559,8.292323413719048,6.116474294765476,8.01797853579927,6.547620322722653,8.472657423394438
511,10.073671359163757,11.923201362014165,10.11795737322101,11.966243995120047,6.866904511002954,8.765240807898158,6.707028189728552,8.605992429048142,7.288706906855968,9.15430222351339
513,10.012556209228798,11.85422335881767,10.058076757600697,11.897689714882663,6.856057147126997,8.769213718677385,6.690935365940646,8.603122012393817,6.317894697556162,8.391666994749526
508,10.015580662382725,11.844392693656381,10.061092370414592,11.888071468837333,6.825255696255152,8.657171249801623,6.677822385068628,8.501958218408681,6.478037385663792,8.540944595872647
510,9.967991933998048,11.80473103806079,10.020446665904991,11.855489839359773,6.2429709690781205,8.191422980499897,6.055133363187677,8.021699444894885,6.306800424243807,8.353911262060953
497,9.892604637338556,11.721714888465163,9.949671445007926,11.777198512192854,6.393686934755785,8.273650490035717,5.836863483836128,7.738891449723835,5.759396841164987,7.951606307510341
496,9.856856847485513,11.67823232036605,9.922015845950236,11.740471998175975,6.136016507220536,8.035495910982567,5.6350701364307865,7.527002001277294,5.4753891853131265,7.4898321222899265
498,9.66979685470999,11.481009779372348,9.737454517258342,11.544735374941352,3.7315142948907742,5.612495193888363,3.4522696241861865,5.338074489500899,3.9580800584866536,5.769846654558559
495,9.907303257769913,11.719585216786365,9.987027949356467,11.799578143556978,5.869476653021142,7.643001379332517,5.610899203793589,7.405220815598253,5.20685141200031,7.01707139384028
490,9.663645161377046,11.500417286047979,9.731062021396205,11.563566161887861,5.317789106506357,7.080811305492944,5.034989777754217,6.8386529327720185,4.499998862741175,7.277271215590471
489,9.681314920365141,11.508255498766928,9.740040197498967,11.561944723871358,6.198982323410889,8.065989471876255,6.091301741400392,7.960802075908051,4.4960938143023,7.04243188407694
488,9.661053374146915,11.47539506047055,9.73179562347785,11.542710515919142,5.4886910787622725,7.351229624294415,5.481697495966894,7.3393396561812425,4.911878148741056,6.840429947768917
486,9.780589932375564,11.579683003273841,9.85459771705557,11.652137651588811,5.524623156949808,7.4160878026570645,5.255129990678271,7.190074113787541,6.115757146408915,7.594129400221315
492,9.812027049166286,11.616129028879485,9.884568650757508,11.687570816346907,6.0382486206555,7.874842318800549,5.950642506974732,7.80928584300169,6.183417478044946,7.842956916062938
481,9.731920780845543,11.550052305029748,9.805692096837701,11.620758348767104,6.104289572529769,7.9685196294557485,5.922599234814486,7.839698107490117,5.200957678699756,7.281171856257809
483,9.864047300991002,11.669913536477914,9.938032952951753,11.743729040408454,6.134385037595636,7.862526569592516,5.763803690190402,7.549769340803914,6.046253264353366,7.770130347504408
484,9.847932861046484,11.653765978896242,9.922302782017066,11.72760676338152,6.399002938381844,8.155512438779011,6.272448202673587,8.043169115297998,6.2180296862026605,8.060119034817577
479,9.866033955675608,11.667265553045262,9.930054255020218,11.730028202458556,6.128885179743752,7.994400790720974,6.083325150756086,7.965532709186316,6.389441659154587,7.927072726521165
460,9.900696474539009,11.702933549934318,9.964843052464158,11.766971409006802,5.884482576357251,7.726156259296643,5.678707944905892,7.5389579005724645,6.360266617177334,7.795858254005156
457,9.951209175836226,11.751812365701388,10.011795632743894,11.813388148004798,6.488880412415232,8.180893778863313,6.141849459021522,7.911068544185871,6.272055522338305,7.804545685392376
458,9.91485821753849,11.718183193002462,9.976273095923226,11.777577537639033,6.702158699472896,8.55309913459183,6.698877463178671,8.548255103253748,6.127115354034389,7.639093355383407
455,9.936852852749,11.742676991901288,9.985705404199674,11.789797985936097,6.747218590732686,8.621029551024815,6.708647676223552,8.57463828552347,6.073300913933479,7.640354038848675
451,10.004121562264968,11.807153209966234,10.053629623317692,11.856364241543337,6.440830049115388,8.27126833050807,6.1579299988690215,7.986522630009991,6.661046663406972,8.03853533044057
448,10.014466803712056,11.816146394856991,10.061154373662747,11.86140224770588,6.358530212839649,8.138830532377574,6.165461513014905,7.935297181510487,6.578915433546972,8.023597224851875
394,10.05377879074252,11.868769553365874,10.099413800706191,11.913749185858155,6.553650978472593,8.31469719502776,6.234650381492653,8.037728598744408,6.275779313240672,8.164394914416613
450,9.989518303924172,11.803657910039574,10.035561897799642,11.848750790903742,6.4622806029823945,8.371825822253088,6.383441950202869,8.291637790682563,6.409204448074733,8.07337448013373
425,9.926456811871793,11.742033326244512,9.977820667270636,11.791789315298214,6.3231410869704865,8.215364462838934,6.300016172244547,8.181479258756271,5.702920610455888,7.451298697178154
391,10.019808111189716,11.848700669049757,10.060444222509398,11.88748308076936,6.778152096796532,8.660063760073989,6.623860324640404,8.511586373164642,6.3846610436442806,8.402309599687406
618,10.078171725501667,11.923157463518626,10.121779175371184,11.965033152718823,6.702272839583312,8.627066667873518,6.483597144999572,8.432446881959882,6.844446074030631,8.812324268428826
617,10.04066865782385,11.878727677172323,10.081689563464671,11.918668640211484,6.1458395029117465,8.041747335015158,6.080578155046404,7.979840092082903,6.558543431098551,8.509386818359477
615,10.130674364671194,11.98067157151309,10.167691284497243,12.016632761845248,7.072068281390374,8.977895748942869,6.923271992167137,8.834486359431194,7.311241580530418,9.134281067691786
613,10.179508154396574,12.028449495649767,10.218212837315782,12.066679040574575,6.929928409496607,8.797092116981002,6.676810604388504,8.590947947723054,7.308376350784373,9.053665120297225
606,10.091741675069786,11.9378354373644,10.134663320830258,11.980297775767097,6.8510816989417345,8.772019181845756,6.793208535581659,8.71059885555701,6.734669834610289,8.77691402225849
611,10.147214782009598,11.99309874218675,10.1862196565835,12.031542219870209,6.5292783050077565,8.443452284190483,6.368129439318804,8.308695093827428,7.015074154383334,8.972652506207439
401,10.203798830789795,12.055697447122583,10.240075364113007,12.091363578178173,6.79792806050086,8.54480479735871,6.659351832109096,8.419294527474259,7.206505242765811,9.217382117393347
422,10.17263365608171,12.020468353135096,10.215610523542793,12.063205399557953,6.572771645914983,8.487913696277392,6.40945205324419,8.338600576205936,6.636784441846144,8.891077980190916
420,10.170390648059609,12.017684643402072,10.211207613412654,12.058265574448997,6.773851731508055,8.634816455980072,6.695728885603505,8.547173599553469,6.756860740026481,8.859323500302581
413,10.169616533029588,12.009448717775873,10.212270447893601,12.051707609352647,6.844368025746901,8.646997903282294,6.749269611589061,8.549277036168583,6.558633843579136,8.576118472922351
543,10.028799398472136,11.852854829122219,10.074497964285067,11.897555017630063,5.938967852699595,7.668504551636573,5.8428917177762365,7.56434037299585,5.895059655021408,7.799727477669598
438,10.085307012659722,11.91443479554776,10.13009266426437,11.959142663093097,6.878723389414108,8.722037836277002,6.764578360987713,8.591561448523864,6.316324907763603,8.355575613918148
442,10.096214073914442,11.926727624139804,10.143604134925376,11.974726951673713,6.762653363135705,8.610296209584769,6.632634676068687,8.48845032137186,6.510199204691704,8.458998545585295
441,10.070957657477809,11.899045197136376,10.11053580012796,11.938412610990268,6.623533094063476,8.473298251788702,6.490199489427618,8.348054312922295,6.383906810828662,8.384191915958354
440,10.078194543394973,11.896245386423441,10.126857682997674,11.944408062879853,6.494167311838945,8.355077406966688,6.2263272664025875,8.09274255737499,6.180172366584223,8.14860184910253
545,10.077316687407379,11.89263181346855,10.131961675879065,11.946619784552158,6.700769718911177,8.466250242432048,6.464530489476504,8.217537186522733,6.123044316717903,8.00659446333547
544,10.04960828987227,11.857172745438666,10.1012514521275,11.908278538501067,6.65444717942141,8.402552915513969,6.4300757374265025,8.145824239297982,6.2169962618137875,7.7603949959207625
465,9.987921098622362,11.793395807746561,10.037309468211866,11.842899085605573,5.990684060499398,7.824798345232993,5.642492419066913,7.4707541992329585,6.023293102367613,7.291671061233227
464,9.996745676687203,11.798301278304184,10.049287882303647,11.851898112587172,4.746448712900247,6.434407141026431,4.548715391791441,6.201724935037078,5.962020052396163,7.182806302461744
463,9.99642031479384,11.805533916014793,10.034683679884315,11.8447296606045,4.070035432389648,5.738295115203273,3.7829402438653132,5.4383985552309975,5.07296261479083,6.0997662477536085
476,10.07669944859761,11.891116889783603,10.141584929276636,11.954988886897626,5.6379327402721735,7.228317112777255,5.146731423543909,6.732206824357915,6.572394700612179,7.914534007222075
478,10.101132417560946,11.916561230575896,10.156623721840873,11.971524424284647,6.0632153995795965,7.9353196597805455,6.0157927749489115,7.883725698942469,7.30776042524964,8.535885564454707
472,10.083496134312679,11.897590499281346,10.13206649147514,11.94636976473816,6.337124712584876,8.013869603691782,6.121066484612397,7.788949121287689,7.229159225458677,8.720065983855172
467,10.119744233543361,11.930893468126529,10.180179923497537,11.991202179651552,6.071453888785763,7.746361709996261,5.806982715000668,7.530127931506447,7.557324445336783,9.03138237657915
469,10.16283076952421,11.991161398489682,10.217576515566693,12.044798502322813,6.353763406334912,8.085154962570629,6.233901902310185,7.950320689307708,7.186593074035373,8.844347388313219
475,10.128151370524135,11.96032986812809,10.174615133406954,12.006197902524143,6.097637215795798,7.88345723377805,5.9719053784838385,7.767612410079187,7.052992603390562,8.727246912649788
474,10.170748224448353,12.01492521752747,10.215727905451901,12.059277561345114,6.799166041800025,8.607550049178483,6.610334866635455,8.438911337622821,6.796331922952461,8.63639978996743
502,10.17876424176032,12.026854798194574,10.223664255181259,12.071880058152834,7.2551523570619665,9.161177103950862,7.124984265141898,9.043947205965457,6.6369235824469754,8.630219955754125
506,10.185543235245538,12.039255915985684,10.225663631936408,12.079811615194533,6.600706850302598,8.480961991589192,6.455108935111981,8.340490664393089,6.445361144285814,8.661369178873025
515,10.171007714997831,12.018640071947274,10.211574742402613,12.059052325032257,5.907005757283136,7.710832740456905,5.808302545920042,7.614511395877449,6.564891414183656,8.559640601080927
509,10.117441875987847,11.951923590869136,10.158756278601949,11.99304200605699,6.187235512697813,7.959197750708039,6.128358251450781,7.901635907292415,6.934709926665229,8.633076280573688
507,10.169924304392675,12.01228903285247,10.210194306844391,12.052124210750826,6.8348834688396956,8.739515879806255,6.742816740683532,8.647531803523805,6.634277484496903,8.588118307182373
493,10.200522027267873,12.051901456620875,10.243644894394306,12.094572844007358,6.402526146245782,8.312782543041216,6.314431518779538,8.224067264639402,6.605980379709591,8.70859275861871
494,10.199777263531246,12.054375451325106,10.24298563333235,12.097603345066796,6.774259039708552,8.70475697228566,6.660177091245639,8.589677898513465,6.582781849748219,8.683273348337496
424,10.227760816477312,12.089124986341156,10.268309222842724,12.130364791908729,6.82387671255335,8.667225030207897,6.753691194209567,8.59509857241717,6.592731167665506,8.726970436530575
393,10.181814665942456,12.042459640891344,10.219588352077304,12.081321425524955,6.062017491544149,7.870352986727223,6.003566963219458,7.802170630906171,6.392846516891922,8.210933693599538
377,10.171056311864549,12.042642413170329,10.209631691147028,12.081988150215569,6.076809055980145,7.930236593385594,5.973977156454934,7.822881362679508,5.519228347342989,7.685977286235083
376,10.100834775306808,11.971644548348058,10.140457055967218,12.011531649103771,5.833360185886984,7.674985007938591,5.644454141510887,7.478095759137593,5.6856945191829915,7.494483612843158
374,10.13854661436041,11.996807360208878,10.178171639291584,12.037716038412947,6.1787501471852915,8.091280427405442,5.961380545328647,7.88811547840639,6.7080954094992835,8.248191748607505
380,10.174355655825089,12.035285102511649,10.215980723443833,12.078753395296797,6.498398987146335,8.367206477136598,6.342986455385671,8.22256970623216,6.676204426153069,8.384310705083626
372,10.151360900677863,12.006018670132418,10.197136725877876,12.052900414402137,6.1420474926069755,7.938989961707591,5.971245180022776,7.759998734601042,6.985172204861551,8.510717035218857
378,10.152347289984428,12.01223835313038,10.192415918309443,12.05369136150517,6.345908584268876,8.134625028369536,6.2488181163563405,8.025519492897079,6.524814218524863,8.48399399333976
381,10.146059153621783,12.001021348931618,10.190322784580554,12.045968709877318,6.327540767010498,8.099547400546589,6.283705963528272,8.05760421713975,6.605935321303471,8.388185191149697
383,10.11916797534919,11.974973434489527,10.15790944308691,12.014132084801775,5.842045070765321,7.730878864403474,5.758700066637916,7.650072358784708,6.277417228134876,8.602956849354195
389,10.167517861422331,12.021561133216633,10.21295815567131,12.06700096462295,6.315685997218073,8.171349293556505,6.257051453109292,8.120543466300571,6.838402044722919,8.79136497255198
388,10.134282161518488,11.9832372843538,10.18245931114755,12.032172256557468,6.6371782427580275,8.424410586790179,6.4685587867369065,8.267810893538067,6.591112086245985,8.577142895083723
384,10.130122760619985,11.983067754755648,10.178261269654243,12.032353413487721,6.317588241698277,8.081072856473796,6.163374529575289,7.913553324578216,6.711270951104608,8.542380738030339
370,10.2247838151739,12.078549364136995,10.273229796348172,12.128122490494745,6.963892761837982,8.696894256528262,6.861766778388821,8.592384100737029,6.966042192024123,8.7534976401266
371,10.175328651087,12.025503748708513,10.227677706269256,12.079841547208371,5.164200890395462,6.9653567480243295,5.088758747691308,6.894864374630843,6.33065682749454,8.098026808006502
367,10.155555565838498,12.002577005175253,10.205910888658384,12.055286821635892,5.764732520231603,7.680120315918856,5.68209745871581,7.597483205075691,5.9440682595256105,8.049212107509472
366,10.174551380538315,12.0205628679844,10.221021729735476,12.067895728084245,6.70160074537022,8.582746484734578,6.5814966099642636,8.463147853592144,6.666243641346153,8.523759809095818
363,10.11269832418453,11.95956832356893,10.163707520061958,12.011282792634107,6.286824532522037,8.16752858971689,6.185235804638012,8.066111262059094,5.906994238897972,7.738198090184734
360,10.171467499014966,12.02314121141988,10.230530643532461,12.08540232064893,6.002311445857744,7.79905120082152,5.968442211554937,7.767566992563972,4.877586025493753,7.328092471950545
358,10.157249290124712,12.007874608700666,10.216922453701104,12.068396624747463,6.528969357805977,8.421526670860764,6.4249366737344955,8.320199195109495,5.13455985828154,7.340445434196656
357,10.123030372618635,11.969111238322641,10.180961643664626,12.026605759027287,5.983765933185198,7.832035121867691,5.897177332008443,7.738340415261719,6.319624019340919,8.047990918092566
359,10.1741998405545,12.013176381941859,10.221885311509121,12.061185975052483,6.374930253510309,8.22760891306789,6.309089887815402,8.158778277233763,7.041360495880984,8.742313304002575
355,10.102486464257694,11.910123004799871,10.16238915298707,11.96982915705026,5.477036103273216,7.236261022989964,5.027692870987179,6.818731972291361,7.719355367421436,9.14329312273298
354,10.091497294934902,11.911165822045135,10.164383623553622,11.987048055078814,5.697763182040937,7.344719480218215,5.381023057537873,7.069348609330716,7.034787796865206,8.607125176432724
352,10.045994287008549,11.872418892206635,10.136728615757352,11.964981601194507,5.259033390965815,7.010461184519509,4.983615748954177,6.731280098611862,5.439390016510414,7.016681386543113
368,10.032637767231288,11.871074242999427,10.115750839143072,11.951762441583181,5.767480053429696,7.515656945609177,5.557723280689081,7.302549169486484,6.084895596055473,7.692310451874571
512,10.072985017311403,11.917660955340741,10.153047687429478,11.99644536366213,5.3446470274406455,7.157715638153015,5.170011928494086,6.9800243207927455,4.926388192148084,6.60134186894622
688,10.100886447313208,11.95487959178372,10.164045236660948,12.017448959454299,6.18145712131447,8.040413237574889,5.847231568515663,7.770350268291542,5.401533410368399,7.158098684652897
693,10.035223135745401,11.89845715052894,10.10386570594308,11.965259717503118,6.263383340382717,8.176050762026627,6.08493679313151,8.00204052848232,4.785006881656376,6.656439130003063
695,10.079559339385725,11.935855350759583,10.149166672205544,12.00502479975939,6.023967846852973,7.804840877182697,5.631223444801703,7.454979754752295,4.935409026821306,6.936788197767874
696,10.11553621350738,11.972738710406515,10.183380860209457,12.03996651201074,5.586946888742094,7.467953649062504,5.242880172180179,7.141958172563925,5.046933740989946,7.252806099431052
694,10.088389098366884,11.943974832697755,10.154119007415412,12.012025818629757,6.031056271113081,7.763217454077806,5.897393459217817,7.604107501823394,5.639222557248815,7.3733113717760705
690,10.118393609047988,11.973733649353175,10.172268643511735,12.030082063578265,6.108864186680623,7.889962989493127,5.9438870384651326,7.704682451278944,5.575595427377051,7.536266825917214
656,10.099181107237035,11.955735707638013,10.154664171436943,12.013766171592367,5.809877524460067,7.489082449039798,5.673686779941053,7.346824231324214,5.316092428679747,7.902046671783233
657,10.077573140114163,11.931239277152674,10.130788591255456,11.986726804920892,6.149120208607953,7.949324014032938,5.993920948651407,7.7989618337024975,5.378539490985211,7.407801728623054
392,10.109948052414998,11.96472493273576,10.152120730224336,12.008986248872807,5.230437473268529,6.93186869442083,5.126361115354585,6.812886978056816,5.599920699660156,7.2370008021330055
373,10.08672852026745,11.93945031509879,10.134768137010544,11.989994562307086,5.804930855146255,7.663091749513195,5.536588568334663,7.387713736698512,5.3374684188239865,6.919210386563551
375,9.979657783114654,11.832417155710923,10.007549484380881,11.86267086533276,5.2375969385868295,7.039863299543281,5.093780956847836,6.9004389240306425,4.591160609966629,5.655676931939738
365,9.953722246644757,11.804662138127428,10.001030211459636,11.854435888742216,5.674893480906375,7.405560272700497,5.387544069461738,7.092860922446609,5.092849785461831,6.478588515510673
379,9.807366090301835,11.658110351122604,9.854772087366353,11.708116261602651,4.522707573039571,6.217944252314791,4.402588354796548,6.075394124043939,4.447829575072583,6.059756447993194
390,9.982023368954861,11.834649136060468,10.03744524978794,11.892526688792938,5.498207989135026,7.332062773695836,5.176275425314619,7.017473250464081,5.526395273505415,7.2921650065645505
382,9.998251199432861,11.852091857491247,10.069728154650083,11.926104087361221,5.232052949913672,6.912863571330027,4.9688232468783955,6.645531363092483,5.282482622729199,6.795425050801345
387,10.000240356052817,11.855634192540414,10.083588355644654,11.941907075736053,5.323261964604979,7.09118034260009,5.166278891775455,6.919212978805451,5.59201115889757,7.566435918554587
386,10.111727447489779,11.966557964343455,10.175166911102218,12.032452675693794,5.957078818103507,7.697255712569418,5.873908082786525,7.601851289064361,5.710888650522041,7.638641704508499
369,10.129834582213114,11.983974891875631,10.19917441167461,12.055260882383982,6.4691498239284995,8.39225264060816,6.378411628987926,8.301024184239747,6.387330831693091,7.886222447536641
362,10.024962046194299,11.887234901525325,10.092003589437727,11.95602656532593,4.818452472652944,6.533839056598071,4.644191962896992,6.392991054156156,5.881944071098779,8.104329861542636
364,10.04771014628603,11.905143044962719,10.118606083154514,11.978207798119815,6.373813986005349,8.106513355350627,6.308037681238544,8.037625958965014,6.320949247535529,8.156269984553495
361,10.027271989699306,11.890232180251129,10.092096077926632,11.95903307308165,6.475372708405869,8.316038185359563,6.276934563135775,8.140735928110017,6.582762731235953,8.65625022572954
356,10.011356278838274,11.880057821411327,10.083782891251126,11.954128340374144,5.584017683889099,7.374396823991859,5.462444841898409,7.179407732532598,6.878815375367927,9.004725920663882
353,9.985048127793672,11.85243012800137,10.051120883472018,11.919701616335589,6.2622537470458335,8.228788570298862,6.162870920442498,8.062218995552433,6.475594910788719,8.614855867402685
385,9.95959126861248,11.824020463863008,10.026080337195843,11.89125113242961,6.25946826492168,8.162557087412365,6.168434381382543,8.015258860414306,5.994777639724018,8.22000180538501
692,9.977092640545811,11.83813727223055,10.044238834363085,11.906660622192822,5.940445290335415,7.697471814896724,5.629409792250419,7.376351438776018,5.649865007457302,7.722526805796508
691,9.957657717872172,11.821145851682415,10.032664738985119,11.897599703324087,6.026708008280215,7.971451069959962,5.896999792670313,7.814147076892133,3.228286299409048,5.7443511277549035
689,9.97130879585316,11.83171012296176,10.03282949550009,11.893255366441364,5.559374186871872,7.371389151592022,5.287024899413098,7.132379988159395,4.684280450126217,6.363378031726267
680,9.992606572193697,11.858158877496393,10.051375214579007,11.916516485929723,5.751706279304935,7.691680473310546,5.4649319561989955,7.428651995784847,4.339288789432876,6.408846539588503
675,9.992234260922618,11.861558259929637,10.060655103265919,11.929793072778207,6.15471729236195,8.069798485937497,6.040592070579294,7.936755686026937,4.416005476287986,6.929604988223982
669,9.608205639943225,11.49138043793478,9.756755541030726,11.638785686788113,2.4292928118824566,4.484311178343321,2.437174128157431,4.477302236055604,4.163411901807259,6.422352150921856
668,9.956614080523904,11.835322531234594,10.041977273354785,11.9181844855678,5.538253193368704,7.5313613511504025,5.29798247302055,7.29101024277886,4.461434788326711,6.914176755628366
667,10.038402635155519,11.903396466495533,10.100294943569018,11.965148264587192,6.1830715605066455,8.102517519464023,6.067963558411435,7.97357238633978,4.705147551397031,6.710880354279108
673,10.014562629512856,11.875562376240453,10.09705854110103,11.956761255178531,5.6513643043932005,7.450704555351953,5.449770895758414,7.247143581280735,5.912321017933124,7.549525970318738
665,10.016513943427396,11.885416647757014,10.101305234422908,11.968602928416368,5.287000431241367,7.16913293305556,5.13725588116886,7.018413237649178,4.8224691262818355,6.431285827918636
659,9.999136449843332,11.859237968738675,10.088256518113308,11.947292818309318,5.4192619083188145,7.249295693597945,5.2173136401993805,7.034155064669615,5.800213695370291,7.396270923320191
