TAZ,district,county,TOTACRE,county_id,TOTHH,HHPOP,EMPRES,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,AGE62P,SHPOP62P,TOTEMP,RETEMPN,FPSEMPN,HEREMPN,AGREMPN,MWTEMPN,OTHEMPN,RESACRE,CIACRE,PRKCST,OPRKCST,area_type,HSENROLL,COLLFTE,COLLPTE,TERMINAL,TOPOLOGY,household_density,employment_density,density_index
1259,26,Solano,529.892902501,6,1536.0,4446.0,1851.0,608.0,375.0,356.0,197.0,279.0,1027.0,1424.0,1169.0,547.0,728.0,0.16374269005847952,597.0,75.0,29.0,79.0,0.0,11.0,403.0,171.69181611740208,44.69798768138399,0.0,0.0,4,0.0,0.0,0.0,1.53921,3,7.098301181641058,2.7589100295831455,1.9867256471822368
1258,26,Solano,357.523078797,6,1184.0,3613.0,1516.0,407.0,371.0,255.0,151.0,283.0,987.0,1214.0,913.0,216.0,371.0,0.10268474951563797,253.0,2.0,2.0,28.0,0.0,1.0,220.0,129.34238065599905,7.663637612957099,0.0,0.0,4,0.0,0.0,0.0,1.3978700000000002,3,8.641956134187424,1.8466342077275493,1.521513501704536
1257,26,Solano,775.252039448,6,2064.0,5575.0,2229.0,434.0,734.0,581.0,315.0,362.0,1180.0,1695.0,1660.0,678.0,921.0,0.1652017937219731,162.0,3.0,5.0,65.0,0.0,4.0,85.0,264.51578114204915,7.993548291300999,0.0,0.0,4,0.0,0.0,0.0,1.29429,3,7.574052617911598,0.5944750601267824,0.5512113765056958
1255,26,Solano,515.6092170669999,6,1502.0,4100.0,1929.0,329.0,451.0,397.0,325.0,213.0,760.0,1360.0,1349.0,418.0,664.0,0.16195121951219513,285.0,28.0,16.0,22.0,0.0,8.0,211.0,202.93975228240046,17.137700388217002,0.0,0.0,4,0.0,0.0,0.0,1.28312,3,6.824869979970156,1.2949986313525261,1.0884655536046415
1253,26,Solano,1729.55029702,6,1192.0,3744.0,1790.0,89.0,228.0,406.0,469.0,246.0,791.0,1149.0,1234.0,324.0,501.0,0.13381410256410256,49.0,7.0,3.0,6.0,0.0,4.0,29.0,211.23987984384243,46.28134497433,0.0,0.0,4,0.0,0.0,0.0,1.15054,3,4.628744682468924,0.19027557839008163,0.18276268286944183
1256,26,Solano,1536.42906534,6,1292.0,3881.0,1497.0,304.0,423.0,227.0,338.0,287.0,901.0,1238.0,961.0,494.0,637.0,0.16413295542385986,515.0,44.0,21.0,16.0,0.0,70.0,364.0,659.3861495163044,50.67269189490699,0.0,0.0,4,0.0,0.0,0.0,1.03856,3,1.8195675127883848,0.7252920039365466,0.5185817759192132
1280,26,Solano,2736.18188037,6,4039.0,9080.0,4082.0,929.0,800.0,937.0,1373.0,276.0,1547.0,1893.0,2942.0,2422.0,3111.0,0.3426211453744493,4132.0,1550.0,141.0,1161.0,0.0,151.0,1129.0,673.7551416127078,473.7922334191759,0.0,0.0,4,0.0,0.0,0.0,1.23871,3,3.5196803965394277,3.6007228023027764,1.7798701993025228
1329,29,Sonoma,6280.35834973,8,1460.0,3583.0,1822.0,319.0,263.0,404.0,474.0,150.0,477.0,919.0,1298.0,739.0,934.0,0.2606754116662015,1361.0,553.0,44.0,73.0,11.0,294.0,386.0,2492.5915517928493,72.84352136271852,0.0,0.0,4,0.0,0.0,0.0,0.95554,2,0.5691042487402158,0.5305143031064614,0.274566069668711
1328,29,Sonoma,48588.0364518,8,1706.0,4456.0,2322.0,231.0,409.0,418.0,648.0,208.0,771.0,1086.0,1584.0,807.0,1062.0,0.2383303411131059,1804.0,19.0,21.0,19.0,69.0,116.0,1560.0,4124.5794258764445,25.194644763639,0.0,0.0,4,0.0,0.0,0.0,0.9480299999999999,1,0.41110671833198315,0.4347224618235039,0.1787173246654615
1337,29,Sonoma,11487.942098799998,8,2325.0,5510.0,2523.0,615.0,761.0,442.0,507.0,210.0,1090.0,1400.0,1990.0,820.0,1213.0,0.22014519056261345,5080.0,1128.0,522.0,314.0,20.0,1132.0,1964.0,3284.71203744616,502.0324724567089,0.0,0.0,4,0.0,0.0,0.0,1.00029,2,0.6139838570887997,1.3415217178542376,0.4212070214734777
1344,29,Sonoma,705.885282931,8,2296.0,5333.0,2486.0,845.0,627.0,688.0,136.0,295.0,915.0,2037.0,1551.0,535.0,718.0,0.13463341458841174,1551.0,357.0,169.0,108.0,0.0,50.0,867.0,151.68827799015818,79.25819685609629,0.0,0.0,3,0.0,0.0,0.0,1.56775,3,9.941697536316548,6.715841846178993,4.008207142923568
1347,29,Sonoma,1810.43521414,8,1909.0,5354.0,2983.0,178.0,422.0,482.0,827.0,299.0,915.0,1798.0,1764.0,578.0,945.0,0.17650354874859914,760.0,108.0,82.0,41.0,0.0,18.0,511.0,530.6217638096904,60.733796385052,0.0,0.0,4,0.0,0.0,0.0,1.31161,3,3.228176292738902,1.2851828090526798,0.919225920749931
1346,29,Sonoma,1177.84203644,8,1630.0,3845.0,1861.0,345.0,458.0,449.0,378.0,194.0,638.0,1328.0,1185.0,500.0,645.0,0.16775032509752927,1775.0,144.0,269.0,453.0,4.0,153.0,752.0,241.02415923428825,232.9058481102138,0.0,0.0,4,0.0,0.0,0.0,1.26237,3,3.4393264295146118,3.745278780606402,1.7928941005546066
1394,31,Sonoma,15199.222608899998,8,2969.0,9457.0,4456.0,370.0,580.0,720.0,1299.0,498.0,2362.0,2625.0,3087.0,885.0,1318.0,0.13936766416411125,1195.0,22.0,40.0,230.0,240.0,291.0,372.0,1886.2505375257508,334.49227025869686,0.0,0.0,4,0.0,0.0,0.0,0.9581,2,1.3369400497854411,0.5381082382935676,0.38367996145379496
1396,31,Sonoma,25260.3936555,8,3687.0,9720.0,4610.0,556.0,578.0,847.0,1706.0,435.0,1902.0,2242.0,3338.0,1803.0,2282.0,0.23477366255144036,766.0,20.0,68.0,152.0,19.0,132.0,375.0,2103.824594971531,521.8453865261528,0.0,0.0,4,875.27051,0.0,0.0,0.9951,3,1.4042130298099889,0.2917350639637786,0.2415511297629579
1286,26,Solano,92246.6558049,6,1557.0,4038.0,1891.0,216.0,318.0,182.0,841.0,86.0,649.0,799.0,1648.0,856.0,1174.0,0.2907379891035166,523.0,43.0,71.0,19.0,89.0,70.0,231.0,13550.265896665574,879.5227428270662,0.0,0.0,4,0.0,0.0,0.0,0.90746,1,0.10790178836983609,0.03624446712744012,0.003910842821562525
1279,26,Solano,22599.5051173,6,1889.0,4915.0,2595.0,163.0,429.0,523.0,774.0,173.0,898.0,1406.0,1716.0,722.0,1035.0,0.2105798575788403,14081.0,332.0,226.0,10244.0,16.0,1062.0,2201.0,4221.709284376673,779.9576232883785,0.0,0.0,5,0.0,0.0,0.0,0.95595,3,0.37767409043275324,2.815261443824033,0.33300118142664986
1278,26,Solano,2265.57942071,6,1044.0,2975.0,1512.0,40.0,150.0,422.0,432.0,129.0,683.0,851.0,1052.0,260.0,453.0,0.15226890756302522,82.0,10.0,15.0,7.0,0.0,4.0,46.0,196.22110458373328,8.158093521414001,0.0,0.0,4,0.0,0.0,0.0,1.15344,3,5.108151953228096,0.4012150001577623,0.3719968562741597
1277,26,Solano,700.3203663139999,6,1931.0,5938.0,2967.0,217.0,344.0,574.0,796.0,326.0,1448.0,1935.0,1696.0,533.0,835.0,0.14061973728528124,102.0,23.0,12.0,9.0,0.0,10.0,48.0,287.9064053023679,2.297202277527,0.0,0.0,4,0.0,0.0,0.0,1.2701200000000001,3,6.6539489846568625,0.3514773673925427,0.33384298890063946
1284,26,Solano,2462.96912685,6,1914.0,4803.0,2188.0,426.0,606.0,512.0,370.0,239.0,1010.0,1379.0,1457.0,718.0,914.0,0.19029773058505103,3855.0,248.0,562.0,319.0,0.0,125.0,2601.0,502.7719841249432,140.18166653301358,0.0,0.0,4,0.0,0.0,0.0,1.38954,1,2.9768864334798275,5.995766562729747,1.989235084254591
1274,26,Solano,1018.67550496,6,1978.0,5192.0,2103.0,458.0,682.0,580.0,258.0,346.0,1377.0,1567.0,1162.0,740.0,920.0,0.17719568567026195,775.0,245.0,41.0,163.0,0.0,50.0,276.0,277.4617899258397,85.724701182228,0.0,0.0,4,2323.87524,0.0,0.0,1.27013,2,5.446237810126693,2.1338899407725918,1.533176281455934
1341,29,Sonoma,14479.9188435,8,1678.0,4412.0,2387.0,174.0,299.0,539.0,666.0,259.0,713.0,1410.0,1417.0,613.0,859.0,0.19469628286491386,353.0,19.0,20.0,229.0,9.0,21.0,55.0,2303.174671051535,7.452083268329999,0.0,0.0,4,0.0,0.0,0.0,0.9673299999999999,2,0.7262098895301334,0.1527724022670662,0.11094482937361926
1349,30,Sonoma,4917.88997681,8,2077.0,6041.0,2982.0,534.0,430.0,511.0,602.0,363.0,1442.0,1981.0,1909.0,346.0,636.0,0.10528058268498593,1261.0,137.0,102.0,351.0,1.0,213.0,457.0,1245.4856584212814,216.95180457819905,0.0,0.0,4,0.0,0.0,0.0,1.03647,2,1.4202316697631931,0.8622590927161226,0.5365225091585939
1348,30,Sonoma,3467.36361335,8,3041.0,7950.0,3620.0,1056.0,893.0,589.0,503.0,495.0,1689.0,2880.0,2194.0,692.0,1087.0,0.13672955974842768,3039.0,916.0,72.0,33.0,0.0,586.0,1432.0,740.6400077163626,383.1509151401325,0.0,0.0,4,0.0,0.0,0.0,1.24823,3,2.706019365479719,2.7042396750058746,1.3525646137652738
1350,30,Sonoma,10957.1523359,8,2726.0,6200.0,2906.0,391.0,912.0,655.0,768.0,286.0,981.0,1677.0,2023.0,1233.0,1592.0,0.2567741935483871,1299.0,76.0,315.0,80.0,2.0,46.0,780.0,2145.855343262263,50.43658201621302,0.0,0.0,4,0.0,0.0,0.0,1.0119200000000002,1,1.2411829086219313,0.5914514300439797,0.4005705834285438
1358,30,Sonoma,2197.54823563,8,2389.0,5571.0,2302.0,561.0,613.0,625.0,590.0,247.0,1028.0,1550.0,1768.0,978.0,1313.0,0.2356847962663795,1301.0,57.0,82.0,834.0,0.0,14.0,314.0,568.1693649246613,37.0913963040716,0.0,0.0,4,1660.06726,0.0,0.0,1.12941,2,3.947059107466538,2.14948677221179,1.391632492903514
1397,31,Sonoma,26714.1507723,8,2071.0,4392.0,2178.0,457.0,386.0,394.0,834.0,114.0,547.0,980.0,1594.0,1157.0,1475.0,0.3358378870673953,992.0,99.0,33.0,54.0,90.0,354.0,362.0,2445.2794084592,238.8685086297009,0.0,0.0,4,121.91028,0.0,0.0,0.93729,1,0.7715670164132042,0.36957724784253915,0.2498839308788438
1399,31,Sonoma,1354.84212407,8,1583.0,3808.0,1826.0,403.0,436.0,318.0,426.0,207.0,711.0,1255.0,1032.0,603.0,827.0,0.2171743697478992,2975.0,657.0,257.0,351.0,9.0,460.0,1241.0,229.2178112180448,210.1413797621984,0.0,0.0,4,968.60461,0.0,0.0,1.2999399999999999,2,3.6029745877586143,6.771225141239341,2.351656296310197
2,1,San Francisco,49.911128078500006,1,129.0,228.0,117.0,48.0,32.0,11.0,38.0,0.0,11.0,106.0,66.0,45.0,64.0,0.2807017543859649,22949.0,2812.0,12742.0,749.0,0.0,904.0,5742.0,3.8458585629176985,11.235882991988001,269.6431,885.61682,0,0.0,0.0,0.0,5.84871,1,8.55338884639882,1521.6412452403606,8.505577633937365
4,1,San Francisco,30.8835897729,1,134.0,181.0,128.0,46.0,30.0,39.0,19.0,0.0,7.0,87.0,66.0,21.0,33.0,0.18232044198895028,17231.0,742.0,9254.0,462.0,1.0,1770.0,5002.0,2.9224190473061,5.119106783359602,191.0,314.0,0,0.0,0.0,0.0,5.6433,2,16.663504267934073,2142.7525525430747,16.534917480032938
10,1,San Francisco,117.928630689,1,1702.0,2817.0,1594.0,793.0,137.0,108.0,664.0,60.0,111.0,1461.0,752.0,433.0,531.0,0.18849840255591052,3859.0,278.0,307.0,408.0,0.0,221.0,2645.0,16.161599258649794,19.010776059214,90.6058,277.92566,0,0.0,690.54974,0.0,4.73802,3,48.390249012712154,109.7167866862845,33.579926441297644
11,1,San Francisco,129.929058334,1,2274.0,3864.0,1974.0,1448.0,259.0,272.0,295.0,144.0,476.0,1434.0,1594.0,216.0,426.0,0.11024844720496894,10979.0,4188.0,327.0,820.0,0.0,215.0,5429.0,14.264985060106499,19.877870214526897,116.0,259.0,0,0.0,0.0,0.0,4.6473900000000015,3,66.60251410459745,321.5606870511765,55.17460215455937
14,1,San Francisco,49.0289292067,1,300.0,417.0,343.0,29.0,13.0,13.0,245.0,0.0,0.0,281.0,96.0,40.0,55.0,0.13189448441247004,15765.0,1041.0,5460.0,128.0,3.0,91.0,9042.0,2.170955068545,8.322905993761,237.35252000000003,981.7764300000001,0,0.0,851.33472,251.48717000000002,5.52147,3,28.588142936025854,1502.3069112881585,28.054284057668692
16,1,San Francisco,197.84124152400003,1,2088.0,3679.0,2488.0,157.0,189.0,125.0,1617.0,173.0,189.0,2341.0,923.0,53.0,216.0,0.05871160641478663,19752.0,3181.0,5972.0,542.0,0.0,623.0,9434.0,22.433042761634002,21.2294798170832,164.00706,532.0228900000002,0,0.0,0.0,0.0,4.75017,2,47.82133227038448,452.3788098681199,43.2494027016774
17,1,San Francisco,244.20829570400002,1,3895.0,6801.0,4515.0,680.0,107.0,559.0,2549.0,261.0,417.0,3804.0,1913.0,406.0,698.0,0.1026319658873695,4795.0,817.0,1319.0,176.0,0.0,250.0,2233.0,40.052386495687216,23.43598309119821,109.0,477.0,1,0.0,0.0,0.0,4.58156,1,61.34981927153752,75.52564400693771,33.851827779864486
19,1,San Francisco,201.02108977400002,1,365.0,576.0,468.0,61.0,29.0,0.0,275.0,0.0,3.0,330.0,235.0,8.0,26.0,0.04513888888888889,8264.0,1727.0,966.0,206.0,0.0,706.0,4659.0,16.870696031087302,34.818915026968305,82.00709,225.01944,1,0.0,0.0,0.0,4.1848,3,7.061380276010344,159.8773879478068,6.76268937315442
1273,26,Solano,3444.07832173,6,1385.0,3786.0,1685.0,331.0,255.0,366.0,433.0,210.0,884.0,1113.0,1104.0,475.0,648.0,0.17115689381933438,457.0,116.0,30.0,74.0,0.0,33.0,204.0,319.880611659203,70.42571656105369,0.0,0.0,4,0.0,0.0,0.0,1.16614,3,3.5484948612424763,1.170875199702391,0.8803811897870855
1282,26,Solano,4751.64885202,6,3677.0,10998.0,5435.0,556.0,555.0,1026.0,1540.0,584.0,2772.0,3059.0,3730.0,853.0,1400.0,0.12729587197672304,1556.0,304.0,81.0,279.0,3.0,147.0,742.0,1074.2429071474712,115.184586719271,0.0,0.0,4,0.0,0.0,0.0,1.1177,1,3.0914032330346934,1.308192393419087,0.9192095223776005
1283,26,Solano,744.6984584869998,6,1377.0,3594.0,1807.0,320.0,211.0,482.0,364.0,159.0,688.0,1156.0,1182.0,409.0,589.0,0.16388425153032832,904.0,54.0,159.0,252.0,0.0,61.0,378.0,217.5718539345982,34.1341929648338,0.0,0.0,3,2005.0152600000001,0.0,0.0,1.3397299999999999,3,5.470667141144106,3.591490991716973,2.1681206030663183
1287,26,Solano,179431.737131,6,778.0,2495.0,1186.0,126.0,139.0,206.0,307.0,84.0,593.0,674.0,795.0,349.0,458.0,0.18356713426853707,849.0,52.0,33.0,10.0,247.0,394.0,113.0,3851.9478005480323,643.0954612397488,0.0,0.0,5,0.0,0.0,0.0,0.91589,3,0.17307953554390745,0.18887471166680903,0.032690347371280744
1289,26,Solano,6762.96011694,6,2052.0,6383.0,3266.0,480.0,477.0,577.0,518.0,365.0,1530.0,1951.0,1823.0,714.0,998.0,0.1563528121572928,1997.0,232.0,136.0,270.0,0.0,757.0,602.0,402.7087819072036,397.364366092974,0.0,0.0,4,1057.29822,0.0,0.0,1.1294600000000001,3,2.564765490666791,2.4960217762483343,1.2649633699337075
1352,30,Sonoma,5862.21283681,8,1374.0,3269.0,1402.0,79.0,116.0,256.0,923.0,95.0,420.0,572.0,1154.0,1028.0,1360.0,0.41602936677883146,235.0,14.0,31.0,67.0,0.0,33.0,90.0,1292.5696466218421,0.453760035665,0.0,0.0,4,0.0,0.0,0.0,0.9578399999999999,1,1.0626257753150958,0.1817445831142995,0.15520015985024707
1361,30,Sonoma,510.38392757199995,8,909.0,1626.0,965.0,371.0,275.0,178.0,85.0,38.0,180.0,690.0,593.0,125.0,225.0,0.13837638376383765,7052.0,1359.0,1656.0,765.0,5.0,324.0,2943.0,49.36033634697152,100.20266380154092,0.0,0.0,2,0.0,0.0,0.0,2.3031900000000003,3,6.077706378565454,47.1506989897069,5.3837439243365885
1363,30,Sonoma,856.4294973130002,8,983.0,2112.0,1235.0,211.0,255.0,351.0,166.0,40.0,193.0,829.0,722.0,328.0,437.0,0.2069128787878788,3657.0,181.0,317.0,902.0,60.0,37.0,2160.0,112.1948878432769,97.16712690968299,0.0,0.0,3,0.0,6187.62305,16403.80273,2.20308,3,4.695216566194716,17.46735196599601,3.700518746244413
1356,30,Sonoma,1125.29660059,8,2576.0,5717.0,2355.0,501.0,978.0,582.0,515.0,293.0,952.0,1545.0,1510.0,1417.0,1650.0,0.28861290886828755,1011.0,251.0,40.0,337.0,0.0,37.0,346.0,384.94936476331134,36.5663470104981,0.0,0.0,4,0.0,0.0,0.0,1.12634,2,6.111278721164998,2.398487106792629,1.722470807665964
1362,30,Sonoma,526.4471681030001,8,1616.0,3072.0,1682.0,555.0,344.0,273.0,444.0,88.0,311.0,979.0,1135.0,559.0,762.0,0.248046875,1527.0,130.0,365.0,365.0,0.0,63.0,604.0,176.6066400991034,36.3040936403666,0.0,0.0,3,0.0,0.0,0.0,1.30165,3,7.590035371243574,7.172019809337214,3.687554569484231
1365,30,Sonoma,1408.73089173,8,1685.0,3919.0,1898.0,290.0,240.0,391.0,764.0,151.0,612.0,940.0,1192.0,1024.0,1221.0,0.3115590711916305,1018.0,200.0,65.0,490.0,2.0,24.0,237.0,557.6334207892004,95.844954958316,0.0,0.0,4,0.0,0.0,0.0,1.05369,1,2.578509194083924,1.5578174240815637,0.9711144504541009
21,1,San Francisco,126.44780294200001,1,2769.0,4284.0,1858.0,1453.0,313.0,216.0,787.0,48.0,132.0,1548.0,938.0,1618.0,1768.0,0.4126984126984127,2254.0,259.0,510.0,334.0,0.0,165.0,986.0,21.14448524266539,13.829506232081098,123.0,355.0,1,0.0,0.0,0.0,4.29617,3,79.17311931637542,64.44789127450711,35.52781424230743
22,1,San Francisco,140.633077255,1,1128.0,1622.0,1001.0,185.0,120.0,151.0,672.0,13.0,13.0,625.0,359.0,612.0,661.0,0.4075215782983971,10806.0,559.0,6963.0,303.0,0.0,146.0,2835.0,16.616061386462,9.751121370111,191.0,525.0,0,0.0,0.0,0.0,4.93813,3,42.78045214059906,409.82762928307926,38.73684982665606
108,3,San Francisco,182.255960937,1,356.0,614.0,460.0,49.0,36.0,84.0,187.0,19.0,17.0,427.0,127.0,24.0,37.0,0.06026058631921824,2827.0,486.0,299.0,237.0,0.0,451.0,1354.0,15.306816886457202,30.836626824949,0.0,0.0,2,0.0,1028.6110800000001,137.08003,3.50406,3,7.715072204548103,61.265475062521034,6.852186340640115
109,3,San Francisco,260.86104338900003,1,3626.0,6896.0,4835.0,567.0,577.0,550.0,1932.0,231.0,349.0,4326.0,1514.0,476.0,644.0,0.0933874709976798,5278.0,1238.0,872.0,1698.0,0.0,87.0,1383.0,51.01084379695776,21.299082879773,68.01318,136.02635,2,0.0,0.0,0.0,3.3061199999999995,3,50.14525897959239,72.99136152627926,29.724469552368443
110,3,San Francisco,442.315324233,1,646.0,1242.0,866.0,108.0,102.0,110.0,326.0,42.0,59.0,783.0,292.0,66.0,102.0,0.0821256038647343,1712.0,23.0,137.0,747.0,0.0,616.0,189.0,58.41091695630092,16.48712208265,0.0,0.0,3,0.0,0.0,0.0,7.822889999999999,3,8.625058923959891,22.857741296933952,6.2621292950887755
216,5,San Mateo,427.148794559,2,1433.0,3395.0,2031.0,219.0,328.0,215.0,671.0,101.0,312.0,1097.0,1191.0,694.0,892.0,0.262739322533137,1962.0,237.0,7.0,1612.0,0.0,42.0,64.0,103.68253926716535,59.20161259828599,0.0,0.0,3,1617.8486300000006,0.0,0.0,2.07517,1,8.797663760337555,12.045370759094405,5.084246332189185
395,9,Santa Clara,622.4912603409999,3,1264.0,2716.0,1524.0,136.0,133.0,159.0,836.0,181.0,301.0,1206.0,752.0,276.0,368.0,0.13549337260677466,2444.0,986.0,167.0,101.0,0.0,322.0,868.0,129.8080179198644,167.77417406604798,0.0,0.0,3,0.0,0.0,0.0,1.6351200000000001,3,4.24756599702659,8.212857038554578,2.7996362720423367
397,9,Santa Clara,487.80991647,3,655.0,1485.0,969.0,71.0,4.0,7.0,573.0,105.0,201.0,540.0,559.0,80.0,108.0,0.07272727272727272,2353.0,311.0,243.0,290.0,2.0,1108.0,399.0,46.628737111647936,156.028398542182,0.0,0.0,3,0.0,0.0,0.0,1.6624299999999999,3,3.2320598921265837,11.610743398738705,2.528270254712052
399,9,Santa Clara,505.17013972,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4113.0,706.0,643.0,142.0,0.0,460.0,2162.0,1.03177991305,253.6749117308418,0.0,0.0,3,0.0,0.0,0.0,1.96822,3,0.0,16.14798564362192,0.0
406,9,Santa Clara,1234.30743453,3,13.0,27.0,19.0,0.0,1.0,2.0,10.0,1.0,1.0,21.0,4.0,0.0,0.0,0.0,9170.0,871.0,1106.0,187.0,0.0,5501.0,1505.0,0.0560182822357,503.6134272089868,0.0,0.0,3,0.0,0.0,0.0,1.78128,3,0.02581057897471081,18.206385322930625,0.025774039986725266
408,9,Santa Clara,938.864215964,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6289.0,462.0,1134.0,90.0,0.0,2612.0,1991.0,0.0,394.6719634292286,0.0,0.0,2,0.0,0.0,0.0,2.3523400000000003,3,0.0,15.934752358277725,0.0
411,9,Santa Clara,434.37651369099996,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,18.0,0.0,0.0,0.0,21.0,0.0,140.7443317493166,0.0,0.0,3,0.0,0.0,0.0,2.1938400000000002,3,0.0,0.2770981929806162,0.0
417,9,Santa Clara,376.113530954,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989.0,698.0,997.0,101.0,0.0,744.0,449.0,0.0,153.71729453180598,0.0,0.0,2,0.0,0.0,0.0,2.3867599999999998,3,0.0,19.44478667220844,0.0
418,9,Santa Clara,426.662265929,3,613.0,1463.0,845.0,83.0,197.0,153.0,180.0,77.0,175.0,433.0,472.0,306.0,354.0,0.24196855775803144,2515.0,115.0,462.0,63.0,0.0,1077.0,798.0,82.86754021971898,127.28863291650394,0.0,0.0,3,0.0,0.0,0.0,1.66979,3,2.9168783902562514,11.967290622340085,2.345252286283399
428,9,Santa Clara,676.1839155590001,3,364.0,829.0,514.0,15.0,18.0,86.0,245.0,61.0,84.0,492.0,167.0,25.0,33.0,0.03980699638118215,8135.0,2203.0,1129.0,320.0,0.0,2404.0,2079.0,9.501967885333002,312.7770851702222,0.0,0.0,3,0.0,0.0,0.0,2.15096,3,1.1294559685120238,25.242099735838774,1.0810829866861176
429,9,Santa Clara,615.60164833,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11801.0,363.0,688.0,131.0,0.0,9474.0,1145.0,0.0,260.8149010713972,0.0,0.0,3,0.0,0.0,0.0,1.9388,3,0.0,45.24664791590845,0.0
1323,29,Sonoma,2900.27945244,8,3542.0,7456.0,3383.0,822.0,754.0,906.0,1060.0,251.0,1187.0,1431.0,2619.0,1968.0,2516.0,0.3374463519313305,3713.0,681.0,394.0,759.0,10.0,259.0,1610.0,1006.4791809435594,87.79603147464995,0.0,0.0,4,0.0,0.0,0.0,1.1612799999999999,3,3.2368456854401644,3.3931135036813465,1.6565689910460826
1320,29,Sonoma,12969.2218207,8,2204.0,4587.0,2400.0,381.0,489.0,445.0,889.0,133.0,568.0,933.0,1680.0,1273.0,1687.0,0.367778504469152,2208.0,480.0,355.0,441.0,10.0,170.0,752.0,2896.182147539964,74.09366300326732,0.0,0.0,4,0.0,0.0,0.0,0.9794799999999999,2,0.7420186341540156,0.7433653104410465,0.37134568091841935
1319,29,Sonoma,6366.51187268,8,3183.0,8720.0,4501.0,806.0,919.0,689.0,769.0,456.0,1766.0,2698.0,2861.0,939.0,1404.0,0.1610091743119266,918.0,93.0,84.0,65.0,6.0,48.0,622.0,1285.3677421760287,164.76296070686598,0.0,0.0,4,0.0,0.0,0.0,1.05288,1,2.19497455896363,0.6330463855257971,0.49134031824643065
1333,29,Sonoma,490.28639371199995,8,1260.0,3972.0,1862.0,161.0,197.0,475.0,427.0,267.0,955.0,1176.0,1121.0,453.0,594.0,0.14954682779456194,70.0,16.0,9.0,12.0,2.0,8.0,23.0,187.82150839146783,5.476530675194,0.0,0.0,4,0.0,0.0,0.0,1.18334,3,6.518431361662543,0.3621350756479191,0.3430753348243444
939,18,Alameda,273.044461864,4,1754.0,3033.0,2100.0,252.0,305.0,496.0,701.0,78.0,247.0,1262.0,1144.0,302.0,507.0,0.1671612265084075,1367.0,123.0,151.0,79.0,0.0,476.0,538.0,101.43715048915665,7.9239201179262,0.0,0.0,3,0.0,0.0,0.0,1.62988,1,16.038614017430813,12.499877629320366,7.024923217503339
974,18,Alameda,318.416327881,4,2986.0,4949.0,3089.0,552.0,489.0,661.0,1284.0,130.0,298.0,1970.0,1580.0,971.0,1262.0,0.2550010103051121,1081.0,106.0,94.0,290.0,3.0,51.0,537.0,104.64935145957709,17.691681092303398,0.0,0.0,3,0.0,0.0,0.0,1.97517,1,24.40718324601146,8.83595615838526,6.487377695829453
914,18,Alameda,1623.52772514,4,1974.0,4523.0,2630.0,119.0,181.0,220.0,1454.0,195.0,667.0,1217.0,1796.0,648.0,988.0,0.2184390891001548,193.0,25.0,53.0,33.0,0.0,12.0,70.0,584.4936932911645,23.33272134795019,0.0,0.0,4,360.13457999999997,0.0,0.0,1.05156,1,3.2476377341580736,0.3175248645858704,0.28924507738463695
920,18,Alameda,494.413016606,4,793.0,2013.0,1060.0,30.0,45.0,96.0,622.0,104.0,356.0,452.0,716.0,385.0,555.0,0.2757078986587183,259.0,12.0,25.0,179.0,0.0,10.0,33.0,170.33637219396624,8.3904221506788,0.0,0.0,4,348.41739,0.0,0.0,1.12212,1,4.436939648068833,1.4491391788774624,1.0923644190587716
921,18,Alameda,245.058447763,4,1234.0,2700.0,1351.0,258.0,312.0,304.0,360.0,140.0,492.0,781.0,917.0,370.0,547.0,0.2025925925925926,363.0,93.0,57.0,59.0,0.0,6.0,148.0,98.39012348638457,6.602507833412001,0.0,0.0,4,0.0,0.0,0.0,1.44325,1,11.75320576775874,3.457385489219143,2.6715176541618177
938,18,Alameda,490.48335361,4,1514.0,3971.0,2179.0,41.0,17.0,246.0,1210.0,167.0,777.0,778.0,1504.0,745.0,997.0,0.2510702593805087,286.0,23.0,80.0,40.0,1.0,35.0,107.0,238.2531096579598,1.5621246510053999,0.0,0.0,4,0.0,0.0,0.0,1.21858,1,6.313193589901144,1.192584786467455,1.0030963148398482
944,18,Alameda,164.104421959,4,2951.0,5106.0,2902.0,1008.0,796.0,630.0,517.0,162.0,487.0,2255.0,1480.0,722.0,934.0,0.18292205248726984,465.0,96.0,53.0,100.0,0.0,8.0,208.0,54.36722952480154,9.868402666764098,0.0,0.0,2,0.0,0.0,0.0,2.98241,2,45.94023440447243,7.238972889894843,6.253574062669695
