TAZ,district,county,TOTACRE,county_id,TOTHH,HHPOP,EMPRES,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,AGE62P,SHPOP62P,TOTEMP,RETEMPN,FPSEMPN,HEREMPN,AGREMPN,MWTEMPN,OTHEMPN,RESACRE,CIACRE,PRKCST,OPRKCST,area_type,HSENROLL,COLLFTE,COLLPTE,TERMINAL,TOPOLOGY,household_density,employment_density,density_index
837,17,Alameda,803.924896977,4,3073.0,9353.0,4037.0,781.0,894.0,887.0,511.0,738.0,2194.0,3168.0,2659.0,594.0,951.0,0.10167860579493213,530.0,16.0,16.0,215.0,0.0,32.0,251.0,353.14220342221705,41.4718642085966,0.0,0.0,4,0.0,0.0,0.0,1.39862,3,7.787355424122855,1.3430844044207984,1.1455171731293678
835,17,Alameda,526.327957164,4,1598.0,4853.0,2507.0,156.0,432.0,395.0,615.0,253.0,940.0,1497.0,1638.0,525.0,719.0,0.14815577992994025,563.0,127.0,59.0,141.0,0.0,6.0,230.0,195.4748054823001,32.5311469045614,0.0,0.0,4,295.138,0.0,0.0,1.2845600000000001,3,7.008588956873576,2.469233781426673,1.8259303945950136
833,17,Alameda,507.605909097,4,1342.0,4127.0,1988.0,127.0,206.0,468.0,541.0,258.0,797.0,1176.0,1285.0,611.0,861.0,0.20862612066876665,120.0,1.0,4.0,94.0,0.0,4.0,17.0,186.74653006433425,2.8250319241249997,0.0,0.0,4,0.0,0.0,0.0,1.2172399999999999,3,7.079120865616428,0.6330063367168192,0.5810495922530584
832,17,Alameda,502.268788107,4,1699.0,5516.0,2615.0,273.0,362.0,424.0,640.0,294.0,1191.0,1630.0,1685.0,716.0,1000.0,0.18129079042784627,594.0,34.0,46.0,228.0,0.0,13.0,273.0,178.83845502663937,17.437154479465196,0.0,0.0,4,0.0,0.0,0.0,1.2916,3,8.656195256635582,3.0263566700656477,2.242381152394913
828,17,Alameda,705.177754458,4,2201.0,6732.0,3115.0,627.0,615.0,368.0,591.0,541.0,1385.0,2536.0,1766.0,504.0,710.0,0.10546642899584076,828.0,124.0,56.0,183.0,0.0,109.0,356.0,200.54783955060552,50.10382436563953,0.0,0.0,4,0.0,0.0,0.0,1.31031,3,8.781110668132095,3.3033892018234328,2.4003828435831545
823,17,Alameda,1228.81449924,4,2748.0,7165.0,3338.0,615.0,513.0,859.0,761.0,485.0,1203.0,2534.0,1984.0,959.0,1189.0,0.16594556873691554,854.0,20.0,8.0,468.0,0.0,13.0,345.0,472.10228963149245,19.9253692936601,0.0,0.0,4,2035.07788,0.0,0.0,1.17571,1,5.585051876967809,1.7356747827258037,1.324162771496532
822,17,Alameda,1724.21321061,4,864.0,2316.0,1086.0,42.0,143.0,133.0,546.0,77.0,381.0,494.0,836.0,528.0,698.0,0.3013816925734024,170.0,2.0,17.0,67.0,0.0,10.0,74.0,765.9861156378682,8.59006342518988,0.0,0.0,5,0.0,0.0,0.0,0.9663700000000001,1,1.1154487103451989,0.21947486198921737,0.18339098719408495
826,17,Alameda,354.929657463,4,1602.0,4932.0,2024.0,511.0,553.0,265.0,273.0,430.0,1141.0,1868.0,1133.0,360.0,473.0,0.09590429845904297,596.0,198.0,39.0,34.0,0.0,105.0,220.0,96.57017405013464,59.095633078556006,0.0,0.0,4,0.0,0.0,0.0,1.54007,3,10.29127738165138,3.8287149310013873,2.790537451985543
829,17,Alameda,314.115884419,4,1019.0,3123.0,1690.0,229.0,120.0,353.0,317.0,163.0,569.0,1175.0,964.0,252.0,389.0,0.12455971821966058,1238.0,306.0,60.0,11.0,0.0,5.0,856.0,95.21696371869676,15.26115942567269,0.0,0.0,2,0.0,0.0,0.0,1.60289,3,9.22354554003784,11.205838448053822,5.05925980441597
830,17,Alameda,465.594628904,4,1744.0,6716.0,2967.0,291.0,646.0,471.0,336.0,474.0,1767.0,2361.0,1634.0,480.0,606.0,0.09023228111971413,471.0,103.0,26.0,118.0,0.0,30.0,194.0,177.11346189201618,18.204892229022,0.0,0.0,4,0.0,0.0,0.0,1.40006,3,8.929012369821878,2.411447721436987,1.898674865095307
813,17,Alameda,414.651592945,4,888.0,3186.0,1337.0,198.0,147.0,207.0,336.0,221.0,724.0,1054.0,787.0,400.0,476.0,0.14940364092906466,1153.0,125.0,12.0,824.0,0.0,2.0,190.0,100.60775688245052,48.244585112129,0.0,0.0,4,0.0,0.0,0.0,1.6155,3,5.965643456468671,7.745931199671596,3.370106274036442
810,17,Alameda,19380.1489082,4,2925.0,9594.0,4758.0,463.0,459.0,759.0,1244.0,589.0,1778.0,3055.0,3008.0,1164.0,1489.0,0.15520116739628936,19349.0,3234.0,1813.0,574.0,48.0,9468.0,4212.0,502.46360851915085,1777.96653002995,0.0,0.0,4,0.0,0.0,0.0,1.27759,3,1.2826527550898796,8.484802789139856,1.1142160437386226
814,17,Alameda,336.300272308,4,904.0,3161.0,1443.0,101.0,235.0,274.0,294.0,180.0,641.0,1010.0,908.0,422.0,511.0,0.16165770325846252,94.0,43.0,8.0,0.0,0.0,16.0,27.0,118.9305157821658,15.216011439637999,0.0,0.0,4,0.0,0.0,0.0,1.33985,3,6.738899759255686,0.7007263024004806,0.6347260294288922
817,17,Alameda,344.01794253699995,4,2115.0,8813.0,3341.0,597.0,704.0,602.0,212.0,854.0,2731.0,3467.0,1511.0,250.0,338.0,0.03835243390445932,324.0,41.0,13.0,156.0,0.0,3.0,111.0,131.88271939371452,12.033685765845,0.0,0.0,3,0.0,0.0,0.0,1.63354,3,14.69603133607394,2.251306928079412,1.9522403250873133
819,17,Alameda,253.452630467,4,638.0,2134.0,1041.0,115.0,161.0,221.0,141.0,146.0,446.0,847.0,553.0,142.0,212.0,0.09934395501405813,469.0,263.0,42.0,13.0,0.0,14.0,137.0,60.733497533613594,42.060715370811295,0.0,0.0,4,0.0,0.0,0.0,1.3144200000000001,2,6.206575078240972,4.562513654694382,2.629524581476979
804,17,Alameda,976.307282222,4,1074.0,3377.0,1631.0,153.0,228.0,284.0,409.0,238.0,580.0,1163.0,1050.0,346.0,463.0,0.13710393840687,337.0,62.0,26.0,94.0,0.0,2.0,153.0,198.73325324175119,6.4295506008103,0.0,0.0,4,0.0,0.0,0.0,1.16485,1,5.234867041611352,1.6425979450866162,1.250283623687474
807,17,Alameda,382.706730605,4,1124.0,4174.0,1744.0,101.0,344.0,324.0,355.0,221.0,942.0,1306.0,1155.0,550.0,633.0,0.15165309056061332,553.0,57.0,18.0,391.0,2.0,2.0,83.0,147.38817464568217,4.582546310086,0.0,0.0,4,0.0,0.0,0.0,1.3403,3,7.39616152987223,3.638858830978063,2.4389250602381294
806,17,Alameda,2711.03695855,4,2766.0,8185.0,3736.0,548.0,787.0,628.0,803.0,439.0,1267.0,2488.0,2453.0,1538.0,1943.0,0.23738546120952966,10685.0,1633.0,467.0,431.0,0.0,5930.0,2224.0,375.9080794935189,869.1310415218896,0.0,0.0,4,0.0,0.0,0.0,1.26801,3,2.2216169382245203,8.582059647479754,1.764774142065943
809,17,Alameda,673.878852916,4,681.0,2304.0,1101.0,81.0,112.0,232.0,256.0,135.0,460.0,700.0,711.0,298.0,363.0,0.15755208333333334,2171.0,107.0,196.0,46.0,0.0,1465.0,357.0,100.67306255408472,184.31969572506767,0.0,0.0,4,2367.5144,0.0,0.0,1.20737,3,2.3895344011968045,7.617737422904937,1.818961846072322
803,16,Alameda,10858.5944683,4,1011.0,2221.0,890.0,256.0,238.0,234.0,283.0,70.0,264.0,589.0,673.0,625.0,756.0,0.3403872129671319,64.0,13.0,1.0,8.0,2.0,14.0,26.0,3287.3235703371665,5.6216225381946,0.0,0.0,4,0.0,0.0,0.0,1.08841,1,0.307019989943169,0.019435488977609116,0.005967083630446122
849,17,Alameda,525.744127027,4,1293.0,3976.0,1945.0,55.0,216.0,398.0,624.0,238.0,827.0,1118.0,1294.0,499.0,696.0,0.1750503018108652,333.0,66.0,35.0,171.0,0.0,9.0,52.0,208.5462886955367,5.844724008232699,0.0,0.0,4,2437.8278800000007,0.0,0.0,1.15785,1,6.031036393239942,1.553236750927224,1.2351384495380693
846,17,Alameda,730.588066952,4,2117.0,6005.0,2892.0,221.0,659.0,452.0,785.0,305.0,1244.0,1518.0,2106.0,832.0,1126.0,0.18751040799333887,451.0,34.0,76.0,163.0,0.0,1.0,177.0,287.62877988510417,23.39559911538389,0.0,0.0,4,0.0,0.0,0.0,1.2197799999999999,2,6.806540396618485,1.4500471038615668,1.1953854045463148
848,17,Alameda,436.229455327,4,1799.0,4489.0,2084.0,529.0,448.0,542.0,280.0,307.0,1042.0,1327.0,1376.0,437.0,601.0,0.13388282468255736,3424.0,534.0,132.0,855.0,0.0,144.0,1759.0,136.1122685667686,67.6876059948733,0.0,0.0,4,0.0,0.0,0.0,1.8065799999999999,2,8.8272870818469,16.800795424260023,5.786833422983684
842,17,Alameda,369.43864510699996,4,1337.0,3181.0,1613.0,409.0,302.0,365.0,261.0,186.0,512.0,1107.0,1009.0,367.0,543.0,0.17070103740961962,358.0,83.0,61.0,37.0,0.0,7.0,170.0,127.49569915348025,32.26397763680561,0.0,0.0,4,0.0,0.0,0.0,1.25159,2,8.368820135728367,2.240865825423153,1.7675738103780267
868,17,Alameda,417.479434986,4,1452.0,3587.0,2086.0,276.0,143.0,313.0,720.0,159.0,607.0,949.0,1398.0,474.0,650.0,0.18120992472818512,424.0,26.0,25.0,129.0,0.0,27.0,217.0,170.07773932307296,12.695744483809804,0.0,0.0,4,0.0,0.0,0.0,1.25272,3,7.944259581626038,2.319811337885289,1.795504297766226
869,17,Alameda,402.043856154,4,1684.0,4023.0,1975.0,340.0,421.0,403.0,520.0,188.0,650.0,1112.0,1383.0,690.0,910.0,0.22619935371613226,616.0,154.0,40.0,188.0,0.0,15.0,219.0,174.3526300853886,14.003256831225102,0.0,0.0,4,0.0,0.0,0.0,1.29121,3,8.940522261167855,3.270404817624346,2.39450509255626
873,17,Alameda,2434.15883074,4,1804.0,5636.0,2523.0,456.0,467.0,497.0,384.0,343.0,1233.0,1831.0,1703.0,526.0,728.0,0.12916962384669978,10868.0,1321.0,452.0,353.0,2.0,5143.0,3597.0,241.4559940623681,818.2044514857165,0.0,0.0,4,0.0,0.0,0.0,1.23716,3,1.7024321400115328,10.256115575191428,1.4600720089682244
872,17,Alameda,861.768263685,4,2835.0,8692.0,3925.0,599.0,770.0,792.0,674.0,504.0,1791.0,2631.0,2762.0,1004.0,1335.0,0.15358950759318915,1650.0,791.0,28.0,281.0,3.0,109.0,438.0,300.2148403374729,65.13894826775503,0.0,0.0,4,0.0,0.0,0.0,1.30874,3,7.759602030740878,4.516170494081993,2.85470308823243
867,17,Alameda,322.944901716,4,1018.0,2736.0,1382.0,114.0,201.0,196.0,507.0,117.0,462.0,755.0,960.0,442.0,601.0,0.21966374269005848,330.0,48.0,21.0,148.0,0.0,10.0,103.0,128.048674858514,6.382759221102102,0.0,0.0,4,0.0,0.0,0.0,1.1911100000000001,3,7.57263364011349,2.454783007109481,1.8538346448349048
866,17,Alameda,1372.14735758,4,1350.0,3337.0,1676.0,136.0,189.0,359.0,666.0,137.0,467.0,822.0,1216.0,695.0,884.0,0.2649086005394067,653.0,1.0,8.0,301.0,0.0,6.0,337.0,429.42455145522746,15.220561399805002,0.0,0.0,4,0.0,0.0,0.0,1.10359,1,3.036129175763909,1.4685869272398762,0.989811458698868
864,17,Alameda,693.496430933,4,3273.0,7225.0,3712.0,896.0,1196.0,731.0,450.0,449.0,1366.0,2620.0,1974.0,816.0,1086.0,0.1503114186851211,2597.0,609.0,89.0,970.0,0.0,309.0,620.0,171.04562085507112,126.81024083113194,0.0,0.0,3,2411.19312,0.0,0.0,1.52817,3,10.988536473551656,8.718982347025253,4.861538197923962
862,17,Alameda,1240.39821973,4,2595.0,6761.0,3211.0,743.0,705.0,482.0,665.0,462.0,1406.0,2316.0,1794.0,783.0,1054.0,0.15589409850613814,4275.0,776.0,256.0,290.0,0.0,1850.0,1103.0,215.29686592598517,345.53168238722117,0.0,0.0,4,0.0,0.0,0.0,1.3392600000000001,3,4.627082568825952,7.62265047465547,2.8792981050554505
861,17,Alameda,980.2706144010001,4,2089.0,6320.0,2737.0,455.0,490.0,464.0,680.0,343.0,1149.0,1745.0,2034.0,1049.0,1318.0,0.2085443037974684,1841.0,36.0,294.0,306.0,0.0,516.0,689.0,285.96166951498213,153.48443189048785,0.0,0.0,4,0.0,0.0,0.0,1.3539299999999999,3,4.753711532128288,4.189364734632925,2.2268658856611143
859,17,Alameda,489.64449927699997,4,1351.0,4322.0,1966.0,173.0,305.0,272.0,601.0,214.0,792.0,1237.0,1303.0,776.0,922.0,0.2133271633503008,216.0,22.0,29.0,75.0,0.0,11.0,79.0,185.9742654533601,11.1083039863381,0.0,0.0,4,0.0,0.0,0.0,1.2086700000000001,3,6.854994857439022,1.0959873347200804,0.9449131392513265
858,17,Alameda,616.3848196280001,4,1986.0,5033.0,2235.0,559.0,443.0,457.0,527.0,277.0,927.0,1467.0,1691.0,671.0,957.0,0.1901450427180608,959.0,538.0,40.0,89.0,0.0,39.0,253.0,204.4528219308517,29.380206229021397,0.0,0.0,4,166.21831,0.0,0.0,1.32054,3,8.493239879877702,4.101217041693211,2.7657103717496487
856,17,Alameda,612.660273827,4,2401.0,7346.0,3177.0,578.0,764.0,478.0,581.0,434.0,1842.0,2193.0,2242.0,635.0,1004.0,0.13667301933024775,771.0,86.0,161.0,307.0,0.0,11.0,206.0,214.42539206984924,33.3236382565675,0.0,0.0,4,0.0,0.0,0.0,1.3479,3,9.691258919708428,3.1120202528509777,2.3555991888698604
855,17,Alameda,453.11831632199994,4,1726.0,4805.0,1958.0,656.0,521.0,342.0,207.0,326.0,1167.0,1538.0,1549.0,225.0,471.0,0.09802289281997917,398.0,61.0,6.0,153.0,0.0,58.0,120.0,147.5508259971844,22.0303552243882,0.0,0.0,4,0.0,0.0,0.0,1.36676,2,10.178016142869241,2.3469585312062327,1.9071800493700366
820,17,Alameda,23221.5784145,4,3927.0,11769.0,5870.0,668.0,606.0,706.0,1947.0,779.0,2328.0,3846.0,3807.0,1009.0,1534.0,0.13034242501486956,841.0,107.0,11.0,362.0,0.0,43.0,318.0,8822.59072045782,58.463515125888996,0.0,0.0,4,1261.53943,0.0,0.0,1.05837,1,0.4421772343496894,0.09469596488110232,0.041872399855201144
821,17,Alameda,1709.74019597,4,1499.0,4231.0,2216.0,155.0,113.0,379.0,852.0,263.0,593.0,1395.0,1377.0,603.0,858.0,0.2027889387851572,1923.0,27.0,32.0,1599.0,0.0,16.0,249.0,455.2201122716377,18.852888088476995,0.0,0.0,4,0.0,8914.50391,4839.45068,1.06285,1,3.1619602864143954,4.05633731205796,1.7768701434175576
841,17,Alameda,508.08544362199996,4,1562.0,3998.0,2124.0,320.0,387.0,362.0,493.0,189.0,764.0,1200.0,1539.0,306.0,538.0,0.1345672836418209,646.0,45.0,35.0,415.0,0.0,22.0,129.0,212.3381113235253,24.079136730148,0.0,0.0,4,0.0,0.0,0.0,1.28621,1,6.60696295578816,2.73245715072929,1.9330154299996158
836,17,Alameda,516.541231876,4,1355.0,4378.0,1929.0,194.0,236.0,443.0,482.0,253.0,901.0,1270.0,1362.0,592.0,801.0,0.18296025582457745,331.0,208.0,14.0,66.0,0.0,5.0,38.0,172.4764824976582,65.43824978363901,0.0,0.0,4,0.0,0.0,0.0,1.22975,3,5.695317759464862,1.3912547441939995,1.1181199160040742
834,17,Alameda,956.546935123,4,1572.0,5174.0,2155.0,165.0,303.0,414.0,690.0,277.0,1092.0,1387.0,1621.0,797.0,1013.0,0.19578662543486666,1372.0,26.0,28.0,268.0,0.0,959.0,91.0,222.53894657565118,109.92289422166405,0.0,0.0,4,1866.7329100000002,0.0,0.0,1.19246,3,4.728362197087055,4.12678939847547,2.2035709695663854
831,17,Alameda,251.37440276599997,4,1211.0,3680.0,1546.0,343.0,386.0,317.0,165.0,305.0,943.0,1253.0,963.0,216.0,334.0,0.0907608695652174,499.0,129.0,10.0,255.0,0.0,43.0,62.0,91.66266124639108,20.196030662225002,0.0,0.0,4,0.0,0.0,0.0,1.4901,3,10.826159141833491,4.460985476279862,3.159212521505797
824,17,Alameda,700.159202612,4,1714.0,4835.0,2340.0,451.0,437.0,494.0,332.0,349.0,1001.0,2019.0,1259.0,207.0,361.0,0.07466390899689762,1355.0,441.0,74.0,35.0,4.0,28.0,773.0,132.9913360132554,89.75216878085303,0.0,0.0,4,0.0,0.0,0.0,1.2109,1,7.694949406422985,6.083230131682115,3.397411679929341
825,17,Alameda,426.98719985800005,4,1787.0,5978.0,2739.0,308.0,518.0,561.0,400.0,400.0,1392.0,2170.0,1628.0,388.0,542.0,0.09066577450652392,182.0,11.0,5.0,63.0,0.0,7.0,96.0,170.40995692861514,27.040088613642002,0.0,0.0,4,0.0,0.0,0.0,1.37811,3,9.050390416939946,0.9217521297610912,0.8365520852631134
827,17,Alameda,401.093332653,4,1334.0,4102.0,1986.0,237.0,371.0,441.0,285.0,277.0,809.0,1549.0,1098.0,369.0,516.0,0.1257922964407606,3281.0,68.0,12.0,215.0,0.0,154.0,2832.0,96.12910906404812,21.487799707199002,0.0,0.0,3,0.0,0.0,0.0,1.98121,3,11.341906652167621,27.895648969836554,8.063444360945171
812,17,Alameda,636.844427383,4,1223.0,3126.0,1555.0,240.0,244.0,341.0,398.0,163.0,552.0,921.0,1148.0,342.0,498.0,0.15930902111324374,3017.0,1415.0,328.0,236.0,0.0,38.0,1000.0,113.4601340089202,145.763341928544,0.0,0.0,3,0.0,0.0,0.0,1.5489899999999999,3,4.717936890465275,11.638606376560698,3.3570791505975786
811,17,Alameda,1022.56105867,4,2069.0,6499.0,3049.0,327.0,519.0,425.0,798.0,478.0,1106.0,2237.0,1822.0,856.0,1120.0,0.17233420526234805,1730.0,120.0,87.0,228.0,3.0,429.0,863.0,275.725941321017,94.48588765239201,0.0,0.0,3,0.0,4488.73535,10825.52051,1.25242,3,5.588692305530326,4.673000332802061,2.5449954431606905
815,17,Alameda,249.95871159700002,4,1150.0,4800.0,1773.0,338.0,328.0,287.0,197.0,441.0,1529.0,1748.0,864.0,218.0,304.0,0.06333333333333334,265.0,0.0,3.0,229.0,0.0,0.0,33.0,92.72839636357119,19.842987104732998,0.0,0.0,4,0.0,0.0,0.0,1.50265,3,10.215740133670794,2.3540618568893565,1.9131951487086643
816,17,Alameda,322.568379596,4,840.0,3087.0,1235.0,210.0,181.0,172.0,277.0,215.0,726.0,1017.0,792.0,337.0,421.0,0.13637836086815674,355.0,81.0,2.0,210.0,0.0,0.0,62.0,83.08229207821516,12.463772281317999,0.0,0.0,3,0.0,0.0,0.0,1.4039700000000002,3,8.791570910122879,3.7154853251114544,2.6117219021703946
818,17,Alameda,497.880331558,4,1343.0,4389.0,2154.0,177.0,281.0,390.0,495.0,235.0,901.0,1367.0,1375.0,511.0,692.0,0.15766689450899976,118.0,6.0,4.0,48.0,0.0,3.0,57.0,157.44799988004698,23.548966326326,0.0,0.0,4,1995.65247,0.0,0.0,1.23043,3,7.420013871772357,0.6519446290909443,0.5992892791712102
805,17,Alameda,752.895245555,4,1971.0,6963.0,3057.0,260.0,347.0,412.0,952.0,514.0,1390.0,2313.0,1959.0,787.0,1054.0,0.15137153525779118,292.0,12.0,0.0,162.0,0.0,22.0,96.0,251.85164864933304,22.167527707158197,0.0,0.0,4,0.0,0.0,0.0,1.41114,3,7.192927247674755,1.0656188515073712,0.9281196448612588
808,17,Alameda,333.249084951,4,855.0,3325.0,1429.0,147.0,200.0,241.0,267.0,191.0,692.0,1094.0,937.0,411.0,530.0,0.1593984962406015,112.0,38.0,0.0,48.0,0.0,2.0,24.0,118.50699171329278,8.773044896752,0.0,0.0,4,0.0,0.0,0.0,1.65657,3,6.717471355068141,0.8799494640557096,0.7780318425725251
774,16,Alameda,886.45704725,4,2281.0,6349.0,2395.0,414.0,312.0,526.0,1029.0,481.0,1223.0,2096.0,1902.0,647.0,888.0,0.13986454559773193,2398.0,201.0,155.0,452.0,4.0,253.0,1333.0,177.03365674337658,114.91599846234527,0.0,0.0,4,322.84612999999996,0.0,0.0,1.37855,3,7.812990902122138,8.213744929105168,4.0041787098287855
776,16,Alameda,820.290329453,4,2206.0,6613.0,2650.0,318.0,257.0,442.0,1189.0,442.0,1252.0,2078.0,2142.0,699.0,1000.0,0.15121729925903524,765.0,30.0,133.0,376.0,0.0,52.0,174.0,258.7856397972329,22.560467924226398,0.0,0.0,4,0.0,0.0,0.0,1.24101,3,7.8408762000148355,2.7190708490531956,2.0189398495494277
778,16,Alameda,2092.00567719,4,4404.0,11391.0,5546.0,487.0,618.0,871.0,2428.0,1042.0,1564.0,4709.0,3166.0,910.0,1242.0,0.10903344745851988,1780.0,105.0,232.0,927.0,0.0,145.0,371.0,298.47157612387423,170.35460383886462,0.0,0.0,4,0.0,0.0,0.0,1.68094,3,9.39367336600106,3.796716301426405,2.7038710529563206
780,16,Alameda,3077.34546633,4,982.0,3105.0,1363.0,53.0,57.0,148.0,724.0,125.0,641.0,781.0,1175.0,383.0,525.0,0.16908212560386476,555.0,31.0,272.0,125.0,0.0,10.0,117.0,1645.617787101204,9.54559541637,0.0,0.0,4,0.0,0.0,0.0,1.03098,1,0.5932949039183891,0.33531432960764357,0.19894028296702596
779,16,Alameda,725.0937189910001,4,1611.0,5303.0,2084.0,108.0,110.0,191.0,1202.0,229.0,1367.0,1225.0,1716.0,766.0,920.0,0.17348670563831795,650.0,81.0,36.0,77.0,0.0,12.0,444.0,256.0015035121621,20.990214250436694,0.0,0.0,4,0.0,0.0,0.0,1.2085299999999999,3,5.816058375365357,2.3466405611343775,1.672020320206759
756,16,Alameda,1562.70351015,4,2052.0,6818.0,2399.0,131.0,254.0,176.0,1491.0,277.0,1726.0,1669.0,2265.0,881.0,1077.0,0.15796421237899674,3166.0,164.0,77.0,371.0,150.0,483.0,1921.0,447.0452836107463,124.60753133388836,0.0,0.0,4,2396.27588,0.0,0.0,1.21512,2,3.589591350475094,5.538326615791495,2.1779697615186175
764,16,Alameda,780.766003835,4,2005.0,6168.0,2643.0,211.0,540.0,610.0,644.0,394.0,1056.0,1967.0,2025.0,726.0,974.0,0.1579118028534371,851.0,144.0,10.0,482.0,0.0,5.0,210.0,261.6857495135532,34.123132699565986,0.0,0.0,4,0.0,0.0,0.0,1.29214,3,6.778025003845127,2.8768574953976076,2.019642604437046
766,16,Alameda,484.79432563800003,4,989.0,2966.0,1254.0,91.0,139.0,215.0,544.0,178.0,564.0,844.0,960.0,420.0,531.0,0.17902899527983818,558.0,42.0,59.0,106.0,0.0,3.0,348.0,170.4504950332603,30.316285987378997,0.0,0.0,4,0.0,0.0,0.0,1.1942700000000002,3,4.926113747365051,2.779344257866227,1.7768399942014859
759,16,Alameda,875.4146623380002,4,2036.0,6232.0,2451.0,147.0,318.0,568.0,1003.0,424.0,1077.0,1955.0,1881.0,895.0,1127.0,0.1808408215661104,174.0,21.0,9.0,73.0,0.0,26.0,45.0,310.51173278296426,3.4134992658530003,0.0,0.0,4,0.0,0.0,0.0,1.14164,3,6.485620753426376,0.554272107611095,0.5106325842064205
757,16,Alameda,301.73780571,4,818.0,2654.0,1074.0,40.0,130.0,241.0,407.0,163.0,461.0,863.0,980.0,187.0,290.0,0.1092690278824416,139.0,24.0,18.0,57.0,0.0,9.0,31.0,116.99010401477406,8.684522729789,0.0,0.0,4,0.0,0.0,0.0,1.21466,3,6.508871529514118,1.1060307366778268,0.9453846840151121
755,16,Alameda,2071.95879918,4,2970.0,9421.0,3874.0,318.0,275.0,333.0,2044.0,479.0,2257.0,2651.0,3028.0,1006.0,1386.0,0.14711814032480627,1180.0,106.0,261.0,377.0,0.0,35.0,401.0,780.202918355192,44.17114911597243,0.0,0.0,4,0.0,0.0,0.0,1.11953,1,3.602733415803242,1.4313890338881565,1.0243916700356204
753,16,Alameda,907.7877169530001,4,1423.0,4629.0,1914.0,85.0,48.0,187.0,1103.0,193.0,1114.0,1151.0,1520.0,651.0,916.0,0.19788291207604236,272.0,7.0,24.0,99.0,0.0,8.0,134.0,395.1876166491291,28.0,0.0,0.0,4,0.0,0.0,0.0,1.08085,1,3.362574763570716,0.6427409245897644,0.5395990181069232
754,16,Alameda,6045.42571033,4,1053.0,3323.0,1393.0,63.0,72.0,68.0,850.0,113.0,683.0,850.0,1233.0,444.0,581.0,0.17484201023171833,514.0,20.0,45.0,123.0,0.0,25.0,301.0,2245.045671190493,27.782787833839002,0.0,0.0,4,0.0,3106.49878,7991.55908,1.0358100000000001,1,0.4632993729988872,0.22614993135938083,0.10477512140254251
1182,24,Contra Costa,6981.56630327,5,3368.0,9871.0,4109.0,720.0,717.0,1014.0,917.0,487.0,2503.0,2764.0,3253.0,864.0,1263.0,0.12795056225306453,1111.0,69.0,44.0,240.0,50.0,187.0,521.0,552.2341417930551,493.188494092526,0.0,0.0,4,0.0,0.0,0.0,1.07041,3,3.2216635496389037,1.062728088969365,0.7991221709419115
1177,24,Contra Costa,70015.1110473,5,6701.0,19678.0,8771.0,665.0,936.0,1638.0,3462.0,809.0,4717.0,4859.0,6611.0,2682.0,3642.0,0.18507978453094825,3003.0,242.0,207.0,438.0,829.0,210.0,1077.0,2558.9774906027715,134.9796682588111,0.0,0.0,4,0.0,0.0,0.0,1.0165799999999998,3,2.487418917542,1.1147170585552344,0.7697566992352252
1188,24,Contra Costa,1416.93727881,5,2880.0,8155.0,3304.0,881.0,696.0,893.0,410.0,369.0,2113.0,2369.0,2358.0,946.0,1207.0,0.14800735744941754,1443.0,123.0,88.0,349.0,0.0,305.0,578.0,411.4742463475333,109.15321505297509,0.0,0.0,4,0.0,0.0,0.0,1.21585,2,5.531786572019628,2.7716555636890012,1.8464880923951712
1194,24,Contra Costa,852.7678679530002,5,1342.0,4027.0,1546.0,196.0,450.0,267.0,429.0,179.0,804.0,1119.0,1184.0,741.0,929.0,0.2306928234417681,190.0,8.0,30.0,84.0,0.0,6.0,62.0,265.0743407535079,27.180893708709,0.0,0.0,4,0.0,0.0,0.0,1.1808100000000001,1,4.591876694593456,0.650116670620534,0.5694886240031048
1197,24,Contra Costa,596.483539198,5,1082.0,3105.0,1156.0,363.0,384.0,261.0,74.0,245.0,697.0,1065.0,751.0,347.0,463.0,0.14911433172302738,1689.0,423.0,28.0,376.0,0.0,15.0,847.0,118.71147233404,77.83000470107598,0.0,0.0,3,0.0,0.0,0.0,1.44212,2,5.505199290868663,8.593605917076868,3.355568965094612
1190,24,Contra Costa,286.75630854900004,5,1474.0,4095.0,1296.0,833.0,500.0,133.0,8.0,430.0,1188.0,1538.0,781.0,158.0,248.0,0.06056166056166056,260.0,29.0,5.0,27.0,0.0,2.0,197.0,66.89887274135481,26.372269356363002,0.0,0.0,3,0.0,0.0,0.0,1.59349,3,15.803387487801185,2.787571741403194,2.3695967398087125
1187,24,Contra Costa,1459.47963748,5,2405.0,6746.0,2687.0,483.0,584.0,712.0,626.0,204.0,1412.0,1719.0,2480.0,931.0,1299.0,0.19255855321672105,1322.0,311.0,127.0,335.0,0.0,47.0,502.0,451.2849026986111,97.30504851848362,0.0,0.0,4,0.0,0.0,0.0,1.23268,1,4.383966557652574,2.4098144653707703,1.555031872609794
1206,24,Contra Costa,796.619826138,5,1686.0,5769.0,2275.0,555.0,559.0,298.0,274.0,496.0,1421.0,2078.0,1422.0,352.0,507.0,0.08788351534061363,951.0,35.0,9.0,6.0,0.0,348.0,553.0,155.0585936842613,80.64539022895651,0.0,0.0,4,0.0,0.0,0.0,1.3032700000000002,3,7.153039893550362,4.034721790490151,2.5796514746933616
