time,rss,used,available,percent,event
23/04/2020 18:56:06, 0.10, 1.37, 114.74, 7.2%, school_location.i1.sample.university.interaction_sample.add.interaction_df
23/04/2020 18:56:06, 0.13, 1.37, 114.74, 7.2%, school_location.i1.sample.university.interaction_sample.add.interaction_utilities
23/04/2020 18:56:06, 0.13, 1.37, 114.74, 7.2%, school_location.i1.sample.university.interaction_sample.del.interaction_df
23/04/2020 18:56:06, 0.14, 1.37, 114.74, 7.2%, school_location.i1.sample.university.interaction_sample.add.utilities
23/04/2020 18:56:06, 0.14, 1.38, 114.74, 7.2%, school_location.i1.sample.university.interaction_sample.del.interaction_utilities
23/04/2020 18:56:06, 0.14, 1.38, 114.73, 7.2%, school_location.i1.sample.university.interaction_sample.add.probs
23/04/2020 18:56:06, 0.14, 1.38, 114.73, 7.2%, school_location.i1.sample.university.interaction_sample.del.utilities
23/04/2020 18:56:06, 0.14, 1.38, 114.73, 7.2%, school_location.i1.sample.university.interaction_sample.add.choices_df
23/04/2020 18:56:06, 0.14, 1.38, 114.73, 7.2%, school_location.i1.sample.university.interaction_sample.del.probs
23/04/2020 18:56:06, 0.14, 1.38, 114.73, 7.2%, school_location.i1.sample.university.interaction_sample.add.choices_df
23/04/2020 18:56:06, 0.14, 1.38, 114.73, 7.2%, school_location.i1.sample.university.interaction_sample.add.choices_df
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.logsums.university.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.logsums.university.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.logsums.university.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.logsums.university.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.logsums.university.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.add.interaction_df
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.add.interaction_utilities
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.del.interaction_df
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.add.sample_counts
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.del.sample_counts
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.del.interaction_utilities
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.add.padded_utilities
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.add.utilities_df
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.del.padded_utilities
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.add.probs
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.del.utilities_df
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.add.positions
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.add.rands
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.del.probs
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.simulate.university.interaction_sample_simulate.add.choices
23/04/2020 18:56:07, 0.14, 1.38, 114.73, 7.2%, school_location.i1.sample.highschool.interaction_sample.add.interaction_df
23/04/2020 18:56:07, 0.15, 1.38, 114.73, 7.2%, school_location.i1.sample.highschool.interaction_sample.add.interaction_utilities
23/04/2020 18:56:07, 0.15, 1.38, 114.73, 7.2%, school_location.i1.sample.highschool.interaction_sample.del.interaction_df
23/04/2020 18:56:07, 0.15, 1.38, 114.73, 7.2%, school_location.i1.sample.highschool.interaction_sample.add.utilities
23/04/2020 18:56:07, 0.15, 1.38, 114.73, 7.2%, school_location.i1.sample.highschool.interaction_sample.del.interaction_utilities
23/04/2020 18:56:07, 0.16, 1.38, 114.73, 7.2%, school_location.i1.sample.highschool.interaction_sample.add.probs
23/04/2020 18:56:08, 0.16, 1.38, 114.73, 7.2%, school_location.i1.sample.highschool.interaction_sample.del.utilities
23/04/2020 18:56:08, 0.16, 1.38, 114.73, 7.2%, school_location.i1.sample.highschool.interaction_sample.add.choices_df
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.sample.highschool.interaction_sample.del.probs
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.sample.highschool.interaction_sample.add.choices_df
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.sample.highschool.interaction_sample.add.choices_df
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.logsums.highschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_df
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.interaction_utilities
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.interaction_df
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.sample_counts
23/04/2020 18:56:08, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.sample_counts
23/04/2020 18:56:09, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.interaction_utilities
23/04/2020 18:56:09, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.padded_utilities
23/04/2020 18:56:09, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.utilities_df
23/04/2020 18:56:09, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.padded_utilities
23/04/2020 18:56:09, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.probs
23/04/2020 18:56:09, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.utilities_df
23/04/2020 18:56:09, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.positions
23/04/2020 18:56:09, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.rands
23/04/2020 18:56:09, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.del.probs
23/04/2020 18:56:09, 0.15, 1.38, 114.73, 7.2%, school_location.i1.simulate.highschool.interaction_sample_simulate.add.choices
23/04/2020 18:56:09, 0.15, 1.38, 114.73, 7.2%, school_location.i1.sample.gradeschool.interaction_sample.add.interaction_df
23/04/2020 18:56:09, 0.19, 1.38, 114.73, 7.2%, school_location.i1.sample.gradeschool.interaction_sample.add.interaction_utilities
23/04/2020 18:56:09, 0.19, 1.38, 114.73, 7.2%, school_location.i1.sample.gradeschool.interaction_sample.del.interaction_df
23/04/2020 18:56:09, 0.19, 1.38, 114.73, 7.2%, school_location.i1.sample.gradeschool.interaction_sample.add.utilities
23/04/2020 18:56:09, 0.19, 1.38, 114.73, 7.2%, school_location.i1.sample.gradeschool.interaction_sample.del.interaction_utilities
23/04/2020 18:56:09, 0.19, 1.38, 114.73, 7.2%, school_location.i1.sample.gradeschool.interaction_sample.add.probs
23/04/2020 18:56:09, 0.19, 1.38, 114.73, 7.2%, school_location.i1.sample.gradeschool.interaction_sample.del.utilities
23/04/2020 18:56:09, 0.19, 1.38, 114.73, 7.2%, school_location.i1.sample.gradeschool.interaction_sample.add.choices_df
23/04/2020 18:56:09, 0.19, 1.38, 114.73, 7.2%, school_location.i1.sample.gradeschool.interaction_sample.del.probs
23/04/2020 18:56:09, 0.19, 1.38, 114.73, 7.2%, school_location.i1.sample.gradeschool.interaction_sample.add.choices_df
23/04/2020 18:56:09, 0.19, 1.38, 114.73, 7.2%, school_location.i1.sample.gradeschool.interaction_sample.add.choices_df
23/04/2020 18:56:10, 0.21, 1.39, 114.73, 7.3%, school_location.i1.logsums.gradeschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
23/04/2020 18:56:10, 0.21, 1.39, 114.73, 7.3%, school_location.i1.logsums.gradeschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
23/04/2020 18:56:10, 0.21, 1.39, 114.73, 7.3%, school_location.i1.logsums.gradeschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
23/04/2020 18:56:10, 0.21, 1.39, 114.73, 7.3%, school_location.i1.logsums.gradeschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
23/04/2020 18:56:10, 0.21, 1.39, 114.73, 7.3%, school_location.i1.logsums.gradeschool.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
23/04/2020 18:56:10, 0.21, 1.39, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.interaction_df
23/04/2020 18:56:10, 0.21, 1.39, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.interaction_utilities
23/04/2020 18:56:10, 0.21, 1.39, 114.72, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.interaction_df
23/04/2020 18:56:10, 0.21, 1.39, 114.72, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.sample_counts
23/04/2020 18:56:10, 0.21, 1.39, 114.72, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.sample_counts
23/04/2020 18:56:10, 0.21, 1.38, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.interaction_utilities
23/04/2020 18:56:10, 0.21, 1.38, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.padded_utilities
23/04/2020 18:56:10, 0.21, 1.38, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.utilities_df
23/04/2020 18:56:10, 0.21, 1.38, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.padded_utilities
23/04/2020 18:56:10, 0.21, 1.38, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.probs
23/04/2020 18:56:10, 0.21, 1.38, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.utilities_df
23/04/2020 18:56:10, 0.21, 1.38, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.positions
23/04/2020 18:56:10, 0.21, 1.38, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.rands
23/04/2020 18:56:10, 0.21, 1.39, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.del.probs
23/04/2020 18:56:10, 0.21, 1.39, 114.73, 7.3%, school_location.i1.simulate.gradeschool.interaction_sample_simulate.add.choices
23/04/2020 18:56:11, 0.22, 1.39, 114.72, 7.3%, workplace_location.i1.sample.work_low.interaction_sample.add.interaction_df
23/04/2020 18:56:11, 0.23, 1.39, 114.72, 7.3%, workplace_location.i1.sample.work_low.interaction_sample.add.interaction_utilities
23/04/2020 18:56:11, 0.23, 1.39, 114.72, 7.3%, workplace_location.i1.sample.work_low.interaction_sample.del.interaction_df
23/04/2020 18:56:11, 0.23, 1.40, 114.72, 7.3%, workplace_location.i1.sample.work_low.interaction_sample.add.utilities
23/04/2020 18:56:11, 0.23, 1.40, 114.72, 7.3%, workplace_location.i1.sample.work_low.interaction_sample.del.interaction_utilities
23/04/2020 18:56:12, 0.23, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_low.interaction_sample.add.probs
23/04/2020 18:56:12, 0.23, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_low.interaction_sample.del.utilities
23/04/2020 18:56:12, 0.23, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_low.interaction_sample.add.choices_df
23/04/2020 18:56:12, 0.23, 1.39, 114.72, 7.3%, workplace_location.i1.sample.work_low.interaction_sample.del.probs
23/04/2020 18:56:12, 0.23, 1.39, 114.72, 7.3%, workplace_location.i1.sample.work_low.interaction_sample.add.choices_df
23/04/2020 18:56:12, 0.23, 1.39, 114.72, 7.3%, workplace_location.i1.sample.work_low.interaction_sample.add.choices_df
23/04/2020 18:56:12, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
23/04/2020 18:56:12, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
23/04/2020 18:56:12, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
23/04/2020 18:56:12, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
23/04/2020 18:56:12, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.logsums.work_low.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
23/04/2020 18:56:12, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.interaction_df
23/04/2020 18:56:12, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.interaction_utilities
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.interaction_df
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.sample_counts
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.sample_counts
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.interaction_utilities
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.padded_utilities
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.utilities_df
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.padded_utilities
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.probs
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.utilities_df
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.positions
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.rands
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.del.probs
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.simulate.work_low.interaction_sample_simulate.add.choices
23/04/2020 18:56:13, 0.24, 1.39, 114.72, 7.3%, workplace_location.i1.sample.work_med.interaction_sample.add.interaction_df
23/04/2020 18:56:13, 0.25, 1.39, 114.72, 7.3%, workplace_location.i1.sample.work_med.interaction_sample.add.interaction_utilities
23/04/2020 18:56:13, 0.25, 1.39, 114.72, 7.3%, workplace_location.i1.sample.work_med.interaction_sample.del.interaction_df
23/04/2020 18:56:13, 0.25, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_med.interaction_sample.add.utilities
23/04/2020 18:56:13, 0.25, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_med.interaction_sample.del.interaction_utilities
23/04/2020 18:56:13, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_med.interaction_sample.add.probs
23/04/2020 18:56:13, 0.25, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_med.interaction_sample.del.utilities
23/04/2020 18:56:13, 0.25, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_med.interaction_sample.add.choices_df
23/04/2020 18:56:13, 0.25, 1.40, 114.72, 7.3%, workplace_location.i1.sample.work_med.interaction_sample.del.probs
23/04/2020 18:56:13, 0.25, 1.40, 114.72, 7.3%, workplace_location.i1.sample.work_med.interaction_sample.add.choices_df
23/04/2020 18:56:13, 0.25, 1.40, 114.72, 7.3%, workplace_location.i1.sample.work_med.interaction_sample.add.choices_df
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_med.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_med.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_med.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_med.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_med.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.interaction_df
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.interaction_utilities
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.del.interaction_df
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.sample_counts
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.del.sample_counts
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.del.interaction_utilities
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.padded_utilities
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.utilities_df
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.del.padded_utilities
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.probs
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.del.utilities_df
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.positions
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.rands
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.del.probs
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_med.interaction_sample_simulate.add.choices
23/04/2020 18:56:14, 0.26, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_high.interaction_sample.add.interaction_df
23/04/2020 18:56:14, 0.28, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_high.interaction_sample.add.interaction_utilities
23/04/2020 18:56:14, 0.28, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_high.interaction_sample.del.interaction_df
23/04/2020 18:56:14, 0.28, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_high.interaction_sample.add.utilities
23/04/2020 18:56:14, 0.28, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_high.interaction_sample.del.interaction_utilities
23/04/2020 18:56:14, 0.28, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_high.interaction_sample.add.probs
23/04/2020 18:56:15, 0.28, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_high.interaction_sample.del.utilities
23/04/2020 18:56:15, 0.28, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_high.interaction_sample.add.choices_df
23/04/2020 18:56:15, 0.28, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_high.interaction_sample.del.probs
23/04/2020 18:56:15, 0.28, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_high.interaction_sample.add.choices_df
23/04/2020 18:56:15, 0.28, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_high.interaction_sample.add.choices_df
23/04/2020 18:56:15, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_high.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
23/04/2020 18:56:15, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_high.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
23/04/2020 18:56:15, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_high.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
23/04/2020 18:56:15, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_high.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.logsums
23/04/2020 18:56:15, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_high.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.nested_exp_utilities
23/04/2020 18:56:15, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.add.interaction_df
23/04/2020 18:56:15, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.add.interaction_utilities
23/04/2020 18:56:15, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.del.interaction_df
23/04/2020 18:56:15, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.add.sample_counts
23/04/2020 18:56:15, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.del.sample_counts
23/04/2020 18:56:16, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.del.interaction_utilities
23/04/2020 18:56:16, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.add.padded_utilities
23/04/2020 18:56:16, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.add.utilities_df
23/04/2020 18:56:16, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.del.padded_utilities
23/04/2020 18:56:16, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.add.probs
23/04/2020 18:56:16, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.del.utilities_df
23/04/2020 18:56:16, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.add.positions
23/04/2020 18:56:16, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.add.rands
23/04/2020 18:56:16, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.del.probs
23/04/2020 18:56:16, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.simulate.work_high.interaction_sample_simulate.add.choices
23/04/2020 18:56:16, 0.30, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_veryhigh.interaction_sample.add.interaction_df
23/04/2020 18:56:16, 0.34, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_veryhigh.interaction_sample.add.interaction_utilities
23/04/2020 18:56:16, 0.34, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_veryhigh.interaction_sample.del.interaction_df
23/04/2020 18:56:16, 0.34, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_veryhigh.interaction_sample.add.utilities
23/04/2020 18:56:16, 0.34, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_veryhigh.interaction_sample.del.interaction_utilities
23/04/2020 18:56:16, 0.35, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_veryhigh.interaction_sample.add.probs
23/04/2020 18:56:16, 0.35, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_veryhigh.interaction_sample.del.utilities
23/04/2020 18:56:16, 0.35, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_veryhigh.interaction_sample.add.choices_df
23/04/2020 18:56:16, 0.34, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_veryhigh.interaction_sample.del.probs
23/04/2020 18:56:16, 0.34, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_veryhigh.interaction_sample.add.choices_df
23/04/2020 18:56:16, 0.34, 1.40, 114.71, 7.3%, workplace_location.i1.sample.work_veryhigh.interaction_sample.add.choices_df
23/04/2020 18:56:17, 0.37, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_veryhigh.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.raw_utilities
23/04/2020 18:56:17, 0.37, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_veryhigh.compute_logsums.simple_simulate_logsums.eval_nl_logsums.add.nested_exp_utilities
23/04/2020 18:56:17, 0.37, 1.40, 114.71, 7.3%, workplace_location.i1.logsums.work_veryhigh.compute_logsums.simple_simulate_logsums.eval_nl_logsums.del.raw_utilities
