trip_id,person_id,household_id,tour_id,primary_purpose,trip_num,outbound,trip_count,purpose,destination,origin,depart,trip_mode
813238281,2479385,904087,101654785,atwork,1,True,1,atwork,101,7,12,DRIVEALONEFREE
813238285,2479385,904087,101654785,atwork,1,False,1,Work,7,101,14,DRIVEALONEFREE
813238593,2479385,904087,101654824,work,1,True,2,escort,991,890,8,DRIVEALONEFREE
813238594,2479385,904087,101654824,work,2,True,2,work,7,991,9,DRIVEALONEFREE
813238597,2479385,904087,101654824,work,1,False,1,Home,890,7,18,DRIVEALONEFREE
813238857,2479386,904087,101654857,school,1,True,1,school,906,890,8,WALK_LOC
813238861,2479386,904087,101654857,school,1,False,1,Home,890,906,13,SHARED3FREE
813239185,2479387,904087,101654898,school,1,True,1,school,890,890,6,WALK
813239189,2479387,904087,101654898,school,1,False,1,Home,890,890,15,WALK
813239513,2479388,904087,101654939,school,1,True,1,school,828,890,7,SHARED2FREE
813239517,2479388,904087,101654939,school,1,False,3,escort,870,828,18,SHARED2FREE
813239518,2479388,904087,101654939,school,2,False,3,escort,900,870,17,SHARED2FREE
813239519,2479388,904087,101654939,school,3,False,3,Home,890,900,18,SHARED2FREE
872280561,2659391,980525,109035070,work,1,True,1,work,16,995,7,WALK_HVY
872280565,2659391,980525,109035070,work,1,False,1,Home,995,16,20,WALK_HVY
872280609,2659392,980525,109035076,atwork,1,True,1,atwork,991,1011,14,DRIVEALONEFREE
872280613,2659392,980525,109035076,atwork,1,False,1,Work,1011,991,14,DRIVEALONEFREE
872280801,2659392,980525,109035100,othmaint,1,True,4,othmaint,991,995,17,DRIVEALONEFREE
872280802,2659392,980525,109035100,othmaint,2,True,4,shopping,23,991,17,DRIVEALONEFREE
872280803,2659392,980525,109035100,othmaint,3,True,4,othmaint,74,23,19,DRIVEALONEFREE
872280804,2659392,980525,109035100,othmaint,4,True,4,othmaint,973,74,20,DRIVEALONEFREE
872280805,2659392,980525,109035100,othmaint,1,False,1,Home,995,973,21,DRIVEALONEFREE
872280889,2659392,980525,109035111,work,1,True,1,work,1011,995,7,DRIVEALONEFREE
872280893,2659392,980525,109035111,work,1,False,2,work,991,1011,15,DRIVEALONEFREE
872280894,2659392,980525,109035111,work,2,False,2,Home,995,991,16,DRIVEALONEFREE
872280977,2659393,980525,109035122,escort,1,True,1,escort,1019,995,8,SHARED3FREE
872280981,2659393,980525,109035122,escort,1,False,2,escort,914,1019,8,SHARED2FREE
872280982,2659393,980525,109035122,escort,2,False,2,Home,995,914,9,SHARED3FREE
896876953,2734380,934399,112109619,work,1,True,1,work,1034,1034,7,WALK
896876957,2734380,934399,112109619,work,1,False,1,Home,1034,1034,20,WALK
896877017,2734381,934399,112109627,eatout,1,True,1,eatout,1034,1034,10,DRIVEALONEFREE
896877021,2734381,934399,112109627,eatout,1,False,1,Home,1034,1034,13,DRIVEALONEFREE
896877041,2734381,934399,112109630,escort,1,True,1,escort,1023,1034,15,SHARED3FREE
896877045,2734381,934399,112109630,escort,1,False,1,Home,1034,1023,15,SHARED3FREE
896877049,2734381,934399,112109631,escort,1,True,1,escort,1037,1034,16,WALK
896877053,2734381,934399,112109631,escort,1,False,1,Home,1034,1037,17,WALK
896877233,2734381,934399,112109654,shopping,1,True,2,social,1014,1034,13,DRIVEALONEFREE
896877234,2734381,934399,112109654,shopping,2,True,2,shopping,1014,1014,14,DRIVEALONEFREE
896877237,2734381,934399,112109654,shopping,1,False,1,Home,1034,1014,15,DRIVEALONEFREE
925896425,2822854,1007416,115737053,work,1,True,1,work,37,955,7,WALK_HVY
925896429,2822854,1007416,115737053,work,1,False,1,Home,955,37,16,WALK_HVY
925896473,2822855,1007416,115737059,atwork,1,True,1,atwork,15,13,13,WALK
925896477,2822855,1007416,115737059,atwork,1,False,1,Work,13,15,13,WALK
925896753,2822855,1007416,115737094,work,1,True,1,work,13,955,5,DRIVE_HVY
925896757,2822855,1007416,115737094,work,1,False,1,Home,955,13,20,DRIVE_HVY
966882737,2947813,1083007,120860342,escort,1,True,1,escort,853,854,16,WALK
966882741,2947813,1083007,120860342,escort,1,False,1,Home,854,853,16,WALK
966882745,2947813,1083007,120860343,escort,1,True,1,escort,864,854,17,DRIVEALONEFREE
966882749,2947813,1083007,120860343,escort,1,False,1,Home,854,864,17,SHARED3FREE
966882785,2947813,1083007,120860348,othdiscr,1,True,1,othdiscr,839,854,8,SHARED3FREE
966882789,2947813,1083007,120860348,othdiscr,1,False,3,othmaint,266,839,8,SHARED3FREE
966882790,2947813,1083007,120860348,othdiscr,2,False,3,othdiscr,862,266,8,SHARED3FREE
966882791,2947813,1083007,120860348,othdiscr,3,False,3,Home,854,862,8,SHARED3FREE
966883305,2947814,1083007,120860413,work,1,True,2,escort,862,854,5,DRIVEALONEFREE
966883306,2947814,1083007,120860413,work,2,True,2,work,870,862,6,DRIVEALONEFREE
966883309,2947814,1083007,120860413,work,1,False,2,social,830,870,14,DRIVEALONEFREE
966883310,2947814,1083007,120860413,work,2,False,2,Home,854,830,15,DRIVEALONEFREE
966883521,2947815,1083007,120860440,othdiscr,1,True,1,othdiscr,871,854,12,SHARED2FREE
966883525,2947815,1083007,120860440,othdiscr,1,False,1,Home,854,871,17,SHARED3FREE
966883873,2947816,1083007,120860484,othmaint,1,True,1,othmaint,853,854,18,SHARED3FREE
966883877,2947816,1083007,120860484,othmaint,1,False,1,Home,854,853,18,SHARED3FREE
966883897,2947816,1083007,120860487,school,1,True,1,school,837,854,8,SHARED3FREE
966883901,2947816,1083007,120860487,school,1,False,4,escort,853,837,17,SHARED3FREE
966883902,2947816,1083007,120860487,school,2,False,4,othmaint,853,853,17,SHARED3FREE
966883903,2947816,1083007,120860487,school,3,False,4,shopping,863,853,13,SHARED3FREE
966883904,2947816,1083007,120860487,school,4,False,4,Home,854,863,18,SHARED3FREE
1038796409,3167062,1254407,129849551,escort,1,True,1,escort,738,767,8,DRIVEALONEFREE
1038796413,3167062,1254407,129849551,escort,1,False,1,Home,767,738,9,SHARED2FREE
1038796649,3167062,1254407,129849581,work,1,True,1,work,605,767,9,DRIVE_LRF
1038796653,3167062,1254407,129849581,work,1,False,1,Home,767,605,21,DRIVE_LRF
1038796713,3167063,1254407,129849589,eatout,1,True,1,eatout,767,767,16,DRIVEALONEFREE
1038796717,3167063,1254407,129849589,eatout,1,False,1,Home,767,767,20,DRIVEALONEFREE
1038796977,3167063,1254407,129849622,work,1,True,1,work,970,767,7,DRIVE_HVY
1038796981,3167063,1254407,129849622,work,1,False,1,Home,767,970,16,DRIVE_HVY
1038797241,3167064,1254407,129849655,school,1,True,1,school,466,767,7,SHARED2FREE
1038797245,3167064,1254407,129849655,school,1,False,1,Home,767,466,18,SHARED2FREE
1038797393,3167065,1254407,129849674,escort,1,True,1,escort,765,767,13,SHARED2FREE
1038797397,3167065,1254407,129849674,escort,1,False,1,Home,767,765,13,SHARED3FREE
1038797585,3167065,1254407,129849698,shopping,1,True,2,eatout,768,767,14,SHARED3FREE
1038797586,3167065,1254407,129849698,shopping,2,True,2,shopping,785,768,16,DRIVEALONEFREE
1038797589,3167065,1254407,129849698,shopping,1,False,2,escort,771,785,19,SHARED3FREE
1038797590,3167065,1254407,129849698,shopping,2,False,2,Home,767,771,19,SHARED3FREE
1038797609,3167065,1254407,129849701,social,1,True,1,social,767,767,13,WALK
1038797613,3167065,1254407,129849701,social,1,False,1,Home,767,767,13,WALK
1038797681,3167066,1254407,129849710,atwork,1,True,1,atwork,94,945,12,SHARED2FREE
1038797685,3167066,1254407,129849710,atwork,1,False,1,Work,945,94,17,SHARED2FREE
1038797961,3167066,1254407,129849745,work,1,True,1,work,945,767,8,WALK_HVY
1038797965,3167066,1254407,129849745,work,1,False,1,Home,767,945,18,WALK_HVY
1057658337,3224568,1158069,132207292,atwork,1,True,1,atwork,407,412,13,SHARED3FREE
1057658341,3224568,1158069,132207292,atwork,1,False,1,Work,412,407,13,SHARED3FREE
1057658617,3224568,1158069,132207327,work,1,True,1,work,412,798,7,DRIVE_LRF
1057658621,3224568,1158069,132207327,work,1,False,1,Home,798,412,16,DRIVE_LRF
1109500089,3382622,1233813,138687511,escort,1,True,1,escort,761,758,7,WALK
1109500093,3382622,1233813,138687511,escort,1,False,1,Home,758,761,7,WALK
1109500097,3382622,1233813,138687512,escort,1,True,1,escort,758,758,8,SHARED2FREE
1109500101,3382622,1233813,138687512,escort,1,False,2,shopping,751,758,8,SHARED2FREE
1109500102,3382622,1233813,138687512,escort,2,False,2,Home,758,751,9,SHARED2FREE
1109500417,3382623,1233813,138687552,escort,1,True,1,escort,759,758,8,SHARED2FREE
1109500421,3382623,1233813,138687552,escort,1,False,2,othdiscr,767,759,21,SHARED2FREE
1109500422,3382623,1233813,138687552,escort,2,False,2,Home,758,767,21,SHARED2FREE
1109500425,3382623,1233813,138687553,escort,1,True,1,escort,767,758,21,SHARED2FREE
1109500429,3382623,1233813,138687553,escort,1,False,1,Home,758,767,22,SHARED2FREE
1109500745,3382624,1233813,138687593,escort,1,True,1,escort,758,758,8,SHARED2FREE
1109500749,3382624,1233813,138687593,escort,1,False,1,Home,758,758,8,SHARED2FREE
1109500753,3382624,1233813,138687594,escort,1,True,1,escort,765,758,13,SHARED2FREE
1109500757,3382624,1233813,138687594,escort,1,False,2,escort,765,765,13,SHARED3FREE
1109500758,3382624,1233813,138687594,escort,2,False,2,Home,758,765,13,SHARED3FREE
1109500873,3382624,1233813,138687609,othdiscr,1,True,2,othmaint,777,758,15,SHARED2FREE
1109500874,3382624,1233813,138687609,othdiscr,2,True,2,othdiscr,761,777,15,SHARED2FREE
1109500877,3382624,1233813,138687609,othdiscr,1,False,1,Home,758,761,15,SHARED2FREE
1115821457,3401894,1214584,139477682,othmaint,1,True,1,othmaint,777,761,12,DRIVEALONEFREE
1115821461,3401894,1214584,139477682,othmaint,1,False,1,Home,761,777,13,DRIVEALONEFREE
1115821825,3401895,1214584,139477728,shopping,1,True,1,shopping,767,761,10,DRIVEALONEFREE
1115821829,3401895,1214584,139477728,shopping,1,False,3,othmaint,778,767,10,DRIVEALONEFREE
1115821830,3401895,1214584,139477728,shopping,2,False,3,shopping,771,778,10,DRIVEALONEFREE
1115821831,3401895,1214584,139477728,shopping,3,False,3,Home,761,771,10,DRIVEALONEFREE
1115821889,3401896,1214584,139477736,atwork,1,True,1,atwork,777,761,12,SHARED2FREE
1115821893,3401896,1214584,139477736,atwork,1,False,1,Work,761,777,13,SHARED2FREE
1115822201,3401896,1214584,139477775,work,1,True,1,work,761,761,5,DRIVEALONEFREE
1115822205,3401896,1214584,139477775,work,1,False,1,Home,761,761,14,WALK
1129508137,3443623,1243429,141188517,othdiscr,1,True,1,othdiscr,536,749,9,SHARED3FREE
1129508141,3443623,1243429,141188517,othdiscr,1,False,1,Home,749,536,13,SHARED3FREE
1129508329,3443622,1243429,141188541,work,1,True,1,work,806,749,6,SHARED2FREE
1129508333,3443622,1243429,141188541,work,1,False,1,Home,749,806,21,DRIVEALONEFREE
1149664585,3505074,1319147,143708073,work,1,True,2,eatout,739,716,8,DRIVEALONEFREE
1149664586,3505074,1319147,143708073,work,2,True,2,work,415,739,10,DRIVEALONEPAY
1149664589,3505074,1319147,143708073,work,1,False,1,Home,716,415,18,DRIVEALONEFREE
1149664913,3505075,1319147,143708114,work,1,True,2,othdiscr,742,716,7,SHARED3FREE
1149664914,3505075,1319147,143708114,work,2,True,2,work,807,742,8,SHARED2FREE
1149664917,3505075,1319147,143708114,work,1,False,2,othdiscr,740,807,11,DRIVEALONEFREE
1149664918,3505075,1319147,143708114,work,2,False,2,Home,716,740,16,SHARED3FREE
1149664921,3505075,1319147,143708115,work,1,True,1,work,807,716,18,DRIVEALONEFREE
1149664925,3505075,1319147,143708115,work,1,False,1,Home,716,807,21,DRIVEALONEFREE
1149664977,3505076,1319147,143708122,eatout,1,True,1,eatout,724,716,17,DRIVEALONEFREE
1149664981,3505076,1319147,143708122,eatout,1,False,1,Home,716,724,17,DRIVEALONEFREE
1149665113,3505076,1319147,143708139,atwork,1,True,1,atwork,1179,1179,13,WALK
1149665117,3505076,1319147,143708139,atwork,1,False,1,Work,1179,1179,13,WALK
1149665241,3505076,1319147,143708155,work,1,True,1,work,1179,716,7,DRIVEALONEFREE
1149665245,3505076,1319147,143708155,work,1,False,1,Home,716,1179,17,DRIVEALONEFREE
1253178713,3820666,1437074,156647339,shopping,1,True,1,shopping,200,230,13,SHARED2FREE
1253178717,3820666,1437074,156647339,shopping,1,False,2,othmaint,188,200,14,SHARED2FREE
1253178718,3820666,1437074,156647339,shopping,2,False,2,Home,230,188,14,DRIVEALONEFREE
1318548553,4019965,1444216,164818569,atwork,1,True,1,atwork,40,18,11,SHARED2FREE
1318548557,4019965,1444216,164818569,atwork,1,False,1,Work,18,40,12,SHARED2FREE
1318548833,4019965,1444216,164818604,work,1,True,2,othmaint,133,222,9,DRIVEALONEFREE
1318548834,4019965,1444216,164818604,work,2,True,2,work,18,133,10,DRIVEALONEFREE
1318548837,4019965,1444216,164818604,work,1,False,1,Home,222,18,18,SHARED2FREE
1318548921,4019966,1444216,164818615,escort,1,True,1,escort,192,222,8,SHARED2FREE
1318548925,4019966,1444216,164818615,escort,1,False,4,shopping,203,192,8,SHARED2FREE
1318548926,4019966,1444216,164818615,escort,2,False,4,shopping,219,203,8,SHARED2FREE
1318548927,4019966,1444216,164818615,escort,3,False,4,shopping,234,219,8,SHARED2FREE
1318548928,4019966,1444216,164818615,escort,4,False,4,Home,222,234,8,SHARED2FREE
1318549425,4019967,1444216,164818678,school,1,True,1,school,230,222,7,SHARED3FREE
1318549429,4019967,1444216,164818678,school,1,False,1,Home,222,230,13,SHARED2FREE
1345931521,4103449,1494802,168241440,school,1,True,1,school,260,258,8,WALK
1345931525,4103449,1494802,168241440,school,1,False,1,Home,258,260,16,WALK
1434052065,4372109,1560851,179256508,work,1,True,1,work,310,306,11,SHARED3FREE
1434052069,4372109,1560851,179256508,work,1,False,1,Home,306,310,18,DRIVEALONEFREE
1434052345,4372110,1560851,179256543,shopping,1,True,2,escort,283,306,14,DRIVEALONEFREE
1434052346,4372110,1560851,179256543,shopping,2,True,2,shopping,310,283,14,DRIVEALONEFREE
1434052349,4372110,1560851,179256543,shopping,1,False,1,Home,306,310,14,DRIVEALONEFREE
1460016169,4451268,1617518,182502021,shopping,1,True,1,shopping,355,340,13,DRIVEALONEFREE
1460016173,4451268,1617518,182502021,shopping,1,False,1,Home,340,355,15,DRIVEALONEFREE
1460016417,4451269,1617518,182502052,atwork,1,True,1,atwork,331,356,14,DRIVEALONEFREE
1460016421,4451269,1617518,182502052,atwork,1,False,1,Work,356,331,14,DRIVEALONEFREE
1460016545,4451269,1617518,182502068,work,1,True,1,work,356,340,7,DRIVEALONEFREE
1460016549,4451269,1617518,182502068,work,1,False,1,Home,340,356,18,DRIVEALONEFREE
1460016809,4451270,1617518,182502101,univ,1,True,1,univ,354,340,18,SHARED2FREE
1460016813,4451270,1617518,182502101,univ,1,False,2,social,354,354,22,DRIVEALONEFREE
1460016814,4451270,1617518,182502101,univ,2,False,2,Home,340,354,22,DRIVEALONEFREE
1460016873,4451270,1617518,182502109,work,1,True,1,work,366,340,8,BIKE
1460016877,4451270,1617518,182502109,work,1,False,1,Home,340,366,14,BIKE
1460016937,4451271,1617518,182502117,eatout,1,True,1,eatout,341,340,17,WALK
1460016941,4451271,1617518,182502117,eatout,1,False,1,Home,340,341,19,WALK
1460017137,4451271,1617518,182502142,school,1,True,1,school,307,340,8,SHARED3FREE
1460017141,4451271,1617518,182502142,school,1,False,4,eatout,341,307,15,SHARED3FREE
1460017142,4451271,1617518,182502142,school,2,False,4,othdiscr,337,341,15,SHARED3FREE
1460017143,4451271,1617518,182502142,school,3,False,4,eatout,340,337,15,SHARED3FREE
1460017144,4451271,1617518,182502142,school,4,False,4,Home,340,340,15,SHARED3FREE
1493772905,4554185,1646569,186721613,othmaint,1,True,1,othmaint,1182,1185,7,BIKE
1493772909,4554185,1646569,186721613,othmaint,1,False,1,Home,1185,1182,10,BIKE
1493773209,4554186,1646569,186721651,othdiscr,1,True,1,othdiscr,1187,1185,15,DRIVEALONEFREE
1493773213,4554186,1646569,186721651,othdiscr,1,False,1,Home,1185,1187,18,DRIVEALONEFREE
1493773233,4554186,1646569,186721654,othmaint,1,True,1,othmaint,1198,1185,12,SHARED2FREE
1493773237,4554186,1646569,186721654,othmaint,1,False,1,Home,1185,1198,13,SHARED2FREE
1493773585,4554187,1646569,186721698,school,1,True,1,school,1178,1185,12,DRIVEALONEFREE
1493773589,4554187,1646569,186721698,school,1,False,1,Home,1185,1178,19,DRIVEALONEFREE
1493773601,4554187,1646569,186721700,shopping,1,True,1,shopping,1183,1185,11,DRIVEALONEFREE
1493773605,4554187,1646569,186721700,shopping,1,False,1,Home,1185,1183,11,DRIVEALONEFREE
1543149457,4704723,1672326,192893682,work,1,True,2,escort,1206,1178,8,SHARED2FREE
1543149458,4704723,1672326,192893682,work,2,True,2,work,1186,1206,9,DRIVEALONEFREE
1543149461,4704723,1672326,192893682,work,1,False,2,escort,1178,1186,18,DRIVEALONEFREE
1543149462,4704723,1672326,192893682,work,2,False,2,Home,1178,1178,19,DRIVEALONEFREE
1543149697,4704724,1672326,192893712,othmaint,1,True,2,othmaint,1186,1178,13,DRIVEALONEFREE
1543149698,4704724,1672326,192893712,othmaint,2,True,2,othmaint,1186,1186,13,DRIVEALONEFREE
1543149701,4704724,1672326,192893712,othmaint,1,False,2,escort,1191,1186,13,DRIVEALONEFREE
1543149702,4704724,1672326,192893712,othmaint,2,False,2,Home,1178,1191,13,DRIVEALONEFREE
1543149737,4704724,1672326,192893717,shopping,1,True,1,shopping,1179,1178,13,DRIVEALONEFREE
1543149741,4704724,1672326,192893717,shopping,1,False,1,Home,1178,1179,20,DRIVEALONEFREE
1543150049,4704725,1672326,192893756,school,1,True,1,school,1178,1178,8,SHARED3FREE
1543150053,4704725,1672326,192893756,school,1,False,1,Home,1178,1178,15,SHARED2FREE
1543150377,4704726,1672326,192893797,school,1,True,1,school,1178,1178,8,SHARED2FREE
1543150381,4704726,1672326,192893797,school,1,False,1,Home,1178,1178,14,SHARED2FREE
1613822065,4920189,1746013,201727758,escort,1,True,1,escort,1114,1127,13,SHARED2FREE
1613822069,4920189,1746013,201727758,escort,1,False,2,social,1113,1114,15,DRIVEALONEFREE
1613822070,4920189,1746013,201727758,escort,2,False,2,Home,1127,1113,15,SHARED3FREE
1613822305,4920189,1746013,201727788,work,1,True,1,work,1127,1127,18,DRIVEALONEFREE
1613822309,4920189,1746013,201727788,work,1,False,3,shopping,1122,1127,18,DRIVEALONEFREE
1613822310,4920189,1746013,201727788,work,2,False,3,othmaint,1113,1122,18,DRIVEALONEFREE
1613822311,4920189,1746013,201727788,work,3,False,3,Home,1127,1113,18,DRIVEALONEFREE
1613822521,4920190,1746013,201727815,othdiscr,1,True,1,othdiscr,1121,1127,10,SHARED3FREE
1613822525,4920190,1746013,201727815,othdiscr,1,False,1,Home,1127,1121,15,SHARED3FREE
1620622121,4940921,1810750,202577765,atwork,1,True,1,atwork,1168,1168,10,SHARED2FREE
1620622125,4940921,1810750,202577765,atwork,1,False,1,Work,1168,1168,11,SHARED3FREE
1620622137,4940921,1810750,202577767,eatout,1,True,1,eatout,1141,1136,17,SHARED3FREE
1620622141,4940921,1810750,202577767,eatout,1,False,1,Home,1136,1141,18,DRIVEALONEFREE
1620622353,4940921,1810750,202577794,shopping,1,True,1,shopping,1162,1136,18,WALK_HVY
1620622357,4940921,1810750,202577794,shopping,1,False,1,Home,1136,1162,20,WALK_HVY
1620622401,4940921,1810750,202577800,work,1,True,1,work,1168,1136,7,DRIVEALONEFREE
1620622405,4940921,1810750,202577800,work,1,False,1,Home,1136,1168,17,DRIVEALONEFREE
1670557337,5093162,1886803,208819667,othdiscr,1,True,1,othdiscr,1120,1148,12,DRIVEALONEFREE
1670557341,5093162,1886803,208819667,othdiscr,1,False,1,Home,1148,1120,13,DRIVEALONEFREE
1670557729,5093163,1886803,208819716,shopping,1,True,1,shopping,1150,1148,11,DRIVEALONEFREE
1670557733,5093163,1886803,208819716,shopping,1,False,1,Home,1148,1150,14,DRIVEALONEFREE
1689704513,5151538,1815006,211213064,eatout,1,True,1,eatout,1169,1140,21,SHARED3FREE
1689704517,5151538,1815006,211213064,eatout,1,False,1,Home,1140,1169,23,SHARED3FREE
1689704537,5151538,1815006,211213067,escort,1,True,1,escort,1141,1140,5,SHARED3FREE
1689704541,5151538,1815006,211213067,escort,1,False,1,Home,1140,1141,6,SHARED3FREE
1689704649,5151538,1815006,211213081,atwork,1,True,1,atwork,76,6,10,SHARED3FREE
1689704653,5151538,1815006,211213081,atwork,1,False,1,Work,6,76,11,SHARED3FREE
1689704777,5151538,1815006,211213097,work,1,True,1,work,6,1140,6,DRIVE_HVY
1689704781,5151538,1815006,211213097,work,1,False,1,Home,1140,6,20,DRIVE_HVY
1689704793,5151539,1815006,211213099,atwork,1,True,1,atwork,1008,1019,13,WALK
1689704797,5151539,1815006,211213099,atwork,1,False,1,Work,1019,1008,13,WALK
1689705105,5151539,1815006,211213138,work,1,True,1,work,1019,1140,6,DRIVEALONEFREE
1689705109,5151539,1815006,211213138,work,1,False,1,Home,1140,1019,15,DRIVEALONEFREE
1689705369,5151540,1815006,211213171,school,1,True,1,school,1137,1140,7,DRIVEALONEFREE
1689705373,5151540,1815006,211213171,school,1,False,1,Home,1140,1137,12,DRIVEALONEFREE
1689705649,5151541,1815006,211213206,othdiscr,1,True,1,othdiscr,1158,1140,17,SHARED3FREE
1689705653,5151541,1815006,211213206,othdiscr,1,False,2,eatout,1146,1158,20,SHARED3FREE
1689705654,5151541,1815006,211213206,othdiscr,2,False,2,Home,1140,1146,20,SHARED2FREE
1689705697,5151541,1815006,211213212,school,1,True,1,school,1136,1140,8,SHARED3FREE
1689705701,5151541,1815006,211213212,school,1,False,1,Home,1140,1136,16,SHARED3FREE
1723267769,5253865,1870957,215408471,eatout,1,True,1,eatout,730,1166,13,DRIVEALONEFREE
1723267773,5253865,1870957,215408471,eatout,1,False,1,Home,1166,730,22,DRIVEALONEFREE
1725236905,5259868,1920369,215654613,othdiscr,1,True,1,othdiscr,1176,1176,19,DRIVEALONEFREE
1725236909,5259868,1920369,215654613,othdiscr,1,False,2,escort,1176,1176,19,DRIVEALONEFREE
1725236910,5259868,1920369,215654613,othdiscr,2,False,2,Home,1176,1176,19,DRIVEALONEFREE
1725236929,5259868,1920369,215654616,othmaint,1,True,1,othmaint,1176,1176,10,DRIVEALONEFREE
1725236933,5259868,1920369,215654616,othmaint,1,False,1,Home,1176,1176,14,DRIVEALONEFREE
1725237105,5259869,1920369,215654638,escort,1,True,1,escort,1176,1176,8,WALK
1725237109,5259869,1920369,215654638,escort,1,False,1,Home,1176,1176,9,WALK
1767341113,5388235,1961990,220917639,atwork,1,True,1,atwork,1057,1066,12,SHARED2FREE
1767341117,5388235,1961990,220917639,atwork,1,False,1,Work,1066,1057,12,SHARED2FREE
1767341393,5388235,1961990,220917674,work,1,True,1,work,1066,1079,8,DRIVEALONEFREE
1767341397,5388235,1961990,220917674,work,1,False,1,Home,1079,1066,17,DRIVEALONEFREE
1910514753,5824740,2354401,238814344,atwork,1,True,1,atwork,13,2,13,WALK
1910514757,5824740,2354401,238814344,atwork,1,False,2,eatout,16,13,13,WALK
1910514758,5824740,2354401,238814344,atwork,2,False,2,Work,2,16,13,WALK
1910515033,5824740,2354401,238814379,work,1,True,1,work,2,63,6,SHARED3FREE
1910515037,5824740,2354401,238814379,work,1,False,1,Home,63,2,19,SHARED3FREE
1910515097,5824741,2354401,238814387,eatout,1,True,1,eatout,67,63,9,DRIVEALONEFREE
1910515101,5824741,2354401,238814387,eatout,1,False,1,Home,63,67,14,DRIVEALONEFREE
1910515313,5824741,2354401,238814414,shopping,1,True,1,shopping,11,63,15,DRIVEALONEFREE
1910515317,5824741,2354401,238814414,shopping,1,False,2,shopping,11,11,15,WALK
1910515318,5824741,2354401,238814414,shopping,2,False,2,Home,63,11,15,DRIVEALONEFREE
1910515689,5824742,2354401,238814461,work,1,True,1,work,70,63,7,SHARED2FREE
1910515693,5824742,2354401,238814461,work,1,False,1,Home,63,70,17,SHARED2FREE
1959283929,5973426,2204820,244910491,othdiscr,1,True,1,othdiscr,88,128,13,SHARED2FREE
1959283933,5973426,2204820,244910491,othdiscr,1,False,1,Home,128,88,18,SHARED2FREE
1959284369,5973427,2204820,244910546,work,1,True,1,work,292,128,5,DRIVEALONEFREE
1959284373,5973427,2204820,244910546,work,1,False,3,shopping,251,292,15,DRIVEALONEFREE
1959284374,5973427,2204820,244910546,work,2,False,3,othmaint,197,251,15,DRIVEALONEFREE
1959284375,5973427,2204820,244910546,work,3,False,3,Home,128,197,15,DRIVEALONEFREE
2070605601,6312821,2278438,258825700,work,1,True,2,escort,67,173,8,SHARED3FREE
2070605602,6312821,2278438,258825700,work,2,True,2,work,212,67,8,DRIVEALONEFREE
2070605605,6312821,2278438,258825700,work,1,False,3,escort,165,212,18,DRIVEALONEFREE
2070605606,6312821,2278438,258825700,work,2,False,3,othmaint,200,165,20,SHARED3FREE
2070605607,6312821,2278438,258825700,work,3,False,3,Home,173,200,20,DRIVEALONEFREE
2070606257,6312823,2278438,258825782,work,1,True,2,escort,7,173,16,WALK_LOC
2070606258,6312823,2278438,258825782,work,2,True,2,work,13,7,16,WALK
2070606261,6312823,2278438,258825782,work,1,False,1,Home,173,13,19,WALK_LRF
2086597849,6361578,2490892,260824731,shopping,1,True,1,shopping,1415,1415,21,DRIVEALONEFREE
2086597853,6361578,2490892,260824731,shopping,1,False,1,Home,1415,1415,21,DRIVEALONEFREE
2086597897,6361578,2490892,260824737,work,1,True,2,eatout,1415,1415,11,DRIVEALONEFREE
2086597898,6361578,2490892,260824737,work,2,True,2,work,1423,1415,11,DRIVEALONEFREE
2086597901,6361578,2490892,260824737,work,1,False,2,othdiscr,1423,1423,12,DRIVEALONEFREE
2086597902,6361578,2490892,260824737,work,2,False,2,Home,1415,1423,20,DRIVEALONEFREE
2090609249,6373808,2422612,261326156,othmaint,1,True,1,othmaint,1421,1421,9,DRIVEALONEFREE
2090609253,6373808,2422612,261326156,othmaint,1,False,1,Home,1421,1421,9,DRIVEALONEFREE
2090609665,6373809,2422612,261326208,work,1,True,2,othmaint,1437,1421,9,DRIVEALONEFREE
2090609666,6373809,2422612,261326208,work,2,True,2,work,1426,1437,9,DRIVEALONEFREE
2090609669,6373809,2422612,261326208,work,1,False,2,shopping,1407,1426,19,DRIVEALONEFREE
2090609670,6373809,2422612,261326208,work,2,False,2,Home,1421,1407,19,DRIVEALONEFREE
2253084377,6869159,2527847,281635547,othmaint,1,True,1,othmaint,1332,1327,11,DRIVEALONEFREE
2253084381,6869159,2527847,281635547,othmaint,1,False,1,Home,1327,1332,11,DRIVEALONEFREE
2253084417,6869159,2527847,281635552,shopping,1,True,2,eatout,1332,1327,12,DRIVEALONEFREE
2253084418,6869159,2527847,281635552,shopping,2,True,2,shopping,1332,1332,13,DRIVEALONEFREE
2253084421,6869159,2527847,281635552,shopping,1,False,1,Home,1327,1332,13,DRIVEALONEFREE
2253084705,6869160,2527847,281635588,othmaint,1,True,1,othmaint,1327,1327,14,SHARED2FREE
2253084709,6869160,2527847,281635588,othmaint,1,False,1,Home,1327,1327,16,DRIVEALONEFREE
2253085073,6869161,2527847,281635634,shopping,1,True,1,shopping,1332,1327,12,DRIVEALONEFREE
2253085077,6869161,2527847,281635634,shopping,1,False,1,Home,1327,1332,12,DRIVEALONEFREE
2253085097,6869161,2527847,281635637,social,1,True,1,social,1327,1327,17,WALK
2253085101,6869161,2527847,281635637,social,1,False,1,Home,1327,1327,23,WALK
