coefficient_name,value,constrain
coef_unavail,-999,T
coef_child_age_16p_noes,-0.33924,F
coef_child_age_10_to_15_noes,-0.78691,F
coef_child_age_u9_noes,-0.97142,F
coef_ln_dist_to_school_noes,-0.02112,F
coef_ln_dist_to_school_u6_noes,-0.81356,F
coef_ln_dist_to_school_6to9_noes,-0.12910,F
coef_child_age_16p_rs,0.93518,F
coef_child_age_10to15_rs,0.58009,F
coef_child_age_6to9_rs,0.36698,F
coef_child_age_u6_rs,0.29043,F
coef_child_dist_pe,-0.03624,F
coef_hh_inc_u25k_noes,0.33839,F
coef_hh_inc_25to50k_noes,0.05888,F
coef_zero_auto_hh_noes,9.00000,F
coef_cars_lt_workers_rs,-0.38588,F
coef_cars_lt_workers_pe,-0.01213,F
coef_chauf_female_rs,-0.49717,F
coef_chauf_male_rs,-0.94654,F
coef_chauf_female_pe,-0.98546,F
coef_chauf_male_pe,-1.05266,F
coef_chauf_pt_worker_rs,-0.74807,F
coef_chauf_pt_worker_pe,0.31729,F
coef_chauf_non_worker_pe,0.19211,F
coef_chauf_univ_stud_re,0.0,F
coef_chauf_age_u35_pe,-0.41194,F
coef_chauf_time_to_work_or_univ_rs,0.0,F
coef_chauf_walk_dist_to_work_or_univ_rs,0.38819,F
coef_chauf_walk_dist_to_work_or_univ_pe,0.0,F
coef_abs_dev_distance,-0.04497,F
coef_rel_dev_distance,-0.09067,F
coef_same_taz_escort,2.56855,F
coef_same_taz_no_escort,2.21201,F
coef_no_escort_inbound,1.72902,F
coef_same_chauf,0.99276,F
coef_calib_child_age_u6_rs,8.55400,F
coef_calib_child_age_16p_rs,-0.2000,F
coef_calib_child_age_6to15_noes,-4.53067,F
coef_calib_child_age_6to15_rs,-2.41923,F
coef_calib_child_age_u6_noes,-0.67902,F
