coefficient_name,value,constrain
coef_unavail,-999,T
coef_child_age_16p_noes,0.17488,F
coef_child_age_6_to_15_noes,-0.41751,F
coef_child_age_u5_noes,-1.36718,F
coef_ln_dist_from_school_noes,-0.01787,F
coef_ln_dist_from_school_u6_noes,-0.23304,F
coef_ln_dist_from_school_6to9_noes,-0.07286,F
coef_child_age_16p_rs,1.97184
coef_child_age_10to15_rs,1.73544
coef_child_age_6to9_rs,1.73544
coef_child_age_u6_rs,1.34996
coef_hh_inc_u25k_noes,0.0,F
coef_hh_inc_25to50k_noes,0.0,F
coef_zero_auto_hh_noes,0.13165,F
coef_cars_lt_workers_rs,-3.35586,F
coef_cars_lt_workers_pe,-1.59062,F
coef_chauf_female_rs,-0.44827,F
coef_chauf_male_rs,-0.90832,F
coef_chauf_female_pe,-0.68399,F
coef_chauf_male_pe,-1.01783,F
coef_chauf_pt_worker_rs,0.51244,F
coef_chauf_pt_worker_pe,0.23496,F
coef_chauf_non_worker_pe,0.69245,F
coef_chauf_univ_stud_re,0.47395,F
coef_chauf_age_u35_pe,0.00000,F
coef_chauf_time_to_work_or_univ_rs,-0.01974,F
coef_chauf_walk_dist_to_work_or_univ_rs,-0.73155,F
coef_chauf_walk_dist_to_work_or_univ_pe,0.00000,F
coef_abs_dev_distance,-0.08011,F
coef_rel_dev_distance,0.0,F
coef_same_taz_escort,1.44053,F
coef_same_taz_no_escort,1.96760,F
coef_no_escort_outbound,2.04553,F
coef_outbound_rs,0.0,F
coef_same_chauf,1.14533,F
coef_calib_child_age_u6_rs,8.75011,F
coef_calib_child_age_16p_rs,-0.20,F
coef_calib_child_age_6to15_noes,-3.46362,F
coef_calib_child_age_u6_noes,-0.36565,F
coef_calib_child_age_6to15_rs,-1.45344,F
