coefficient_name,value,constrain
coef_ln_nmods,.612,F
coef_ln_nmakes,.247,F
coef_mpg,0.007,F
coef_crange,0.018,F
coef_crangeltwk,-0.781,F
coef_ln_chpc_ev,1686.871,F
coef_cprice0,-0.00010,F
coef_cprice25,-0.00009,F
coef_cprice50,-0.00008,F
coef_cprice100,-0.00007,F
coef_cprice150,-0.00005,F
coef_cpricem,-0.00007,F
coef_i025_age,0.107,F
coef_i2550_age,0.047,F
coef_i100_age,-0.037,F
coef_i150p_age,-0.071,F
coef_imiss_age,0.001,F
coef_den3_van,-0.019,F
coef_den4_van,-0.089,F
coef_den5_van,-0.193,F
coef_den6_van,-0.413,F
coef_den7_van,-0.710,F
coef_den8_van,-0.509,F
coef_den3_suv,0.005,F
coef_den4_suv,-0.084,F
coef_den5_suv,-0.208,F
coef_den6_suv,-0.422,F
coef_den7_suv,-0.465,F
coef_den8_suv,-0.463,F
coef_den3_pu,-0.167,F
coef_den4_pu,-0.219,F
coef_den5_pu,-0.313,F
coef_den6_pu,-0.720,F
coef_den7_pu,-1.140,F
coef_den8_pu,-2.006,F
coef_den3_mc,-0.030,F
coef_den4_mc,0.157,F
coef_den5_mc,0.185,F
coef_den6_mc,0.436,F
coef_den7_mc,1.106,F
coef_den8_mc,1.533,F
coef_den3_hyb,-0.018,F
coef_den4_hyb,0.070,F
coef_den5_hyb,0.239,F
coef_den6_hyb,0.290,F
coef_den7_hyb,0.406,F
coef_den8_hyb,0.445,F
coef_den34_ev,0.107,F
coef_den5_ev,0.323,F
coef_den6_ev,0.272,F
coef_den78_ev,0.030,F
coef_oneveh_age,-0.028,F
coef_vhgtdr_van,-.108,F
coef_vhgtdr_suv,-0.126,F
coef_vhgtdr_pu,0.287,F
coef_vhgtdr_mc,2.408,F
coef_vhgtdr_hy,-0.168,F
coef_vhgtdr_ev,0.165,F
coef_vhgtdr_age,0.068,F
coef_nchld_van,0.560,F
coef_nchld_suv,0.193,F
coef_nchld_pu,0.016,F
coef_nchld_mc,0.028,F
coef_nchld_hy,-0.045,F
coef_nchld_ev,0.174,F
coef_nchld_age,-0.001,F
coef_dstwkt_age,-0.00013,F
coef_van_van,0.028,F
coef_van_suv,-0.477,F
coef_van_pu,-0.075,F
coef_van_mc,0.527,F
coef_suv_suv,-0.115,F
coef_suv_pu,0.194,F
coef_suv_mc,1.048,F
coef_pu_pu,-0.164,F
coef_pu_mc,1.360,F
coef_mc_mc,3.469,F
coef_hyb_hyb,1.611,F
coef_hyb_ev,0.940,F
coef_only_van,-0.259,F
coef_only_suv,-0.102,F
coef_only_pu,-0.781,F
coef_only_mc,-1.233,F
coef_only_bev,-0.491,F
coef_van,-0.629,F
coef_suv,0.413,F
coef_pu,0.224,F
coef_mc,-5.259,F
coef_dsl,-0.649,F
coef_hyb,-1.055,F
coef_pev,-1.406,F
coef_bev,-4.640,F
coef_age2,0.163,F
coef_age3,0.107,F
coef_age4,0.009,F
coef_age5,-0.079,F
coef_age6,-0.307,F
coef_age7,-0.216,F
coef_age8,-0.346,F
coef_age9,-0.133,F
coef_age10,-0.163,F
coef_age11,-0.060,F
coef_age12,-0.032,F
coef_age13,-0.248,F
coef_age14,-0.350,F
coef_age15,-0.510,F
coef_age16,-0.658,F
coef_age17,-0.772,F
coef_age18,-0.885,F
coef_age19,-1.187,F
coef_age20,0.484,F
coef_rural_van,0.234,F
coef_rural_suv,0.150,F
coef_rural_pu,0.824,F
coef_rural_mc,-0.150,F
coef_rural_hyb,-0.280,F
coef_rural_ev,-0.483,F
coef_rural_age,0.004,F
coef_smsa_van,0.130,F
coef_smsa_suv,0.003,F
coef_smsa_pu,0.357,F
coef_smsa_mc,0.011,F
coef_smsa_hyb,-0.063,F
coef_smsa_ev,-0.341,F
coef_smsa_age,0.011,F
coef_sfo_van,0.047,F
coef_sfo_suv,-0.386,F
coef_sfo_pu,-0.527,F
coef_sfo_mc,-0.021,F
coef_sfo_hyb,0.942,F
coef_sfo_ev,1.497,F
coef_sfo_age,0.058,F
coef_san_van,0.055,F
coef_san_suv,-0.132,F
coef_san_pu,-0.187,F
coef_san_mc,-0.129,F
coef_san_hyb,0.0629,F
coef_san_ev,0.0922,F
coef_san_age,0.030,F
coef_atl_van,-0.158,F
coef_atl_suv,-0.072,F
coef_atl_pu,-0.107,F
coef_atl_mc,-0.284,F
coef_atl_hyb,-0.180,F
coef_atl_ev,0.547,F
coef_atl_age,0.016,F
coef_sea_van,0.088,F
coef_sea_suv,-0.134,F
coef_sea_pu,-0.131,F
coef_sea_mc,-0.275,F
coef_sea_hyb,0.421,F
coef_sea_ev,0.706,F
coef_sea_age,0.060,F
coef_det_van,0.703,F
coef_det_suv,0.260,F
coef_det_pu,-0.150,F
coef_det_mc,0.427,F
coef_det_hyb,-0.982,F
coef_det_ev,0.531,F
coef_det_age,-0.045,F
coef_msp_van,0.263,F
coef_msp_suv,-0.052,F
coef_msp_pu,-0.087,F
coef_msp_mc,0.083,F
coef_msp_hyb,-0.111,F
coef_msp_ev,-0.733,F
coef_msp_age,0.008,F
coef_dca_van,0.062,F
coef_dca_suv,0.273,F
coef_dca_pu,-0.411,F
coef_dca_mc,0.062,F
coef_dca_hyb,-0.428,F
coef_dca_ev,-1.605,F
coef_dca_age,-0.040,F
coef_oreg_van,0.037,F
coef_oreg_suv,-0.121,F
coef_oreg_pu,0.185,F
coef_oreg_mc,0.044,F
coef_oreg_hyb,0.819,F
coef_oreg_ev,0.278,F
coef_oreg_age,0.056,F
coef_ohio_van,0.170,F
coef_ohio_suv,-0.147,F
coef_ohio_pu,-0.355,F
coef_ohio_mc,0.140,F
coef_ohio_hyb,-0.142,F
coef_ohio_ev,-1.590,F
coef_ohio_age,-0.008,F
