MAZ,TAP,DIST,drive_time
100500,1238,0.57105,856.5749999999999
100500,1333,0.78585,1178.775
100500,1558,0.81565,1223.475
100500,1559,0.6065499999999999,909.825
100500,1603,0.2168,325.2
100500,1604,0.0325,48.75
100500,1606,0.2822,423.3
100500,1607,0.6957000000000001,1043.5500000000002
100500,1608,0.6666000000000001,999.9
100500,1611,0.7179,1076.85
100500,1652,0.69165,1037.475
100500,1665,0.5207499999999999,781.1249999999999
100500,1681,0.85745,1286.1750000000002
100501,1238,0.75575,1133.625
100501,1333,0.97115,1456.725
100501,1558,0.6308,946.2
100501,1559,0.7693,1153.95
100501,1603,0.03215,48.225
100501,1604,0.2172,325.8
100501,1606,0.4669,700.35
100501,1607,0.8804000000000001,1320.6
100501,1608,0.85125,1276.875
100501,1611,0.9026,1353.9
100501,1652,0.84475,1267.125
100501,1665,0.4329,649.35
100501,1681,0.7485,1122.75
100502,1238,0.85595,1283.925
100502,1333,0.8041,1206.15
100502,1558,0.7954,1193.1
100502,1559,0.8701000000000001,1305.15
100502,1603,0.1968,295.2000000000001
100502,1604,0.3174,476.1
100502,1606,0.56715,850.725
100502,1607,0.98065,1470.975
100502,1608,0.8150000000000001,1222.5
100502,1652,0.7099500000000001,1064.9250000000002
100502,1665,0.3201,480.15
100502,1681,0.6647000000000001,997.05
100503,1238,0.6323,948.45
100503,1333,0.84705,1270.575
100503,1558,0.7544,1131.6
100503,1559,0.66765,1001.475
100503,1603,0.15555,233.32500000000005
100503,1604,0.09375,140.625
100503,1606,0.34345,515.175
100503,1607,0.75695,1135.425
100503,1608,0.72785,1091.775
100503,1611,0.77915,1168.725
100503,1652,0.7529,1129.35
100503,1665,0.46505,697.575
100503,1681,0.8017999999999998,1202.6999999999998
100504,1238,0.86825,1302.375
100504,1333,0.8164,1224.6
100504,1558,0.8848499999999999,1327.275
100504,1559,0.8824,1323.6
100504,1603,0.2862,429.3
100504,1604,0.3297,494.55
100504,1606,0.5793999999999999,869.0999999999999
100504,1607,0.9929,1489.35
100504,1608,0.8272999999999999,1240.9499999999998
100504,1652,0.62285,934.275
100504,1665,0.2559,383.85
100504,1681,0.59265,888.975
100504,1748,0.99335,1490.025
100505,1238,0.898,1347.0
100505,1333,0.84615,1269.225
100505,1558,0.98805,1482.075
100505,1559,0.9335,1400.25
100505,1603,0.3894,584.1
100505,1604,0.35945,539.175
100505,1606,0.6092000000000001,913.8
100505,1608,0.8570499999999999,1285.5749999999998
100505,1652,0.51965,779.4749999999999
100505,1653,0.9627,1444.05
100505,1658,0.95045,1425.675
100505,1665,0.1939999999999999,290.99999999999994
100505,1681,0.53075,796.1250000000001
100505,1748,0.89015,1335.225
100506,1238,0.76315,1144.725
100506,1333,0.7112999999999999,1066.9499999999998
100506,1558,0.88825,1332.375
100506,1559,0.79865,1197.975
100506,1603,0.2896,434.4
100506,1604,0.2246,336.9
100506,1606,0.4743000000000001,711.4500000000002
100506,1607,0.88785,1331.775
100506,1608,0.7222000000000001,1083.3000000000002
100506,1611,0.90875,1363.125
100506,1652,0.6171,925.65
100506,1665,0.3316,497.4
100506,1681,0.66835,1002.525
100506,1748,0.9739,1460.85
100507,1238,0.8437999999999999,1265.6999999999998
100507,1558,0.5828,874.1999999999999
100507,1559,0.8566499999999999,1284.975
100507,1603,0.05595,83.925
100507,1604,0.3053,457.9500000000001
100507,1606,0.5549999999999999,832.4999999999999
100507,1607,0.9685,1452.75
100507,1608,0.93935,1409.025
100507,1611,0.9907,1486.05
100507,1652,0.92675,1390.125
100507,1665,0.5149,772.35
100507,1681,0.6604,990.6
100508,1238,0.94495,1417.425
100508,1558,0.75575,1133.625
100508,1559,0.9578,1436.7
100508,1603,0.1571,235.65
100508,1604,0.4064,609.6
100508,1606,0.65615,984.225
100508,1652,0.8917999999999999,1337.6999999999998
100508,1665,0.47995,719.925
100508,1681,0.7558,1133.7
100509,1333,0.9597,1439.55
100509,1558,0.8243500000000001,1236.5250000000003
100509,1603,0.2257,338.55
100509,1604,0.47295,709.425
100509,1606,0.7227,1084.05
100509,1608,0.9706,1455.9
100509,1652,0.71585,1073.775
100509,1665,0.304,456.0
100509,1681,0.51155,767.3249999999999
100510,1333,0.95585,1433.775
100510,1558,0.8534500000000002,1280.1750000000002
100510,1603,0.25485,382.275
100510,1604,0.5021,753.15
100510,1606,0.75185,1127.775
100510,1608,0.9997,1499.55
100510,1652,0.616,924.0
