MAZ,TAP,DISTWALK,walk_time
100522,1558,0.5722,11.444
100522,1559,0.3128500000000001,6.2570000000000014
100522,1562,0.70955,14.191
100522,1603,0.6394,12.788
100522,1604,0.3901,7.802
100522,1606,0.524,10.48
100522,1607,0.93565,18.713
100522,1608,0.9065,18.13
100522,1611,0.95785,19.157
100522,1652,0.93165,18.633
100522,1665,0.9447,18.894
100523,1238,0.53025,10.605
100523,1333,0.8147500000000001,16.295
100523,1558,0.7626999999999999,15.254
100523,1559,0.5035499999999999,10.071
100523,1562,0.9109,18.218
100523,1603,0.4463,8.926
100523,1604,0.1968,3.936
100523,1606,0.31965,6.393
100523,1607,0.73315,14.663
100523,1608,0.704,14.08
100523,1611,0.75535,15.107
100523,1652,0.7273,14.546
100523,1665,0.7514000000000001,15.028
100524,1238,0.7485499999999999,14.970999999999998
100524,1558,0.55935,11.187
100524,1559,0.57255,11.451
100524,1603,0.22795,4.559
100524,1604,0.28885,5.777
100524,1606,0.53795,10.759
100524,1607,0.95145,19.029
100524,1608,0.92235,18.447
100524,1611,0.97365,19.473
100524,1652,0.9462,18.924
100524,1665,0.5812,11.624
100524,1681,0.94375,18.875
100525,1238,0.65595,13.119000000000002
100525,1333,0.94045,18.809
100525,1558,0.65195,13.039
100525,1559,0.503,10.06
100525,1603,0.3206,6.412000000000001
100525,1604,0.1961999999999999,3.924
100525,1606,0.44535,8.907
100525,1607,0.85885,17.177
100525,1608,0.8297000000000001,16.594
100525,1611,0.8810499999999999,17.621
100525,1652,0.8553499999999999,17.107
100525,1665,0.6292,12.584
100525,1681,0.9659,19.318
100526,1238,0.6013,12.026
100526,1333,0.8160499999999999,16.320999999999998
100526,1558,0.7854,15.708
100526,1559,0.63665,12.733
100526,1603,0.18655,3.731
100526,1604,0.06275,1.255
100526,1606,0.31245,6.249
100526,1607,0.72595,14.519
100526,1608,0.69685,13.937
100526,1611,0.74815,14.963
100526,1652,0.7219,14.438
100526,1665,0.49555,9.911
100526,1681,0.8322499999999999,16.645
100527,1238,0.69375,13.875
100527,1333,0.9064,18.128
100527,1558,0.6929500000000001,13.859000000000002
100527,1559,0.7062,14.124
100527,1603,0.09415,1.883
100527,1604,0.1552,3.104
100527,1606,0.4048999999999999,8.097999999999999
100527,1607,0.8183999999999999,16.368
100527,1608,0.78925,15.785
100527,1611,0.8406,16.812
100527,1652,0.8122,16.244
100527,1665,0.4476,8.952
100527,1681,0.7843,15.686
100528,1238,0.87585,17.517
100528,1558,0.4241499999999999,8.482999999999999
100528,1559,0.3888,7.776
100528,1562,0.946,18.92
100528,1603,0.4122499999999999,8.245
100528,1604,0.41615,8.323
100528,1606,0.6653,13.306
100528,1665,0.8032,16.064
100529,1238,0.8012,16.024
100529,1558,0.4992,9.984
100529,1559,0.3128999999999999,6.257999999999999
100529,1562,0.8701000000000001,17.402
100529,1603,0.48635,9.727
100529,1604,0.3415,6.83
100529,1606,0.5906,11.812
100529,1608,0.975,19.5
100529,1665,0.8211999999999999,16.424
100530,1238,0.7485499999999999,14.970999999999998
100530,1558,0.55935,11.187
100530,1559,0.57255,11.451
100530,1603,0.22795,4.559
100530,1604,0.28885,5.777
100530,1606,0.53795,10.759
100530,1607,0.95145,19.029
100530,1608,0.92235,18.447
100530,1611,0.97365,19.473
100530,1652,0.9462,18.924
100530,1665,0.5812,11.624
100530,1681,0.94375,18.875
100531,1238,0.78295,15.659
100531,1558,0.5251,10.502
100531,1559,0.37575,7.515
100531,1562,0.90135,18.027
100531,1603,0.4476,8.952
100531,1604,0.32325,6.465
100531,1606,0.5724,11.448
100531,1607,0.9859,19.718
100531,1608,0.95675,19.135
100531,1652,0.98235,19.647
100531,1665,0.7562,15.124
100532,1238,0.9474,18.948
100532,1558,0.48505,9.701
100532,1559,0.7714000000000001,15.428
100532,1603,0.2381999999999999,4.763999999999999
100532,1604,0.4876999999999999,9.754
100532,1606,0.73685,14.737
100532,1665,0.6971,13.942
100532,1681,0.74985,14.997
100533,1238,0.8429,16.858
100533,1558,0.465,9.3
100533,1559,0.6670499999999999,13.341
100533,1603,0.13365,2.673
100533,1604,0.3831499999999999,7.6629999999999985
100533,1606,0.6323000000000001,12.646
100533,1665,0.5926,11.852
100533,1681,0.84945,16.989
100534,1238,0.75575,15.115
100534,1333,0.97115,19.423
100534,1558,0.6308,12.616
100534,1559,0.7693,15.386
100534,1603,0.03215,0.643
100534,1604,0.2171999999999999,4.343999999999999
100534,1606,0.4669,9.338
100534,1607,0.8804000000000001,17.608
100534,1608,0.85125,17.025
100534,1611,0.9026,18.052
100534,1652,0.84475,16.895
100534,1665,0.4328999999999999,8.658
100534,1681,0.7485,14.97
100535,1238,0.8437999999999999,16.875999999999998
100535,1558,0.5828,11.656
100535,1559,0.8566499999999999,17.133
100535,1603,0.05595,1.119
100535,1604,0.3053,6.106
100535,1606,0.5549999999999999,11.1
100535,1607,0.9685,19.37
100535,1608,0.93935,18.787
100535,1611,0.9907,19.814
100535,1652,0.92675,18.535
100535,1665,0.5149,10.298
100535,1681,0.6604,13.208
100536,1238,0.8111,16.222
100536,1558,0.49675,9.935
100536,1559,0.6357,12.714
100536,1603,0.1654,3.3080000000000003
100536,1604,0.3514,7.028
100536,1606,0.6005499999999999,12.011
100536,1608,0.9849,19.698
100536,1652,0.9786,19.572
100536,1665,0.5667500000000001,11.335
100536,1681,0.8812000000000003,17.624000000000006
100537,1558,0.16255,3.2510000000000003
100537,1559,0.4491000000000001,8.982000000000003
100537,1603,0.4361,8.722000000000001
100537,1604,0.67085,13.417
100537,1606,0.91995,18.399
100537,1665,0.8949999999999999,17.9
100538,1238,0.89825,17.965
100538,1558,0.4491499999999998,8.982999999999997
100538,1559,0.72245,14.449000000000002
100538,1603,0.18905,3.781
100538,1604,0.43855,8.771
100538,1606,0.6877,13.754
100538,1665,0.64795,12.959
100538,1681,0.7940499999999999,15.880999999999998
100539,1238,0.948,18.96
100539,1558,0.3601,7.202000000000001
100539,1559,0.5179,10.358
100539,1603,0.2828,5.6560000000000015
100539,1604,0.48825,9.765
100539,1606,0.7373999999999999,14.748
100539,1665,0.74175,14.835
100539,1681,0.9986,19.972
100540,1238,0.9078,18.156
100540,1558,0.3921999999999999,7.8439999999999985
100540,1559,0.4207499999999999,8.415
100540,1562,0.97795,19.559
100540,1603,0.38035,7.607
100540,1604,0.4481,8.962
100540,1606,0.69725,13.945
100540,1665,0.7712999999999999,15.425999999999998
100541,1558,0.4488999999999999,8.978
100541,1559,0.7355,14.71
100541,1603,0.4561,9.122
100541,1604,0.70565,14.113
100541,1606,0.9548,19.096
100541,1665,0.91505,18.301
100541,1681,0.84605,16.921
100542,1558,0.38825,7.765
100542,1559,0.6746000000000001,13.492
100542,1603,0.39525,7.905
100542,1604,0.6447499999999999,12.895
100542,1606,0.8939,17.878
100542,1665,0.8542,17.084
100542,1681,0.8468,16.936
100543,1558,0.38825,7.765
100543,1559,0.6746000000000001,13.492
100543,1603,0.39525,7.905
100543,1604,0.6447499999999999,12.895
100543,1606,0.8939,17.878
100543,1665,0.8542,17.084
100543,1681,0.8468,16.936
100544,1238,0.7924,15.848
100544,1558,0.57445,11.489
100544,1559,0.25065,5.013
100544,1562,0.3836499999999999,7.672999999999999
100544,1604,0.8247,16.494
100544,1606,0.6343,12.686
100544,1607,0.8621000000000001,17.242
100544,1608,0.9339,18.678
100544,1611,0.98525,19.705
100545,1238,0.73285,14.657
100545,1558,0.57125,11.425
100545,1559,0.24745,4.949
100545,1562,0.3901,7.802
100545,1603,0.9813,19.626
100545,1604,0.75115,15.023
100545,1606,0.5467500000000001,10.935
100545,1607,0.8685499999999999,17.371
100545,1608,0.9066,18.132
100545,1611,0.95795,19.159
100545,1652,0.95985,19.197
100546,1238,0.6635500000000001,13.271
100546,1333,0.93055,18.611
100546,1551,0.98755,19.751
100546,1558,0.7184999999999999,14.37
100546,1559,0.3947,7.894
100546,1562,0.2548,5.096
100546,1604,0.86115,17.223
100546,1606,0.6567000000000001,13.134
100546,1607,0.73325,14.665
100546,1608,0.8050499999999999,16.101
100546,1611,0.8564,17.128
100547,1238,0.5033000000000001,10.066
100547,1333,0.77035,15.407
100547,1551,0.9635,19.27
100547,1558,0.8069,16.137999999999998
100547,1559,0.4831,9.662
100547,1562,0.23075,4.615
100547,1604,0.93455,18.691
100547,1606,0.68445,13.689
100547,1607,0.6739499999999999,13.479
100547,1608,0.64485,12.897
100547,1611,0.69615,13.923
100547,1653,0.9972000000000004,19.94400000000001
100548,1238,0.7440499999999999,14.880999999999998
100548,1558,0.69515,13.903
100548,1559,0.3713499999999999,7.427
100548,1562,0.3617,7.234
100548,1604,0.76235,15.247
100548,1606,0.5579500000000001,11.159
100548,1607,0.8401500000000001,16.803
100548,1608,0.9119,18.238
100548,1611,0.96325,19.265
100548,1652,0.97105,19.421
100549,1238,0.4586,9.172
100549,1333,0.7466,14.932
100549,1558,0.96285,19.257
100549,1559,0.63905,12.781
100549,1562,0.4955,9.91
100549,1604,0.8093,16.186
100549,1606,0.5591999999999999,11.184
100549,1607,0.661,13.22
100549,1608,0.63185,12.637
100549,1611,0.6832,13.664
100549,1612,0.99225,19.845
100549,1652,0.9693,19.386
100549,1653,0.9842,19.684
100550,1238,0.49135,9.827
100550,1333,0.7794,15.588
100550,1558,0.8049,16.098
100550,1559,0.4810999999999999,9.622
100550,1562,0.54765,10.953
100550,1603,0.96245,19.249
100550,1604,0.71295,14.259
100550,1606,0.46285,9.257
100550,1607,0.6942999999999999,13.886
100550,1608,0.66515,13.303
100550,1611,0.7165,14.33
100550,1652,0.8759500000000001,17.519000000000002
100551,1238,0.9098,18.196
100551,1558,0.4181499999999999,8.363
100551,1559,0.0943,1.886
100551,1562,0.54,10.8
100551,1603,0.8948500000000003,17.897000000000006
100551,1604,0.6684,13.368
100551,1606,0.72375,14.475
100552,1238,0.81755,16.351
100552,1558,0.51,10.2
100552,1559,0.1862,3.724
100552,1562,0.44775,8.955
100552,1603,0.9867,19.734
100552,1604,0.76025,15.205
100552,1606,0.6315000000000001,12.63
100552,1607,0.9262,18.524
100552,1608,0.99135,19.827
100553,1238,0.7972,15.944
100553,1558,0.48605,9.721
100553,1559,0.16225,3.245
100553,1562,0.6782,13.564
100553,1603,0.7102,14.204
100553,1604,0.4836999999999999,9.674
100553,1606,0.6111,12.222
100553,1608,0.971,19.42
100554,1238,0.7841,15.682
100554,1558,0.47995,9.599
100554,1559,0.15615,3.123
100554,1562,0.4817999999999999,9.636
100554,1603,0.8896499999999999,17.793
100554,1604,0.66315,13.263
100554,1606,0.59805,11.961
100554,1607,0.96025,19.205
100554,1608,0.9579,19.158
100555,1558,0.06445,1.289
100555,1559,0.3236,6.472
100555,1562,0.9013,18.026
100555,1603,0.534,10.68
100555,1604,0.76895,15.379
100555,1665,0.99295,19.859
100556,1558,0.16145,3.229
100556,1559,0.227,4.54
100556,1562,0.8047000000000001,16.094
100556,1603,0.61075,12.215
100556,1604,0.6718,13.436
100556,1606,0.9209,18.418
100557,1558,0.2287,4.574
100557,1559,0.1582,3.164
100557,1562,0.7359,14.718
100557,1603,0.6792,13.584
100557,1604,0.6047,12.094
100557,1606,0.8538,17.076
100558,1238,0.84785,16.957
100558,1558,0.46485,9.297
100558,1559,0.141,2.82
100558,1562,0.7187,14.374
100558,1603,0.6595,13.19
100558,1604,0.43305,8.661
100558,1606,0.6618,13.236
100558,1665,0.98765,19.753
100559,1558,0.18525,3.705
100559,1559,0.50905,10.181
100559,1603,0.7198,14.396
100559,1604,0.95445,19.089
100560,1558,0.09395,1.879
100560,1559,0.41775,8.355
100560,1562,0.9954,19.908
100560,1603,0.6287,12.574000000000002
100560,1604,0.8631499999999999,17.262999999999998
100561,1558,0.1756,3.512
100561,1559,0.3081,6.162000000000001
100561,1562,0.8857999999999997,17.715999999999994
100561,1603,0.6894,13.788
100561,1604,0.8175000000000001,16.35
100562,1558,0.2414,4.828
100562,1559,0.24255,4.851
100562,1562,0.8202,16.404
100562,1603,0.75515,15.103
100562,1604,0.75215,15.043
100562,1606,0.9963,19.926
100563,1558,0.3255,6.51
100563,1559,0.0629499999999999,1.259
100563,1562,0.6406,12.812
100563,1603,0.8392999999999999,16.785999999999998
100563,1604,0.637,12.74
100563,1606,0.8167500000000001,16.335
100564,1558,0.1552,3.104
100564,1559,0.479,9.58
100564,1603,0.75405,15.081
100564,1604,0.9886,19.772
100565,1558,0.07975,1.595
100565,1559,0.4035499999999999,8.071
100565,1562,0.98125,19.625
100565,1603,0.6784,13.568
100565,1604,0.91315,18.263
100566,1558,0.5902499999999999,11.805
100566,1559,0.68465,13.693
100567,1558,0.51655,10.331
100567,1559,0.8407,16.814
100568,1558,0.3956499999999999,7.9129999999999985
100568,1559,0.7198,14.396
100568,1603,0.99425,19.885
100569,1558,0.4303999999999999,8.607999999999999
100569,1559,0.496,9.92
100569,1562,0.9854,19.708
100569,1603,0.94365,18.873
100570,1558,0.33815,6.763
100570,1559,0.66195,13.239
100570,1603,0.9368,18.736
100571,1558,0.51095,10.219
100571,1559,0.6205499999999999,12.411
100572,1558,0.9755,19.51
100572,1559,0.7596,15.192
100573,1558,0.6959500000000001,13.919
100573,1559,0.6149,12.298
100574,1558,0.7302500000000001,14.605
100574,1559,0.4413999999999999,8.828
100574,1562,0.8779999999999999,17.56
100575,1558,0.82875,16.575
100575,1559,0.5399,10.798
100575,1562,0.97645,19.529
100576,1558,0.6207499999999999,12.415
100576,1559,0.45445,9.089
100576,1562,0.891,17.82
100577,1558,0.69335,13.867
100577,1559,0.36955,7.391
100577,1562,0.71085,14.217
100577,1604,0.9436,18.872
100577,1606,0.9268,18.536
100578,1558,0.7675500000000001,15.351
100578,1559,0.44375,8.875
100578,1562,0.7657499999999999,15.315
100578,1606,0.9817,19.634
100579,1238,0.7465499999999999,14.931
100579,1558,0.7974500000000001,15.949000000000002
100579,1559,0.47365,9.473
100579,1562,0.3378,6.756
100579,1606,0.8105499999999999,16.211
100579,1607,0.8162499999999999,16.325
100579,1608,0.88805,17.761
100579,1611,0.9394,18.788
100580,1238,0.6132500000000001,12.265
100580,1333,0.8802999999999997,17.605999999999995
100580,1551,0.92535,18.507
100580,1558,0.7807000000000001,15.614
100580,1559,0.4569,9.138
100580,1562,0.1926,3.852
100580,1604,0.9869,19.738
100580,1606,0.7825,15.65
100580,1607,0.6710499999999999,13.421
100580,1608,0.7547999999999999,15.095999999999998
100580,1611,0.8061,16.122
100581,1238,0.6900000000000001,13.8
100581,1333,0.957,19.14
100581,1558,0.6202000000000001,12.404000000000002
100581,1559,0.2964,5.928
100581,1562,0.28125,5.625
100581,1604,0.8263999999999999,16.528
100581,1606,0.622,12.44
100581,1607,0.7597,15.194
100581,1608,0.8314999999999999,16.63
100581,1611,0.88285,17.657
100582,1558,0.27545,5.509
100582,1559,0.59925,11.985
100582,1603,0.8740499999999999,17.480999999999998
100583,1558,0.3648,7.296
100583,1559,0.49505,9.901
100583,1562,0.98445,19.689
100583,1603,0.87805,17.561
100584,1558,0.407,8.14
100584,1559,0.20585,4.117
100584,1562,0.70475,14.095
100584,1603,0.92075,18.415
100584,1604,0.7799,15.598
100584,1606,0.9207,18.414
100585,1558,0.60225,12.045
100585,1559,0.27845,5.569
100585,1562,0.6836,13.672
100585,1604,0.8525,17.05
100585,1606,0.8995,17.99
100586,1562,0.53525,10.705
100587,1238,0.9944,19.888
100587,1559,0.94565,18.913
100587,1562,0.36795,7.359
100587,1611,0.99505,19.901
100588,1559,0.99765,19.953
100588,1562,0.4199499999999999,8.399
100588,1611,0.93205,18.641
100589,1238,0.82025,16.405
100589,1551,0.92655,18.531
100589,1559,0.77145,15.429
100589,1562,0.19375,3.875
100589,1607,0.82965,16.593
100589,1608,0.86775,17.355
100589,1611,0.8259000000000001,16.518
100590,1562,0.6918,13.836
100591,1562,0.7932,15.864
100592,1562,0.79545,15.909
100593,1562,0.6512,13.024
100594,1478,0.2623999999999999,5.247999999999998
100594,1485,0.16645,3.329
100595,1478,0.0,0.0
100595,1485,0.42885,8.577
100596,1478,0.7327000000000001,14.654000000000002
100596,1485,0.3038,6.0760000000000005
100597,1562,0.6982999999999999,13.966
100598,1562,0.8522500000000001,17.045
100599,1562,0.91485,18.297
100600,1562,0.4931,9.862
100601,1551,0.9409500000000004,18.81900000000001
100601,1562,0.56835,11.367
100602,1238,0.98735,19.747
100602,1551,0.73505,14.701
100602,1559,0.94015,18.803
100602,1562,0.36245,7.249
100602,1607,0.99835,19.967
100602,1611,0.8420499999999999,16.840999999999998
100602,1612,0.9742,19.484
100603,1238,0.82005,16.401
100603,1551,0.92635,18.527
100603,1559,0.77125,15.425
100603,1562,0.1936,3.872
100603,1607,0.8294500000000001,16.589000000000002
100603,1608,0.8675499999999999,17.351
100603,1611,0.8257,16.514
100604,1238,0.95455,19.091
100604,1551,0.8773,17.546
100604,1559,0.9069,18.138
100604,1562,0.32925,6.585
100604,1607,0.96515,19.303
100604,1611,0.84135,16.827
100605,1238,0.8330499999999998,16.660999999999998
100605,1551,0.9394,18.788
100605,1559,0.7843,15.686
100605,1562,0.2065999999999999,4.132
100605,1607,0.8425,16.85
100605,1608,0.8806000000000003,17.612000000000005
100605,1611,0.8387499999999999,16.775
100606,1238,0.8042999999999999,16.086
100606,1551,0.55335,11.067
100606,1559,0.7570499999999999,15.140999999999998
100606,1562,0.1794,3.588
100606,1605,0.98155,19.631
100606,1607,0.8152999999999997,16.305999999999994
100606,1608,0.8517999999999999,17.035999999999998
100606,1611,0.65895,13.179
100606,1612,0.79245,15.849
100607,1562,0.5937,11.874
100608,1562,0.4526,9.052
100609,1238,0.91515,18.303
100609,1551,0.5972000000000001,11.944
100609,1562,0.44405,8.881
100609,1605,0.8958999999999999,17.918
100609,1607,0.9914,19.828
100609,1608,0.9623,19.246
100609,1611,0.7686499999999999,15.373
100609,1612,0.7068,14.136
100610,1238,0.8612,17.224
100610,1551,0.49645,9.929
100610,1559,0.81395,16.279
100610,1562,0.2363,4.726
100610,1605,0.92465,18.493
100610,1607,0.8722000000000003,17.444000000000006
100610,1608,0.9087,18.174
100610,1611,0.71585,14.317
100610,1612,0.73555,14.711
100611,1238,0.6198,12.396
100611,1333,0.9108,18.216
100611,1551,0.8301000000000001,16.602
100611,1559,0.9765,19.53
100611,1562,0.39885,7.977
100611,1605,0.7302500000000001,14.605
100611,1606,0.90845,18.169
100611,1607,0.69645,13.929
100611,1608,0.66735,13.347
100611,1611,0.4737,9.474
100611,1612,0.5412000000000001,10.824000000000002
100611,1653,0.96985,19.397
100611,1658,0.8208,16.416
100611,1660,0.91885,18.377
100611,1748,0.98745,19.749
100612,1238,0.66405,13.281
100612,1333,0.95615,19.123
100612,1551,0.7556499999999999,15.113
100612,1562,0.5955,11.91
100612,1592,0.96175,19.235
100612,1605,0.64485,12.897
100612,1606,0.95275,19.055
100612,1607,0.7403500000000001,14.807
100612,1608,0.7112,14.224
100612,1611,0.5175500000000001,10.351
100612,1612,0.45575,9.115
100612,1658,0.8657999999999999,17.316
100612,1660,0.8329000000000001,16.658
100613,1238,0.5614,11.228
100613,1333,0.8535,17.07
100613,1551,0.7721,15.442
100613,1562,0.71605,14.321
100613,1592,0.8591000000000001,17.182000000000002
100613,1605,0.5422,10.844
100613,1606,0.8500499999999999,17.000999999999998
100613,1607,0.6376999999999999,12.754
100613,1608,0.6085499999999999,12.171
100613,1611,0.4149,8.298
100613,1612,0.3531,7.062
100613,1653,0.91105,18.221
100613,1658,0.7631,15.262
100613,1660,0.7302500000000001,14.605
100613,1662,0.9799,19.598
100613,1695,0.9865,19.73
100613,1748,0.92975,18.595
100614,1588,0.8483499999999999,16.967
100614,1592,0.8897,17.794
100615,1584,0.8791499999999999,17.583
100615,1588,0.70695,14.139
100615,1592,0.9592,19.184
100616,1551,0.73595,14.719
100616,1584,0.72035,14.407
100616,1588,0.2748999999999999,5.497999999999998
100616,1592,0.36885,7.377000000000002
100616,1605,0.68575,13.715
100616,1612,0.87485,17.497
100616,1618,0.8884500000000003,17.769000000000005
100616,1663,0.8177999999999999,16.355999999999998
100616,1664,0.76825,15.365
100616,1666,0.9811,19.622
100617,1588,0.6642,13.284
100617,1592,0.6745,13.49
100617,1605,0.9914,19.828
100618,1551,0.8612,17.224
