person_id,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
26478,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0
26686,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,6,0,0,0,0,0
26844,0,0,0,0,2,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0
27726,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29625,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
107628,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
110675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112064,0,0,0,0,0,0,0,0,2,7,4,0,2,4,0,0,0,0,0,0,0
112535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264107,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
264108,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
264247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264248,0,0,0,2,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0
323689,0,0,0,0,0,0,0,2,7,7,7,7,7,7,4,0,0,0,0,0,0
323690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324051,0,0,2,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
324052,0,0,0,2,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
324909,0,0,2,7,7,7,7,7,7,7,7,4,2,7,7,4,0,0,0,0,0
324910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325431,0,0,0,2,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
325432,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
325623,0,0,0,0,2,7,4,0,0,0,0,0,2,7,7,4,0,0,0,0,0
325624,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
386007,0,0,0,2,7,7,7,7,4,2,4,0,0,0,0,0,0,0,0,0,0
386008,0,0,0,0,2,7,7,7,7,4,0,0,0,2,7,7,7,4,0,0,0
386061,0,0,0,0,2,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0
386062,0,0,0,2,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0
418441,0,0,0,6,7,7,7,7,7,7,7,7,7,4,2,7,4,0,0,0,0
418442,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595686,0,0,0,2,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0
644290,0,0,0,0,0,0,0,0,2,7,7,7,7,7,7,7,7,7,4,0,0
644291,0,0,0,2,7,7,7,7,7,7,7,7,7,4,0,2,7,7,7,4,0
644292,0,0,0,0,0,0,0,0,0,2,7,7,7,7,7,7,7,4,0,0,0
644476,0,2,4,2,7,7,7,7,7,7,7,7,7,4,6,4,0,0,0,0,0
644477,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
644478,0,0,0,0,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0
1263746,0,0,0,2,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0,0
1264249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265898,0,0,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0
1266941,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
1267567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356077,0,0,0,0,0,2,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
1356259,0,0,0,0,0,2,7,7,4,0,0,0,0,0,2,7,7,7,7,4,0
1356489,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0
1423759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424997,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1424998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427193,0,0,0,0,0,0,0,0,0,2,7,7,7,7,7,4,0,0,0,0,0
1427194,0,0,0,2,7,7,7,7,7,4,0,0,2,7,7,7,7,7,4,0,0
1476139,0,0,0,2,7,7,7,7,7,7,6,7,7,4,0,0,0,0,0,0,0
1476140,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0
1572659,0,0,0,2,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0
1572930,0,0,0,0,2,7,7,6,7,7,7,7,4,0,0,0,0,0,0,0,0
1631617,0,0,0,0,0,0,2,7,7,7,7,7,7,7,7,7,4,0,0,0,0
1632206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632248,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
1632281,0,0,0,2,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0
1632987,0,0,0,0,0,0,0,0,0,0,0,2,7,7,7,7,7,7,4,0,0
1633149,0,0,0,0,2,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0,0
1633214,0,0,0,0,0,0,0,0,2,7,6,4,2,7,7,4,0,0,0,0,0
1774265,0,0,0,0,0,0,0,0,0,0,0,2,7,7,7,7,7,7,7,4,0
1774266,0,0,0,0,0,0,2,7,7,7,7,7,7,7,7,7,4,0,0,0,0
1875721,0,0,0,0,2,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
1875722,0,0,0,0,0,0,2,7,7,7,7,7,7,4,0,0,0,0,0,0,0
1876067,0,0,0,0,2,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
1876068,0,0,0,2,7,7,7,7,7,7,4,0,2,4,0,0,0,0,0,0,0
1958677,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1958678,0,0,2,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0
2159057,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
2159058,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
2159059,0,0,0,0,2,7,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0
2219996,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
2219997,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
2219998,0,0,0,2,7,7,7,7,7,4,0,2,7,4,0,0,0,0,0,0,0
2458500,0,0,0,0,0,0,0,0,2,7,7,7,7,7,7,7,4,0,0,0,0
2458501,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
2458502,0,0,0,0,6,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
2458503,0,0,0,0,6,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0,0
2566698,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
2566699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566700,0,0,0,2,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0
2566701,0,0,0,0,2,7,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0
2566702,0,0,0,0,0,0,0,0,2,7,7,7,7,7,7,7,4,0,0,0,0
2877282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877284,0,0,0,2,7,7,7,4,0,0,0,2,7,4,0,0,0,0,0,0,0
2877285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877287,0,0,0,0,0,0,2,7,7,7,7,4,0,0,0,0,0,0,0,0,0
2936497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936550,0,0,0,0,0,0,0,0,2,4,2,7,7,4,0,0,0,0,0,0,0
2936845,0,0,0,0,0,0,0,0,0,2,7,4,2,4,0,0,0,0,0,0,0
2936848,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0
2957186,0,0,0,2,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0
3061894,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
3061895,0,0,2,7,7,7,7,7,7,4,0,2,4,2,7,4,0,0,0,0,0
3188482,0,0,0,0,2,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
3188483,0,0,0,0,0,6,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
3188484,0,0,0,0,0,6,7,7,4,0,0,0,2,4,0,0,0,0,0,0,0
3188485,0,0,0,0,0,6,2,7,7,7,7,7,7,7,7,7,7,7,7,4,0
3232955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233462,0,0,0,0,2,7,7,7,7,6,0,2,7,7,4,6,2,7,7,4,0
3328454,0,0,0,0,2,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
3328455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328568,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
3328569,0,0,0,0,0,0,6,0,0,0,2,7,4,0,0,0,0,0,0,0,0
3494722,0,0,0,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0
3494723,0,0,0,0,0,0,6,0,2,7,4,0,0,0,0,0,0,0,0,0,0
3495080,0,0,2,7,7,7,7,4,0,2,7,7,7,4,0,0,0,0,0,0,0
3495081,0,0,0,2,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0
3495342,0,0,0,2,7,7,7,7,7,7,7,7,6,7,7,7,7,7,4,0,0
3495343,0,0,0,0,0,0,0,0,0,2,7,7,7,4,0,0,0,0,0,0,0
3596364,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,4,0,0,0,0
3596365,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
3891102,0,0,0,2,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0
3891103,0,0,0,0,0,0,0,0,0,2,7,7,4,0,0,0,0,0,0,0,0
3891104,0,0,0,2,7,7,7,7,7,7,6,4,2,7,7,7,7,4,0,0,0
4171615,0,0,0,0,0,0,0,0,0,2,7,7,7,4,0,0,0,0,0,0,0
4171616,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4171617,0,0,0,0,0,2,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
4171618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171619,0,0,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0
4171620,0,0,0,2,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0
4171621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171622,0,0,0,0,0,2,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0
4171623,0,0,0,0,0,2,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0
4823797,0,0,0,0,0,2,4,2,7,7,7,7,7,4,0,0,0,0,0,0,0
5057160,0,0,0,2,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0
5057338,0,0,2,7,7,7,7,7,7,7,7,7,7,4,6,4,6,6,0,0,0
5057765,0,0,0,0,0,2,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0
5058585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5386806,0,0,0,0,0,0,0,2,7,7,7,7,7,7,7,7,4,0,0,0,0
5386807,0,0,0,0,2,7,7,6,7,7,7,7,7,7,7,7,4,0,0,0,0
5387236,0,0,0,2,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0
5387237,0,0,0,2,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5387752,0,0,0,0,0,0,0,0,2,7,7,7,6,6,7,7,7,7,4,0,0
5387753,0,0,0,0,0,0,0,0,0,0,2,7,7,4,0,0,0,0,0,0,0
5387762,0,0,0,2,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
5387763,0,0,0,0,2,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
5389226,0,0,0,0,0,2,7,7,7,7,7,7,7,7,4,0,6,0,0,0,0
5389227,0,0,2,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,0,0,0
5390966,0,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,6,0,0,0
5390967,0,0,2,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0
7305540,0,0,0,0,0,0,0,2,7,7,7,6,7,7,7,7,7,4,0,0,0
7305541,0,0,2,7,7,7,7,7,4,2,7,7,7,7,4,0,0,0,0,0,0
7453413,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
7511168,0,0,0,2,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0
7511873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7512109,0,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0
7512514,0,0,0,0,2,7,7,7,7,7,7,7,6,2,7,4,0,0,0,0,0
7512596,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
7513075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7513432,0,2,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0
7513546,0,0,0,2,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0,0
7513554,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0
7513565,0,0,0,0,0,2,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0
7523517,0,0,0,0,2,7,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0
7523648,0,0,0,2,7,7,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0
7523764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7539466,0,0,0,0,2,7,7,7,7,7,7,4,0,0,2,7,4,0,0,0,0
7539708,0,0,0,0,0,0,2,7,7,7,7,7,7,7,7,7,7,4,0,0,0
