coefficient_name,value,constrain
coef_one,1,T
coef_nest_root,1.00,T
coef_nest_AUTO_mandatory,.17,F
coef_nest_NONMOTORIZED_mandatory,0.17,F
coef_wait_mandatory,-0.0300,F
coef_trip_logsum_mandatory,0.200,F
SHARED2_asc_mandatory,-0.5460,F
SHARED3_asc_mandatory,-0.9820,F
WALK_asc_mandatory,-3.4000,F
SHARED2_coef_sentri_mandatory,0.1700,F
SHARED3_coef_sentri_mandatory,0.1230,F
SHARED2_coef_ready_mandatory,0.0,F
SHARED3_coef_ready_mandatory,0.0,F
SHARED2_coef_visit_mandatory,0.0,T
SHARED3_coef_visit_mandatory,0.00,T
WALK_coef_visit_mandatory,0.0,T
SHARED2_coef_other_mandatory,0.0,T
SHARED3_coef_other_mandatory,0.0,T
WALK_coef_other_mandatory,0.0,T
SHARED2_coef_calib_adj_mandatory,0.1608,F
SHARED3_coef_calib_adj_mandatory,0.2728,F
WALK_coef_calib_adj_mandatory,2.4348,F
SHARED2_coef_work_mandatory,0.0275,F
SHARED3_coef_work_mandatory,0.0935,F
WALK_coef_work_mandatory,-1.2362,F
SHARED2_coef_school_mandatory,-0.0868,F
SHARED3_coef_school_mandatory,0.0599,F
WALK_coef_school_mandatory,-0.9567,F
SHARED2_coef_shop_mandatory,0.0,T
SHARED3_coef_shop_mandatory,0.0,T
WALK_coef_shop_mandatory,0.0,T
coef_nest_AUTO_nonmandatory,.28,F
coef_nest_NONMOTORIZED_nonmandatory,.28,F
coef_wait_nonmandatory,-0.0120,F
coef_trip_logsum_nonmandatory,0.214,F
SHARED2_asc_nonmandatory,-1.0800,F
SHARED3_asc_nonmandatory,-1.3520,F
WALK_asc_nonmandatory,-1.9340,F
SHARED2_coef_sentri_nonmandatory,0.4210,F
SHARED3_coef_sentri_nonmandatory,-0.1550,F
SHARED2_coef_ready_nonmandatory,0.0,F
SHARED3_coef_ready_nonmandatory,0.0,F
SHARED2_coef_visit_nonmandatory,0.0754,F
SHARED3_coef_visit_nonmandatory,0.0684,F
WALK_coef_visit_nonmandatory,0.2257,F
SHARED2_coef_other_nonmandatory,0.0723,F
SHARED3_coef_other_nonmandatory,0.0925,F
WALK_coef_other_nonmandatory,0.4702,F
SHARED2_coef_shop_nonmandatory,-0.0608,F
SHARED3_coef_shop_nonmandatory,-0.0361,F
WALK_coef_shop_nonmandatory,0.6857,F
SHARED2_coef_calib_adj_nonmandatory,0.8914,F
SHARED3_coef_calib_adj_nonmandatory,0.9573,F
WALK_coef_calib_adj_nonmandatory,0.2989,F
SHARED2_coef_work_nonmandatory,0.0,T
SHARED3_coef_work_nonmandatory,0.0,T
WALK_coef_work_nonmandatory,0.0,T
SHARED2_coef_school_nonmandatory,0.0,T
SHARED3_coef_school_nonmandatory,0.0,T
WALK_coef_school_nonmandatory,0.0,T
