column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10,column_11,column_12,column_13,column_14,column_15,column_16,column_17,column_18,column_19,column_20,column_21,column_22,column_23,column_24,column_25,column_26,column_27,column_28,column_29,column_30,column_31,column_32,column_33,column_34,column_35,column_36,column_37,column_38,column_39,column_40,column_41,column_42,column_43,column_44,column_45,column_46,column_47,mgra
9.8809,6.56076,4.046069999999999,6.18595,11.88617,13.382079999999998,10.97777,11.974260000000001,11.47738,9.21588,10.2143,9.71563,9.80081,10.79624,10.30037,9.00018,9.9968,9.499789999999999,9.29753,10.294360000000001,9.79718,8.11887,9.11439,8.61844,11.185369999999999,12.18255,11.6851,3.59666,10.12908,11.62734,5.28257,10.70771,12.20229,4.16766,9.91238,11.40848,4.4067300000000005,10.205160000000001,11.70145,3.5800099999999997,9.02753,10.522219999999999,4.92544,12.3246,13.892479999999999,2.8834400000000002,6.843719999999999,100004
10.0864,9.79663,7.3845100000000015,9.434439999999999,12.191089999999999,13.610729999999998,11.33642,12.27101,11.82883,9.4818,10.4339,9.97608,10.20223,11.12812,10.693539999999999,9.3412,10.27402,9.83545,9.64476,10.58442,10.138119999999999,8.52409,9.451839999999999,9.01555,11.514660000000001,12.46389,12.00954,7.27521,10.354460000000001,11.79699,8.4196,11.04841,12.45665,7.4851800000000015,10.19805,11.612639999999999,7.6687,10.50334,11.92901,6.7164399999999995,9.37388,10.78487,8.28342,12.529589999999999,14.135979999999998,6.2219,10.061,100027
10.024610000000001,9.452010000000001,7.1028199999999995,9.09815,12.10492,13.5431,11.23841,12.18701,11.7321,9.38257,10.343069999999999,9.87927,10.113439999999999,11.05477,10.60534,9.21841,10.17053,9.713989999999999,9.55005,10.501380000000001,10.04392,8.43719,9.38044,8.92958,11.42867,12.38449,11.92235,7.0110800000000015,10.26273,11.71372,8.091330000000001,10.97218,12.402339999999999,7.0293,10.09206,11.5328,7.3547600000000015,10.41855,11.860339999999999,6.3857,9.3002,10.7326,7.95827,12.454930000000001,14.06109,5.8036,9.75035,100028
10.04231,9.651819999999999,7.7719,9.37624,12.142669999999999,13.5656,11.29038,12.22306,11.77865,9.394160000000001,10.35058,9.88911,10.189039999999999,11.10723,10.67356,9.27203,10.20802,9.763060000000001,9.59368,10.53234,10.08331,8.51202,9.43235,8.996739999999997,11.46362,12.410739999999999,11.95463,7.09779,10.2706,11.71829,8.45163,11.02721,12.43402,7.33286,10.13124,11.55525,7.59342,10.45093,11.88058,6.7472600000000025,9.35447,10.76445,8.19921,12.47231,14.090639999999999,6.46925,9.913789999999999,100029
10.04612,9.51953,7.61768,9.23958,12.13401,13.566410000000001,11.27466,12.21536,11.76445,9.39413,10.35486,9.88955,10.1677,11.09478,10.65447,9.25575,10.20042,9.74814,9.58082,10.52642,10.07131,8.49046,9.41976,8.97761,11.454880000000001,12.406889999999999,11.94615,6.9954100000000015,10.27433,11.72743,8.32553,11.013810000000001,12.43058,7.177169999999999,10.122580000000001,11.55723,7.46041,10.44408,11.88251,6.61835,9.340910000000001,10.7606,8.07671,12.475999999999999,14.087660000000001,6.3041800000000014,9.7731,100030
10.06638,10.09276,8.03524,9.78393,12.211960000000001,13.60075,11.38102,12.28881,11.86706,9.47583,10.412239999999999,9.96972,10.280610000000001,11.17216,10.76269,9.37594,10.2838,9.86502,9.67708,10.5937,10.16473,8.601280000000001,9.49553,9.08337,11.53542,12.465010000000001,12.02561,7.55965,10.335,11.75539,8.8274,11.096119999999999,12.46552,7.80072,10.21079,11.59538,7.98645,10.51538,11.91518,7.121460000000001,9.42121,10.795160000000001,8.62163,12.50879,14.1341,6.7344800000000005,10.31284,100031
10.0603,9.915239999999999,8.18945,9.67261,12.18948,13.5906,11.354519999999999,12.26758,11.837769999999999,9.43812,10.3832,9.93155,10.26299,11.15718,10.74105,9.33991,10.25607,9.82646,9.65022,10.572510000000001,10.13597,8.5834,9.48035,9.06127,11.51227,12.44762,12.00128,7.364489999999999,10.30464,11.73831,8.756689999999999,11.080039999999999,12.45994,7.6459899999999985,10.181510000000001,11.58269,7.867669999999999,10.49306,11.90429,7.0468399999999995,9.40499,10.789769999999999,8.48735,12.49613,14.12561,6.8813699999999995,10.150160000000001,100032
10.0584,9.84342,8.10056,9.59694,12.17908,13.586620000000002,11.339319999999999,12.25784,11.823780000000001,9.42801,10.37646,9.92183,10.24668,11.14692,10.72637,9.32284,10.24478,9.81045,9.6374,10.56423,10.12401,8.56767,9.47055,9.047239999999999,11.501339999999999,12.44,11.990860000000001,7.292510000000001,10.29747,11.735439999999999,8.687489999999999,11.06907,12.45585,7.5617,10.16953,11.57783,7.79741,10.484210000000001,11.90092,6.9782399999999996,9.39455,10.78587,8.41443,12.492360000000001,14.11854,6.7915100000000015,10.0838,100033
10.05596,9.88717,8.000210000000001,9.61018,12.17963,13.58491,11.33963,12.25815,11.82559,9.43764,10.382719999999999,9.931610000000001,10.23907,11.141919999999999,10.72095,9.33045,10.25004,9.819519999999999,9.63993,10.565760000000001,10.12743,8.55987,9.465489999999999,9.041789999999999,11.503789999999999,12.44089,11.99375,7.370539999999999,10.30424,11.73713,8.66697,11.06403,12.45147,7.6134,10.17534,11.5779,7.823060000000001,10.48603,11.89993,6.9568,9.38943,10.78134,8.44308,12.49182,14.11483,6.69385,10.12411,100034
10.061169999999999,10.03707,8.20161,9.770589999999999,12.2037,13.594779999999998,11.37415,12.28077,11.85753,9.45422,10.39352,9.947569999999999,10.282110000000001,11.170119999999999,10.76028,9.36505,10.27311,9.85177,9.668289999999999,10.58467,10.15414,8.60356,9.493739999999999,9.08142,11.5286,12.45862,12.01764,7.4844399999999975,10.31578,11.74117,8.83813,11.09401,12.463980000000001,7.770010000000001,10.19975,11.5883,7.96575,10.506160000000001,11.908339999999999,7.136310000000001,9.41942,10.79364,8.59423,12.500010000000001,14.132179999999998,6.90265,10.26413,100035
