MAZ,TAP,WALK_TRANSIT_DIST
100004,26,1.0544810606060606
100004,27,1.1461950757575756
100004,218,0.7257575757575757
100004,364,1.1709261363636363
100027,3,0.6834318181818182
100027,13,0.2357140151515152
100027,40,0.5101969696969697
100027,49,1.007278409090909
100027,51,0.31493939393939396
100027,73,1.322003787878788
100027,88,1.3726799242424241
100027,97,0.7940549431818181
100027,98,1.2623863636363637
100027,102,0.7830871212121212
100027,124,1.1679659090909091
100027,127,0.8681950757575757
100027,151,0.5822613636363637
100027,188,1.0951818181818185
100027,197,0.5843143939393939
100027,207,1.1017102272727273
100027,208,1.8768598484848484
100027,217,1.5252897727272727
100027,223,0.8476306628787877
100027,232,0.6379488636363636
100027,233,1.6947538068181818
100027,242,1.0740738636363636
100027,244,1.6478314393939393
100027,246,0.4017651515151515
100027,256,0.29646022727272725
100027,263,1.0892803030303029
100027,264,1.292094696969697
100027,265,0.35924242424242425
100027,268,1.2623863636363637
100027,269,1.3596932007575755
100027,270,1.2054659090909092
100027,279,1.3659734848484848
100027,287,0.3644223484848485
100027,288,0.5120833333333333
100027,289,0.7489526515151514
100027,290,1.041246212121212
100027,291,1.041246212121212
100027,298,0.22916666666666666
100027,322,0.13636363636363635
100027,333,0.6508731060606061
100027,358,2.000530303030303
100027,373,1.6932973484848486
100027,374,0.7576553030303029
100027,375,1.7387897727272723
100027,376,0.44552840909090907
100027,389,1.204623106060606
100027,392,0.2399621212121212
100027,398,0.6218541666666666
100027,401,0.5931666666666667
100027,404,1.2714583333333334
100027,414,1.2346401515151515
100027,427,0.4695587121212122
100027,428,1.0418579545454545
100027,430,0.9170056818181818
100027,437,1.7184962121212122
100027,443,1.1489337121212122
100027,445,1.1941363636363636
100027,449,1.6109280303030304
100027,477,1.3534469696969698
100027,478,1.4225454545454546
100027,483,0.2566628787878788
100027,495,0.674782196969697
100027,497,0.6824488636363636
100027,501,1.0740738636363636
100027,508,2.122676136363636
100027,510,1.9363257575757569
100027,511,1.570399621212121
100027,513,1.204623106060606
100027,517,1.5859337121212118
100027,518,1.2543787878787878
100027,524,1.1060359848484849
100027,530,1.2411742424242425
100027,534,0.6602026515151515
100027,536,0.674782196969697
100027,548,0.9057784090909092
100027,549,1.1627159090909092
100027,550,1.8834753787878789
100027,551,1.957969696969697
100027,554,1.072130681818182
100027,555,0.9282424242424242
100027,557,0.22063636363636369
100027,559,1.232939393939394
100027,563,0.11541666666666668
100027,572,2.1535227272727275
100027,578,0.5773030303030303
100027,582,0.9451439393939394
100027,584,1.1742859848484848
100027,585,1.9538655303030303
100027,586,1.4625492424242426
100027,587,1.3560378787878788
100027,588,1.8444242424242423
100027,592,0.29646022727272725
100027,597,0.9057784090909092
100027,598,0.8002083333333334
100027,601,0.6963219696969697
100027,602,0.4017651515151515
100027,603,0.3044583333333333
100027,604,0.3497727272727273
100027,605,1.041246212121212
100027,606,0.2357140151515152
100027,607,0.3998409090909091
100027,608,1.212246212121212
100027,609,1.2346401515151515
100027,611,0.4881988636363637
100027,612,0.29646022727272725
100027,613,1.6748162878787882
100027,614,1.8943182007575758
100027,615,1.9502348484848484
100027,616,0.7914469696969697
100027,617,1.9222083333333333
100027,618,1.8560378787878784
100027,633,1.157630681818182
100027,635,0.5360265151515151
100027,651,0.9883693181818182
