MAZ,TAZ,level_0,index,MAZ_ORIGINAL,TAZ_ORIGINAL,DistID,DistName,CountyID,CountyName,ACRES,HH,POP,ag,art_rec,constr,eat,ed_high,ed_k12,ed_oth,fire,gov,health,hotel,info,lease,logis,man_bio,man_lgt,man_hvy,man_tech,natres,prof,ret_loc,ret_reg,serv_bus,serv_pers,serv_soc,transp,util,emp_total,publicEnrollGradeKto8,privateEnrollGradeKto8,publicEnrollGrade9to12,privateEnrollGrade9to12,comm_coll_enroll,EnrollGradeKto8,EnrollGrade9to12,collegeEnroll,otherCollegeEnroll,AdultSchEnrl,hstallsoth,hstallssam,dstallsoth,dstallssam,mstallsoth,mstallssam,park_area,hparkcost,numfreehrs,dparkcost,mparkcost,ech_dist,hch_dist,parkarea,MAZ_X,MAZ_Y,TotInt,EmpDen,RetEmpDen,DUDen,PopDen,IntDenBin,EmpDenBin,DuDenBin,PopEmpDenPerMi,mgra,mgraParkArea,lsWgtAvgCostM,lsWgtAvgCostD,lsWgtAvgCostH,TERMINALTIME
100288,288,287,4630,10290,290,1,Downtown SF,1,San Francisco,46.135,453,868,0,1244,32,413,0,0,20,22,5,369,0,210,0,1,0,1,19,4,0,516,12,119,15,21,1,8,0,3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,372.261292736,372.261292736,371.0,371.0,371.0,371.0,2612.927358,2.748367023,0,4.63,92.6,3,3,1,4782729.0,3737407.0,77,42.61098236049904,6.248874266021447,19.93539787941738,35.20215180297554,1,3,3,30512.197917958707,100288,1,187.7406827174896,12.239974519833169,3.211900771745436,1
100321,321,320,24798,10324,324,1,Downtown SF,1,San Francisco,54.21,1538,2899,0,185,54,349,5,0,12,113,45,155,16,475,0,55,0,55,0,0,0,739,134,23,27,133,2,15,0,2636,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,961.1582733999999,961.1582733999999,952.1582733999999,952.1582733999999,952.1582733999999,952.1582733999999,0.0,3.086674523,0,2.8475078560000004,56.950157125,1,1,1,4778523.0,3747180.0,167,57.73550808747111,11.292816811368532,23.692772525812412,47.83197202867133,3,3,3,35741.275318594046,100321,1,86.76732572026674,6.137181948691385,4.647420784698161,1
100322,322,321,21429,10325,325,1,Downtown SF,1,San Francisco,137.66299999999998,533,1101,8,133,66,2247,65,0,3,615,455,15,1162,22,0,356,0,356,0,0,0,668,996,186,208,103,24,137,0,7623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1882.0,1882.0,1874.0,1874.0,1874.0,1874.0,0.0,5.682666667,0,7.773333332999999,155.47,2,2,1,4776173.0,3748672.0,93,45.16737808088253,5.880304220697697,10.128540534411119,20.99819379085232,2,3,3,38003.62546792404,100322,1,143.51861941529057,6.451981117535699,4.9191269155246,1
100330,330,329,1867,10334,334,1,Downtown SF,1,San Francisco,7.622000000000001,1015,1486,0,5,0,17,0,0,3,17,0,21,3,0,0,0,0,0,0,0,0,17,24,0,0,19,0,0,0,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.78,0,0.0,0.0,1,1,1,4776175.0,3741663.0,119,99.27214299750702,15.988579310982587,66.64187817161088,105.35238836507672,2,3,3,35161.98610610765,100330,1,261.49504098099646,11.166427488315184,5.8589176161627,1
100331,331,330,7560,10335,335,1,Downtown SF,1,San Francisco,11.356,1451,2186,0,1,9,71,0,0,0,21,0,0,76,1,0,0,0,0,0,0,0,7,12,0,8,32,0,0,0,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.78,0,0.0,0.0,1,1,1,4777007.0,3741746.0,117,174.22661300450306,23.60178368885513,61.235066988001755,99.86504723346829,2,3,3,34098.32479154403,100331,1,186.30656706259504,9.296514212190392,4.734163599243573,1
100332,332,331,7484,10336,336,1,Downtown SF,1,San Francisco,15.202,1749,2937,0,52,0,110,0,0,0,23,0,6,22,0,0,0,0,0,0,0,0,10,80,0,3,63,11,0,0,416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,103.0,103.0,100.0,100.0,100.0,100.0,0.0,3.835,0,2.3775,47.55,1,1,1,4775335.0,3740364.0,82,76.0358767318736,6.0821158975154015,74.77671322708312,111.04942164378453,2,3,3,34674.030552990385,100332,1,139.27522875895028,7.422111261695883,5.144107416800968,1
100333,333,332,3288,10337,337,1,Downtown SF,1,San Francisco,7.544,1229,1791,0,5,2,46,0,0,1,14,0,0,5,25,0,0,0,0,0,2,0,1,20,2,4,23,0,1,0,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,2500.0,1.78,0,0.0,0.0,1,1,1,4775386.0,3739849.0,80,95.86875460197584,6.264593431430066,71.22185165789256,105.07270629648735,2,3,3,33753.94270822374,100333,1,141.3569264318084,7.296910379448304,5.322638466410824,1
100334,334,333,12301,10338,338,1,Downtown SF,1,San Francisco,22.928,1920,3271,0,41,74,250,0,0,0,39,15,7,101,63,0,2,0,2,0,0,0,103,47,9,5,108,27,3,5,905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,486.0,486.0,480.0,480.0,480.0,480.0,0.0,3.954285714,0,2.141428571,42.828571429,1,1,1,4774390.0,3740092.0,76,73.57691728771954,4.720130604431441,64.36629448520472,97.2759867697402,1,3,3,34032.80132351647,100334,1,76.53849880066852,5.402452265093143,4.5177097124153525,1
100335,335,334,7744,10339,339,1,Downtown SF,1,San Francisco,11.365,1133,2310,0,0,4,94,0,0,0,30,0,54,43,3,0,5,0,5,0,0,0,0,8,2,8,37,245,24,0,560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.78,0,0.0,0.0,1,1,1,4775215.0,3739140.0,80,94.74509772295632,4.907317427226942,64.51086101848006,95.05961765666521,2,3,3,33527.532080214296,100335,1,92.46517410462968,5.450081028586059,4.313669318584047,1
100336,336,335,2309,10340,340,1,Downtown SF,1,San Francisco,11.362,1614,2283,0,5,4,7,0,0,3,75,47,0,24,0,0,2,0,2,0,0,0,10,18,0,2,42,124,26,0,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.71382353,0,0,32.0,32.0,30.0,30.0,30.0,30.0,0.0,9.52,0,5.57,111.4,1,1,1,4775694.0,3739188.0,81,96.6027679090947,5.13546629279307,65.72840810474285,96.92050750957684,2,3,3,33677.868435000266,100336,1,121.7883477639249,6.569788155106767,4.81687976367173,1
100337,337,336,18052,10341,341,1,Downtown SF,1,San Francisco,24.447,883,1072,0,182,5,116,175,0,10,38,57,26,17,18,0,2,0,2,0,0,0,120,18,0,16,111,3,2,0,953,0.0,0.0,0.0,0.0,0.0,25.183698108,10.493207547,1636.68794121,0,0,406.0,406.0,400.0,400.0,400.0,400.0,0.0,1.954285714,0,2.292857143,45.857142857,1,1,1,4775514.0,3738074.0,93,88.44759606126833,5.496426388081354,53.296640636538534,80.32634564296036,2,3,3,33417.27462663373,100337,1,71.80589560396633,4.31510907340517,3.7350212365498434,1
100338,338,337,13774,10342,342,1,Downtown SF,1,San Francisco,30.980999999999998,1113,1736,0,6,42,0,0,0,0,63,0,5,4,3,0,4,0,4,0,0,0,91,1,1,10,22,0,0,0,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,4,4773769.0,3745858.0,220,24.83559108632831,10.072530353481476,26.839743601595178,48.029404097419565,3,2,3,35052.93067008211,100338,4,0.0,0.0,0.0,1
100339,339,338,15591,10343,343,1,Downtown SF,1,San Francisco,31.926,652,1073,0,23,6,208,0,0,2,29,80,2,6,0,0,0,0,0,0,0,0,21,113,4207,6,7,0,0,0,4881,0.0,0.0,2148.0,0.0,0.0,5344.488,2226.87,0.0,0,0,280.0,280.0,280.0,280.0,280.0,280.0,0.0,0.857142857,0,2.497142857,49.94285714300001,1,1,4,4773900.0,3747085.0,168,28.658101889934144,12.607869823370175,24.096535702356558,41.60497335347402,3,2,3,35390.3731663402,100339,4,49.94285583496094,2.497142791748047,0.8571428656578064,1
100341,341,340,27612,10345,345,1,Downtown SF,1,San Francisco,64.492,786,1491,0,24,11,248,180,0,11,101,0,8,320,9,25,6,0,6,0,0,0,118,186,19,108,1261,5,9,0,2695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,125.0,125.0,120.0,120.0,120.0,120.0,25000.0,1.146153846,0,1.615384615,32.307692308,1,1,4,4774666.0,3747627.0,144,36.13672161080289,12.32781885490133,16.517351043871702,30.691132357514768,3,3,3,35704.61552490337,100341,4,32.307693481445305,1.615384578704834,1.1461538076400757,1
100342,342,341,8937,10346,346,1,Downtown SF,1,San Francisco,14.919,547,1032,0,32,0,0,0,0,0,14,0,0,0,21,0,0,0,0,0,0,0,134,3,0,7,0,0,0,0,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.78,0,0.0,0.0,1,1,1,4779170.0,3745185.0,210,93.70074071145856,11.770344858256786,30.39931216120728,63.83262589377042,3,3,3,33347.117513939615,100342,1,198.3919098956992,10.743288857735047,5.85602916966796,1
100343,343,342,17169,10347,347,1,Downtown SF,1,San Francisco,34.196,1092,2431,0,5,16,4,0,0,0,26,4,0,0,0,0,2,0,2,0,0,0,8,5,3,4,3,0,0,1,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.2884211,0,0,3.0,3.0,0.0,0.0,0.0,0.0,2500.0,0.593333333,0,0.0,0.0,1,1,4,4776044.0,3745398.0,290,25.51558311469409,2.8012125436456534,37.82075308341608,73.7038912305389,3,2,3,36106.353593083295,100343,4,0.0,0.0,0.5933333039283752,1
100344,344,343,10928,10349,349,1,Downtown SF,1,San Francisco,32.094,942,1910,0,100,0,94,200,0,7,14,18,0,16,7,0,0,0,0,0,0,0,14,46,0,2,33,6,0,0,609,263.0,0.0,0.0,0.0,0.0,0.0,0.0,321.43157899,0,0,7.841726603,7.841726603,2.841726603,2.841726603,2.841726603,2.841726603,0.0,1.038521246,0,0.122488216,2.449764313,1,1,4,4775719.0,3746495.0,240,40.046311793361184,12.076115165143287,23.118484942760038,44.758221721648795,3,3,3,36693.590881743534,100344,4,2.4497642517089844,0.12248821556568144,1.0385212898254397,1
100345,345,344,9144,10350,350,1,Downtown SF,1,San Francisco,22.468000000000004,818,1678,0,0,3,20,0,0,0,22,0,0,0,9,0,2,0,2,0,0,0,47,11,3,5,19,12,0,0,193,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.78,0,0.0,0.0,1,1,1,4777649.0,3746248.0,252,33.105304856750976,3.0328071356158905,36.68049604002852,76.35120360983562,3,3,3,34821.29882564848,100345,1,106.03333773066663,6.599182914018291,4.5996699089085284,1
100346,346,345,18034,10351,351,1,Downtown SF,1,San Francisco,32.896,908,1635,0,0,5,3,18,0,9,51,0,14,5,3,0,19,0,19,0,0,0,109,11,102,3,0,0,0,0,410,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,97.0,97.0,90.0,90.0,90.0,90.0,17500.0,2.22375,0,0.73125,14.61625,1,1,1,4779224.0,3745883.0,195,89.00545708363295,11.691484411354114,28.89557510893016,59.81904902914674,3,3,3,33664.861666482735,100346,1,131.32684733926814,8.647615113229097,5.0909518690738444,1
100347,347,346,4633,10352,352,1,Downtown SF,1,San Francisco,12.677,240,683,0,15,10,12,0,0,3,17,0,13,0,9,0,4,0,4,0,0,0,55,16,3,0,59,4,0,0,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,43.0,43.0,40.0,40.0,40.0,40.0,10000.0,3.835,0,2.5,50.0,1,1,1,4776837.0,3746309.0,273,35.76861530592865,4.176327126194279,24.49760909502884,49.2866773096255,3,3,3,36946.42235686367,100347,1,132.76228853031543,7.121100870568865,4.568755556498142,1
100348,348,347,44652,10353,353,1,Downtown SF,1,San Francisco,90.258,454,934,0,81,179,413,40,0,5,895,9,26,16,1354,80,205,0,205,0,12,0,2851,1186,1506,148,268,39,154,0,9792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2312.0,2312.0,2301.0,2301.0,2301.0,2301.0,0.0,5.933684211,0,8.13,162.604736842,1,1,1,4780669.0,3746060.0,92,102.25191322707623,13.703967656638179,19.638468352659867,35.25732820919281,2,3,3,33456.403369557775,100348,1,207.537553611927,12.334127977397921,6.375036290640535,1
100349,349,348,6639,10354,354,1,Downtown SF,1,San Francisco,10.825,641,1059,0,2,2,126,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,27,36,3,1,17,0,0,0,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.15,0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.78,0,0.0,0.0,1,1,1,4778453.0,3745288.0,246,79.89208009834903,9.993729424674717,33.194858128233264,67.85010024669765,3,3,3,34766.81716739462,100349,1,199.09071699211643,10.136254714428182,5.484484728949502,1
100350,350,349,7521,10355,355,1,Downtown SF,1,San Francisco,16.949,544,1230,0,32,12,573,0,0,3,53,0,202,30,0,0,32,0,32,0,0,0,73,43,6,141,59,150,53,0,1475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.15,0,0,33.0,33.0,30.0,30.0,30.0,30.0,10000.0,2.835,0,4.47,89.4,1,1,1,4777920.0,3745253.0,264,66.01865265603408,4.906836859357372,38.24884895176168,78.26237891462105,3,3,3,34505.24996243506,100350,1,225.81140008357158,9.078142218436634,5.09939988739229,1
100351,351,350,10697,10356,356,1,Downtown SF,1,San Francisco,18.488,629,1278,0,135,24,320,0,0,0,215,0,16,15,97,0,90,0,90,17,0,0,461,79,42,74,40,48,3,0,1769,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,695.0,695.0,694.0,694.0,694.0,694.0,0.0,7.8279999999999985,0,12.767999999999999,255.35,1,1,1,4779411.0,3744514.0,198,193.8494111847621,18.74228499506037,26.44971382508682,53.03680777086613,3,3,3,33093.897190523305,100351,1,197.5905738307586,9.83681737069789,5.5386615613352745,1
100352,352,351,3619,10357,357,1,Downtown SF,1,San Francisco,12.349,591,1364,0,0,15,88,0,0,2,24,75,45,0,0,0,2,0,2,0,0,0,0,42,5,4,43,0,5,0,416,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,209.0,209.0,207.0,207.0,207.0,207.0,0.0,3.036666667,0,7.356666667000001,147.116666667,1,1,1,4777449.0,3744843.0,281,61.19523040645387,4.425031122718896,38.72197234453883,77.38691095460706,3,3,3,34236.11747717567,100352,1,182.35115443348263,9.538548140393912,4.5929983481134125,1
100353,353,352,8598,10358,358,1,Downtown SF,1,San Francisco,13.338,830,1857,0,3,17,191,2,0,4,79,100,47,22,12,0,30,0,30,0,0,0,35,160,9,17,20,5,0,0,783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,113.0,113.0,110.0,110.0,110.0,110.0,0.0,2.4725,0,5.07,101.41,1,1,1,4777348.0,3744138.0,274,69.0045726048662,4.952249181655587,43.12970337124153,84.38016738096043,3,3,3,33795.61290147299,100353,1,171.7980094983557,10.143921784048283,4.8325521809957115,1
100354,354,353,3963,10359,359,1,Downtown SF,1,San Francisco,12.45,353,879,1,29,33,173,0,0,0,47,49,39,0,7,0,17,0,17,0,0,0,18,18,11,16,35,2,7,0,538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,251.0,251.0,251.0,251.0,251.0,251.0,0.0,8.005,0,21.085,421.72,1,1,1,4777235.0,3745281.0,291,32.61403111312491,3.2519634496299656,41.34099833861955,83.06666289080201,3,3,3,34368.39335148709,100354,1,284.56382449963417,10.095043265685028,5.043521692432512,1
100355,355,354,28859,10360,360,1,Downtown SF,1,San Francisco,48.793,704,873,0,301,367,229,10,0,10,170,10284,46,8,56,0,10,0,10,0,0,5,419,80,5,80,1004,361,34,9,13675,362.0,0.0,0.0,0.0,0.0,32.84830188,13.686792452999999,126.34082352600001,0,0,1558.0,1558.0,1551.0,1551.0,1551.0,1551.0,15000.0,3.513636364,0,4.067272727,81.345454545,1,1,1,4774582.0,3737808.0,102,78.07339659026984,3.784206800778015,49.02654757036487,75.80660897290858,2,3,3,32989.49926626496,100355,1,75.16689846344764,3.568601938699817,3.456343742904592,1
100356,356,355,9626,10361,361,1,Downtown SF,1,San Francisco,15.477,1188,1735,0,0,30,157,0,0,0,8,0,23,48,32,0,0,0,0,0,0,0,17,56,22,60,25,229,15,0,805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.7974118,0,0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.78,0,0.0,0.0,1,1,1,4774467.0,3739239.0,77,79.34995674408927,4.772386302659965,62.96308463922382,93.888323094276,1,3,3,33029.8411905127,100356,1,64.63955933213937,4.252141476003216,3.9867064151280918,1
