OMAZ,DMAZ,BIKE_DIST
100004,100578,2.9690606060606064
100004,100579,2.068070075757576
100027,100028,1.3896477272727272
100027,100029,1.3093617424242423
100027,100030,1.3774734848484849
100027,100031,1.0054829545454544
100027,100032,1.1858030303030302
100027,100033,1.1104469696969697
100027,100034,1.0233162878787878
100027,100035,1.1539034090909093
100027,100036,1.0899469696969697
100027,100037,0.9075075568181818
100027,100038,0.37916666666666665
100027,100039,1.0266704545454546
100027,100080,0.4498693181818182
100027,100286,1.5505928030303031
100027,100287,2.0491572159090907
100027,100288,1.1644791666666667
100027,100321,1.931124981060606
100027,100322,2.0943314393939394
100027,100330,1.244727272727273
100027,100331,1.0174526515151514
100027,100332,1.3313863636363636
100027,100333,1.3361363636363637
100027,100334,1.5376041666666669
100027,100335,1.322625
100027,100336,1.347689393939394
100027,100337,1.3432121212121209
100027,100338,2.2082613636363644
100027,100339,2.6385265151515163
100027,100341,2.252119318181818
100027,100342,1.2748200757575758
100027,100343,1.7892462121212118
100027,100344,1.895373106060606
100027,100345,1.6383125
100027,100346,1.6282689393939394
100027,100347,1.7111382575757574
100027,100348,1.2949526515151517
100027,100349,1.4185871212121213
100027,100350,1.7161628787878789
100027,100351,1.4948674242424242
100027,100352,1.5170511363636363
100027,100353,1.3556799242424242
100027,100354,1.5575511363636363
100027,100355,1.524935606060606
100027,100356,1.5160814204545454
100027,100357,1.0929829545454546
100027,100358,0.9055113636363638
100027,100379,1.8605871212121208
100027,100380,1.6532746212121214
100027,100381,1.693494318181818
100027,100382,2.327157178030303
100027,100383,2.033651496212121
100027,100384,2.207231060606061
100027,100385,1.9682897727272728
100027,100386,2.1351098484848485
100027,100387,1.862823863636364
100027,100388,1.7404318181818181
100027,100389,1.6165700757575756
100027,100390,1.5175170454545457
100027,100391,1.4134545454545455
100027,100392,1.3164261363636365
100027,100393,1.3795075757575759
100027,100394,1.355037878787879
100027,100395,1.1277973484848485
100027,100396,0.9349204545454546
100027,100397,0.9678238636363636
100027,100398,0.7098484848484848
100027,100399,0.5932935606060606
100027,100400,0.9863314393939394
100027,100409,0.4212121212121212
100027,100410,0.7102670454545454
100027,100411,0.9236609848484848
100027,100412,1.3714375
100027,100413,0.7047196969696969
100027,100417,1.5188428030303032
100027,100418,1.4075227272727269
100027,100419,1.1513238636363636
100027,100541,0.9236439393939394
100027,100542,1.1101098484848486
100027,100543,1.1764261363636364
100027,100552,1.7633162878787878
100027,100555,1.1362708333333331
100027,100556,1.4091950757575755
100027,100557,0.9157386363636364
