OMAZ,DMAZ,WALK_DIST
100004,100578,2.9667594696969686
100004,100579,2.068070075757576
100027,100028,1.254352272727273
100027,100029,1.280744318181818
100027,100030,1.3727708333333333
100027,100031,0.8864033901515151
100027,100032,1.0847291477272727
100027,100033,1.1228011363636363
100027,100034,0.9759583333333334
100027,100035,1.0348238636363636
100027,100036,1.0560662878787879
100027,100037,0.8021723484848485
100027,100038,0.37916666666666665
100027,100039,0.5766704545454546
100027,100080,0.4498693181818182
100027,100286,1.0918693181818182
100027,100287,1.9401041666666667
100027,100288,0.8871799242424243
100027,100321,1.886399640151515
100027,100322,1.9590359848484848
100027,100330,1.2161742424242423
100027,100331,1.0167045454545454
100027,100332,1.2462329545454545
100027,100333,1.2170567992424244
100027,100334,1.4139223484848484
100027,100335,1.3200700568181818
100027,100336,1.2286098295454546
100027,100337,1.3348655303030303
100027,100338,2.038602272727273
100027,100339,2.502945075757576
100027,100341,2.0803617424242424
100027,100342,1.2715265151515152
100027,100343,1.6187803030303032
100027,100344,1.7597916666666669
100027,100345,1.5030170454545455
100027,100346,1.3741287878787878
100027,100347,1.572500018939394
100027,100348,1.2916590909090908
100027,100349,1.2494659090909093
100027,100350,1.580867424242424
100027,100351,1.0463503787878787
100027,100352,1.3817557007575758
100027,100353,1.2203844886363635
100027,100354,1.422255681818182
100027,100355,1.5399318181818182
100027,100356,1.4164545265151516
100027,100357,1.0800397727272726
100027,100358,0.8714412689393939
100027,100379,1.831217803030303
100027,100380,1.5506420643939394
100027,100381,1.5563352462121212
100027,100382,2.1895
100027,100383,2.005346590909091
100027,100384,2.069573863636364
100027,100385,1.9399848484848483
100027,100386,2.1026969696969697
100027,100387,1.831221590909091
100027,100388,1.711125
100027,100389,1.5863996212121214
100027,100390,1.4890890151515153
100027,100391,1.3841477272727274
100027,100392,1.2969431818181818
100027,100393,1.3509526515151515
100027,100394,1.3480227272727274
100027,100395,1.1270492424242424
100027,100396,0.8285416666666666
100027,100397,0.9204659090909092
100027,100398,0.7087537878787878
100027,100399,0.5932935606060606
100027,100400,0.9863314393939394
100027,100409,0.4212121212121212
100027,100410,0.4390492424242424
100027,100411,0.9236609848484848
100027,100412,1.2692215909090907
100027,100413,0.7047196969696969
100027,100417,1.4904147727272727
100027,100418,1.3614071969696968
100027,100419,1.1031590909090907
100027,100541,0.9230227272727274
100027,100542,1.1101098484848486
100027,100543,1.1764261363636364
100027,100552,1.7633162878787878
100027,100555,1.1354640151515152
100027,100556,1.4091950757575755
100027,100557,0.9146818181818184
100027,100558,1.9411893939393936
100027,100559,0.6344223484848485
100027,100562,0.7586155303030303
100027,100563,1.2806382575757576
100027,100570,0.5994412878787879
100027,100575,1.2328238636363638
100027,100576,0.8055056818181817
100027,100577,0.23045454545454544
100027,100580,1.1007007575757577
100027,100581,0.7986799242424242
100027,100582,0.6648049242424242
100027,100583,1.7695170454545452
100027,100584,1.080905303030303
100027,100585,1.0588825757575755
100027,100586,1.2915587121212122
100027,100587,1.257626893939394
100027,100588,2.129818181818182
100027,100589,1.8014280303030306
100027,100590,1.8811988825757573
100027,100591,1.5339015151515152
100027,100592,1.5405492424242424
100027,100595,2.2380303030303037
100027,100636,1.2091931818181818
100028,100027,1.254352272727273
100028,100029,0.7388617424242424
100028,100030,0.5488522727272728
100028,100031,0.9561875
100028,100032,1.1795814393939392
100028,100033,1.074683712121212
100028,100034,0.8982575568181819
100028,100035,1.1963200568181822
100028,100036,1.2610605871212122
100028,100037,1.2152102083333334
100028,100038,1.6211590909090907
100028,100039,1.5893049242424244
100028,100080,1.3353503787878789
100028,100286,2.1045037878787882
100028,100287,2.760873087121212
100028,100288,1.899814393939394
100028,100321,0.6050700757575758
100028,100322,0.7908522727272727
100028,100330,0.8046496212121212
100028,100331,0.6127064393939394
100028,100332,1.1963541477272728
100028,100333,1.3111571969696971
100028,100334,1.3983219507575757
100028,100335,1.4767670265151516
100028,100336,1.3869488636363636
100028,100337,1.5748560416666668
100028,100338,0.8941969696969696
100028,100339,1.3585397727272728
100028,100341,0.9359564393939396
100028,100342,0.3044450757575758
100028,100343,0.41565719696969705
100028,100344,0.6153863636363636
100028,100345,0.4303806818181818
100028,100346,0.4326098484848485
100028,100347,0.42809469696969693
100028,100348,0.5326306818181819
100028,100349,0.21084848484848484
100028,100350,0.4666666666666667
100028,100351,0.27830492424242426
100028,100352,0.10151515151515153
100028,100353,0.06893939393939394
100028,100354,0.5581893939393939
100028,100355,1.7799223295454547
100028,100356,1.5888333143939393
100028,100357,1.3200302840909093
100028,100358,1.0394905113636363
100028,100379,0.3770189393939393
100028,100380,0.34908333333333336
100028,100381,0.31990530303030296
100028,100382,0.6963806818181818
100028,100383,0.9506742424242424
100028,100384,0.8785625
100028,100385,0.6664109848484848
100028,100386,0.6758068181818182
100028,100387,0.8514261363636363
100028,100388,0.919189393939394
100028,100389,0.9586609848484848
100028,100390,1.1409715909090907
100028,100391,0.5822518939393939
100028,100392,0.5235795454545454
100028,100393,0.43148106060606056
100028,100394,0.2124791666666667
100028,100395,0.30278219696969705
