coefficient_name,value,constrain
coef_dummy,1,T
coef_roundtrip_auto_time_to_work,0.003195,F
coef_ft_worker_departure,0.3971,F
coef_ft_worker_duration,-0.1908,F
coef_non_worker_departure,0.5539,F
coef_univ_departure,0.28,F
coef_univ_duration,-0.2907,F
coef_student_driver_duration,0.03464,F
coef_all_adults_ft_worker_duration,0.1093,F
coef_subsequent_tour_must_start_after_previous_tour_ends,-100,T
coef_first_of_2plus_school_tours_departure,-0.3002,F
coef_first_of_2plus_school_tours_duration,-0.1593,F
coef_subsequent_2plus_school_tours_duration,-0.2338,F
coef_hh_income_early_departure,-0.8837,F
coef_hh_income_late_arrival,-0.3533,F
coef_first_of_2plus_school_lt_6_hours,1.487,F
coef_subsequent_of_2plus_school_lt_6_hours,2.142,F
coef_school_plus_work_tours_by_student_lt_6_hours,1.73,F
coef_school_plus_work_tours_by_worker_lt_6_hours,2.142,F
coef_mode_choice_logsum,2.127,F
coef_previous_tour_ends_this_departure_hour,-0.5995,F
coef_previous_tour_begins_this_arrival_hour,-1.102,F
coef_adjacent_window_exists_before_this_departure_hour_first_tour_interaction,0.08975,F
coef_adjacent_window_exists_after_this_arrival_hour_first_tour_interaction,-0.003049,F
coef_adjacent_window_exists_before_this_departure_hour_second_plus_tour_interaction,-0.44,F
coef_adjacent_window_exists_after_this_arrival_hour_second_plus_tour_interaction,-0.5271,F
coef_remaining_work_school_tours_to_be_scheduled_div_number_of_unscheduled_hours,-16.67,F
coef_departure_constants_early,-3.820662404,F
coef_departure_constants_am_peak_1,-1.617644056,F
coef_departure_constants_am_peak_2,0,T
coef_departure_constants_am_peak_3,-0.073826841,F
coef_departure_constants_am_peak_4,-2.080570769,F
coef_departure_constants_midday_1,-2.985739457,F
coef_departure_constants_midday_2,-3.628434646,F
coef_departure_constants_pm_peak,-3.10250515,F
coef_departure_constants_evening,-5.230287836,F
coef_departure_constants_late,-11.88604728,F
coef_arrival_constants_early,-2.428718399,F
coef_arrival_constants_am_peak,-2.428718399,F
coef_arrival_constants_midday_1,-1.237908768,F
coef_arrival_constants_midday_2,-0.539768931,F
coef_arrival_constants_pm_peak_1,0,T
coef_arrival_constants_pm_peak_2,-0.389169248,F
coef_arrival_constants_pm_peak_3,-0.198120349,F
coef_arrival_constants_pm_peak_4,-0.253624684,F
coef_arrival_constants_evening,-0.870146904,F
coef_arrival_constants_late,-1.75200049,F
coef_duration_constants_0_to_2_hours,-1.409955689,F
coef_duration_constants_3_to_4_hours,-0.745893252,F
coef_duration_constants_5_to_6_hours,-0.567636622,F
coef_duration_constants_7_to_8_hours,0,T
coef_duration_constants_9_hours,-0.650806684,F
coef_duration_constants_10_hours,-0.904788983,F
coef_duration_constants_11_hours,-1.521162604,F
coef_duration_constants_12_to_13_hours,-2.418488917,F
coef_duration_constants_14_to_18_hours,-2.503137295,F
