coefficient_name,value,constrain
coef_cars1_drivers_2,0,T
coef_cars1_drivers_3,0,T
coef_cars1_persons_16_17,0,T
coef_cars234_asc_marin,0,T
coef_cars1_persons_25_34,0,T
coef_cars1_num_workers_clip_3,0,T
coef_cars1_hh_income_30_up,0,T
coef_cars1_density_0_10_no_workers,0,T
coef_cars1_density_10_up_workers,-0.0152,F
coef_retail_non_motor,-0.03,T
coef_cars4_asc,-5.313,F
coef_cars3_asc,-3.2502,F
coef_cars34_persons_16_17,-1.7313,F
coef_cars2_asc,-1.0846,F
coef_cars34_persons_18_24,-1.0107,F
coef_cars2_persons_18_24,-1.0095,F
coef_cars2_persons_16_17,-0.881,F
coef_cars34_persons_25_34,-0.8596,F
coef_cars1_asc_county,-0.566,F
coef_retail_transit_workers,-0.5117,F
coef_cars2_persons_25_34,-0.4849,F
coef_cars2_asc_county,-0.4429,F
coef_cars1_persons_18_24,-0.4087,F
coef_cars34_density_0_10_no_workers,-0.3654,F
coef_retail_transit_no_workers,-0.3053,F
coef_cars1_asc_marin,-0.2434,F
coef_cars34_asc_county,-0.2372,F
coef_cars2_density_0_10_no_workers,-0.2028,F
coef_cars34_density_10_up_no_workers,-0.1766,F
coef_cars2_density_10_up_no_workers,-0.1106,F
coef_cars2_density_10_up_workers,-0.1106,F
coef_cars1_density_10_up_no_workers,-0.0152,F
coef_cars2_hh_income_30_up,0.0083,F
coef_cars3_hh_income_30_up,0.011,F
coef_cars4_hh_income_30_up,0.0147,F
coef_cars1_presence_children_5_17,0.0158,F
coef_cars1_hh_income_0_30k,0.0383,F
coef_cars2_hh_income_0_30k,0.054,F
coef_cars3_hh_income_0_30k,0.0559,F
coef_cars4_hh_income_0_30k,0.0619,F
coef_retail_auto_no_workers,0.0626,F
coef_cars34_asc_san_francisco,0.1458,F
coef_retail_auto_workers,0.1646,F
coef_cars2_presence_children_5_17,0.2936,F
coef_cars2_num_workers_clip_3,0.2936,F
coef_cars1_presence_children_0_4,0.3669,F
coef_cars1_asc_san_francisco,0.4259,F
coef_cars2_asc_san_francisco,0.4683,F
coef_cars1_auto_time_saving_per_worker,0.4707,F
coef_cars34_presence_children_5_17,0.4769,F
coef_cars3_auto_time_saving_per_worker,0.5705,F
coef_cars2_auto_time_saving_per_worker,0.6142,F
coef_cars3_num_workers_clip_3,0.6389,F
coef_cars234_presence_children_0_4,0.7627,F
coef_cars4_auto_time_saving_per_worker,0.7693,F
coef_cars4_num_workers_clip_3,0.8797,F
coef_cars1_asc,1.1865,F
coef_cars1_drivers_4_up,2.0107,F
coef_cars4_drivers_2,2.6616,F
coef_cars2_drivers_2,3.0773,F
coef_cars3_drivers_2,3.1962,F
coef_cars2_drivers_3,3.5401,F
coef_cars4_drivers_3,5.208,F
coef_cars3_drivers_3,5.5131,F
coef_cars2_drivers_4_up,6.3662,F
coef_cars3_drivers_4_up,8.5148,F
coef_cars4_drivers_4_up,9.5807,F
