body_type,fuel_type,vehicle_year,BT-FT-Year,NumMakes,NumModels,MPG,Range,NewPrice
Motorcycle,PEV,2016,Motorcycle_PEV_2016,0,0,0,0,19201.6228
Motorcycle,PEV,2015,Motorcycle_PEV_2015,0,0,0,0,16203.21145
Motorcycle,PEV,2014,Motorcycle_PEV_2014,0,0,0,0,12977.95542
Motorcycle,PEV,2013,Motorcycle_PEV_2013,0,0,0,0,15386.5626
Motorcycle,PEV,2012,Motorcycle_PEV_2012,0,0,0,0,13939.23102
Motorcycle,PEV,2011,Motorcycle_PEV_2011,0,0,0,0,11382.15714
Motorcycle,PEV,2010,Motorcycle_PEV_2010,0,0,0,0,11382.15714
Motorcycle,PEV,2009,Motorcycle_PEV_2009,0,0,0,0,11382.15714
Motorcycle,PEV,2008,Motorcycle_PEV_2008,0,0,0,0,11382.15714
Motorcycle,PEV,2007,Motorcycle_PEV_2007,0,0,0,0,11382.15714
Motorcycle,PEV,2006,Motorcycle_PEV_2006,0,0,0,0,11382.15714
Motorcycle,PEV,2005,Motorcycle_PEV_2005,0,0,0,0,11382.15714
Motorcycle,PEV,2004,Motorcycle_PEV_2004,0,0,0,0,11382.15714
Motorcycle,PEV,2003,Motorcycle_PEV_2003,0,0,0,0,11382.15714
Motorcycle,PEV,2002,Motorcycle_PEV_2002,0,0,0,0,11382.15714
Motorcycle,PEV,2001,Motorcycle_PEV_2001,0,0,0,0,11382.15714
Motorcycle,PEV,2000,Motorcycle_PEV_2000,0,0,0,0,11382.15714
Motorcycle,PEV,1999,Motorcycle_PEV_1999,0,0,0,0,11382.15714
Motorcycle,PEV,1998,Motorcycle_PEV_1998,0,0,0,0,11382.15714
Motorcycle,BEV,2017,Motorcycle_BEV_2017,2,2,240,80,16712.08255
Motorcycle,BEV,2016,Motorcycle_BEV_2016,2,2,240,80,19201.6228
Motorcycle,BEV,2015,Motorcycle_BEV_2015,1,1,240,80,16203.21145
Motorcycle,BEV,2014,Motorcycle_BEV_2014,1,1,240,80,12977.95542
Motorcycle,BEV,2013,Motorcycle_BEV_2013,1,1,240,80,15386.5626
Motorcycle,BEV,2012,Motorcycle_BEV_2012,1,1,240,80,13939.23102
Motorcycle,BEV,2011,Motorcycle_BEV_2011,1,1,240,80,11382.15714
Motorcycle,BEV,2010,Motorcycle_BEV_2010,1,1,240,80,11382.15714
Motorcycle,BEV,2009,Motorcycle_BEV_2009,1,1,240,80,11382.15714
Motorcycle,BEV,2008,Motorcycle_BEV_2008,1,1,240,80,11382.15714
Motorcycle,BEV,2007,Motorcycle_BEV_2007,0,0,0,0,11382.15714
Motorcycle,BEV,2006,Motorcycle_BEV_2006,0,0,0,0,11382.15714
Motorcycle,BEV,2005,Motorcycle_BEV_2005,0,0,0,0,11382.15714
Motorcycle,BEV,2004,Motorcycle_BEV_2004,0,0,0,0,11382.15714
Motorcycle,BEV,2003,Motorcycle_BEV_2003,0,0,0,0,11382.15714
Motorcycle,BEV,2002,Motorcycle_BEV_2002,0,0,0,0,11382.15714
Motorcycle,BEV,2001,Motorcycle_BEV_2001,0,0,0,0,11382.15714
Motorcycle,BEV,2000,Motorcycle_BEV_2000,0,0,0,0,11382.15714
Motorcycle,BEV,1999,Motorcycle_BEV_1999,0,0,0,0,11382.15714
Motorcycle,BEV,1998,Motorcycle_BEV_1998,0,0,0,0,11382.15714
