OMAZ,DMAZ,DISTBIKE
17047,17135,2.278833333
17047,17047,0.119333333
17047,17048,0.275166667
17047,17068,0.889666667
17047,17069,0.328166667
17047,17070,0.238833333
17047,17072,0.381166667
17048,17047,0.321
17048,17048,0.0785
17048,17068,0.847833333
17048,17069,0.277166667
17048,17070,0.417833333
17048,17072,0.157
17068,14944,1.868666667
17068,14939,1.9355
17068,14940,2.371666667
17068,14959,1.716833333
17068,14960,0.577
17068,14961,0.9095
17068,14962,1.396
17068,14967,1.211333333
17069,14939,2.130666667
17068,14963,2.009666667
17068,14964,1.414333333
17068,14965,0.831833333
17068,14966,1.9665
17069,14944,1.873833333
17068,14753,2.4295
17069,14753,2.4585
17072,14939,2.293833333
17072,14941,2.141333333
17072,14944,1.409333333
17072,14963,2.833666667
17072,14964,0.926333333
17072,14965,0.337
17072,14966,1.588333333
17072,14959,1.890333333
17072,14960,0.891166667
17072,14961,1.023
17072,14962,1.574
17072,14967,0.862833333
17069,14960,0.681
17069,14961,0.8815
17069,14962,1.3315
17069,14963,2.041
17069,14959,1.614666667
17070,14939,2.303
17069,14964,1.4
17069,14965,0.714333333
17069,14966,1.996833333
17069,14967,1.434666667
17070,14944,1.966
17070,14961,1.098333333
17070,14962,1.6535
17070,14963,2.669333333
17070,14964,1.425333333
17070,14959,2.101333333
17070,14960,0.989166667
17070,14965,0.882166667
17070,14966,2.008833333
17070,14967,1.519333333
17048,14967,1.055333333
17047,14939,2.425666667
17047,14944,1.9645
17047,14962,1.719166667
17047,14963,1.955
17047,14964,1.545333333
17047,14965,0.694833333
17047,14959,1.9575
17047,14960,1.086166667
17047,14961,1.343333333
17048,14939,2.209833333
17048,14941,2.070666667
17047,14966,1.953
17047,14967,1.361833333
17048,14944,1.5505
17048,14963,1.685333333
17048,14964,1.047833333
17048,14965,0.507166667
17048,14966,1.676833333
17048,14959,1.9865
17048,14960,0.978333333
17048,14961,1.286666667
17048,14962,1.5405
16931,16930,0.4845
16931,16931,0.197833333
16926,16769,0.94
16926,16770,1.164166667
16926,16771,1.013666667
16926,16772,1.373166667
16926,16766,2.097666667
16926,16768,1.170666667
16926,16775,2.168
16926,16785,1.878666667
16926,16786,1.789
16926,16787,1.7
16926,16788,1.6245
16926,16781,1.6745
16926,16782,1.248833333
16926,16784,2.034166667
16927,16762,0.963333333
16927,16763,0.8375
16927,16764,2.087666667
16926,16789,0.952666667
16926,16790,1.1435
16926,16791,1.583166667
16926,16792,1.877166667
16927,16770,1.136333333
16927,16771,0.976333333
16927,16772,1.3685
16927,16766,2.093166667
16927,16768,1.133166667
16927,16769,0.902666667
16927,16781,1.637166667
16927,16775,2.130833333
16927,16786,1.736833333
16927,16787,1.683666667
16927,16788,1.619833333
16927,16789,0.915333333
16927,16782,1.2115
16927,16784,1.891166667
16927,16785,2.162666667
16927,16790,1.106
16927,16791,1.578666667
16927,16792,1.872666667
16926,16762,1.000666667
16926,16763,0.8685
16923,16856,0.839666667
16923,16857,0.985666667
16923,16768,1.291666667
16923,16769,1.061166667
16923,16762,1.121666667
16923,16763,0.991666667
16923,16770,1.2815
16923,16771,1.134666667
16923,16772,1.397166667
16923,16782,1.3865
16923,16784,1.997166667
16923,16785,2.041666667
16923,16781,1.776666667
16923,16790,1.2645
16923,16791,1.607333333
16923,16792,1.901166667
16923,16786,1.741666667
16923,16787,1.724
16923,16788,1.6485
16923,16789,1.073666667
16930,16926,0.739333333
16930,16927,0.653833333
16930,16923,0.5645
16930,16930,0.0445
16930,16931,0.4845
16931,16926,1.026166667
16931,16927,1.088166667
16931,16923,0.615333333
16927,16930,0.682
16927,16931,1.076
16927,16926,0.239666667
16927,16927,0.119833333
16930,16856,0.8775
16930,16857,1.0235
16931,16856,1.2965
16931,16857,1.4425
16930,16769,1.1005
16930,16770,1.3235
16930,16771,1.174166667
16930,16772,1.480833333
16930,16781,1.781333333
16930,16782,1.386833333
16930,16784,2.120666667
16930,16789,1.113166667
16930,16790,1.303833333
16930,16791,1.690833333
16930,16792,1.984833333
16930,16785,2.0945
16930,16786,1.770166667
16930,16787,1.799333333
16930,16788,1.732166667
16931,16768,1.749333333
16926,16923,0.628666667
16931,16769,1.518833333
16931,16762,1.5795
16931,16763,1.448333333
16926,16930,0.723833333
16926,16931,1.060166667
16931,16770,1.854166667
16931,16771,1.734
16926,16926,0.119833333
16931,16772,2.021166667
16926,16927,0.239666667
16931,16782,1.796833333
16931,16790,1.722166667
16931,16789,1.5315
16927,16923,0.591166667
16923,16926,0.628666667
16923,16927,0.591166667
16923,16923,0.196166667
16923,16930,0.563166667
16923,16931,0.615333333
16926,16857,0.863
16926,16856,0.717
16930,16768,1.331166667
16930,16762,1.161166667
16930,16763,1.029666667
16927,16856,0.679666667
16927,16857,0.825666667
16857,16856,0.146
16857,16857,0.073
16856,16923,0.858333333
16856,16926,0.717
16856,16931,1.409666667
16856,16927,0.679666667
16856,16930,1.039166667
16857,16792,1.450833333
16856,16856,0.073
16856,16857,0.146
16856,16763,0.326333333
16856,16764,1.6815
16856,16765,2.095166667
16856,16766,1.4825
16856,16762,0.454833333
16856,16771,0.467833333
16856,16772,0.758166667
16856,16773,1.821666667
16856,16768,0.624833333
16856,16769,0.394166667
16856,16770,0.614666667
16856,16779,1.893333333
16856,16780,2.159333333
16856,16781,1.161166667
16856,16782,0.734333333
16856,16775,1.606166667
16856,16787,1.085
16856,16788,1.0095
16856,16789,0.406833333
16856,16790,0.597666667
16856,16784,1.429333333
16856,16785,1.4495
16856,16786,1.0515
16857,16764,1.915
16857,16765,2.113666667
16857,16766,1.671333333
16856,16791,0.968166667
16856,16792,1.262166667
16857,16762,0.600833333
16857,16763,0.4765
16857,16772,0.946833333
16857,16773,1.998166667
16857,16775,1.863333333
16857,16768,0.770833333
16857,16769,0.540166667
16857,16770,0.760666667
16857,16771,0.613833333
16857,16781,1.411666667
16857,16782,0.877833333
16857,16788,1.198166667
16857,16789,0.552833333
16857,16790,0.743666667
16857,16791,1.156833333
16857,16784,1.650666667
16857,16785,1.7685
16857,16786,1.310666667
16857,16787,1.256833333
16857,16926,0.868833333
16857,16927,0.831333333
16857,16923,1.003
16857,16930,1.086
16857,16931,1.453333333
16789,16923,1.231666667
16791,16856,1.087833333
16791,16857,1.140666667
16789,16930,1.175166667
16789,16931,1.753666667
16789,16926,1.139833333
16789,16927,1.026666667
16783,17125,0.595833333
16783,17139,0.785166667
16790,16923,1.406
16783,17134,1.537833333
16792,16856,1.3685
16783,17135,1.541
16792,16857,1.5145
16790,16930,1.460166667
16790,16931,1.915333333
16790,16926,1.298
16790,16927,1.229833333
16784,17125,1.1415
16784,17134,2.052833333
16792,16763,1.200333333
16789,16856,0.452333333
16780,17135,1.297833333
16792,16764,0.769666667
16789,16857,0.598333333
16792,16765,0.849
16792,16766,0.439
16791,16790,1.008333333
16792,16759,1.287333333
16791,16791,0.089
16792,16760,1.287333333
16791,16792,0.5285
16792,16761,1.351166667
16792,16762,1.426166667
16780,17134,1.092833333
16792,16771,0.826
16787,16926,1.952166667
16792,16772,0.504
16787,16927,1.7275
16792,16773,0.625
16792,16774,1.294
16780,17139,0.647833333
16792,16768,1.354833333
16787,16923,1.807333333
16792,16769,1.045666667
16792,16770,0.6095
16792,16779,1.461333333
16792,16780,1.392
16792,16781,0.947
16792,16782,1.262166667
16792,16775,1.199166667
16787,16930,2.013666667
16792,16787,0.645333333
16792,16788,0.569833333
16792,16789,1.069
16792,16790,1.325833333
16792,16783,1.351166667
16792,16784,0.9815
16781,17125,1.6255
16792,16785,1.207666667
16792,16786,0.76
16790,16857,0.784166667
16781,17139,1.991666667
16792,16791,0.5285
16792,16792,0.140666667
16790,16856,0.638333333
16788,16927,1.659
16788,16930,1.824166667
16788,16923,1.723666667
16788,16926,1.592
16782,17125,1.898333333
16789,16792,1.040333333
16790,16762,0.469666667
16790,16763,0.455333333
16787,16856,1.0875
16790,16764,1.278833333
16787,16857,1.237666667
16789,16788,0.807
16789,16789,0.006333333
16789,16790,0.190833333
16789,16791,0.810666667
16790,16769,0.203333333
16790,16770,0.520166667
16790,16771,0.373333333
16785,16926,1.9695
16790,16772,0.655833333
16785,16927,1.859333333
16790,16765,1.849833333
16790,16766,1.392
16790,16768,0.162833333
16785,16923,2.510166667
16790,16779,1.741333333
16790,16780,1.871166667
16790,16773,1.549
16790,16774,1.924
16790,16775,1.218
16785,16930,2.335333333
16790,16785,1.017
16790,16786,0.745333333
16790,16787,0.8615
16790,16788,0.906166667
16790,16781,0.793833333
16790,16782,0.454
16790,16784,1.000166667
16779,17125,0.400333333
16791,16762,1.020666667
16779,17134,1.228
16791,16763,0.911166667
16788,16856,1.082166667
16779,17135,1.409
16791,16764,1.080833333
16788,16857,1.1465
16791,16765,1.156
16790,16789,0.190833333
16791,16759,1.6305
16790,16790,0.0815
16791,16760,1.6305
16790,16791,0.9675
16791,16761,1.694333333
16790,16792,1.171666667
16791,16770,0.3155
16791,16771,0.519333333
16786,16926,1.659333333
16791,16772,0.21
16786,16927,1.571666667
16791,16773,0.935
16791,16766,0.749
16779,17139,0.777833333
16791,16768,1.033666667
16786,16923,1.684166667
16791,16769,0.768
16791,16779,1.562
16791,16780,1.591333333
16791,16781,0.555
16791,16774,1.68
16791,16775,1.0215
16786,16930,1.8735
16791,16786,0.368
16791,16787,0.253333333
16791,16788,0.177833333
16791,16789,0.8655
16791,16782,0.870666667
16791,16783,1.694333333
16791,16784,0.803666667
16780,17125,0.2705
16791,16785,0.8205
16787,16790,0.910166667
16788,16759,1.844333333
16787,16791,0.253333333
16788,16760,1.844333333
16787,16792,0.645333333
16788,16761,1.908166667
16788,16762,0.918833333
16787,16786,0.114666667
16787,16787,0.037833333
16787,16788,0.0755
16787,16789,0.9215
16788,16768,0.956333333
16788,16769,0.9465
16788,16770,0.359
16788,16763,0.937666667
16785,16856,1.523666667
16788,16764,0.9045
16785,16857,1.6265
16788,16765,1.393166667
16788,16766,0.790333333
16788,16775,0.843666667
16788,16771,0.506
16788,16772,0.251333333
16788,16773,1.139
16788,16774,1.546666667
16788,16783,1.908166667
16788,16784,0.625833333
16788,16785,0.642666667
16788,16786,0.190166667
16788,16779,1.367
16788,16780,1.496833333
16788,16781,0.377166667
16788,16782,0.692333333
16788,16791,0.177833333
16788,16792,0.569833333
16789,16762,0.522666667
16789,16763,0.229166667
16786,16856,1.127333333
16788,16787,0.0755
16788,16788,0.037833333
16788,16789,0.849
16788,16790,0.932333333
16789,16768,0.218
16784,16923,2.023666667
16789,16769,0.012666667
16789,16770,0.329333333
16789,16771,0.1825
16784,16926,1.921166667
16789,16764,1.460166667
16786,16857,1.219666667
16789,16765,1.597833333
16789,16766,1.2
16789,16779,1.808
16789,16772,0.468
16784,16927,1.874833333
16789,16773,1.499166667
16789,16774,1.982166667
16789,16775,1.284666667
16784,16930,2.0735
16789,16784,1.067
16789,16785,1.083833333
16789,16786,0.8365
16789,16787,0.835333333
16789,16780,1.937833333
16789,16781,0.8635
16789,16782,0.509166667
16791,17125,1.884833333
16791,17139,1.533333333
16792,17125,1.480833333
16792,17139,1.223333333
16788,17139,1.7875
16789,17139,2.154333333
16786,17139,1.8355
16787,17125,1.692666667
16787,17139,1.802333333
16788,17125,1.767
16784,17139,1.482666667
16791,16923,1.706833333
16791,16930,1.7815
16791,16926,1.638333333
16791,16927,1.736666667
16785,17125,1.3685
16792,16923,2.146166667
16792,16926,2.075333333
16785,17139,1.664666667
16792,16927,2.0955
16792,16930,2.163333333
16786,17125,1.577166667
16772,16931,2.2445
16766,17125,1.418166667
16766,17139,1.128833333
16775,16856,1.4085
16775,16857,1.5545
16779,16759,0.494666667
16779,16760,0.494666667
16779,16761,0.5585
16779,16766,1.627
16779,16768,1.878
16779,16769,1.874166667
16779,16762,1.781
16779,16763,1.827166667
16779,16764,1.019833333
16779,16765,0.763166667
16779,16774,0.1815
16779,16775,0.7835
16779,16770,1.907166667
16779,16771,1.947666667
16779,16772,1.688
16779,16773,1.2735
16775,16779,0.7835
16775,16780,0.913333333
16775,16781,0.701833333
16775,16774,0.965
16775,16775,0.108833333
16770,16930,1.502166667
16770,16931,1.9695
16775,16786,0.6535
16775,16787,0.768
16775,16788,0.843666667
16775,16789,1.3355
16775,16782,0.974666667
16775,16783,1.342
16775,16784,0.217833333
16764,17125,1.434333333
16775,16785,0.444833333
16773,16856,1.817333333
16773,16857,1.914166667
16775,16790,1.2455
16775,16791,1.0215
16775,16792,1.198166667
16771,16926,1.027833333
16771,16927,0.990333333
16764,17139,1.101166667
16771,16923,1.163166667
16771,16930,1.206333333
16771,16931,1.712833333
16765,17125,0.736833333
16765,17139,0.723833333
16765,17134,1.926166667
16765,17135,1.9945
16772,16927,1.432666667
16772,16930,1.705833333
16772,16923,1.683666667
16772,16926,1.4025
16768,16931,2.010666667
16773,16779,1.255333333
16773,16772,1.067666667
16768,16927,1.263833333
16773,16773,0.160833333
16773,16774,1.139166667
16773,16775,0.750166667
16768,16930,1.513333333
16773,16784,0.532333333
16773,16785,0.7595
16773,16786,0.968
16773,16787,1.080166667
16773,16780,1.194833333
16773,16781,1.0165
16773,16782,1.289333333
16773,16783,1.095833333
16773,16792,0.625
16774,16761,0.377
16774,16762,1.8565
16774,16763,2.070166667
16771,16856,0.467833333
16774,16764,1.170833333
16771,16857,0.613833333
16773,16788,1.133
16773,16789,1.555166667
16773,16790,1.574666667
16774,16759,0.313166667
16773,16791,1.089666667
16774,16760,0.313166667
16774,16769,2.047
16774,16770,1.7625
16774,16771,1.963833333
16769,16926,0.955666667
16774,16772,1.639833333
16769,16927,0.939833333
16774,16765,0.714833333
16774,16766,1.107
16774,16768,2.2835
16769,16923,1.100666667
16774,16779,0.1815
16774,16780,0.051666667
16774,16773,1.0195
16774,16774,0.025833333
16774,16775,0.965
16769,16930,1.227333333
16769,16931,2.031
16774,16785,1.150833333
16774,16786,1.3595
16774,16787,1.4975
16774,16788,1.573
16774,16781,1.407833333
16774,16782,1.680666667
16774,16783,0.377
16774,16784,0.976666667
16775,16762,1.130166667
16775,16763,1.3585
16772,16856,0.914833333
16775,16764,0.4965
16772,16857,1.062166667
16775,16765,1.262666667
16774,16789,2.05
16775,16759,1.278166667
16774,16790,1.981666667
16775,16760,1.278166667
16774,16791,1.675166667
16775,16761,1.342
16774,16792,1.372
16775,16770,1.339833333
16775,16771,1.494
16770,16926,1.409666667
16775,16772,1.125
16770,16927,1.195333333
16775,16773,0.750166667
16775,16766,1.103666667
16775,16768,1.265333333
16770,16923,1.458833333
16775,16769,1.346166667
16771,16774,1.8545
16771,16775,1.560333333
16771,16770,0.146833333
16771,16771,0.0735
16766,16926,2.2305
16771,16772,0.253166667
16766,16927,2.2805
16771,16773,1.166333333
16771,16782,0.817166667
16771,16783,1.888166667
16771,16784,1.3405
16760,17125,0.532
16771,16785,1.294333333
16771,16779,1.888833333
16771,16780,1.853166667
16771,16781,0.8825
16771,16790,0.373333333
16772,16759,1.569666667
16771,16791,0.463166667
16772,16760,1.569666667
16771,16792,0.757166667
16772,16761,1.6335
16772,16762,0.95
16760,17134,1.350833333
16771,16786,0.694666667
16771,16787,0.58
16771,16788,0.5045
16771,16789,0.1825
16760,17139,0.721166667
16772,16768,0.8755
16772,16769,0.676833333
16772,16770,0.107
16772,16763,0.7455
16769,16856,0.4105
16760,17135,1.483666667
16772,16764,1.090166667
16769,16857,0.5565
16772,16765,1.1485
16772,16766,0.7245
16772,16775,1.128
16772,16771,0.261833333
16772,16772,0.0535
16772,16773,0.913166667
16772,16774,1.469333333
16772,16783,1.6335
16772,16784,0.910333333
16761,17125,0.595833333
16772,16785,0.915
16772,16786,0.4415
16772,16779,1.727666667
16772,16780,1.529833333
16772,16781,0.628333333
16772,16782,0.947
16773,16760,1.032
16772,16791,0.21
16773,16761,1.095833333
16772,16792,0.504
16773,16762,1.444833333
16761,17134,1.498
16773,16763,1.653
16770,16856,0.716166667
16761,17135,1.607166667
16772,16787,0.326833333
16772,16788,0.251333333
16772,16789,0.626666667
16773,16759,1.032
16772,16790,0.8985
16773,16768,1.596833333
16768,16923,1.429
16773,16769,1.564
16773,16770,1.185166667
16773,16771,1.345333333
16768,16926,1.301166667
16773,16764,0.321666667
16770,16857,0.912166667
16773,16765,0.585666667
16773,16766,0.5305
16761,17139,0.785166667
16785,16788,0.642666667
16785,16789,1.217
16785,16790,1.02
16786,16759,1.675
16785,16791,0.824
16786,16760,1.675
16785,16784,0.227
16774,17125,0.218833333
16785,16785,0.1135
16785,16786,0.4525
16785,16787,0.567166667
16786,16765,1.4245
16786,16766,1.072666667
16774,17139,0.596166667
16786,16768,0.819833333
16781,16923,3.186833333
16785,16792,1.243333333
16786,16761,1.738833333
16786,16762,0.659833333
16774,17134,1.115166667
16786,16763,1.022833333
16774,17135,1.312166667
16786,16764,0.714333333
16786,16773,0.976833333
16786,16774,1.358333333
16786,16775,0.6535
16781,16930,1.7925
16786,16769,0.859166667
16786,16770,0.547
16786,16771,0.923333333
16781,16926,2.103166667
16786,16772,0.4415
16781,16927,3.0055
16786,16781,0.187
16786,16782,0.502166667
16786,16783,1.738833333
16786,16784,0.435666667
16775,17125,1.183833333
16786,16779,1.176833333
16786,16780,1.306666667
16786,16789,0.848
16787,16759,1.781333333
16786,16790,0.823833333
16787,16760,1.781333333
16786,16791,0.368
16787,16761,1.845166667
16786,16792,0.76
16786,16785,0.4525
16786,16786,0.057333333
16786,16787,0.114666667
16786,16788,0.190166667
16787,16766,0.869666667
16775,17139,1.561166667
16787,16768,0.903
16782,16923,1.332666667
16787,16769,0.925666667
16787,16762,0.867833333
16775,17134,2.175166667
16787,16763,1.0055
16784,16856,1.2765
16787,16764,0.829
16784,16857,1.542333333
16787,16765,1.581166667
16787,16774,1.474666667
16787,16775,0.768
16782,16930,1.352
16782,16931,1.801166667
16787,16770,0.433333333
16787,16771,0.595666667
16782,16926,1.1915
16787,16772,0.326833333
16782,16927,1.154166667
16787,16773,1.080166667
16787,16782,0.616666667
16787,16783,1.845166667
16787,16784,0.550333333
16787,16785,0.567166667
16787,16779,1.2915
16787,16780,1.421333333
16787,16781,0.3015
16783,16786,1.7375
16783,16787,1.842333333
16783,16788,1.901833333
16783,16783,0.032
16772,17125,1.691166667
16783,16784,1.299666667
16783,16785,1.526666667
16784,16763,1.333
16781,16856,1.134333333
16784,16764,0.278666667
16781,16857,1.204666667
16784,16765,1.110166667
16784,16766,0.910166667
16784,16759,1.235833333
16783,16791,1.938333333
16784,16760,1.235833333
16783,16792,1.460666667
16784,16761,1.299666667
16784,16762,1.147333333
16784,16771,1.284
16784,16772,0.950666667
16784,16773,0.532333333
16784,16774,0.922666667
16772,17139,1.508833333
16784,16768,1.0985
16784,16769,1.419166667
16784,16770,1.056166667
16784,16779,0.741166667
16784,16780,0.871
16784,16781,0.484
16784,16782,0.756833333
16784,16775,0.217833333
16784,16787,0.550333333
16784,16788,0.638666667
16784,16789,1.128166667
16785,16759,1.462833333
16784,16790,1.126833333
16784,16783,1.299666667
16773,17125,1.2605
16784,16784,0.108833333
16784,16785,0.227
16784,16786,0.435666667
16785,16764,0.505833333
16782,16857,0.791833333
16785,16765,1.234833333
16785,16766,1.16
16773,17139,0.9565
16785,16760,1.462833333
16784,16791,0.849666667
16785,16761,1.526666667
16784,16792,1.107833333
16785,16762,1.051333333
16773,17134,2.432666667
16785,16763,1.262166667
16782,16856,0.645833333
16785,16772,0.926833333
16785,16773,0.7595
16785,16774,1.149666667
16785,16775,0.444833333
16785,16768,1.041166667
16785,16769,1.234166667
16785,16770,1.0345
16785,16771,1.250333333
16785,16780,1.098166667
16785,16781,0.500833333
16785,16782,0.773666667
16785,16783,1.526666667
16785,16779,0.968166667
16770,17125,1.856333333
16781,16784,0.484
16781,16785,0.500833333
16781,16786,0.187
16781,16787,0.3015
16781,16780,1.355166667
16781,16781,0.0935
16781,16782,0.5505
16781,16783,1.783666667
16781,16792,1.032833333
16782,16762,0.366166667
16782,16763,0.573833333
16779,16856,1.901666667
16782,16764,1.035666667
16781,16788,0.377166667
16781,16789,0.933
16781,16790,0.799
16782,16759,1.992666667
16781,16791,0.555
16782,16760,1.992666667
16782,16769,0.532166667
16782,16770,0.937333333
16782,16771,0.768166667
16782,16772,0.971333333
16782,16765,1.759833333
16782,16766,1.601833333
16770,17139,1.615166667
16782,16768,0.475333333
16782,16779,1.498
16782,16780,1.628
16782,16773,1.289333333
16782,16774,1.6795
16782,16775,0.974666667
16782,16785,0.773666667
16782,16786,0.502166667
16782,16787,0.616666667
16782,16788,0.692333333
16782,16781,0.5505
16782,16782,0.1645
16771,17125,2.014166667
16782,16784,0.756833333
16780,16856,2.031666667
16783,16764,1.485166667
16783,16765,0.901833333
16782,16789,0.517833333
16783,16759,0.063833333
16782,16790,0.454
16783,16760,0.063833333
16782,16791,0.873166667
16783,16761,1.162
16782,16792,1.455166667
16783,16770,2.016666667
16783,16771,2.125166667
16783,16772,1.829666667
16783,16773,1.3945
16783,16766,1.366166667
16771,17139,1.762
16783,16779,0.5585
16783,16780,0.428666667
16783,16781,1.784333333
16783,16774,0.377
16783,16775,1.342
16779,16782,1.498
16779,16783,0.5585
16779,16784,0.741166667
16779,16785,0.968166667
16779,16779,0.065
16779,16780,0.13
16779,16781,1.225166667
16779,16790,1.866333333
16780,16759,0.364666667
16779,16791,1.615
16780,16760,0.364666667
16779,16792,1.729
16780,16761,0.428666667
16780,16762,1.9265
16779,16786,1.176833333
16779,16787,1.2915
16779,16788,1.367
16779,16789,1.880666667
16780,16768,2.080833333
16780,16769,2.0095
16780,16770,1.968833333
16780,16763,1.958333333
16780,16764,1.149833333
16780,16765,0.625666667
16780,16766,1.34
16780,16775,0.913333333
16775,16926,1.955166667
16780,16771,2.061
16775,16927,1.917666667
16780,16772,1.9155
16780,16773,1.3605
16780,16774,0.051666667
16780,16783,0.428666667
16780,16784,0.871
16780,16785,1.098166667
16780,16786,1.306666667
16780,16779,0.13
16780,16780,0.025833333
16780,16781,1.355166667
16780,16782,1.645333333
16781,16760,1.719833333
16780,16791,1.874833333
16781,16761,1.783666667
16780,16792,1.638666667
16781,16762,0.791666667
16781,16763,1.022
16780,16787,1.421333333
16780,16788,1.496833333
16780,16789,2.0195
16781,16759,1.719833333
16780,16790,2.063166667
16781,16768,0.820333333
16781,16769,0.881
16781,16770,0.736166667
16781,16771,0.942833333
16781,16764,0.762833333
16781,16765,1.648666667
16781,16766,1.289833333
16769,17139,1.9845
16781,16779,1.225166667
16781,16772,0.628333333
16781,16773,1.0165
16781,16774,1.406666667
16781,16775,0.701833333
16761,16764,1.418833333
16761,16765,0.8335
16761,16766,1.259333333
16760,16791,1.864666667
16761,16760,0.063833333
16760,16792,1.2915
16761,16761,0.032
16761,16772,1.639333333
16761,16773,1.451833333
16761,16774,0.377
16761,16775,1.342
16761,16770,1.747833333
16761,16771,1.894833333
16761,16780,0.428666667
16761,16781,1.839833333
16761,16783,1.162
16761,16779,0.5585
16761,16788,1.881666667
16761,16791,1.920833333
16761,16784,1.3005
16761,16785,1.528
16761,16786,1.765833333
16761,16787,1.856
16762,16765,1.979666667
16762,16766,1.635166667
16762,16768,0.491
16761,16792,1.353833333
16762,16762,0.174166667
16762,16763,0.401166667
16762,16764,1.191166667
16762,16773,1.444833333
16762,16774,1.936833333
16762,16775,1.130166667
16762,16769,0.502333333
16762,16770,0.756666667
16762,16771,0.522333333
16762,16772,0.919166667
16762,16781,0.706
16762,16782,0.366166667
16762,16784,0.912333333
16762,16779,1.656
16762,16780,1.785833333
16762,16789,0.5145
16762,16790,0.469666667
16762,16791,1.040333333
16762,16792,1.457
16762,16785,0.929166667
16762,16786,0.657666667
16762,16787,0.772333333
16762,16788,0.847833333
16759,16764,1.297833333
16759,16765,0.7065
16759,16759,0.032
16759,16760,1.034333333
16759,16761,0.063833333
16759,16770,1.689666667
16759,16771,2.0515
16759,16772,1.584
16759,16773,1.376
16759,16766,1.231
16759,16769,2.301666667
16759,16779,0.494666667
16759,16780,0.364666667
16759,16781,1.741333333
16759,16774,0.313166667
16759,16775,1.278166667
16759,16786,1.7035
16759,16787,1.784666667
16759,16788,1.829333333
16759,16782,2.061166667
16759,16783,0.063833333
16759,16784,1.237
16759,16785,1.4645
16760,16764,1.355
16760,16765,0.741333333
16760,16766,1.197
16760,16759,1.034333333
16759,16791,1.8515
16760,16760,0.032
16759,16792,1.2985
16760,16761,0.063833333
16760,16771,1.836833333
16760,16772,1.577
16760,16773,1.2435
16760,16774,0.313166667
16760,16769,2.224666667
16760,16770,1.685666667
16760,16779,0.494666667
16760,16780,0.364666667
16760,16781,1.740666667
16760,16782,2.016333333
16760,16775,1.278166667
16760,16787,1.762666667
16760,16788,1.814666667
16761,16759,0.063833333
16760,16783,0.063833333
16760,16784,1.237333333
16760,16785,1.465333333
16760,16786,1.706166667
16769,16772,0.4285
16764,16927,2.2895
16769,16773,1.392666667
16769,16774,1.930166667
16769,16775,1.299833333
16769,16768,0.2305
16769,16769,0.006333333
16769,16770,0.316666667
16769,16771,0.169833333
16769,16780,1.9435
16769,16781,0.863166667
16769,16782,0.521666667
16769,16779,1.818166667
16769,16788,0.749
16769,16789,0.012666667
16769,16790,0.203333333
16770,16759,1.6775
16769,16791,0.6385
16770,16760,1.6775
16769,16784,1.067833333
16769,16785,1.084666667
16769,16786,0.841166667
16769,16787,0.824
16770,16765,1.254833333
16770,16766,0.830833333
16770,16768,0.64
16769,16792,0.932333333
16770,16761,1.741333333
16770,16762,0.828666667
16770,16763,0.650666667
16770,16764,1.182333333
16770,16773,1.016833333
16770,16774,1.696166667
16770,16775,1.225666667
16770,16769,0.721
16770,16770,0.053166667
16770,16771,0.173333333
16770,16772,0.106333333
16770,16781,0.734833333
16770,16782,1.047166667
16770,16783,1.741333333
16770,16784,1.008
16759,17125,0.532
16770,16779,1.833333333
16770,16780,1.637666667
16770,16789,0.470666667
16771,16759,1.824333333
16770,16790,0.635166667
16771,16760,1.824333333
16770,16791,0.3165
16771,16761,1.888166667
16770,16792,0.610333333
16770,16785,1.0215
16770,16786,0.547833333
16770,16787,0.433166667
16770,16788,0.357666667
16771,16766,0.977666667
16759,17139,0.721166667
16771,16768,0.4005
16771,16769,0.169833333
16771,16762,0.683
16759,17134,1.3465
16771,16763,0.333833333
16759,17135,1.612333333
16768,16856,0.755166667
16771,16764,1.3595
16768,16857,0.901166667
16771,16765,1.395666667
16762,16926,1.005
16762,16927,0.967666667
16762,16923,1.16
16762,16930,1.2205
16762,16931,1.896666667
16768,16763,0.6245
16765,16856,2.027
16768,16764,1.300166667
16765,16857,2.153166667
16768,16765,1.872333333
16768,16766,1.482166667
16768,16762,0.491
16768,16771,0.4005
16763,16926,0.904
16768,16772,0.659
16763,16927,0.866666667
16768,16773,1.554666667
16768,16774,1.945166667
16768,16768,0.0815
16763,16923,1.060666667
16768,16769,0.2305
16768,16770,0.547333333
16768,16779,1.7635
16768,16780,1.8935
16768,16781,0.815166667
16768,16782,0.475333333
16768,16775,1.239333333
16763,16930,1.110833333
16763,16931,1.597333333
16768,16787,0.881333333
16768,16788,0.953
16768,16789,0.218
16769,16759,2.140333333
16768,16790,0.162833333
16768,16784,1.0215
16768,16785,1.038333333
16768,16786,0.766833333
16769,16764,1.432833333
16766,16857,1.887
16769,16765,1.571
16769,16766,1.152666667
16769,16760,2.129666667
16768,16791,0.929166667
16768,16792,1.166333333
16769,16762,0.5365
16769,16763,0.265833333
16766,16856,1.7795
16765,16768,2.002666667
16765,16769,1.838333333
16765,16770,1.2515
16765,16771,1.494666667
16765,16764,0.731666667
16762,16857,0.600833333
16765,16765,0.1415
16765,16766,0.759333333
16765,16779,0.6995
16765,16772,1.146833333
16765,16773,0.587
16765,16774,0.518
16765,16775,1.346666667
16765,16784,0.942333333
