MAZ,TAZ,COUNTY,DISTRICT,SD,TOTHH,TOTPOP,TOTACRE,RESACRE,CIACRE,TOTEMP,AGE0519,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,area_type,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,totint,popden,retempden,access_dist_transit
100639,3342,1,1,1,0,0,1.5631,0.62524,0.93786,30,0,0,30,0,0,0,0,0,0,4,0,0.0,0.0,1,1,238.0,33.012,1.7566,0.333
100640,3342,1,1,1,0,0,5.1385,2.0554,3.0830999999999995,3,0,0,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,182.0,34.4876,2.4018,0.333
100641,3342,1,1,1,0,0,1.1228,0.44912,0.67368,31,0,21,10,0,0,0,0,0,0,4,0,0.0,0.0,1,1,207.0,31.3783,1.9334,0.333
100642,3342,1,1,1,53,123,3.8416,1.5366400000000002,2.30496,4,16,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,184.0,28.4626,1.3602,0.333
100643,3342,1,1,1,59,143,3.7658,1.50632,2.25948,10,31,0,0,9,1,0,0,0,0,4,0,0.0,0.0,1,1,220.0,25.8651,1.4959,0.333
100644,3342,1,1,1,0,0,5.033,2.0132000000000003,3.0198,35,0,0,0,35,0,0,0,0,0,4,0,0.0,0.0,1,1,175.0,27.3444,1.3213,0.333
100645,3342,1,1,1,55,126,5.5784,2.23136,3.34704,1,20,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,200.0,25.0183,1.2065,0.333
100646,3342,1,1,1,95,207,4.0282,1.61128,2.41692,26,35,0,0,23,3,0,0,0,0,4,0,0.0,0.0,1,1,210.0,24.1133,1.2263,0.333
100647,3342,1,1,1,66,168,9.8135,3.9254,5.8881,7,23,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,239.0,28.7947,1.8262,0.333
100648,3342,1,1,1,0,0,3.1942,1.27768,1.91652,86,0,72,7,5,2,0,0,0,0,4,0,0.0,0.0,1,1,242.0,31.7005,2.0517,0.333
100649,3342,1,1,1,65,150,3.5306,1.4122400000000002,2.11836,4,27,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,225.0,28.2999,1.5415,0.333
100650,3342,1,1,1,81,196,7.5587,3.02348,4.53522,6,38,0,0,5,1,0,0,0,0,4,0,0.0,0.0,1,1,233.0,24.063,1.1929,0.333
100651,3342,1,1,1,100,245,5.6863,2.2745200000000003,3.41178,9,44,0,8,0,1,0,0,0,0,4,0,0.0,0.0,1,1,211.0,23.6054,1.1782,0.333
100652,3317,1,1,1,71,178,4.1855,1.6742,2.5113,4,35,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,230.0,34.3739,1.2511,0.333
100653,3317,1,1,1,124,290,6.5359,2.61436,3.92154,8,43,0,0,6,2,0,0,0,0,4,0,0.0,0.0,1,1,223.0,31.6525,1.6447,0.333
100654,3317,1,1,1,3,7,1.7826,0.71304,1.0695599999999998,93,2,48,20,25,0,0,0,0,0,4,0,0.0,0.0,1,1,226.0,34.6734,1.6156,0.333
100655,3317,1,1,1,3,5,3.1888,1.2755200000000002,1.91328,15,0,0,0,15,0,0,0,0,0,4,0,0.0,0.0,1,1,223.0,31.6525,1.6447,0.333
100656,3317,1,1,1,133,304,7.4835,2.9934000000000003,4.4901,11,40,0,0,9,2,0,0,0,0,4,0,0.0,0.0,1,1,244.0,26.581,1.7868,0.333
100657,3317,1,1,1,156,338,10.1375,4.055,6.0825,13,51,0,4,6,3,0,0,0,0,4,0,0.0,0.0,1,1,243.0,30.8743,1.3173,0.333
100658,3317,1,1,1,82,216,5.0905,2.0362,3.0543,7,37,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,251.0,30.0689,1.7812,0.333
100659,3317,1,1,1,132,299,6.5757,2.6302800000000004,3.94542,20,45,0,0,18,2,0,0,0,0,4,0,0.0,0.0,1,1,259.0,34.6292,1.626,0.333
100660,3317,1,1,1,1,1,3.5397,1.41588,2.12382,27,0,16,8,3,0,0,0,0,0,4,0,0.0,0.0,1,1,259.0,34.6292,1.626,0.333
100661,3317,1,1,1,83,197,2.677,1.0708,1.6062,6,34,0,0,3,3,0,0,0,0,4,0,0.0,0.0,1,1,246.0,33.9689,1.6425,0.333
100662,3317,1,1,1,0,0,1.2902,0.51608,0.77412,11,0,6,2,0,3,0,0,0,0,4,0,0.0,0.0,1,1,226.0,34.7518,1.3391,0.333
100663,3317,1,1,1,111,282,5.782,2.3128,3.4692,18,52,7,2,6,3,0,0,0,0,4,0,0.0,0.0,1,1,276.0,32.0513,1.2335,0.333
100664,3317,1,1,1,112,271,5.8629,2.34516,3.51774,13,31,0,0,11,2,0,0,0,0,4,0,0.0,0.0,1,1,243.0,31.0768,1.5761,0.333
100665,3317,1,1,1,120,287,8.6437,3.4574800000000003,5.1862200000000005,32,49,0,12,6,14,0,0,0,0,4,0,0.0,0.0,1,1,262.0,33.1661,1.5055,0.333
100666,3317,1,1,1,86,216,5.137,2.0548,3.0822,7,32,0,1,3,3,0,0,0,0,4,0,0.0,0.0,1,1,276.0,32.0513,1.2335,0.333
100667,3398,1,1,1,2,4,17.6333,7.053319999999999,10.57998,214,0,48,26,107,31,2,0,0,0,4,105,0.0,0.0,1,1,226.0,34.6734,1.6156,0.333
100668,3398,1,1,1,38,135,4.4972,1.7988800000000005,2.6983200000000003,20,42,15,2,3,0,0,0,0,0,4,0,0.0,0.0,1,1,221.0,35.3773,2.0887,0.333
100669,3398,1,1,1,224,718,11.8261,4.730440000000001,7.09566,26,174,0,0,24,2,0,0,0,0,4,0,0.0,0.0,1,1,227.0,35.6707,1.9338,0.333
100670,3398,1,1,1,188,534,11.2095,4.4838000000000005,6.7257,72,119,44,1,25,2,0,0,0,0,4,0,0.0,0.0,1,1,184.0,35.3221,2.1575,0.333
100671,3398,1,1,1,116,367,4.6021,1.84084,2.76126,4,95,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,179.0,36.4361,1.961,0.333
100672,3398,1,1,1,0,0,1.2361,0.49444,0.74166,232,0,2,12,215,3,0,0,0,0,4,594,0.0,0.0,1,1,182.0,36.3543,2.1525,0.333
100673,3398,1,1,1,130,380,4.2388,1.69552,2.54328,15,88,0,0,14,1,0,0,0,0,4,0,0.0,0.0,1,1,190.0,36.048,2.0878,0.333
100674,3398,1,1,1,154,469,10.6667,4.26668,6.4000200000000005,18,103,7,2,8,1,0,0,0,0,4,0,0.0,0.0,1,1,217.0,35.3954,1.3135,0.333
100675,3398,1,1,1,107,342,5.3013,2.1205200000000004,3.18078,4,104,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,208.0,35.9944,1.3302,0.333
100676,3398,1,1,1,112,347,5.9527,2.3810800000000003,3.57162,33,90,13,1,14,1,0,4,0,0,4,0,0.0,0.0,1,1,208.0,33.1764,1.9497,0.333
100677,3398,1,1,1,119,361,5.2477,2.0990800000000003,3.14862,16,84,0,0,15,1,0,0,0,0,4,0,0.0,0.0,1,1,197.0,34.3697,2.0135,0.333
100678,3398,1,1,1,57,161,5.9223,2.36892,3.55338,10,36,0,6,3,1,0,0,0,0,4,0,0.0,0.0,1,1,207.0,33.2175,1.9873,0.333
100679,3402,1,1,1,0,0,1.6656,0.66624,0.99936,47,0,0,0,47,0,0,0,0,0,4,0,0.0,0.0,1,1,207.0,31.3783,1.9334,0.333
100680,3402,1,1,1,68,200,3.8415,1.5366,2.3049,4,37,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,199.0,38.7918,2.1923,0.333
100681,3402,1,1,1,0,0,1.5348,0.61392,0.92088,78,0,69,9,0,0,0,0,0,0,4,0,0.0,0.0,1,1,197.0,34.1322,2.3575,0.333
100682,3402,1,1,1,47,145,4.1124,1.6449600000000002,2.46744,35,34,0,6,6,0,0,23,0,0,4,0,0.0,0.0,1,1,198.0,38.4125,2.1327,0.333
100683,3402,1,1,1,109,330,5.4094,2.16376,3.24564,7,74,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,199.0,37.2867,2.27,0.333
100684,3402,1,1,1,55,168,4.4247,1.76988,2.6548199999999995,13,37,0,0,12,1,0,0,0,0,4,0,0.0,0.0,1,1,198.0,39.815,2.2458,0.333
100685,3402,1,1,1,153,502,1.7619,0.70476,1.05714,5,113,0,0,3,2,0,0,0,0,4,0,0.0,0.0,1,1,203.0,39.399,2.2171,0.333
100686,3402,1,1,1,109,343,5.6678,2.26712,3.40068,34,85,16,6,6,4,0,2,0,0,4,0,0.0,0.0,1,1,201.0,38.5981,2.2162,0.333
100687,3402,1,1,1,74,255,3.6481,1.45924,2.18886,188,58,34,7,146,1,0,0,0,0,4,0,0.0,0.0,1,1,213.0,39.7178,1.6948,0.333
100688,3400,1,1,1,2,3,0.9921,0.39684,0.59526,26,0,26,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,238.0,33.012,1.7566,0.333
100689,3400,1,1,1,166,499,7.7831,3.11324,4.66986,25,114,0,0,23,2,0,0,0,0,4,0,0.0,0.0,1,1,227.0,36.3052,1.9041,0.333
100690,3400,1,1,1,0,0,1.2469,0.49876,0.7481399999999999,26,0,12,7,0,7,0,0,0,0,4,0,0.0,0.0,1,1,223.0,32.8311,1.8732,0.333
100691,3400,1,1,1,0,0,0.9994,0.39976,0.59964,8,0,8,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,215.0,34.4424,2.1544,0.333
100692,3400,1,1,1,125,406,5.3397,2.13588,3.20382,56,71,9,7,39,1,0,0,0,0,4,0,0.0,0.0,1,1,205.0,37.887,2.0225,0.333
100693,3400,1,1,1,119,335,4.4717,1.7886800000000005,2.68302,13,77,1,2,9,1,0,0,0,0,4,0,0.0,0.0,1,1,205.0,38.0828,1.9761,0.333
100694,3400,1,1,1,110,333,7.0238,2.80952,4.21428,90,73,10,38,12,30,0,0,0,0,4,0,0.0,0.0,1,1,208.0,39.2889,2.2603,0.333
100695,3400,1,1,1,84,271,4.0307,1.6122800000000002,2.41842,13,59,0,0,12,1,0,0,0,0,4,0,0.0,0.0,1,1,219.0,37.2115,2.0424,0.333
100696,3400,1,1,1,136,399,6.404,2.5616000000000003,3.8424,16,85,0,0,15,1,0,0,0,0,4,0,0.0,0.0,1,1,206.0,38.4356,1.8508,0.333
100697,3399,1,1,1,6,16,2.6346,1.05384,1.58076,63,5,33,0,23,0,0,7,0,0,4,0,0.0,0.0,1,1,227.0,33.6478,1.6309,0.333
100698,3399,1,1,1,128,368,12.3365,4.9346,7.401899999999999,10,73,0,0,9,1,0,0,0,0,4,0,0.0,0.0,1,1,227.0,33.6478,1.6309,0.333
100699,3399,1,1,1,251,750,10.5311,4.21244,6.31866,31,196,0,5,20,6,0,0,0,0,4,0,0.0,0.0,1,1,221.0,36.4267,2.166,0.333
100700,3399,1,1,1,0,0,5.1566,2.06264,3.09396,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,201.0,36.6035,2.3133,0.333
100701,3399,1,1,1,0,0,11.3158,4.52632,6.789479999999999,88,0,0,0,88,0,0,0,0,0,4,0,0.0,0.0,1,1,221.0,36.4267,2.166,0.333
100702,3399,1,1,1,43,140,3.73,1.492,2.238,77,39,61,0,16,0,0,0,0,0,4,0,0.0,0.0,1,1,172.0,38.4153,2.1914,0.333
100703,3399,1,1,1,1,5,2.0714,0.8285600000000001,1.24284,0,3,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,174.0,38.3424,2.1524,0.333
100704,3399,1,1,1,0,0,3.7404,1.4961600000000002,2.24424,46,0,0,0,46,0,0,0,0,0,4,0,0.0,0.0,1,1,231.0,34.6421,1.7121,0.333
100705,3343,1,1,1,254,686,12.3805,4.9522,7.428299999999999,16,137,0,0,13,3,0,0,0,0,4,0,0.0,0.0,1,1,220.0,29.359,1.2803,0.333
100706,3343,1,1,1,245,695,13.0048,5.20192,7.802879999999999,56,143,3,23,19,9,0,2,0,0,4,0,0.0,0.0,1,1,189.0,31.5837,1.2519,0.333
100707,3343,1,1,1,1,1,1.0679,0.42716,0.64074,0,0,0,0,0,0,0,0,1,1,4,0,0.0,0.0,1,1,226.0,35.6944,1.6615,0.333
100708,3343,1,1,1,0,0,1.8098,0.7239200000000001,1.08588,57,0,16,41,0,0,0,0,1,1,4,0,0.0,0.0,1,1,232.0,36.4958,1.5723,0.333
100709,3343,1,1,1,0,0,0.9158,0.36632,0.54948,23,0,20,0,3,0,0,0,1,1,4,0,0.0,0.0,1,1,229.0,37.3497,1.697,0.333
100710,3340,1,1,1,147,374,7.997,3.1988000000000003,4.7982,14,72,0,2,10,2,0,0,0,0,4,0,0.0,0.0,1,1,165.0,32.661,1.6849,0.333
100711,3343,1,1,1,81,218,5.5594,2.22376,3.33564,90,38,37,17,29,7,0,0,1,1,4,0,0.0,0.0,1,1,204.0,34.8135,1.5407,0.333
100712,3340,1,1,1,160,427,5.7446,2.2978400000000003,3.44676,30,96,0,0,28,2,0,0,0,0,4,0,0.0,0.0,1,1,180.0,33.7663,1.7076,0.333
100713,3340,1,1,1,47,113,4.4287,1.7714800000000002,2.65722,88,20,21,10,56,1,0,0,1,1,4,0,0.0,0.0,1,1,228.0,37.5795,1.4543,0.333
100714,3340,1,1,1,2,9,2.7083,1.08332,1.62498,51,7,36,0,15,0,0,0,1,1,4,0,0.0,0.0,1,1,199.0,35.6769,1.9671,0.333
100715,3340,1,1,1,156,405,10.7607,4.30428,6.45642,13,70,0,2,9,2,0,0,0,0,4,0,0.0,0.0,1,1,158.0,29.6417,2.1191,0.333
100716,3340,1,1,1,11,28,27.3055,10.9222,16.3833,309,2,7,36,266,0,0,0,1,1,4,2135,0.0,0.0,1,1,187.0,38.0229,2.696,0.333
100717,3340,1,1,1,74,196,7.183,2.8732,4.3098,10,37,0,0,9,1,0,0,0,0,4,0,0.0,0.0,1,1,153.0,31.8903,1.7953,0.333
100718,3340,1,1,1,3,11,1.4876,0.59504,0.89256,13,2,12,1,0,0,0,0,1,1,4,0,0.0,0.0,1,1,192.0,38.6088,2.3984,0.333
100719,3340,1,1,1,2,3,3.8405,1.5362,2.3043,31,0,26,0,5,0,0,0,1,1,4,0,0.0,0.0,1,1,165.0,35.0004,2.5164,0.333
100720,3383,1,1,1,0,0,2.1276,0.8510400000000001,1.27656,139,0,80,0,12,0,0,47,1,1,4,0,0.0,0.0,1,1,228.0,36.186,1.5664,0.333
100721,3383,1,1,1,236,718,13.2417,5.29668,7.945019999999999,83,165,54,0,27,2,0,0,0,0,4,0,0.0,0.0,1,1,214.0,39.5003,1.5953,0.333
100722,3383,1,1,1,1,4,1.1941,0.47764,0.71646,16,1,12,4,0,0,0,0,1,1,4,0,0.0,0.0,1,1,228.0,37.5795,1.4543,0.333
100723,3383,1,1,1,1,1,1.2392,0.49568,0.7435200000000001,14,0,11,3,0,0,0,0,1,1,4,0,0.0,0.0,1,1,199.0,35.6769,1.9671,0.333
100724,3383,1,1,1,314,1038,11.3762,4.55048,6.8257200000000005,37,302,0,4,30,3,0,0,0,0,4,0,0.0,0.0,1,1,210.0,44.107,2.0128,0.333
100725,3383,1,1,1,0,0,1.0555,0.4222000000000001,0.6333000000000001,51,0,26,8,14,2,0,1,1,1,4,0,0.0,0.0,1,1,192.0,38.6088,2.3984,0.333
100726,3383,1,1,1,0,0,1.507,0.6028,0.9042,31,0,31,0,0,0,0,0,1,1,4,0,0.0,0.0,1,1,192.0,39.5022,2.4047,0.333
100727,3383,1,1,1,5,13,1.1134,0.44536,0.66804,16,2,13,0,3,0,0,0,1,1,4,0,0.0,0.0,1,1,187.0,38.0229,2.696,0.333
100728,3383,1,1,1,198,627,10.2667,4.10668,6.16002,20,143,0,0,18,2,0,0,1,1,4,0,0.0,0.0,1,1,192.0,42.5029,2.1804,0.333
100729,3383,1,1,1,0,0,0.9278,0.37112,0.55668,50,0,33,6,11,0,0,0,1,1,4,0,0.0,0.0,1,1,190.0,38.9211,2.4298,0.333
100730,3383,1,1,1,25,70,3.0816,1.23264,1.84896,78,12,28,15,24,0,0,11,1,1,4,0,0.0,0.0,1,1,169.0,38.1309,2.5504,0.333
100731,3383,1,1,1,172,547,6.069,2.4276,3.6414,31,136,0,0,29,2,0,0,0,0,4,0,0.0,0.0,1,1,183.0,37.6602,2.4267,0.333
100732,3433,1,1,1,186,623,8.9044,3.5617600000000005,5.34264,108,155,4,0,102,2,0,0,0,0,4,0,0.0,0.0,1,1,197.0,41.9035,2.2534,0.333
100733,3433,1,1,1,162,509,8.8127,3.52508,5.28762,17,113,0,0,15,2,0,0,0,0,4,0,0.0,0.0,1,1,201.0,41.3869,1.9686,0.333
100734,3433,1,1,1,178,585,9.6047,3.84188,5.76282,11,140,0,0,9,2,0,0,0,0,4,0,0.0,0.0,1,1,196.0,43.2133,2.0317,0.333
100735,3433,1,1,1,49,163,10.2268,4.09072,6.136080000000001,86,41,0,0,86,0,0,0,0,0,4,0,0.0,0.0,1,1,207.0,45.1182,2.1157,0.333
100736,3464,1,1,1,0,0,1.849,0.7396,1.1094,72,0,19,36,17,0,0,0,0,0,4,0,0.0,0.0,1,1,214.0,41.0299,2.0208,0.333
100737,3464,1,1,1,146,452,6.9742,2.78968,4.18452,31,107,8,3,19,1,0,0,0,0,4,0,0.0,0.0,1,1,191.0,41.1886,2.1464,0.333
100738,3464,1,1,1,185,595,10.9093,4.36372,6.54558,67,152,14,29,22,2,0,0,0,0,4,0,0.0,0.0,1,1,201.0,41.3869,1.9686,0.333
100739,3464,1,1,1,138,463,10.6222,4.24888,6.37332,107,96,37,0,30,23,0,17,0,0,4,0,0.0,0.0,1,1,200.0,41.2434,1.7181,0.333
100740,3464,1,1,1,57,178,5.1534,2.06136,3.0920400000000003,75,36,13,10,12,15,4,21,0,0,4,0,0.0,0.0,1,1,187.0,40.3559,1.6887,0.333
100741,3464,1,1,1,104,381,5.1376,2.05504,3.08256,35,107,18,0,16,1,0,0,0,0,4,0,0.0,0.0,1,1,210.0,44.0787,1.6941,0.333
100742,3497,1,1,1,68,194,4.5255,1.8102,2.7153,47,40,17,10,0,1,0,19,0,0,4,0,0.0,0.0,1,1,169.0,34.2726,1.6707,0.333
100743,3497,1,1,1,165,479,13.2172,5.28688,7.93032,38,106,19,0,0,6,0,13,0,0,4,0,0.0,0.0,1,1,164.0,33.9409,1.4454,0.333
100744,3497,1,1,1,31,82,16.4671,6.58684,9.880259999999998,56,20,0,0,56,0,0,0,0,0,4,0,0.0,0.0,1,1,169.0,34.2726,1.6707,0.333
100745,3497,1,1,1,42,113,4.7669,1.90676,2.86014,13,18,0,10,3,0,0,0,0,0,4,0,0.0,0.0,1,1,42.0,21.1236,1.8142,0.333
100746,3497,1,1,1,0,0,8.7017,3.4806800000000004,5.22102,339,0,227,112,0,0,0,0,0,0,4,0,0.0,0.0,1,1,127.0,34.9285,1.5191,0.333
100747,3497,1,1,1,34,91,2.521,1.0084,1.5126,6,14,0,0,6,0,0,0,0,0,4,0,0.0,0.0,1,1,129.0,33.422,1.5799,0.333
100748,3493,1,1,1,75,214,6.3347,2.53388,3.80082,30,47,19,0,6,1,0,4,0,0,4,0,0.0,0.0,1,1,208.0,33.1764,1.9497,0.333
100749,3493,1,1,1,158,479,13.2482,5.29928,7.94892,11,118,0,0,9,2,0,0,0,0,4,0,0.0,0.0,1,1,177.0,33.7688,1.9086,0.333
100750,3493,1,1,1,48,122,5.9433,2.37732,3.56598,7,25,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,77.0,31.0625,1.596,0.333
100751,3493,1,1,1,92,260,4.1486,1.65944,2.48916,35,53,6,8,11,10,0,0,0,0,4,0,0.0,0.0,1,1,200.0,33.1166,2.1283,0.333
100752,3497,1,1,1,100,256,5.2077,2.0830800000000003,3.12462,28,58,12,3,12,1,0,0,0,0,4,0,0.0,0.0,1,1,158.0,31.4034,1.7624,0.333
100753,3497,1,1,1,63,208,5.8791,2.35164,3.52746,7,62,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,158.0,31.4034,1.7624,0.333
100754,3497,1,1,1,45,121,5.304,2.1216000000000004,3.1824,4,28,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,100.0,32.649,1.9486,0.333
100755,3493,1,1,1,201,603,9.9336,3.97344,5.96016,13,150,0,0,10,3,0,0,0,0,4,0,0.0,0.0,1,1,224.0,31.2596,1.7046,0.333
100756,3493,1,1,1,210,656,9.326,3.7304,5.5956,95,163,61,25,6,3,0,0,0,0,4,0,0.0,0.0,1,1,203.0,31.8569,2.5131,0.333
100757,3493,1,1,1,72,204,5.6162,2.24648,3.36972,7,46,6,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,183.0,31.2852,1.8483,0.333
100758,3493,1,1,1,43,119,12.8066,5.1226400000000005,7.683959999999999,1,27,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,109.0,29.781,1.019,0.333
100759,3493,1,1,1,158,452,11.2349,4.49396,6.740939999999999,11,89,0,2,6,3,0,0,0,0,4,0,0.0,0.0,1,1,204.0,30.9603,1.616,0.333
100760,3493,1,1,1,43,145,5.2802,2.11208,3.16812,6,26,0,1,3,2,0,0,0,0,4,0,0.0,0.0,1,1,110.0,28.6543,0.6949,0.333
100761,3498,1,1,1,107,352,5.8705,2.3482,3.5223,48,75,26,3,18,1,0,0,0,0,4,0,0.0,0.0,1,1,208.0,39.2889,2.2603,0.333
100762,3498,1,1,1,108,350,5.1475,2.059,3.0885,56,95,0,5,12,22,0,17,0,0,4,0,0.0,0.0,1,1,209.0,39.0782,1.7472,0.333
100763,3498,1,1,1,0,0,3.6913,1.47652,2.21478,96,0,4,24,50,16,2,0,0,0,4,0,0.0,0.0,1,1,197.0,39.8974,1.7051,0.333
100764,3498,1,1,1,111,373,2.3805,0.9522,1.4283,10,89,0,6,3,1,0,0,0,0,4,0,0.0,0.0,1,1,210.0,38.3952,1.6031,0.333
100765,3536,1,1,1,0,0,4.9607,1.98428,2.97642,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,213.0,35.674,1.7094,0.333
100766,3536,1,1,1,83,289,5.8861,2.35444,3.53166,1,80,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,202.0,36.1254,1.8081,0.333
100767,3536,1,1,1,109,382,5.921,2.3684000000000003,3.5526,16,108,0,0,15,1,0,0,0,0,4,0,0.0,0.0,1,1,202.0,36.1254,1.8081,0.333
100768,3536,1,1,1,123,413,5.7193,2.28772,3.43158,4,103,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,209.0,35.778,1.7479,0.333
100769,3536,1,1,1,146,500,8.1636,3.2654400000000003,4.89816,14,130,0,0,12,2,0,0,0,0,4,0,0.0,0.0,1,1,189.0,30.0149,1.6865,0.333
100770,3536,1,1,1,13,43,1.9019,0.76076,1.1411399999999998,38,10,30,5,3,0,0,0,0,0,4,0,0.0,0.0,1,1,185.0,32.5505,1.0016,0.333
100771,3498,1,1,1,49,173,8.468,3.3872,5.0808,119,28,106,0,12,1,0,0,0,0,4,0,0.0,0.0,1,1,178.0,35.8962,2.2127,0.333
100772,3498,1,1,1,55,192,6.1893,2.4757200000000004,3.71358,56,52,16,22,17,1,0,0,0,0,4,0,0.0,0.0,1,1,182.0,37.5126,2.0471,0.333
100773,3498,1,1,1,99,379,6.2198,2.4879200000000004,3.73188,82,119,8,6,15,1,0,52,0,0,4,0,0.0,0.0,1,1,185.0,36.0051,2.0415,0.333
100774,3536,1,1,1,75,297,16.7247,6.68988,10.034819999999998,4,64,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,181.0,35.5015,1.9496,0.333
100775,3536,1,1,1,104,376,5.8262,2.33048,3.49572,7,102,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,172.0,34.3882,1.9267,0.333
100776,3536,1,1,1,94,304,5.9283,2.3713200000000003,3.55698,70,88,0,26,17,27,0,0,0,0,4,0,0.0,0.0,1,1,172.0,34.3882,1.9267,0.333
100777,3536,1,1,1,57,206,20.7315,8.2926,12.4389,4,59,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,151.0,29.0043,1.3972,0.333
100778,3536,1,1,1,110,389,8.2487,3.29948,4.94922,19,92,0,0,18,1,0,0,0,0,4,0,0.0,0.0,1,1,169.0,32.6416,1.7715,0.333
100779,3536,1,1,1,61,200,3.3556,1.34224,2.01336,4,33,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,173.0,28.8247,1.374,0.333
100780,3595,1,1,1,98,321,22.4994,8.99976,13.49964,16,73,0,0,15,1,0,0,0,0,4,0,0.0,0.0,1,1,81.0,17.763,0.1053,0.333
100781,3595,1,1,1,8,33,7.7428,3.0971200000000003,4.64568,66,12,0,0,66,0,0,0,0,0,4,0,0.0,0.0,1,1,192.0,27.5689,0.5257,0.333
100782,3655,1,1,1,49,158,8.2068,3.28272,4.924079999999999,13,54,0,0,12,1,0,0,0,0,4,0,0.0,0.0,1,1,42.0,13.0248,0.0,0.333
100783,3655,1,1,1,65,229,80.2503,32.10012,48.15018,12,60,0,5,6,1,0,0,0,0,4,0,0.0,0.0,1,1,25.0,11.4345,0.0,0.333
100784,3655,1,1,1,72,253,12.1046,4.84184,7.262759999999999,16,63,0,0,15,1,0,0,0,0,4,0,0.0,0.0,1,1,99.0,16.6052,0.741,0.333
100785,3655,1,1,1,99,362,13.5984,5.439360000000001,8.15904,19,107,0,0,18,1,0,0,0,0,4,0,0.0,0.0,1,1,123.0,19.8071,0.8751,0.333
100786,3655,1,1,1,38,129,5.2682,2.1072800000000003,3.16092,0,23,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,151.0,26.3129,0.3376,0.333
100787,3655,1,1,1,29,86,3.4763,1.3905200000000002,2.08578,6,23,0,0,6,0,0,0,0,0,4,0,0.0,0.0,1,1,153.0,25.0361,0.3872,0.333
100788,3655,1,1,1,16,46,10.5244,4.20976,6.31464,0,16,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,94.0,21.139,0.1642,0.333
100789,3655,1,1,1,13,48,5.5704,2.2281600000000004,3.34224,3,10,0,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,110.0,23.8287,0.4288,0.333
100790,3655,1,1,1,42,145,7.22,2.888,4.332,6,38,0,0,5,1,0,0,0,0,4,0,0.0,0.0,1,1,26.0,11.0233,0.0,0.333
100791,3655,1,1,1,45,163,11.3252,4.530080000000001,6.79512,7,46,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,48.0,15.503,0.0,0.333
100792,3592,1,1,1,65,201,26.2264,10.490560000000002,15.73584,9,52,0,5,3,1,0,0,0,0,4,0,0.0,0.0,1,1,72.0,30.8636,0.7299,0.333
100793,3592,1,1,1,91,282,10.378,4.1512,6.2268,7,63,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,48.0,26.7795,0.4533,0.333
100794,3592,1,1,1,62,206,12.5554,5.02216,7.53324,4,46,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,42.0,22.41,0.3359,0.333
100795,3595,1,1,1,22,65,3.4219,1.36876,2.05314,0,9,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,70.0,18.7336,0.9849,0.333
100796,3595,1,1,1,99,329,11.8575,4.743,7.1145,13,70,0,0,12,1,0,0,0,0,4,0,0.0,0.0,1,1,133.0,29.4918,1.4077,0.333
100797,3592,1,1,1,20,73,5.44,2.176,3.264,3,24,0,2,0,1,0,0,0,0,4,0,0.0,0.0,1,1,46.0,24.5333,0.4286,0.333
100798,3595,1,1,1,31,105,5.6356,2.25424,3.38136,3,29,0,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,106.0,18.5631,0.9441,0.333
