MAZ,TAZ,COUNTY,DISTRICT,SD,TOTHH,TOTPOP,TOTACRE,RESACRE,CIACRE,TOTEMP,AGE0519,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,area_type,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,totint,popden,retempden,access_dist_transit
100799,3595,1,1,1,42,149,6.0123,2.40492,3.60738,12,32,0,3,9,0,0,0,0,0,4,0,0.0,0.0,1,1,118.0,19.0961,1.1121,0.333
100800,3595,1,1,1,101,318,12.1721,4.8688400000000005,7.30326,10,55,0,0,9,1,0,0,0,0,4,0,0.0,0.0,1,1,163.0,29.1761,1.3624,0.333
100801,3595,1,1,1,164,578,8.491,3.3964,5.0946,32,137,0,4,22,6,0,0,0,0,4,0,0.0,0.0,1,1,187.0,27.166,0.4948,0.333
100802,3595,1,1,1,74,245,5.7254,2.29016,3.43524,4,46,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,182.0,32.7389,0.9974,0.333
100803,3595,1,1,1,24,75,2.9745,1.1898,1.7847,62,12,55,0,7,0,0,0,0,0,4,0,0.0,0.0,1,1,185.0,32.5505,1.0016,0.333
100804,3595,1,1,1,30,93,5.968,2.3872,3.5808,9,31,2,4,3,0,0,0,0,0,4,0,0.0,0.0,1,1,198.0,26.0695,0.7666,0.333
100805,3595,1,1,1,38,129,5.5405,2.2162,3.3243,0,34,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,145.0,26.1391,1.3874,0.333
100806,3595,1,1,1,88,296,8.624,3.4496,5.1744,4,70,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,163.0,28.1142,0.9759,0.333
100807,3761,1,1,1,50,156,13.778,5.5112000000000005,8.2668,1,49,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,56.0,10.6469,0.0359,0.333
100808,3761,1,1,1,33,89,16.388,6.555200000000001,9.8328,15,24,2,3,10,0,0,0,0,0,4,0,0.0,0.0,1,1,55.0,8.8365,0.1607,0.333
100809,3761,1,1,1,56,181,32.7794,13.111760000000002,19.66764,1,42,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,34.0,7.7736,0.4697,0.333
100810,3761,1,1,1,109,312,19.6337,7.853480000000001,11.78022,2,60,0,0,0,2,0,0,0,0,4,0,0.0,0.0,1,1,55.0,8.8124,0.1991,0.333
100811,3822,1,1,1,106,297,31.0451,12.41804,18.62706,47,59,0,0,46,1,0,0,0,0,4,0,0.0,0.0,1,1,39.0,10.9288,0.11,0.333
100812,3761,1,1,1,119,355,28.7231,11.48924,17.23386,25,75,0,10,3,12,0,0,0,0,4,0,0.0,0.0,1,1,51.0,8.0001,0.3438,0.333
100813,3761,1,1,1,61,176,14.8769,5.95076,8.926139999999998,7,34,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,39.0,7.9584,0.4266,0.333
100814,3761,1,1,1,0,0,12.213,4.8852,7.327799999999999,138,0,21,49,0,50,0,18,0,0,4,0,0.0,0.0,1,1,37.0,8.5224,0.3586,0.333
100815,3822,1,1,1,162,455,32.5343,13.01372,19.52058,19,89,0,5,12,2,0,0,0,0,4,0,0.0,0.0,1,1,19.0,9.7373,0.1742,0.333
100816,3822,1,1,1,50,158,22.582,9.0328,13.5492,92,36,0,37,44,1,0,10,0,0,4,0,0.0,0.0,1,1,28.0,8.2681,0.2013,0.333
100817,3822,1,1,1,89,287,17.307,6.9228,10.384199999999998,105,73,0,104,0,1,0,0,0,0,4,0,0.0,0.0,1,1,17.0,10.3474,0.1815,0.333
100818,3654,1,1,1,23,75,4.0109,1.6043600000000002,2.40654,3,21,0,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,181.0,23.874,0.3657,0.333
100819,3654,1,1,1,42,120,4.886,1.9544,2.9316,1,31,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,143.0,22.2852,0.3945,0.333
100820,3654,1,1,1,11,27,2.512,1.0048,1.5072,8,5,0,0,8,0,0,0,0,0,4,0,0.0,0.0,1,1,122.0,20.8567,0.1887,0.333
100821,3654,1,1,1,97,269,7.8748,3.14992,4.72488,4,60,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,122.0,20.8567,0.1887,0.333
100822,3654,1,1,1,26,86,3.7864,1.51456,2.27184,3,17,0,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,102.0,16.6446,0.2212,0.333
100823,3713,1,1,1,94,284,34.674,13.8696,20.8044,44,48,0,19,3,22,0,0,0,0,4,0,0.0,0.0,1,1,73.0,13.0092,0.0817,0.333
100824,3713,1,1,1,33,109,4.6624,1.86496,2.79744,9,26,0,0,8,1,0,0,0,0,4,0,0.0,0.0,1,1,94.0,16.5473,0.2202,0.333
100825,3713,1,1,1,24,66,2.6445,1.0578,1.5866999999999998,6,20,0,0,6,0,0,0,0,0,4,0,0.0,0.0,1,1,99.0,14.3775,0.2062,0.333
100826,3713,1,1,1,46,127,6.2972,2.51888,3.77832,1,24,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,96.0,15.4338,0.2081,0.333
100827,3746,1,1,1,48,136,6.3172,2.52688,3.79032,4,27,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,87.0,18.9948,0.4136,0.333
100828,3746,1,1,1,122,341,14.4183,5.767320000000001,8.65098,8,65,0,0,6,2,0,0,0,0,4,0,0.0,0.0,1,1,53.0,21.643,0.4295,0.333
100829,3746,1,1,1,169,510,20.2339,8.09356,12.140339999999998,22,117,0,4,16,2,0,0,0,0,4,0,0.0,0.0,1,1,31.0,24.4723,0.0343,0.333
100830,3713,1,1,1,40,125,5.9666,2.38664,3.57996,4,16,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,69.0,11.8171,0.036,0.333
100831,3654,1,1,1,12,31,4.6095,1.8438,2.7657,29,6,16,7,6,0,0,0,0,0,4,0,0.0,0.0,1,1,190.0,24.7642,0.3305,0.333
100832,3654,1,1,1,81,253,13.3227,5.32908,7.993619999999999,4,50,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,167.0,23.6018,0.3767,0.333
100833,3654,1,1,1,64,201,14.3556,5.742240000000001,8.61336,1,49,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,106.0,17.4013,0.2055,0.333
100834,3713,1,1,1,99,300,28.0719,11.22876,16.84314,14,59,0,4,9,1,0,0,0,0,4,0,0.0,0.0,1,1,75.0,14.9666,0.0898,0.333
100835,3713,1,1,1,24,69,7.2736,2.90944,4.36416,0,13,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,82.0,14.0474,0.0734,0.333
100836,3713,1,1,1,16,45,3.396,1.3584,2.0376,0,12,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,67.0,12.7672,0.0414,0.333
100837,3713,1,1,1,7,20,1.8365,0.7346,1.1019,9,2,6,3,0,0,0,0,0,0,4,0,0.0,0.0,1,1,96.0,15.4338,0.2081,0.333
100838,3654,1,1,1,22,67,3.2998,1.31992,1.97988,7,20,1,0,6,0,0,0,0,0,4,0,0.0,0.0,1,1,121.0,17.0011,0.1918,0.333
100839,3654,1,1,1,15,34,1.6748,0.6699200000000001,1.00488,14,8,8,3,3,0,0,0,0,0,4,0,0.0,0.0,1,1,173.0,23.5848,0.3865,0.333
100840,3654,1,1,1,22,66,2.6476,1.0590400000000002,1.58856,3,12,0,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,141.0,21.7216,0.3968,0.333
100841,3540,1,1,1,30,98,3.2058,1.28232,1.92348,28,27,28,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,201.0,35.4413,1.4438,0.333
100842,3540,1,1,1,115,411,7.995,3.1980000000000004,4.797,12,102,0,0,11,1,0,0,0,0,4,0,0.0,0.0,1,1,187.0,32.731,1.0054,0.333
100843,3540,1,1,1,116,397,10.3673,4.146920000000001,6.22038,15,93,0,4,6,5,0,0,0,0,4,0,0.0,0.0,1,1,191.0,30.1762,0.878,0.333
100844,3597,1,1,1,21,78,1.9562,0.7824800000000001,1.17372,6,15,0,0,6,0,0,0,0,0,4,0,0.0,0.0,1,1,192.0,26.7694,0.8215,0.333
100845,3597,1,1,1,81,315,6.2788,2.5115200000000004,3.76728,15,79,0,0,14,1,0,0,0,0,4,0,0.0,0.0,1,1,187.0,32.731,1.0054,0.333
100846,3597,1,1,1,61,222,4.7106,1.88424,2.82636,4,55,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,193.0,30.0546,0.8842,0.333
100847,3597,1,1,1,44,165,6.1604,2.46416,3.69624,3,42,0,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,178.0,29.666,0.8128,0.333
100848,3597,1,1,1,0,0,16.5943,6.637720000000001,9.95658,149,0,3,4,142,0,0,0,0,0,4,0,0.0,0.0,1,1,177.0,25.5255,0.3745,0.333
100849,3597,1,1,1,39,135,5.1518,2.06072,3.09108,6,36,0,0,6,0,0,0,0,0,4,0,0.0,0.0,1,1,161.0,27.6303,0.5095,0.333
100850,3501,1,1,1,154,539,10.7127,4.28508,6.42762,25,126,7,0,15,2,0,1,0,0,4,0,0.0,0.0,1,1,200.0,39.7815,1.4349,0.333
100851,3501,1,1,1,158,532,10.3533,4.14132,6.2119800000000005,31,113,0,17,12,2,0,0,0,0,4,0,0.0,0.0,1,1,187.0,40.4687,1.4449,0.333
100852,3501,1,1,1,161,576,9.9094,3.96376,5.94564,33,157,6,11,14,2,0,0,0,0,4,0,0.0,0.0,1,1,171.0,40.3994,1.1885,0.333
100853,3501,1,1,1,0,0,10.5384,4.21536,6.32304,207,0,180,27,0,0,0,0,0,0,4,0,0.0,0.0,1,1,214.0,41.2022,1.8698,0.333
100854,3540,1,1,1,0,0,7.7398,3.09592,4.643879999999999,110,0,9,6,95,0,0,0,0,0,4,0,0.0,0.0,1,1,187.0,37.7357,0.9597,0.333
100855,3540,1,1,1,100,332,9.323,3.729200000000001,5.5938,20,73,0,0,19,1,0,0,0,0,4,0,0.0,0.0,1,1,187.0,40.4687,1.4449,0.333
100856,3540,1,1,1,75,271,7.1178,2.8471200000000003,4.27068,19,75,0,0,18,1,0,0,0,0,4,0,0.0,0.0,1,1,171.0,40.3994,1.1885,0.333
100857,3540,1,1,1,0,0,5.1001,2.0400400000000003,3.06006,39,0,0,0,39,0,0,0,0,0,4,0,0.0,0.0,1,1,217.0,38.3327,1.6043,0.333
100858,3540,1,1,1,0,0,8.1747,3.26988,4.90482,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,189.0,35.0546,1.0327,0.333
100859,3540,1,1,1,32,122,1.9864,0.79456,1.19184,3,46,0,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,145.0,37.5138,0.9275,0.333
100860,3540,1,1,1,73,253,8.8923,3.5569200000000003,5.33538,9,61,0,0,8,1,0,0,0,0,4,0,0.0,0.0,1,1,167.0,32.1056,0.8667,0.333
100861,3540,1,1,1,30,105,3.7022,1.48088,2.22132,0,26,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,143.0,37.4994,1.044,0.333
100862,3540,1,1,1,70,269,7.3659,2.9463600000000003,4.41954,13,84,0,0,12,1,0,0,0,0,4,0,0.0,0.0,1,1,100.0,32.2057,0.688,0.333
100863,3597,1,1,1,10,47,3.4222,1.36888,2.05332,3,16,0,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,93.0,29.1697,0.3965,0.333
100864,3597,1,1,1,39,147,5.137,2.0548,3.0822,8,49,0,3,3,2,0,0,0,0,4,0,0.0,0.0,1,1,125.0,30.1363,0.5274,0.333
100865,3597,1,1,1,69,232,8.5819,3.43276,5.149139999999999,8,59,0,4,3,1,0,0,0,0,4,0,0.0,0.0,1,1,64.0,27.2639,0.2623,0.333
100866,3597,1,1,1,65,253,11.9244,4.769760000000001,7.15464,16,71,0,0,15,1,0,0,0,0,4,0,0.0,0.0,1,1,97.0,25.9028,0.628,0.333
100867,3597,1,1,1,18,69,5.3821,2.1528400000000003,3.22926,55,25,0,25,3,27,0,0,0,0,4,0,0.0,0.0,1,1,87.0,27.48,0.5774,0.333
100868,3597,1,1,1,26,95,4.5119,1.80476,2.70714,11,25,0,4,3,4,0,0,0,0,4,0,0.0,0.0,1,1,135.0,28.5667,0.5725,0.333
100869,3597,1,1,1,21,73,2.0435,0.8174,1.2261,0,19,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,131.0,24.5691,0.51,0.333
100870,3661,1,1,1,42,158,5.4058,2.16232,3.24348,23,46,16,6,0,1,0,0,0,0,4,0,0.0,0.0,1,1,190.0,24.7642,0.3305,0.333
100871,3661,1,1,1,112,423,11.1311,4.45244,6.67866,10,125,0,0,9,1,0,0,0,0,4,0,0.0,0.0,1,1,151.0,23.9853,0.449,0.333
100872,3661,1,1,1,39,138,5.4128,2.16512,3.24768,4,42,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,121.0,24.617,0.4615,0.333
100873,3661,1,1,1,48,172,10.9151,4.366040000000001,6.54906,11,45,0,4,6,1,0,0,0,0,4,0,0.0,0.0,1,1,158.0,25.5358,0.3761,0.333
100874,3661,1,1,1,34,126,8.1179,3.2471600000000005,4.8707400000000005,176,33,0,9,167,0,0,0,0,0,4,0,0.0,0.0,1,1,93.0,20.8605,0.1892,0.333
100875,3698,1,1,1,35,183,11.8442,4.73768,7.106520000000001,0,35,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,77.0,22.1583,0.182,0.333
100876,3698,1,1,1,29,98,3.6575,1.463,2.1945,2,24,0,2,0,0,0,0,0,0,4,0,0.0,0.0,1,1,33.0,20.4324,0.3166,0.333
100877,3698,1,1,1,0,0,11.1151,4.44604,6.66906,77,0,0,0,77,0,0,0,0,0,4,0,0.0,0.0,1,1,112.0,22.2651,0.2142,0.333
100878,3661,1,1,1,12,37,1.3082,0.5232800000000001,0.78492,0,8,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,63.0,20.3961,0.1876,0.333
100879,3661,1,1,1,55,207,8.3188,3.32752,4.99128,4,62,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,108.0,22.0075,0.1876,0.333
100880,3661,1,1,1,30,89,9.3066,3.72264,5.583959999999999,0,16,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,73.0,20.0779,0.2419,0.333
100881,3661,1,1,1,1,2,5.3149,2.12596,3.18894,40,0,40,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,44.0,15.5305,0.1651,0.333
100882,3661,1,1,1,29,91,6.5868,2.63472,3.95208,3,15,0,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,56.0,20.5361,0.3574,0.333
100883,3698,1,1,1,179,650,16.2139,6.48556,9.72834,25,176,0,15,6,4,0,0,0,0,4,0,0.0,0.0,1,1,25.0,18.6155,0.349,0.333
100884,3698,1,1,1,30,104,7.0751,2.8300400000000003,4.24506,6,22,0,0,6,0,0,0,0,0,4,0,0.0,0.0,1,1,37.0,20.5856,0.2762,0.333
100885,3661,1,1,1,19,67,2.0968,0.83872,1.25808,3,13,0,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,121.0,24.617,0.4615,0.333
100886,3698,1,1,1,14,59,3.2152,1.28608,1.92912,0,21,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,32.0,20.2162,0.3176,0.333
100887,3698,1,1,1,89,314,7.218,2.8872,4.3308,1,81,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,112.0,20.9806,0.4361,0.333
100888,3698,1,1,1,96,355,5.9244,2.3697600000000003,3.55464,24,94,0,0,23,1,0,0,0,0,4,0,0.0,0.0,1,1,78.0,20.9129,0.2496,0.333
100889,3698,1,1,1,67,230,5.106,2.0424,3.0636,1,56,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,50.0,23.593,0.0854,0.333
100890,3698,1,1,1,26,81,10.1529,4.06116,6.091740000000001,0,27,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,28.0,19.2246,0.7554,0.333
100891,3698,1,1,1,70,249,5.8137,2.32548,3.48822,7,67,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,75.0,22.8883,0.2561,0.333
100892,3698,1,1,1,25,88,6.7561,2.70244,4.05366,0,23,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,32.0,24.483,0.0346,0.333
100893,3698,1,1,1,37,140,9.1733,3.66932,5.503979999999999,0,47,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,30.0,25.3924,0.0382,0.333
100894,3698,1,1,1,55,191,11.7419,4.69676,7.045139999999999,7,54,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,42.0,18.5798,0.3433,0.333
100895,3316,1,1,1,7,18,4.153,1.6612,2.4918,55,5,52,0,3,0,0,0,0,0,4,0,0.0,0.0,1,1,164.0,15.1186,1.6695,0.333
100896,3316,1,1,1,37,99,4.261,1.7044,2.5566,9,17,0,0,9,0,0,0,0,0,4,0,0.0,0.0,1,1,163.0,14.5044,1.7385,0.333
100897,3316,1,1,1,246,629,14.0146,5.605840000000001,8.40876,167,119,106,14,15,32,0,0,0,0,4,0,0.0,0.0,1,1,150.0,14.0644,1.575,0.333
100898,3316,1,1,1,13,27,1.8549,0.7419600000000001,1.11294,0,4,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,163.0,14.5044,1.7385,0.333
100899,3316,1,1,1,21,67,2.0238,0.80952,1.21428,0,20,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,149.0,14.0781,1.5299,0.333
100900,3316,1,1,1,92,232,13.1509,5.26036,7.89054,1,39,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,142.0,14.8583,1.5275,0.333
100901,3316,1,1,1,118,318,18.7093,7.48372,11.22558,7,51,0,3,0,4,0,0,0,0,4,0,0.0,0.0,1,1,137.0,16.5679,1.4927,0.333
100902,3316,1,1,1,29,76,4.9196,1.96784,2.95176,0,8,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,134.0,16.0219,1.6574,0.333
100903,3376,1,1,1,79,187,18.1896,7.27584,10.913759999999998,11,37,0,1,8,2,0,0,0,0,4,0,0.0,0.0,1,1,117.0,14.561,2.8657,0.333
100904,3376,1,1,1,142,353,32.4325,12.973,19.4595,7,50,0,0,5,2,0,0,0,0,4,0,0.0,0.0,1,1,79.0,17.8788,1.8305,0.333
100905,3376,1,1,1,31,67,9.2807,3.71228,5.56842,17,6,15,2,0,0,0,0,0,0,4,0,0.0,0.0,1,1,72.0,12.6377,3.444,0.333
100906,3376,1,1,1,59,150,21.7208,8.688320000000001,13.03248,7,24,0,4,0,3,0,0,0,0,4,0,0.0,0.0,1,1,64.0,16.4223,0.1283,0.333
100907,3376,1,1,1,91,225,24.6101,9.84404,14.76606,5,36,0,0,4,1,0,0,0,0,4,0,0.0,0.0,1,1,32.0,21.1264,1.9134,0.333
100908,3412,1,1,1,164,563,21.8971,8.75884,13.13826,11,85,0,0,9,2,0,0,0,0,4,0,0.0,0.0,1,1,66.0,24.1419,1.5281,0.333
100909,3410,1,1,1,42,216,18.6179,7.44716,11.17074,539,24,0,0,538,1,0,0,0,0,4,0,0.0,0.0,1,1,66.0,21.2444,2.3864,0.333
100910,3412,1,1,1,136,354,17.7975,7.119,10.6785,32,47,8,15,6,3,0,0,0,0,4,0,0.0,0.0,1,1,113.0,25.0949,1.7295,0.333
100911,3347,1,1,1,9,25,2.9534,1.18136,1.7720399999999998,25,7,4,15,0,6,0,0,0,0,4,0,0.0,0.0,1,1,153.0,15.3567,1.634,0.333
100912,3347,1,1,1,90,221,4.6936,1.87744,2.81616,40,27,5,0,14,12,0,9,0,0,4,0,0.0,0.0,1,1,127.0,14.3188,2.0736,0.333
100913,3347,1,1,1,0,0,37.4787,14.991480000000005,22.48722,237,0,0,0,237,0,0,0,0,0,4,0,0.0,0.0,1,1,154.0,20.8121,1.3172,0.333
100914,3347,1,1,1,75,191,12.2311,4.892440000000001,7.338659999999999,1,28,0,0,0,1,0,0,0,0,4,0,0.0,0.0,1,1,144.0,18.2793,1.8303,0.333
100915,3347,1,1,1,0,0,1.9684,0.7873600000000001,1.18104,47,0,30,0,0,17,0,0,0,0,4,0,0.0,0.0,1,1,168.0,22.5415,1.2201,0.333
100916,3410,1,1,1,73,184,15.4938,6.197520000000001,9.29628,7,28,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,83.0,18.2554,0.575,0.333
100917,3412,1,1,1,28,60,2.9903,1.19612,1.79418,16,13,0,0,16,0,0,0,0,0,4,0,0.0,0.0,1,1,143.0,25.6193,1.503,0.333
100918,3412,1,1,1,42,106,7.4081,2.9632400000000003,4.44486,7,11,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,125.0,22.2566,0.955,0.333
100919,3410,1,1,1,0,0,25.2545,10.1018,15.1527,163,0,7,4,152,0,0,0,0,0,4,1098,0.0,0.0,1,1,88.0,22.4369,1.603,0.333
100920,3410,1,1,1,344,898,12.1028,4.84112,7.26168,11,173,0,0,6,5,0,0,0,0,4,0,0.0,0.0,1,1,59.0,18.3883,1.4705,0.333
100921,3442,1,1,1,14,48,8.5402,3.4160800000000004,5.1241200000000005,53,16,32,8,11,2,0,0,0,0,4,0,0.0,0.0,1,1,87.0,11.2056,2.772,0.333
100922,3442,1,1,1,82,246,20.0264,8.01056,12.01584,21,55,0,5,10,6,0,0,0,0,4,0,0.0,0.0,1,1,36.0,13.217,0.4447,0.333
100923,3460,1,1,1,0,0,20.8535,8.3414,12.5121,441,0,402,12,20,7,0,0,0,0,4,0,0.0,0.0,1,1,32.0,19.9034,2.5598,0.333
100924,3460,1,1,1,459,1377,29.5678,11.82712,17.740679999999998,22,305,0,0,15,7,0,0,0,0,4,0,0.0,0.0,1,1,18.0,23.2016,2.6035,0.333
100925,3442,1,1,1,105,289,25.5283,10.21132,15.31698,7,42,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,59.0,12.5973,0.6957,0.333
100926,3460,1,1,1,0,0,8.155,3.262,4.893,130,0,6,8,116,0,0,0,0,0,4,0,0.0,0.0,1,1,36.0,19.875,0.0279,0.333
100927,3442,1,1,1,9,30,4.4102,1.76408,2.64612,20,7,0,10,0,10,0,0,0,0,4,0,0.0,0.0,1,1,53.0,13.5511,0.2762,0.333
100928,3460,1,1,1,26,59,6.2907,2.51628,3.77442,16,11,0,10,6,0,0,0,0,0,4,0,0.0,0.0,1,1,29.0,20.6399,2.019,0.333
100929,3460,1,1,1,14,34,2.5108,1.00432,1.50648,11,7,0,0,11,0,0,0,0,0,4,0,0.0,0.0,1,1,49.0,10.1014,0.0337,0.333
100930,3548,1,1,1,111,322,20.6769,8.270760000000001,12.40614,8,71,0,0,6,2,0,0,0,0,4,0,0.0,0.0,1,1,50.0,13.6501,0.3066,0.333
100931,3548,1,1,1,38,107,10.1457,4.05828,6.08742,10,19,0,0,9,1,0,0,0,0,4,0,0.0,0.0,1,1,46.0,13.0673,0.3577,0.333
100932,3460,1,1,1,195,543,24.0607,9.62428,14.43642,23,99,0,0,20,3,0,0,0,0,4,0,0.0,0.0,1,1,21.0,8.0626,0.0,0.333
100933,3548,1,1,1,85,255,23.6343,9.45372,14.18058,4,48,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,81.0,11.8537,3.1525,0.333
100934,3525,1,1,1,24,148,32.3342,12.933680000000004,19.40052,196,24,160,13,22,1,0,0,0,0,4,0,0.0,0.0,1,1,80.0,17.0145,1.0693,0.333
100935,3519,1,1,1,54,164,16.6027,6.64108,9.961619999999998,7,34,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,42.0,7.3951,0.5837,0.333
100936,3519,1,1,1,44,127,7.3923,2.95692,4.435379999999999,13,27,0,0,12,1,0,0,0,0,4,0,0.0,0.0,1,1,56.0,14.0011,0.9584,0.333
100937,3519,1,1,1,80,230,16.1118,6.44472,9.66708,10,48,0,0,9,1,0,0,0,0,4,0,0.0,0.0,1,1,64.0,10.071,0.5211,0.333
100938,3519,1,1,1,262,705,17.5873,7.03492,10.55238,13,144,0,0,9,4,0,0,0,0,4,0,0.0,0.0,1,1,79.0,19.2692,2.0808,0.333
100939,3519,1,1,1,36,129,11.5358,4.61432,6.92148,4,31,0,0,3,1,0,0,0,0,4,0,0.0,0.0,1,1,42.0,13.4716,1.0407,0.333
100940,3460,1,1,1,47,130,3.1925,1.277,1.9155,18,18,0,0,17,1,0,0,0,0,4,0,0.0,0.0,1,1,25.0,9.0135,0.0,0.333
100941,3460,1,1,1,91,277,18.595,7.438,11.156999999999998,10,51,0,0,9,1,0,0,0,0,4,0,0.0,0.0,1,1,25.0,9.0135,0.0,0.333
100942,3548,1,1,1,91,249,17.4538,6.981520000000001,10.47228,7,38,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,71.0,12.3543,3.5081,0.333
100943,3574,1,1,1,86,273,9.6563,3.86252,5.79378,16,71,0,0,15,1,0,0,0,0,4,0,0.0,0.0,1,1,61.0,11.171,3.4253,0.333
100944,3548,1,1,1,100,282,18.9086,7.56344,11.34516,7,53,0,0,6,1,0,0,0,0,4,0,0.0,0.0,1,1,37.0,9.6395,0.0,0.333
100945,3548,1,1,1,102,277,23.4998,9.39992,14.09988,5,47,0,0,3,2,0,0,0,0,4,0,0.0,0.0,1,1,64.0,13.0306,2.4203,0.333
100946,3574,1,1,1,0,0,14.504,5.8016000000000005,8.702399999999999,141,0,106,24,11,0,0,0,0,0,4,0,0.0,0.0,1,1,84.0,9.0641,2.9277,0.333
100947,3574,1,1,1,167,472,23.6718,9.46872,14.20308,8,104,0,0,6,2,0,0,0,0,4,0,0.0,0.0,1,1,59.0,6.8581,3.0036,0.333
100948,3574,1,1,1,0,0,13.8734,5.54936,8.32404,443,0,429,3,11,0,0,0,0,0,4,0,0.0,0.0,1,1,92.0,10.4263,4.2137,0.333
100949,3574,1,1,1,0,0,25.5791,10.23164,15.34746,518,0,518,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,52.0,6.7029,3.2853,0.333
100950,3574,1,1,1,0,0,3.5556,1.4222400000000002,2.13336,114,0,41,3,0,67,0,3,0,0,4,0,0.0,0.0,1,1,33.0,7.2188,3.3663,0.333
100951,3670,1,1,1,113,390,17.3609,6.9443600000000005,10.41654,54,100,0,38,12,4,0,0,0,0,4,0,0.0,0.0,1,1,93.0,14.4653,0.0784,0.333
100952,3715,1,1,1,49,165,17.4981,6.99924,10.49886,13,32,0,0,12,1,0,0,0,0,4,0,0.0,0.0,1,1,37.0,15.1423,0.0,0.333
100953,3729,1,1,1,78,238,33.0862,13.23448,19.85172,74,49,0,0,73,1,0,0,0,0,4,0,0.0,0.0,1,1,102.0,13.489,0.0592,0.333
100954,3729,1,1,1,120,397,23.6872,9.47488,14.21232,7,107,0,0,5,2,0,0,0,0,4,0,0.0,0.0,1,1,98.0,10.8978,0.2702,0.333
100955,3715,1,1,1,97,325,39.8143,15.925720000000002,23.88858,5,52,0,0,3,2,0,0,0,0,4,0,0.0,0.0,1,1,48.0,9.2761,0.149,0.333
100956,3729,1,1,1,119,320,30.4241,12.16964,18.25446,20,54,0,0,18,2,0,0,0,0,4,0,0.0,0.0,1,1,94.0,8.9841,1.4905,0.333
100957,3729,1,1,1,0,0,6.1792,2.47168,3.70752,54,0,40,0,0,12,2,0,0,0,4,0,0.0,0.0,1,1,95.0,9.1032,1.5348,0.333
100958,3670,1,1,1,26,73,4.1274,1.65096,2.47644,0,14,0,0,0,0,0,0,0,0,4,0,0.0,0.0,1,1,57.0,14.5399,0.0499,0.333
