MAZ,TAP,walkTime,dist,mmTime,mmCost,mtTime,mtCost,mmGenTime,mtGenTime,minTime
100501,1607,17.608,0.8804000000000001,14.5216,1.373456,999.0,999.0,80.015424,999.0,17.608
100501,1608,17.025,0.85125,14.405,1.3548,999.0,999.0,79.82419999999999,999.0,17.025
100501,1611,18.052,0.9026,14.6104,1.387664,999.0,999.0,80.161056,999.0,18.052
100501,1651,11.149,0.55745,13.2298,1.166768,999.0,999.0,77.896872,999.0,11.149
100501,1652,16.895,0.84475,14.379,1.35064,999.0,999.0,79.78156,999.0,16.895
100501,1665,8.658,0.4328999999999999,12.7316,1.087056,999.0,999.0,77.079824,999.0,8.658
100501,1680,19.186,0.9593,14.8372,1.423952,999.0,999.0,80.533008,999.0,19.186
100501,1681,14.97,0.7485,13.994,1.28904,999.0,999.0,79.15016,999.0,14.97
100502,1013,17.766,0.8882999999999999,14.5532,1.378512,999.0,999.0,80.067248,999.0,17.766
100502,1181,16.622,0.8311,14.3244,1.341904,999.0,999.0,79.692016,999.0,16.622
100502,1238,17.119,0.85595,14.4238,1.357808,999.0,999.0,79.855032,999.0,17.119
100502,1333,16.082,0.8041,14.2164,1.324624,999.0,999.0,79.514896,999.0,16.082
100502,1531,13.309,0.6654500000000001,13.6618,1.235888,999.0,999.0,78.605352,999.0,13.309
100502,1558,15.908,0.7954,14.1816,1.319056,999.0,999.0,79.457824,999.0,15.908
100502,1559,17.402,0.8701000000000001,14.4804,1.366864,999.0,999.0,79.947856,999.0,17.402
100502,1601,12.009,0.60045,13.4018,1.194288,999.0,999.0,78.178952,999.0,12.009
100502,1602,9.147,0.45735,12.8294,1.102704,999.0,999.0,77.240216,999.0,9.147
100502,1603,3.936,0.1968,11.7872,0.935952,999.0,999.0,75.531008,999.0,3.936
100502,1604,6.348,0.3174,12.2696,1.013136,999.0,999.0,76.32214400000001,999.0,6.348
100502,1606,11.343,0.56715,13.2686,1.172976,999.0,999.0,77.960504,999.0,11.343
100502,1607,19.613,0.98065,14.9226,1.4376160000000002,999.0,999.0,80.673064,999.0,19.613
100502,1608,16.3,0.8150000000000001,14.26,1.3316,999.0,999.0,79.5864,999.0,16.3
100502,1651,8.514,0.4256999999999999,12.7028,1.082448,999.0,999.0,77.032592,999.0,8.514
100502,1652,14.199000000000002,0.7099500000000001,13.8398,1.2643680000000002,999.0,999.0,78.897272,999.0,14.199000000000002
100502,1665,6.402,0.3201,12.2804,1.014864,999.0,999.0,76.339856,999.0,6.402
100502,1680,17.599,0.87995,14.5198,1.3731680000000002,999.0,999.0,80.012472,999.0,17.599
100502,1681,13.294,0.6647000000000001,13.6588,1.235408,999.0,999.0,78.600432,999.0,13.294
100503,1013,18.119,0.90595,14.6238,1.389808,999.0,999.0,80.183032,999.0,18.119
100503,1181,16.976,0.8488,14.3952,1.3532320000000002,999.0,999.0,79.808128,999.0,16.976
100503,1238,12.646,0.6323,13.5292,1.214672,999.0,999.0,78.387888,999.0,12.646
100503,1333,16.941,0.84705,14.3882,1.352112,999.0,999.0,79.796648,999.0,16.941
100503,1531,16.588,0.8294,14.3176,1.3408160000000002,999.0,999.0,79.680864,999.0,16.588
100503,1558,15.088,0.7544,14.0176,1.292816,999.0,999.0,79.188864,999.0,15.088
100503,1559,13.353,0.66765,13.6706,1.2372960000000002,999.0,999.0,78.61978400000001,999.0,13.353
100503,1601,12.362,0.6181,13.4724,1.205584,999.0,999.0,78.294736,999.0,12.362
100503,1602,9.5,0.475,12.9,1.114,999.0,999.0,77.356,999.0,9.5
100503,1603,3.111,0.15555,11.6222,0.909552,999.0,999.0,75.260408,999.0,3.111
100503,1604,1.875,0.09375,11.375,0.8700000000000001,999.0,999.0,74.855,999.0,1.875
100503,1606,6.869,0.34345,12.3738,1.029808,999.0,999.0,76.493032,999.0,6.869
100503,1607,15.139,0.75695,14.0278,1.294448,999.0,999.0,79.205592,999.0,15.139
100503,1608,14.557,0.72785,13.9114,1.275824,999.0,999.0,79.014696,999.0,14.557
100503,1611,15.583,0.77915,14.1166,1.308656,999.0,999.0,79.351224,999.0,15.583
100503,1651,9.327,0.46635,12.8654,1.108464,999.0,999.0,77.299256,999.0,9.327
100503,1652,15.058,0.7529,14.0116,1.291856,999.0,999.0,79.179024,999.0,15.058
100503,1665,9.301,0.46505,12.8602,1.1076320000000002,999.0,999.0,77.290728,999.0,9.301
100503,1681,16.035999999999998,0.8017999999999998,14.2072,1.323152,999.0,999.0,79.499808,999.0,16.035999999999998
100504,1013,19.554,0.9777,14.9108,1.435728,999.0,999.0,80.653712,999.0,19.554
100504,1181,18.41,0.9205,14.682,1.39912,999.0,999.0,80.27848,999.0,18.41
100504,1238,17.365,0.86825,14.473,1.36568,999.0,999.0,79.93572,999.0,17.365
100504,1333,16.328,0.8164,14.2656,1.332496,999.0,999.0,79.595584,999.0,16.328
100504,1531,15.097,0.75485,14.0194,1.293104,999.0,999.0,79.191816,999.0,15.097
100504,1558,17.697,0.8848499999999999,14.5394,1.376304,999.0,999.0,80.044616,999.0,17.697
100504,1559,17.648,0.8824,14.5296,1.374736,999.0,999.0,80.028544,999.0,17.648
100504,1601,13.797,0.6898500000000001,13.7594,1.2515040000000002,999.0,999.0,78.765416,999.0,13.797
100504,1602,10.935,0.5467500000000001,13.187,1.15992,999.0,999.0,77.82668000000001,999.0,10.935
100504,1603,5.724,0.2862,12.1448,0.993168,999.0,999.0,76.11747199999999,999.0,5.724
100504,1604,6.593999999999999,0.3297,12.3188,1.021008,999.0,999.0,76.402832,999.0,6.593999999999999
100504,1606,11.588,0.5793999999999999,13.3176,1.180816,999.0,999.0,78.040864,999.0,11.588
100504,1607,19.858,0.9929,14.9716,1.445456,999.0,999.0,80.753424,999.0,19.858
100504,1608,16.546,0.8272999999999999,14.3092,1.339472,999.0,999.0,79.667088,999.0,16.546
100504,1651,6.711,0.33555,12.3422,1.024752,999.0,999.0,76.441208,999.0,6.711
100504,1652,12.457,0.62285,13.4914,1.208624,999.0,999.0,78.325896,999.0,12.457
100504,1665,5.118,0.2559,12.0236,0.973776,999.0,999.0,75.918704,999.0,5.118
100504,1680,16.158,0.8079000000000001,14.2316,1.3270560000000002,999.0,999.0,79.53982400000001,999.0,16.158
100504,1681,11.853,0.59265,13.3706,1.189296,999.0,999.0,78.12778399999999,999.0,11.853
100504,1748,19.867,0.99335,14.9734,1.445744,999.0,999.0,80.756376,999.0,19.867
100505,1238,17.96,0.898,14.592,1.3847200000000002,999.0,999.0,80.13088,999.0,17.96
100505,1333,16.923,0.84615,14.3846,1.351536,999.0,999.0,79.790744,999.0,16.923
100505,1531,16.057000000000002,0.8028500000000001,14.2114,1.323824,999.0,999.0,79.506696,999.0,16.057000000000002
100505,1558,19.761,0.98805,14.9522,1.442352,999.0,999.0,80.721608,999.0,19.761
100505,1559,18.67,0.9335,14.734,1.4074400000000002,999.0,999.0,80.36376,999.0,18.67
100505,1601,15.861,0.7930499999999999,14.1722,1.317552,999.0,999.0,79.442408,999.0,15.861
100505,1602,12.999,0.64995,13.5998,1.225968,999.0,999.0,78.503672,999.0,12.999
100505,1603,7.787999999999999,0.3893999999999999,12.5576,1.0592160000000002,999.0,999.0,76.794464,999.0,7.787999999999999
100505,1604,7.189,0.35945,12.4378,1.040048,999.0,999.0,76.597992,999.0,7.189
100505,1606,12.184,0.6092000000000001,13.4368,1.199888,999.0,999.0,78.236352,999.0,12.184
100505,1608,17.141,0.8570499999999999,14.4282,1.358512,999.0,999.0,79.862248,999.0,17.141
100505,1651,4.646,0.2323,11.9292,0.958672,999.0,999.0,75.763888,999.0,4.646
100505,1652,10.393,0.51965,13.0786,1.142576,999.0,999.0,77.648904,999.0,10.393
100505,1653,19.254,0.9627,14.8508,1.4261280000000005,999.0,999.0,80.555312,999.0,19.254
100505,1658,19.009,0.95045,14.8018,1.418288,999.0,999.0,80.474952,999.0,19.009
100505,1665,3.88,0.194,11.776,0.93416,999.0,999.0,75.51264,999.0,3.88
100505,1680,14.92,0.746,13.984,1.28744,999.0,999.0,79.13376,999.0,14.92
100505,1681,10.615,0.53075,13.123,1.14968,999.0,999.0,77.72172,999.0,10.615
100505,1748,17.803,0.89015,14.5606,1.379696,999.0,999.0,80.079384,999.0,17.803
100506,1013,19.622,0.9811,14.9244,1.437904,999.0,999.0,80.676016,999.0,19.622
100506,1181,18.479,0.92395,14.6958,1.401328,999.0,999.0,80.301112,999.0,18.479
100506,1238,15.263,0.76315,14.0526,1.298416,999.0,999.0,79.246264,999.0,15.263
100506,1333,14.226,0.7112999999999999,13.8452,1.265232,999.0,999.0,78.906128,999.0,14.226
100506,1531,15.165,0.75825,14.033,1.29528,999.0,999.0,79.21412000000001,999.0,15.165
100506,1558,17.765,0.88825,14.553,1.37848,999.0,999.0,80.06692000000001,999.0,17.765
100506,1559,15.973,0.79865,14.1946,1.321136,999.0,999.0,79.47914399999999,999.0,15.973
100506,1601,13.865,0.69325,13.773,1.25368,999.0,999.0,78.78772000000001,999.0,13.865
100506,1602,11.003,0.55015,13.2006,1.162096,999.0,999.0,77.848984,999.0,11.003
100506,1603,5.792000000000001,0.2896,12.1584,0.995344,999.0,999.0,76.139776,999.0,5.792000000000001
100506,1604,4.492,0.2246,11.8984,0.953744,999.0,999.0,75.713376,999.0,4.492
100506,1606,9.486,0.4743,12.8972,1.113552,999.0,999.0,77.35140799999999,999.0,9.486
100506,1607,17.757,0.88785,14.5514,1.378224,999.0,999.0,80.064296,999.0,17.757
100506,1608,14.444,0.7222000000000001,13.8888,1.272208,999.0,999.0,78.977632,999.0,14.444
100506,1611,18.175,0.90875,14.635,1.3916,999.0,999.0,80.2014,999.0,18.175
100506,1651,6.658,0.3329,12.3316,1.023056,999.0,999.0,76.423824,999.0,6.658
100506,1652,12.342,0.6171,13.4684,1.204944,999.0,999.0,78.28817599999999,999.0,12.342
100506,1665,6.632000000000001,0.3316,12.3264,1.022224,999.0,999.0,76.415296,999.0,6.632000000000001
100506,1680,17.672,0.8836,14.5344,1.375504,999.0,999.0,80.036416,999.0,17.672
100506,1681,13.367,0.66835,13.6734,1.2377440000000002,999.0,999.0,78.624376,999.0,13.367
100506,1748,19.478,0.9739,14.8956,1.433296,999.0,999.0,80.628784,999.0,19.478
100507,1013,13.889,0.69445,13.7778,1.254448,999.0,999.0,78.795592,999.0,13.889
100507,1181,12.745,0.63725,13.549,1.21784,999.0,999.0,78.42036,999.0,12.745
100507,1238,16.875999999999998,0.8437999999999999,14.3752,1.350032,999.0,999.0,79.775328,999.0,16.875999999999998
100507,1531,12.358,0.6178999999999999,13.4716,1.205456,999.0,999.0,78.293424,999.0,12.358
100507,1558,11.656,0.5828,13.3312,1.182992,999.0,999.0,78.06316799999999,999.0,11.656
100507,1559,17.133,0.8566499999999999,14.4266,1.358256,999.0,999.0,79.859624,999.0,17.133
100507,1565,16.758,0.8379,14.3516,1.346256,999.0,999.0,79.736624,999.0,16.758
100507,1599,18.191,0.90955,14.6382,1.392112,999.0,999.0,80.206648,999.0,18.191
100507,1601,8.132,0.4065999999999999,12.6264,1.070224,999.0,999.0,76.907296,999.0,8.132
100507,1602,5.27,0.2634999999999999,12.054,0.97864,999.0,999.0,75.96856,999.0,5.27
100507,1603,1.119,0.05595,11.2238,0.8458080000000001,999.0,999.0,74.607032,999.0,1.119
100507,1604,6.106,0.3053,12.2212,1.005392,999.0,999.0,76.242768,999.0,6.106
100507,1606,11.1,0.5549999999999999,13.22,1.1652,999.0,999.0,77.8808,999.0,11.1
100507,1607,19.37,0.9685,14.874,1.42984,999.0,999.0,80.59336,999.0,19.37
100507,1608,18.787,0.93935,14.7574,1.411184,999.0,999.0,80.402136,999.0,18.787
100507,1611,19.814,0.9907,14.9628,1.444048,999.0,999.0,80.738992,999.0,19.814
100507,1651,12.789,0.6394500000000001,13.5578,1.219248,999.0,999.0,78.434792,999.0,12.789
100507,1652,18.535,0.92675,14.707,1.40312,999.0,999.0,80.31948,999.0,18.535
100507,1665,10.298,0.5149,13.0596,1.139536,999.0,999.0,77.617744,999.0,10.298
100507,1680,17.424,0.8712,14.4848,1.367568,999.0,999.0,79.955072,999.0,17.424
100507,1681,13.208,0.6604,13.6416,1.232656,999.0,999.0,78.572224,999.0,13.208
100508,1013,18.15,0.9075,14.63,1.3908,999.0,999.0,80.19319999999999,999.0,18.15
100508,1181,17.006,0.8503000000000001,14.4012,1.354192,999.0,999.0,79.81796800000001,999.0,17.006
100508,1238,18.899,0.94495,14.7798,1.414768,999.0,999.0,80.438872,999.0,18.899
100508,1531,15.130999999999998,0.75655,14.0262,1.294192,999.0,999.0,79.202968,999.0,15.130999999999998
100508,1558,15.115,0.75575,14.023,1.2936800000000002,999.0,999.0,79.19772,999.0,15.115
100508,1559,19.156,0.9578,14.8312,1.422992,999.0,999.0,80.523168,999.0,19.156
100508,1601,12.393,0.6196499999999999,13.4786,1.206576,999.0,999.0,78.304904,999.0,12.393
100508,1602,9.531,0.47655,12.9062,1.114992,999.0,999.0,77.366168,999.0,9.531
100508,1603,3.142,0.1571,11.6284,0.910544,999.0,999.0,75.270576,999.0,3.142
100508,1604,8.128,0.4064,12.6256,1.070096,999.0,999.0,76.905984,999.0,8.128
100508,1606,13.123,0.65615,13.6246,1.229936,999.0,999.0,78.544344,999.0,13.123
100508,1651,12.089,0.60445,13.4178,1.196848,999.0,999.0,78.205192,999.0,12.089
100508,1652,17.836,0.8917999999999999,14.5672,1.380752,999.0,999.0,80.090208,999.0,17.836
100508,1665,9.599,0.47995,12.9198,1.117168,999.0,999.0,77.38847200000001,999.0,9.599
100508,1680,19.422,0.9711,14.8844,1.431504,999.0,999.0,80.610416,999.0,19.422
100508,1681,15.116,0.7558,14.0232,1.2937120000000002,999.0,999.0,79.198048,999.0,15.116
100509,209,19.769,0.98845,14.9538,1.442608,999.0,999.0,80.724232,999.0,19.769
100509,1013,16.666,0.8333,14.3332,1.343312,999.0,999.0,79.706448,999.0,16.666
100509,1181,15.522,0.7761,14.1044,1.306704,999.0,999.0,79.331216,999.0,15.522
100509,1333,19.194000000000003,0.9597,14.8388,1.424208,999.0,999.0,80.53563199999999,999.0,19.194000000000003
100509,1531,12.209,0.61045,13.4418,1.200688,999.0,999.0,78.244552,999.0,12.209
100509,1558,16.487000000000002,0.8243500000000001,14.2974,1.337584,999.0,999.0,79.64773600000001,999.0,16.487000000000002
100509,1565,19.534,0.9767,14.9068,1.435088,999.0,999.0,80.647152,999.0,19.534
100509,1601,10.909,0.54545,13.1818,1.159088,999.0,999.0,77.818152,999.0,10.909
100509,1602,8.047,0.40235,12.6094,1.067504,999.0,999.0,76.87941599999999,999.0,8.047
100509,1603,4.513999999999999,0.2256999999999999,11.9028,0.954448,999.0,999.0,75.720592,999.0,4.513999999999999
100509,1604,9.459,0.47295,12.8918,1.112688,999.0,999.0,77.342552,999.0,9.459
100509,1606,14.454,0.7227,13.8908,1.272528,999.0,999.0,78.980912,999.0,14.454
100509,1608,19.412,0.9706,14.8824,1.431184,999.0,999.0,80.607136,999.0,19.412
100509,1651,8.57,0.4285,12.714,1.08424,999.0,999.0,77.05096,999.0,8.57
100509,1652,14.317,0.71585,13.8634,1.268144,999.0,999.0,78.935976,999.0,14.317
100509,1665,6.08,0.304,12.216,1.00456,999.0,999.0,76.23424,999.0,6.08
100509,1680,14.537,0.72685,13.9074,1.275184,999.0,999.0,79.00813600000001,999.0,14.537
100509,1681,10.231,0.51155,13.0462,1.137392,999.0,999.0,77.59576799999999,999.0,10.231
100510,209,19.137,0.95685,14.8274,1.422384,999.0,999.0,80.516936,999.0,19.137
100510,1013,18.779,0.93895,14.7558,1.4109280000000002,999.0,999.0,80.399512,999.0,18.779
100510,1181,17.636,0.8817999999999999,14.5272,1.374352,999.0,999.0,80.024608,999.0,17.636
100510,1333,19.117,0.95585,14.8234,1.421744,999.0,999.0,80.51037600000001,999.0,19.117
100510,1531,13.199000000000002,0.65995,13.6398,1.232368,999.0,999.0,78.569272,999.0,13.199000000000002
100510,1558,17.069000000000003,0.8534500000000002,14.4138,1.356208,999.0,999.0,79.838632,999.0,17.069000000000003
100510,1601,13.022,0.6511,13.6044,1.226704,999.0,999.0,78.511216,999.0,13.022
100510,1602,10.16,0.508,13.032,1.13512,999.0,999.0,77.57248,999.0,10.16
100510,1603,5.097,0.2548499999999999,12.0194,0.973104,999.0,999.0,75.911816,999.0,5.097
100510,1604,10.042,0.5021,13.0084,1.131344,999.0,999.0,77.533776,999.0,10.042
100510,1606,15.037,0.75185,14.0074,1.291184,999.0,999.0,79.172136,999.0,15.037
100510,1608,19.994,0.9997,14.9988,1.449808,999.0,999.0,80.798032,999.0,19.994
100510,1651,6.573,0.32865,12.3146,1.020336,999.0,999.0,76.395944,999.0,6.573
100510,1652,12.32,0.616,13.464,1.20424,999.0,999.0,78.28096,999.0,12.32
100510,1665,4.082,0.2041,11.8164,0.940624,999.0,999.0,75.578896,999.0,4.082
100510,1680,13.905,0.6952499999999999,13.781,1.25496,999.0,999.0,78.80084,999.0,13.905
100510,1681,9.6,0.48,12.92,1.1172,999.0,999.0,77.3888,999.0,9.6
100510,1748,19.729,0.98645,14.9458,1.441328,999.0,999.0,80.711112,999.0,19.729
100511,209,15.448,0.7724,14.0896,1.3043360000000002,999.0,999.0,79.306944,999.0,15.448
100511,1333,16.916,0.8458,14.3832,1.351312,999.0,999.0,79.788448,999.0,16.916
100511,1531,13.429,0.67145,13.6858,1.239728,999.0,999.0,78.644712,999.0,13.429
100511,1601,16.765,0.83825,14.353,1.34648,999.0,999.0,79.73892000000001,999.0,16.765
100511,1602,13.903,0.6951499999999999,13.7806,1.254896,999.0,999.0,78.800184,999.0,13.903
100511,1603,8.955,0.44775,12.791,1.09656,999.0,999.0,77.17724,999.0,8.955
100511,1604,11.89,0.5945,13.378,1.19048,999.0,999.0,78.13992,999.0,11.89
100511,1606,16.884,0.8442000000000001,14.3768,1.3502880000000002,999.0,999.0,79.777952,999.0,16.884
100511,1651,4.372,0.2186,11.8744,0.949904,999.0,999.0,75.674016,999.0,4.372
100511,1652,10.118,0.5059,13.0236,1.133776,999.0,999.0,77.558704,999.0,10.118
100511,1653,18.98,0.949,14.796,1.41736,999.0,999.0,80.46544,999.0,18.98
100511,1658,18.735,0.93675,14.747,1.40952,999.0,999.0,80.38508,999.0,18.735
100511,1665,0.8240000000000001,0.0412,11.1648,0.836368,999.0,999.0,74.510272,999.0,0.8240000000000001
100511,1680,10.216,0.5108,13.0432,1.136912,999.0,999.0,77.590848,999.0,10.216
100511,1681,5.91,0.2955,12.182,0.99912,999.0,999.0,76.17848000000001,999.0,5.91
100511,1748,17.528,0.8764,14.5056,1.370896,999.0,999.0,79.989184,999.0,17.528
100512,209,17.534000000000002,0.8767000000000001,14.5068,1.3710880000000003,999.0,999.0,79.991152,999.0,17.534000000000002
100512,1333,15.43,0.7715,14.086,1.30376,999.0,999.0,79.30104,999.0,15.43
100512,1531,13.258,0.6628999999999999,13.6516,1.234256,999.0,999.0,78.588624,999.0,13.258
100512,1601,16.593,0.82965,14.3186,1.340976,999.0,999.0,79.682504,999.0,16.593
100512,1602,13.731,0.68655,13.7462,1.249392,999.0,999.0,78.743768,999.0,13.731
100512,1603,8.783,0.43915,12.7566,1.091056,999.0,999.0,77.120824,999.0,8.783
100512,1604,10.379,0.51895,13.0758,1.142128,999.0,999.0,77.644312,999.0,10.379
100512,1606,15.374,0.7687,14.0748,1.301968,999.0,999.0,79.28267199999999,999.0,15.374
100512,1651,2.886,0.1443,11.5772,0.902352,999.0,999.0,75.186608,999.0,2.886
100512,1652,8.633,0.43165,12.7266,1.086256,999.0,999.0,77.071624,999.0,8.633
100512,1653,17.494,0.8747,14.4988,1.369808,999.0,999.0,79.978032,999.0,17.494
100512,1658,17.249000000000002,0.8624500000000002,14.4498,1.361968,999.0,999.0,79.897672,999.0,17.249000000000002
100512,1665,1.262,0.0631,11.2524,0.850384,999.0,999.0,74.653936,999.0,1.262
100512,1680,12.302,0.6151,13.4604,1.203664,999.0,999.0,78.275056,999.0,12.302
100512,1681,7.997000000000001,0.39985,12.5994,1.0659040000000002,999.0,999.0,76.863016,999.0,7.997000000000001
100512,1748,16.043,0.8021499999999999,14.2086,1.323376,999.0,999.0,79.502104,999.0,16.043
100513,209,18.758,0.9379,14.7516,1.410256,999.0,999.0,80.392624,999.0,18.758
100513,1013,11.613,0.58065,13.3226,1.181616,999.0,999.0,78.049064,999.0,11.613
100513,1181,11.129,0.5564500000000001,13.2258,1.166128,999.0,999.0,77.890312,999.0,11.129
100513,1531,8.46,0.423,12.692,1.08072,999.0,999.0,77.01488,999.0,8.46
100513,1558,15.784,0.7892,14.1568,1.315088,999.0,999.0,79.417152,999.0,15.784
100513,1565,15.196,0.7598,14.0392,1.296272,999.0,999.0,79.224288,999.0,15.196
100513,1599,15.914,0.7957000000000001,14.1828,1.319248,999.0,999.0,79.459792,999.0,15.914
100513,1601,5.856,0.2928,12.1712,0.997392,999.0,999.0,76.16076799999999,999.0,5.856
100513,1602,2.994,0.1497,11.5988,0.905808,999.0,999.0,75.222032,999.0,2.994
100513,1603,5.247000000000001,0.26235,12.0494,0.977904,999.0,999.0,75.961016,999.0,5.247000000000001
100513,1604,10.234,0.5117,13.0468,1.137488,999.0,999.0,77.59675200000001,999.0,10.234
100513,1606,15.228,0.7614,14.0456,1.297296,999.0,999.0,79.234784,999.0,15.228
100513,1651,13.847,0.69235,13.7694,1.253104,999.0,999.0,78.78181599999999,999.0,13.847
100513,1652,19.593,0.97965,14.9186,1.436976,999.0,999.0,80.666504,999.0,19.593
100513,1665,11.356,0.5678,13.2712,1.173392,999.0,999.0,77.96476799999999,999.0,11.356
100513,1680,13.526,0.6763,13.7052,1.242832,999.0,999.0,78.67652799999999,999.0,13.526
100513,1681,9.31,0.4655,12.862,1.10792,999.0,999.0,77.29368,999.0,9.31
100514,209,17.602,0.8801,14.5204,1.373264,999.0,999.0,80.013456,999.0,17.602
100514,1013,13.763,0.68815,13.7526,1.250416,999.0,999.0,78.754264,999.0,13.763
100514,1181,12.62,0.631,13.524,1.21384,999.0,999.0,78.37936,999.0,12.62
100514,1531,7.303,0.36515,12.4606,1.043696,999.0,999.0,76.635384,999.0,7.303
100514,1558,17.22,0.861,14.444,1.36104,999.0,999.0,79.88816,999.0,17.22
100514,1565,16.632,0.8316000000000001,14.3264,1.342224,999.0,999.0,79.695296,999.0,16.632
100514,1599,18.065,0.90325,14.613,1.38808,999.0,999.0,80.16532000000001,999.0,18.065
100514,1601,8.006,0.4003,12.6012,1.066192,999.0,999.0,76.86596800000001,999.0,8.006
100514,1602,5.144,0.2572,12.0288,0.974608,999.0,999.0,75.927232,999.0,5.144
100514,1603,6.683,0.33415,12.3366,1.023856,999.0,999.0,76.432024,999.0,6.683
100514,1604,11.669,0.58345,13.3338,1.183408,999.0,999.0,78.067432,999.0,11.669
100514,1606,16.664,0.8332,14.3328,1.343248,999.0,999.0,79.705792,999.0,16.664
100514,1651,11.549,0.57745,13.3098,1.1795680000000002,999.0,999.0,78.02807200000001,999.0,11.549
100514,1652,17.295,0.8647500000000001,14.459,1.3634400000000002,999.0,999.0,79.91275999999999,999.0,17.295
100514,1665,9.058,0.4528999999999999,12.8116,1.099856,999.0,999.0,77.21102400000001,999.0,9.058
100514,1680,12.37,0.6184999999999999,13.474,1.20584,999.0,999.0,78.29736,999.0,12.37
100514,1681,8.142000000000001,0.4071000000000001,12.6284,1.0705440000000002,999.0,999.0,76.91057599999999,999.0,8.142000000000001
100515,209,12.778,0.6388999999999999,13.5556,1.218896,999.0,999.0,78.431184,999.0,12.778
100515,1013,17.623,0.8811500000000001,14.5246,1.373936,999.0,999.0,80.020344,999.0,17.623
100515,1181,17.131,0.85655,14.4262,1.358192,999.0,999.0,79.858968,999.0,17.131
100515,1531,7.602,0.3801,12.5204,1.053264,999.0,999.0,76.733456,999.0,7.602
100515,1601,11.858,0.5929,13.3716,1.189456,999.0,999.0,78.129424,999.0,11.858
100515,1602,8.982999999999999,0.4491499999999999,12.7966,1.097456,999.0,999.0,77.186424,999.0,8.982999999999999
100515,1603,11.24,0.562,13.248,1.16968,999.0,999.0,77.92672,999.0,11.24
100515,1604,16.319000000000003,0.8159500000000002,14.2638,1.332208,999.0,999.0,79.59263200000001,999.0,16.319000000000003
100515,1651,9.222,0.4611,12.8444,1.105104,999.0,999.0,77.264816,999.0,9.222
