OMAZ,DMAZ,DISTWALK
14776,14961,1.8298
14776,14962,1.6324999999999998
14776,14963,1.77225
14776,14964,1.95905
14776,14965,2.30975
14776,14966,1.8758
14776,14967,1.931
14776,15278,2.59015
14776,15279,2.4281
14776,15280,2.33305
14776,15281,2.2583
14776,15283,2.6444
14776,15284,2.4423
14776,15291,2.1615
14776,15292,1.8867
14776,15293,1.95015
14776,15294,1.5994
14776,15295,1.40615
14776,15296,1.7427499999999998
14776,15297,1.7567499999999998
14776,15298,2.2973
14776,15299,2.15665
14776,17047,2.83935
14776,17048,2.596
14776,17068,2.3834
14776,17069,2.51525
14776,17070,2.7808
14776,17072,2.439
14939,14751,0.9982
14939,14752,1.28045
14939,14753,0.3294
14939,14754,1.27155
14939,14755,0.6354
14939,14756,0.8856999999999999
14939,14774,1.2031
14939,14775,1.2306
14939,14776,0.92365
14939,14939,0.0863
14939,14940,0.43635
14939,14941,1.3662
14939,14944,1.46045
14939,14959,0.4982499999999999
14939,14960,1.11165
14939,14961,0.92155
14939,14962,0.72425
14939,14963,0.8640000000000001
14939,14964,1.4094
14939,14965,1.7024
14939,14966,0.9675
14939,14967,1.4977
14939,15280,2.97
14939,15281,2.89525
14939,15291,2.79845
14939,15292,2.52365
14939,15293,2.5871500000000003
14939,15294,2.2364
14939,15295,2.0431
14939,15296,2.3797
14939,15297,2.39375
14939,15298,2.9343
14939,15299,2.7936
14939,17047,1.9311
14939,17048,1.8842
14939,17068,1.47515
14939,17069,1.607
14939,17070,1.87255
14939,17072,1.7264
14939,17125,2.98415
14939,17134,2.96095
14940,14751,1.20695
14940,14752,1.4892
14940,14753,0.47035
14940,14754,0.9689
14940,14755,0.199
14940,14756,0.4493
14940,14774,1.11175
14940,14775,0.92795
14940,14776,0.4872499999999999
14940,14939,0.43635
14940,14940,0.0995
14940,14941,1.80255
14940,14944,1.60085
14940,14959,0.93465
14940,14960,1.54805
14940,14961,1.3579
14940,14962,1.1606
14940,14963,1.30035
14940,14964,1.84575
14940,14965,2.13875
14940,14966,1.4039
14940,14967,1.93405
14940,15278,2.79075
14940,15279,2.62865
14940,15280,2.53365
14940,15281,2.4589
14940,15283,2.845
14940,15284,2.6429
14940,15291,2.3621
14940,15292,2.0873
14940,15293,2.15075
14940,15294,1.8
14940,15295,1.6067
14940,15296,1.94335
14940,15297,1.95735
14940,15298,2.4979
14940,15299,2.35725
14940,17047,2.36745
14940,17048,2.32055
14940,17068,1.9115
14940,17069,2.0434
14940,17070,2.3089
14940,17072,2.1628
14941,14751,2.2311
14941,14752,2.51335
14941,14753,1.6956
14941,14754,2.50445
14941,14755,2.00155
14941,14756,2.25185
14941,14774,2.436
14941,14775,2.4635
14941,14776,2.27445
14941,14939,1.3662
14941,14940,1.80255
14941,14941,0.32885
14941,14944,1.1506
14941,14959,1.06465
14941,14960,1.8846
14941,14961,1.6944500000000002
14941,14962,1.4972
14941,14963,0.6989
14941,14964,1.3426
14941,14965,1.69325
14941,14966,0.6577
14941,14967,1.3145
14941,17047,2.1707
14941,17048,1.9795000000000005
14941,17068,2.20745
14941,17069,2.1727
14941,17070,2.2699000000000003
14941,17072,1.82255
14944,14751,2.11995
14944,14752,2.4022
14944,14753,1.78985
14944,14754,1.8819
14944,14755,1.6261
14944,14756,1.4382
14944,14774,2.0247
14944,14775,1.84095
14944,14776,1.40025
14944,14939,1.46045
14944,14940,1.60085
14944,14941,1.1506
14944,14944,0.1816
14944,14959,1.15885
14944,14960,1.6788
14944,14961,1.33275
14944,14962,1.5914
14944,14963,0.7931
14944,14964,0.8449
14944,14965,1.1956
14944,14966,0.75195
14944,14967,0.81685
14944,15292,2.98775
14944,15294,2.7005
14944,15295,2.5072
14944,15296,2.8438
14944,15297,2.85785
14944,17047,1.673
14944,17048,1.4818
14944,17068,1.70975
14944,17069,1.675
14944,17070,1.7722000000000002
14944,17072,1.32485
14959,14751,1.3632
14959,14752,1.6454
14959,14753,0.82765
14959,14754,1.6364999999999998
14959,14755,1.1336499999999998
14959,14756,1.38395
14959,14774,1.5680999999999998
14959,14775,1.59555
14959,14776,1.4065
14959,14939,0.4982499999999999
14959,14940,0.93465
14959,14941,1.06465
14959,14944,1.15885
14959,14959,0.08725
14959,14960,0.82
14959,14961,0.62985
14959,14962,0.43255
14959,14963,0.36575
14959,14964,1.1177
14959,14965,1.4106999999999998
14959,14966,0.5138499999999999
14959,14967,1.206
14959,15294,2.73465
14959,15295,2.54135
14959,15296,2.87795
14959,15297,2.8920000000000003
14959,16774,3.0094000000000003
14959,17047,1.6393999999999995
14959,17048,1.5925
14959,17068,1.18345
14959,17069,1.31535
14959,17070,1.58085
14959,17072,1.43475
14959,17125,2.7906
14959,17134,2.76745
14959,17135,2.89465
14960,14751,1.9766
14960,14752,2.2588
14960,14753,1.4411
14960,14754,2.2499
14960,14755,1.7470500000000002
14960,14756,1.99735
14960,14774,2.1815
14960,14775,2.209
14960,14776,2.0199000000000003
14960,14939,1.11165
14960,14940,1.54805
14960,14941,1.8846
14960,14944,1.6788
14960,14959,0.82
14960,14960,0.0688999999999999
14960,14961,0.3111
14960,14962,0.67825
14960,14963,1.1857
14960,14964,0.7989499999999999
14960,14965,0.77525
14960,14966,1.33385
14960,14967,0.8872
14960,16759,2.6439
14960,16760,2.6439
14960,16761,2.70775
14960,16765,2.8487
14960,16774,2.33075
14960,16779,2.5123
14960,16780,2.38235
14960,16783,2.70775
14960,17047,1.00395
14960,17048,0.95705
14960,17068,0.54805
14960,17069,0.6799000000000001
14960,17070,0.9454
14960,17072,0.7993
14960,17125,2.11195
14960,17134,2.0888
14960,17135,2.216
14960,17139,2.927
14961,14751,1.78645
14961,14752,2.06865
14961,14753,1.25095
14961,14754,2.05975
14961,14755,1.5569000000000002
14961,14756,1.8072
14961,14774,1.99135
14961,14775,2.01885
14961,14776,1.8298
14961,14939,0.92155
14961,14940,1.3579
14961,14941,1.6944500000000002
14961,14944,1.33275
14961,14959,0.62985
14961,14960,0.3111
14961,14961,0.03025
14961,14962,0.4881
14961,14963,0.9956
14961,14964,0.48785
14961,14965,0.9018
14961,14966,1.1437
14961,14967,0.5761499999999999
14961,15295,2.9646
14961,16759,2.7704
14961,16760,2.7704
14961,16761,2.8343
14961,16765,2.97525
14961,16774,2.4573
14961,16779,2.63885
14961,16780,2.5089
14961,16783,2.8343
14961,17047,1.1305
14961,17048,1.0836
14961,17068,0.67455
14961,17069,0.8064
14961,17070,1.07195
14961,17072,0.92585
14961,17125,2.2385
14961,17134,2.2153
14961,17135,2.34255
14962,14751,1.58915
14962,14752,1.8714
14962,14753,1.05365
14962,14754,1.8625
14962,14755,1.3596
14962,14756,1.60995
14962,14774,1.79405
14962,14775,1.82155
14962,14776,1.6324999999999998
14962,14939,0.72425
14962,14940,1.1606
14962,14941,1.4972
14962,14944,1.5914
14962,14959,0.43255
14962,14960,0.67825
14962,14961,0.4881
14962,14962,0.1220499999999999
14962,14963,0.7983
14962,14964,0.97595
14962,14965,1.26895
14962,14966,0.9464
14962,14967,1.06425
14962,15294,2.9606000000000003
14962,15295,2.76735
14962,16774,2.82445
14962,16780,2.87605
14962,17047,1.49765
14962,17048,1.45075
14962,17068,1.0417
14962,17069,1.17355
14962,17070,1.4391
14962,17072,1.293
14962,17125,2.60565
14962,17134,2.58245
14962,17135,2.7097
14963,14751,1.7289
14963,14752,2.01115
14963,14753,1.1934
14963,14754,2.00225
14963,14755,1.4994
14963,14756,1.7497
14963,14774,1.93385
14963,14775,1.9613
14963,14776,1.77225
14963,14939,0.8640000000000001
14963,14940,1.30035
14963,14941,0.6989
14963,14944,0.7931
14963,14959,0.36575
14963,14960,1.1857
14963,14961,0.9956
14963,14962,0.7983
14963,14963,0.07405
14963,14964,0.9851
14963,14965,1.3358
14963,14966,0.14815
14963,14967,0.95705
14963,15295,2.9071
14963,17047,1.8132
14963,17048,1.622
14963,17068,1.5492
14963,17069,1.6810500000000002
14963,17070,1.9124
14963,17072,1.46505
14964,14751,2.2743
14964,14752,2.55655
14964,14753,1.7388
14964,14754,2.4407
14964,14755,2.0448
14964,14756,1.997
14964,14774,2.47925
14964,14775,2.39975
14964,14776,1.95905
14964,14939,1.4094
14964,14940,1.84575
14964,14941,1.3426
14964,14944,0.8449
14964,14959,1.1177
14964,14960,0.7989499999999999
14964,14961,0.48785
14964,14962,0.97595
14964,14963,0.9851
14964,14964,0.04415
14964,14965,0.67805
14964,14966,0.9439
14964,14967,0.0883
14964,16774,2.975
14964,16780,3.0266
14964,17047,1.1555
14964,17048,0.9643
14964,17068,1.19225
14964,17069,1.1575
14964,17070,1.2547
14964,17072,0.8073499999999999
14964,17125,2.75615
14964,17134,2.733
14964,17135,2.5431
14965,14751,2.5673
14965,14752,2.84955
14965,14753,2.0318
14965,14754,2.8406
14965,14755,2.33775
14965,14756,2.3477
14965,14774,2.7722
14965,14775,2.7997
14965,14776,2.30975
14965,14939,1.7024
14965,14940,2.13875
14965,14941,1.69325
14965,14944,1.1956
14965,14959,1.4106999999999998
14965,14960,0.77525
14965,14961,0.9018
14965,14962,1.26895
14965,14963,1.3358
14965,14964,0.67805
14965,14965,0.1421
14965,14966,1.2946
14965,14967,0.65
14965,16759,2.9021
14965,16760,2.9021
14965,16761,2.9659500000000003
14965,16774,2.58895
14965,16779,2.7705
14965,16780,2.64055
14965,16783,2.9659500000000003
14965,17047,0.68505
14965,17048,0.4939
14965,17068,0.8061999999999999
14965,17069,0.6870499999999999
14965,17070,0.7843
14965,17072,0.3369
14965,17125,2.37015
14965,17134,2.347
14965,17135,2.4742
14966,14751,1.83245
14966,14752,2.11465
14966,14753,1.29695
14966,14754,2.10575
14966,14755,1.6029
14966,14756,1.8532
14966,14774,2.03735
14966,14775,2.06485
14966,14776,1.8758
14966,14939,0.9675
14966,14940,1.4039
14966,14941,0.6577
14966,14944,0.75195
14966,14959,0.5138499999999999
14966,14960,1.33385
14966,14961,1.1437
14966,14962,0.9464
14966,14963,0.14815
14966,14964,0.9439
14966,14965,1.2946
14966,14966,0.07405
14966,14967,0.91585
14966,15295,3.0106
14966,17047,1.7719999999999998
14966,17048,1.58085
14966,17068,1.6972999999999998
14966,17069,1.7739999999999998
14966,17070,1.87125
14966,17072,1.42385
14967,14751,2.3626
14967,14752,2.6448
14967,14753,1.8271
14967,14754,2.4126000000000003
14967,14755,2.13305
14967,14756,1.96895
14967,14774,2.5675
14967,14775,2.3717
14967,14776,1.931
14967,14939,1.4977
14967,14940,1.93405
14967,14941,1.3145
14967,14944,0.81685
14967,14959,1.206
14967,14960,0.8872
14967,14961,0.5761499999999999
14967,14962,1.06425
14967,14963,0.95705
14967,14964,0.0883
14967,14965,0.65
14967,14966,0.91585
14967,14967,0.04415
14967,16774,2.9469000000000003
14967,16780,2.99855
14967,17047,1.1274
14967,17048,0.93625
14967,17068,1.1642
14967,17069,1.1294
14967,17070,1.22665
14967,17072,0.77925
14967,17125,2.7281
14967,17134,2.70495
14967,17135,2.51505
15065,15065,0.09065
15067,15067,0.424
15067,15073,1.0909
15067,15076,1.053
15067,15078,0.84805
15067,15281,2.9152
15073,15067,1.0909
15073,15073,0.39675
15073,15076,0.8301999999999999
15073,15078,1.04255
15073,15280,2.92915
15073,15281,2.69245
15073,15293,2.89275
15073,15296,2.886
15073,15297,2.9
15073,15299,2.8869
15076,15067,1.053
15076,15073,0.8301999999999999
15076,15076,0.0515
15076,15078,1.0046
15076,15278,2.545
15076,15279,2.38295
15076,15280,2.2386500000000003
15076,15281,2.00195
15076,15283,2.59925
15076,15284,2.48795
15076,15291,2.6901
15076,15293,2.2022500000000003
15076,15294,2.31525
15076,15295,2.5121
15076,15296,2.1955
15076,15297,2.2095
15076,15298,2.6329
15076,15299,2.1964
15078,15067,0.84805
15078,15073,1.04255
15078,15076,1.0046
15078,15078,0.424
15078,15281,2.8668500000000003
15278,14754,2.89645
15278,14755,2.816
15278,14756,2.62815
15278,14775,2.85555
15278,14776,2.59015
15278,14940,2.79075
15278,15076,2.545
15278,15278,0.0517
15278,15279,0.2924
15278,15280,0.461
15278,15281,0.5662
15278,15283,0.1034
15278,15284,0.2186
15278,15291,0.66315
15278,15292,1.0282
15278,15293,0.64
15278,15294,1.01115
15278,15295,1.43505
15278,15296,1.11845
15278,15297,1.1324999999999998
15278,15298,0.4962
15278,15299,0.4827499999999999
15279,14751,2.97245
15279,14754,2.7344
15279,14755,2.6539
15279,14756,2.46605
15279,14774,2.87725
15279,14775,2.69345
15279,14776,2.4281
15279,14940,2.62865
15279,15076,2.38295
15279,15278,0.2924
15279,15279,0.1392
15279,15280,0.2989
15279,15281,0.4041
15279,15283,0.34665
15279,15284,0.2784
15279,15291,0.72675
15279,15292,1.0918
15279,15293,0.4779
15279,15294,0.8484999999999999
15279,15295,1.273
15279,15296,0.9564
15279,15297,0.9704
15279,15298,0.5598
15279,15299,0.3207
15280,14751,2.87745
15280,14754,2.63935
15280,14755,2.5589
15280,14756,2.371
15280,14774,2.7822
15280,14775,2.59845
15280,14776,2.33305
15280,14939,2.97
15280,14940,2.53365
15280,15073,2.92915
15280,15076,2.2386500000000003
15280,15278,0.461
15280,15279,0.2989
15280,15280,0.0882
15280,15281,0.25985
15280,15283,0.51525
15280,15284,0.4039
15280,15291,0.89535
15280,15292,1.2604
15280,15293,0.3829
15280,15294,0.7534500000000001
15280,15295,1.17795
15280,15296,0.8613500000000001
15280,15297,0.8754
15280,15298,0.7283999999999999
15280,15299,0.1764
15281,14751,2.8027
15281,14753,2.92925
15281,14754,2.5646
15281,14755,2.48415
15281,14756,2.29625
15281,14774,2.70745
15281,14775,2.52365
15281,14776,2.2583
15281,14939,2.89525
15281,14940,2.4589
15281,15067,2.9152
15281,15073,2.69245
15281,15076,2.00195
15281,15078,2.8668500000000003
15281,15278,0.5662
15281,15279,0.4041
15281,15280,0.25985
15281,15281,0.11395
15281,15283,0.6204500000000001
15281,15284,0.5091
15281,15291,0.9514
15281,15292,1.3656
15281,15293,0.4344
15281,15294,0.805
15281,15295,1.1032
15281,15296,0.7866
15281,15297,0.8006500000000001
15281,15298,0.8336
15281,15299,0.22795
15283,14754,2.9507000000000003
15283,14755,2.87025
15283,14756,2.68235
15283,14775,2.9098
15283,14776,2.6444
15283,14940,2.845
15283,15076,2.59925
15283,15278,0.1034
15283,15279,0.34665
15283,15280,0.51525
15283,15281,0.6204500000000001
15283,15283,0.0517
15283,15284,0.27285
15283,15291,0.7174
15283,15292,1.08245
15283,15293,0.69425
15283,15294,1.0654
15283,15295,1.4893
15283,15296,1.1727
15283,15297,1.18675
15283,15298,0.55045
15283,15299,0.537
15284,14751,2.9867
15284,14754,2.7486
15284,14755,2.66815
15284,14756,2.48025
15284,14774,2.89145
15284,14775,2.70765
15284,14776,2.4423
15284,14940,2.6429
15284,15076,2.48795
15284,15278,0.2186
15284,15279,0.2784
15284,15280,0.4039
15284,15281,0.5091
15284,15283,0.27285
15284,15284,0.1093
15284,15291,0.5089
15284,15292,0.87395
15284,15293,0.52695
15284,15294,0.85685
15284,15295,1.2872
15284,15296,1.0054500000000002
15284,15297,1.01945
15284,15298,0.3419
15284,15299,0.4256999999999999
15291,14751,2.7059
15291,14752,2.9881
15291,14753,2.83245
15291,14754,2.4678
15291,14755,2.38735
15291,14756,2.19945
15291,14774,2.61065
15291,14775,2.4269
15291,14776,2.1615
15291,14939,2.79845
15291,14940,2.3621
15291,15076,2.6901
15291,15278,0.66315
15291,15279,0.72675
15291,15280,0.89535
15291,15281,0.9514
15291,15283,0.7174
15291,15284,0.5089
15291,15291,0.18195
15291,15292,0.65635
15291,15293,0.517
15291,15294,0.5760500000000001
15291,15295,1.0064
15291,15296,0.76565
15291,15297,0.77965
15291,15298,0.3639
15291,15299,0.7234499999999999
15292,14751,2.57255
15292,14752,2.8548
15292,14753,2.55765
15292,14754,2.3345
15292,14755,2.11255
15292,14756,1.92465
15292,14774,2.4773
15292,14775,2.29355
15292,14776,1.8867
15292,14939,2.52365
15292,14940,2.0873
15292,14944,2.98775
15292,15278,1.0282
15292,15279,1.0918
15292,15280,1.2604
15292,15281,1.3656
15292,15283,1.08245
15292,15284,0.87395
15292,15291,0.65635
15292,15292,0.14155
15292,15293,0.94525
15292,15294,1.00435
15292,15295,0.7392000000000001
15292,15296,1.1939
15292,15297,1.20795
15292,15298,0.72895
15292,15299,1.15175
15293,14751,2.49455
15293,14752,2.7768
15293,14753,2.6211
15293,14754,2.25645
15293,14755,2.176
15293,14756,1.98815
15293,14774,2.3993
15293,14775,2.21555
15293,14776,1.95015
15293,14939,2.5871500000000003
15293,14940,2.15075
15293,15073,2.89275
15293,15076,2.2022500000000003
15293,15278,0.64
15293,15279,0.4779
15293,15280,0.3829
15293,15281,0.4344
15293,15283,0.69425
15293,15284,0.52695
15293,15291,0.517
15293,15292,0.94525
15293,15293,0.10325
15293,15294,0.37055
15293,15295,0.79505
15293,15296,0.47845
15293,15297,0.4925
15293,15298,0.6527999999999999
15293,15299,0.2065
15294,14751,2.1438
15294,14752,2.42605
15294,14753,2.27035
15294,14754,1.9057
15294,14755,1.82525
15294,14756,1.63735
15294,14774,2.04855
15294,14775,1.8648
15294,14776,1.5994
15294,14939,2.2364
15294,14940,1.8
15294,14944,2.7005
15294,14959,2.73465
15294,14962,2.9606000000000003
15294,15076,2.31525
15294,15278,1.01115
15294,15279,0.8484999999999999
15294,15280,0.7534500000000001
15294,15281,0.805
15294,15283,1.0654
15294,15284,0.85685
15294,15291,0.5760500000000001
15294,15292,1.00435
15294,15293,0.37055
15294,15294,0.12925
15294,15295,0.4443
15294,15296,0.3908
15294,15297,0.40485
15294,15298,0.7119
15294,15299,0.5770500000000001
15295,14751,1.9505
15295,14752,2.23275
15295,14753,2.0771
15295,14754,1.71245
15295,14755,1.6319500000000002
15295,14756,1.4441000000000002
15295,14774,1.85525
15295,14775,1.6715
15295,14776,1.40615
15295,14939,2.0431
15295,14940,1.6067
15295,14944,2.5072
15295,14959,2.54135
15295,14961,2.9646
15295,14962,2.76735
15295,14963,2.9071
15295,14966,3.0106
15295,15076,2.5121
15295,15278,1.43505
15295,15279,1.273
15295,15280,1.17795
15295,15281,1.1032
15295,15283,1.4893
15295,15284,1.2872
15295,15291,1.0064
15295,15292,0.7392000000000001
15295,15293,0.79505
15295,15294,0.4443
15295,15295,0.07375
15295,15296,0.58765
15295,15297,0.60165
15295,15298,1.1422
15295,15299,1.00155
15296,14751,2.28715
15296,14752,2.56935
15296,14753,2.4137
15296,14754,2.0490500000000003
15296,14755,1.9686
15296,14756,1.7807
15296,14774,2.1919
15296,14775,2.0081
15296,14776,1.7427499999999998
15296,14939,2.3797
15296,14940,1.94335
15296,14944,2.8438
15296,14959,2.87795
15296,15073,2.886
15296,15076,2.1955
15296,15278,1.11845
15296,15279,0.9564
15296,15280,0.8613500000000001
15296,15281,0.7866
15296,15283,1.1727
15296,15284,1.0054500000000002
15296,15291,0.76565
15296,15292,1.1939
15296,15293,0.47845
15296,15294,0.3908
15296,15295,0.58765
15296,15296,0.05785
15296,15297,0.11565
15296,15298,0.90145
15296,15299,0.68495
15297,14751,2.3011500000000003
15297,14752,2.5834
15297,14753,2.4277
15297,14754,2.06305
15297,14755,1.9826
15297,14756,1.79475
15297,14774,2.2059
15297,14775,2.02215
15297,14776,1.7567499999999998
15297,14939,2.39375
15297,14940,1.95735
15297,14944,2.85785
15297,14959,2.8920000000000003
15297,15073,2.9
15297,15076,2.2095
15297,15278,1.1324999999999998
15297,15279,0.9704
15297,15280,0.8754
15297,15281,0.8006500000000001
15297,15283,1.18675
15297,15284,1.01945
15297,15291,0.77965
15297,15292,1.20795
15297,15293,0.4925
15297,15294,0.40485
15297,15295,0.60165
15297,15296,0.11565
15297,15297,0.05785
15297,15298,0.9155
15297,15299,0.6990000000000001
15298,14751,2.8417000000000003
15298,14753,2.9682500000000003
15298,14754,2.6036
15298,14755,2.52315
15298,14756,2.33525
15298,14774,2.7464500000000003
15298,14775,2.5627
15298,14776,2.2973
15298,14939,2.9343
15298,14940,2.4979
15298,15076,2.6329
15298,15278,0.4962
15298,15279,0.5598
15298,15280,0.7283999999999999
15298,15281,0.8336
15298,15283,0.55045
15298,15284,0.3419
15298,15291,0.3639
