OMAZ,DMAZ,DIST,DISTBIKE
15299,15299,0.0881666666666666,0.0881666666666666
15299,15298,0.7705000000000001,0.7705000000000001
15291,15281,1.0503333333333331,1.0503333333333331
15291,15280,0.9713333333333334,0.9713333333333334
15291,15279,0.8495,0.8495
15291,15278,0.6756666666666667,0.6756666666666667
15291,15284,0.5088333333333334,0.5088333333333334
15291,15283,0.7275,0.7275
15297,14940,2.408333333333333,2.408333333333333
15283,15284,0.3356666666666666,0.3356666666666666
15283,15283,0.0516666666666666,0.0516666666666666
15283,15293,0.859,0.859
15283,15292,1.0923333333333334,1.0923333333333334
15283,15291,0.7271666666666667,0.7271666666666667
15283,15297,1.3484999999999998,1.3484999999999998
15283,15296,1.3353333333333337,1.3353333333333337
15283,15295,1.642,1.642
15283,15294,1.114,1.114
15283,15299,0.6313333333333333,0.6313333333333333
15283,15298,0.5878333333333333,0.5878333333333333
15284,15278,0.2536666666666666,0.2536666666666666
15284,15281,0.602,0.602
15295,14940,2.1358333333333333,2.1358333333333333
15284,15280,0.4628333333333334,0.4628333333333334
15284,15279,0.2798333333333333,0.2798333333333333
15284,15284,0.1268333333333333,0.1268333333333333
15284,15283,0.3425,0.3425
15284,15294,0.8715,0.8715
15284,15293,0.6491666666666667,0.6491666666666667
15284,15292,0.874,0.874
15284,15291,0.5088333333333334,0.5088333333333334
15284,15298,0.416,0.416
15284,15297,1.142,1.142
15284,15296,1.129,1.129
15284,15295,1.3808333333333334,1.3808333333333334
15284,15299,0.4776666666666667,0.4776666666666667
15296,14940,2.499,2.499
15297,15299,0.7506666666666666,0.7506666666666666
15297,15298,1.195,1.195
15297,15297,0.0578333333333333,0.0578333333333333
15297,15296,0.1156666666666666,0.1156666666666666
15298,15280,0.7486666666666667,0.7486666666666667
15298,15279,0.6161666666666666,0.6161666666666666
15298,15278,0.5205000000000001,0.5205000000000001
15298,15284,0.3526666666666667,0.3526666666666667
15298,15283,0.5623333333333334,0.5623333333333334
15298,15281,0.8595,0.8595
15298,15292,0.7575,0.7575
15298,15291,0.4528333333333333,0.4528333333333333
15298,15296,0.9505,0.9505
15298,15295,1.2351666666666663,1.2351666666666663
15298,15294,0.7404999999999999,0.7404999999999999
15298,15293,0.6888333333333333,0.6888333333333333
15298,15299,0.7014999999999999,0.7014999999999999
15298,15298,0.1763333333333333,0.1763333333333333
15298,15297,1.1081666666666667,1.1081666666666667
15299,15281,0.228,0.228
15299,15280,0.1763333333333333,0.1763333333333333
15299,15279,0.4761666666666667,0.4761666666666667
15299,15278,0.4883333333333333,0.4883333333333333
15299,15284,0.5083333333333333,0.5083333333333333
15299,15283,0.5426666666666666,0.5426666666666666
15299,15293,0.2065,0.2065
15299,15292,1.2241666666666666,1.2241666666666666
15299,15291,0.839,0.839
15299,15297,0.9141666666666668,0.9141666666666668
15299,15296,0.8066666666666666,0.8066666666666666
15299,15295,1.5335,1.5335
15299,15294,0.7333333333333334,0.7333333333333334
15295,15297,0.6753333333333332,0.6753333333333332
15295,15296,0.6224999999999999,0.6224999999999999
15295,15295,0.0845,0.0845
15295,15294,0.4655,0.4655
15295,15299,1.2503333333333333,1.2503333333333333
15295,15298,1.6384999999999998,1.6384999999999998
15296,15278,1.2311666666666663,1.2311666666666663
15296,15281,0.8963333333333333,0.8963333333333333
15296,15280,0.9716666666666668,0.9716666666666668
15296,15279,1.1081666666666667,1.1081666666666667
15296,15284,1.13,1.13
15296,15283,1.3528333333333336,1.3528333333333336
15296,15294,0.4045,0.4045
15296,15293,0.4921666666666666,0.4921666666666666
15296,15292,1.2605,1.2605
15296,15291,0.7843333333333334,0.7843333333333334
15296,15298,1.1376666666666666,1.1376666666666666
15296,15297,0.1156666666666666,0.1156666666666666
15296,15296,0.0578333333333333,0.0578333333333333
15296,15295,0.6041666666666666,0.6041666666666666
