MAZ,TAP,DISTWALK,walk_time
524,1604,0.28885,5.777
524,1606,0.53795,10.759
524,1607,0.95145,19.029
524,1608,0.92235,18.447
524,1611,0.97365,19.473
524,1651,0.662,13.24
524,1652,0.9462,18.924
524,1665,0.5812,11.624
524,1681,0.94375,18.875
525,1238,0.65595,13.119000000000002
525,1333,0.94045,18.809
525,1558,0.65195,13.039000000000001
525,1559,0.503,10.06
525,1603,0.32060000000000005,6.412000000000001
525,1604,0.1962,3.924
525,1606,0.44535,8.907
525,1607,0.85885,17.177
525,1608,0.8297000000000001,16.594
525,1611,0.8810499999999999,17.621
525,1651,0.57345,11.469000000000001
525,1652,0.8553499999999999,17.107
525,1665,0.6292,12.584000000000001
525,1681,0.9659,19.317999999999998
526,1238,0.6013,12.026
526,1333,0.8160499999999999,16.320999999999998
526,1558,0.7854,15.708
526,1559,0.63665,12.732999999999999
526,1603,0.18655,3.7310000000000003
526,1604,0.06275,1.255
526,1606,0.31245,6.249
526,1607,0.72595,14.519
526,1608,0.69685,13.937000000000001
526,1611,0.74815,14.963
526,1651,0.4400000000000001,8.8
526,1652,0.7219,14.437999999999999
526,1665,0.49555,9.911
526,1681,0.8322499999999999,16.645
527,1238,0.69375,13.875
527,1333,0.9064,18.128
527,1558,0.6929500000000001,13.859000000000002
527,1559,0.7062,14.124
527,1603,0.09415,1.883
527,1604,0.1552,3.1039999999999996
527,1606,0.4048999999999999,8.097999999999999
527,1607,0.8183999999999999,16.368
527,1608,0.78925,15.785
527,1611,0.8406,16.812
527,1651,0.5279499999999999,10.559000000000001
527,1652,0.8122,16.244
527,1665,0.4476,8.952
527,1681,0.7843,15.686
528,1238,0.87585,17.517
528,1558,0.4241499999999999,8.482999999999999
528,1559,0.3888,7.776
528,1562,0.946,18.92
528,1603,0.41225,8.245
528,1604,0.41615,8.323
528,1606,0.6653,13.306
528,1651,0.7934,15.868
528,1665,0.8032,16.064
529,1238,0.8012,16.024
529,1558,0.4992,9.984
529,1559,0.3129,6.257999999999999
529,1562,0.8701000000000001,17.402
529,1603,0.48635,9.727
529,1604,0.3415,6.83
529,1606,0.5906,11.812000000000001
529,1608,0.975,19.5
529,1651,0.7187,14.374
529,1665,0.8211999999999999,16.424
530,1238,0.7485499999999999,14.970999999999998
530,1558,0.55935,11.187000000000001
530,1559,0.57255,11.450999999999999
530,1603,0.22795,4.559
530,1604,0.28885,5.777
530,1606,0.53795,10.759
530,1607,0.95145,19.029
530,1608,0.92235,18.447
530,1611,0.97365,19.473
530,1651,0.662,13.24
530,1652,0.9462,18.924
530,1665,0.5812,11.624
530,1681,0.94375,18.875
531,1238,0.78295,15.659
531,1558,0.5251,10.502
531,1559,0.37575,7.515
531,1562,0.90135,18.027
531,1603,0.4476,8.952
531,1604,0.32325,6.465
531,1606,0.5724,11.448
531,1607,0.9859,19.718
531,1608,0.95675,19.135
531,1651,0.7005,14.01
531,1652,0.98235,19.647000000000002
531,1665,0.7562,15.124
532,1238,0.9474,18.948
532,1558,0.48505,9.701
532,1559,0.7714000000000001,15.427999999999999
532,1603,0.2381999999999999,4.763999999999999
532,1604,0.4877,9.754
532,1606,0.73685,14.737
532,1651,0.82165,16.433
532,1665,0.6971,13.942
532,1681,0.74985,14.997
533,1238,0.8429,16.858
533,1558,0.465,9.3
533,1559,0.6670499999999999,13.341
533,1603,0.13365,2.673
533,1604,0.38315,7.6629999999999985
533,1606,0.6323000000000001,12.645999999999999
533,1651,0.7171000000000001,14.342
533,1665,0.5926,11.852
533,1681,0.84945,16.989
534,1238,0.75575,15.115
534,1333,0.97115,19.423
534,1558,0.6308,12.616
534,1559,0.7693,15.386
534,1603,0.03215,0.643
534,1604,0.21719999999999992,4.343999999999999
534,1606,0.4669,9.338
534,1607,0.8804000000000001,17.608
534,1608,0.85125,17.025
534,1611,0.9026,18.052
534,1651,0.55745,11.149000000000001
534,1652,0.84475,16.895
534,1665,0.4329,8.658
534,1681,0.7485,14.97
535,1238,0.8437999999999999,16.875999999999998
535,1558,0.5828,11.655999999999999
535,1559,0.8566499999999999,17.133
535,1603,0.05595,1.119
535,1604,0.3053,6.106
535,1606,0.5549999999999999,11.1
535,1607,0.9685,19.37
535,1608,0.93935,18.787
535,1611,0.9907,19.814
535,1651,0.63945,12.789000000000001
535,1652,0.92675,18.535
535,1665,0.5149,10.298
535,1681,0.6604,13.208
536,1238,0.8111,16.222
536,1558,0.49675,9.935
536,1559,0.6357,12.714
536,1603,0.16540000000000002,3.3080000000000003
536,1604,0.3514,7.028
536,1606,0.6005499999999999,12.011
536,1608,0.9849,19.698
536,1651,0.6912499999999999,13.825
536,1652,0.9786,19.572
536,1665,0.5667500000000001,11.335
536,1681,0.8812000000000003,17.624000000000006
537,1558,0.16255000000000006,3.2510000000000003
537,1559,0.44910000000000017,8.982000000000003
537,1603,0.4361,8.722000000000001
537,1604,0.67085,13.417
537,1606,0.91995,18.399
537,1665,0.8949999999999999,17.9
538,1238,0.89825,17.965
538,1558,0.4491499999999998,8.982999999999997
538,1559,0.72245,14.449000000000002
538,1603,0.18905,3.781
538,1604,0.4385500000000001,8.771
538,1606,0.6877,13.754000000000001
538,1651,0.7725,15.45
538,1665,0.64795,12.959000000000001
538,1681,0.7940499999999999,15.880999999999998
539,1238,0.948,18.96
539,1558,0.36010000000000003,7.202000000000001
539,1559,0.5179,10.357999999999999
539,1603,0.28280000000000005,5.6560000000000015
539,1604,0.48825,9.765
539,1606,0.7373999999999999,14.748
539,1651,0.8654999999999999,17.31
539,1665,0.74175,14.835
539,1681,0.9986,19.972
540,1238,0.9078,18.156
540,1558,0.3922,7.8439999999999985
540,1559,0.42075,8.415
540,1562,0.97795,19.559
540,1603,0.38035,7.607
540,1604,0.4481,8.962
540,1606,0.69725,13.945
540,1651,0.82535,16.507
540,1665,0.7712999999999999,15.425999999999998
541,1558,0.4489,8.978
541,1559,0.7355,14.71
541,1603,0.4561,9.122
541,1604,0.70565,14.113
541,1606,0.9548,19.096
541,1665,0.91505,18.301
541,1681,0.84605,16.921
542,1558,0.38825,7.765
542,1559,0.6746000000000001,13.492
542,1603,0.39525,7.905
542,1604,0.6447499999999999,12.895
542,1606,0.8939,17.878
542,1651,0.97875,19.575
542,1665,0.8542,17.084
542,1681,0.8468,16.936
543,1558,0.38825,7.765
543,1559,0.6746000000000001,13.492
543,1603,0.39525,7.905
543,1604,0.6447499999999999,12.895
543,1606,0.8939,17.878
543,1651,0.97875,19.575
543,1665,0.8542,17.084
543,1681,0.8468,16.936
544,1238,0.7924,15.847999999999999
544,1558,0.57445,11.489
544,1559,0.25065,5.013
544,1562,0.38365,7.672999999999999
544,1604,0.8247,16.494
544,1606,0.6343,12.686
544,1607,0.8621000000000001,17.242
544,1608,0.9339,18.678
544,1611,0.98525,19.705
545,1238,0.73285,14.657
545,1558,0.57125,11.425
545,1559,0.24745,4.949
545,1562,0.3901,7.8020000000000005
545,1603,0.9813,19.625999999999998
545,1604,0.75115,15.023
545,1606,0.5467500000000001,10.935
545,1607,0.8685499999999999,17.371
545,1608,0.9066,18.132
545,1611,0.95795,19.159000000000002
545,1652,0.95985,19.197
546,1238,0.6635500000000001,13.270999999999999
546,1333,0.93055,18.611
546,1551,0.98755,19.750999999999998
546,1558,0.7184999999999999,14.37
546,1559,0.3947,7.894
546,1562,0.2548,5.096
546,1604,0.86115,17.223
546,1606,0.6567000000000001,13.134
546,1607,0.73325,14.665
546,1608,0.8050499999999999,16.101
546,1611,0.8564,17.128
547,1238,0.5033000000000001,10.066
547,1333,0.77035,15.407
547,1551,0.9635,19.27
547,1558,0.8069,16.137999999999998
547,1559,0.4831,9.662
547,1562,0.23075,4.615
547,1604,0.93455,18.691
547,1606,0.68445,13.689
547,1607,0.6739499999999999,13.479000000000001
547,1608,0.64485,12.897
547,1611,0.69615,13.923
547,1653,0.9972000000000004,19.944000000000006
548,1238,0.7440499999999999,14.880999999999998
548,1558,0.69515,13.902999999999999
548,1559,0.37135,7.4270000000000005
548,1562,0.3617,7.234
548,1604,0.76235,15.247
548,1606,0.5579500000000001,11.159
548,1607,0.8401500000000001,16.803
548,1608,0.9119,18.238
548,1611,0.96325,19.265
548,1652,0.97105,19.421
549,1238,0.4586,9.172
549,1333,0.7466,14.932
549,1558,0.96285,19.257
549,1559,0.63905,12.780999999999999
549,1562,0.4955,9.91
549,1604,0.8093,16.186
549,1606,0.5591999999999999,11.184000000000001
549,1607,0.6609999999999999,13.22
549,1608,0.63185,12.637
549,1611,0.6832,13.664000000000001
549,1612,0.99225,19.845
549,1652,0.9693,19.386
549,1653,0.9842,19.684
550,1238,0.49135,9.827
550,1333,0.7794,15.588
550,1558,0.8049,16.098
550,1559,0.4811,9.622
550,1562,0.54765,10.953
550,1603,0.96245,19.249000000000002
550,1604,0.71295,14.259
550,1606,0.46285,9.257
550,1607,0.6942999999999999,13.886
550,1608,0.66515,13.302999999999999
550,1611,0.7165,14.33
550,1652,0.8759500000000001,17.519000000000002
551,1238,0.9098,18.195999999999998
551,1558,0.41815,8.363
551,1559,0.0943,1.886
551,1562,0.54,10.8
551,1603,0.8948500000000003,17.897000000000006
551,1604,0.6684,13.368
551,1606,0.72375,14.475
552,1238,0.81755,16.351
552,1558,0.51,10.2
552,1559,0.1862,3.7239999999999998
552,1562,0.44775,8.955
552,1603,0.9867,19.734
552,1604,0.76025,15.205
552,1606,0.6315000000000001,12.63
552,1607,0.9262,18.524
552,1608,0.99135,19.827
553,1238,0.7972,15.944
553,1558,0.48605,9.721
553,1559,0.16225,3.245
553,1562,0.6782,13.564
553,1603,0.7102,14.204
553,1604,0.4837,9.674
553,1606,0.6111,12.222000000000001
553,1608,0.971,19.42
553,1651,0.8609500000000001,17.219
554,1238,0.7841,15.682
554,1558,0.47995,9.599
554,1559,0.15615,3.123
554,1562,0.4818,9.636000000000001
554,1603,0.8896499999999999,17.793
554,1604,0.66315,13.263
554,1606,0.59805,11.960999999999999
554,1607,0.96025,19.205
554,1608,0.9579,19.158
555,1558,0.06445,1.2890000000000001
555,1559,0.3236,6.472
555,1562,0.9013,18.026
555,1603,0.534,10.68
555,1604,0.76895,15.379000000000001
555,1665,0.99295,19.859
556,1558,0.16145,3.2289999999999996
556,1559,0.22699999999999998,4.54
556,1562,0.8047000000000001,16.094
556,1603,0.61075,12.215
556,1604,0.6718,13.436
556,1606,0.9209,18.418
557,1558,0.2287,4.574
557,1559,0.1582,3.1639999999999997
557,1562,0.7359,14.718
557,1603,0.6792,13.584000000000001
557,1604,0.6047,12.094000000000001
557,1606,0.8538,17.076
557,1651,0.9819,19.637999999999998
558,1238,0.84785,16.957
558,1558,0.46485,9.297
558,1559,0.141,2.82
558,1562,0.7187,14.374
558,1603,0.6595,13.19
558,1604,0.43305,8.661
558,1606,0.6618,13.235999999999999
558,1651,0.8102499999999999,16.205
558,1665,0.98765,19.753
559,1558,0.18525,3.705
559,1559,0.50905,10.181000000000001
559,1603,0.7198,14.395999999999999
559,1604,0.95445,19.089000000000002
560,1558,0.09395,1.879
560,1559,0.41775,8.355
560,1562,0.9954,19.908
560,1603,0.6287,12.574000000000002
560,1604,0.8631499999999999,17.262999999999998
561,1558,0.1756,3.512
561,1559,0.30810000000000004,6.162000000000001
561,1562,0.8857999999999997,17.715999999999994
561,1603,0.6894,13.788
561,1604,0.8175000000000001,16.35
562,1558,0.2414,4.828
562,1559,0.24255,4.851
562,1562,0.8202,16.404
562,1603,0.75515,15.103
562,1604,0.75215,15.043
562,1606,0.9963,19.926
563,1558,0.3255,6.51
563,1559,0.06294999999999999,1.2590000000000001
563,1562,0.6406,12.812000000000001
563,1603,0.8392999999999999,16.785999999999998
563,1604,0.637,12.74
563,1606,0.8167500000000001,16.335
564,1558,0.1552,3.1039999999999996
564,1559,0.479,9.58
564,1603,0.75405,15.081
564,1604,0.9886,19.772000000000002
565,1558,0.07975,1.595
565,1559,0.40355,8.071
565,1562,0.98125,19.625
565,1603,0.6784,13.568
565,1604,0.91315,18.262999999999998
566,1558,0.5902499999999999,11.805
566,1559,0.68465,13.693
567,1558,0.51655,10.331
567,1559,0.8407,16.814
568,1558,0.39565,7.9129999999999985
568,1559,0.7198,14.395999999999999
568,1603,0.99425,19.885
569,1558,0.4304,8.607999999999999
569,1559,0.496,9.92
569,1562,0.9854,19.708
569,1603,0.94365,18.873
570,1558,0.33815,6.763
570,1559,0.66195,13.239
570,1603,0.9368,18.736
571,1558,0.51095,10.219
571,1559,0.6205499999999999,12.411
572,1558,0.9755,19.51
572,1559,0.7596,15.192
573,1558,0.6959500000000001,13.919
573,1559,0.6149,12.298
574,1558,0.7302500000000001,14.605
574,1559,0.4414,8.828
574,1562,0.8779999999999999,17.56
575,1558,0.82875,16.575
575,1559,0.5399,10.798
575,1562,0.97645,19.529
576,1558,0.6207499999999999,12.415
576,1559,0.45445,9.089
576,1562,0.8909999999999999,17.82
577,1558,0.69335,13.867
577,1559,0.36955,7.391
577,1562,0.71085,14.217
577,1604,0.9436,18.872
577,1606,0.9268,18.535999999999998
578,1558,0.7675500000000001,15.350999999999999
578,1559,0.44375,8.875
578,1562,0.7657499999999999,15.315
578,1606,0.9817,19.634
579,1238,0.7465499999999999,14.931
579,1558,0.7974500000000001,15.949000000000002
579,1559,0.47365,9.472999999999999
579,1562,0.3378,6.756
579,1606,0.8105499999999999,16.211
579,1607,0.8162499999999999,16.325
579,1608,0.88805,17.761
579,1611,0.9394,18.788
580,1238,0.6132500000000001,12.265
580,1333,0.8802999999999997,17.605999999999995
580,1551,0.92535,18.507
580,1558,0.7807000000000001,15.614
580,1559,0.4569,9.138
580,1562,0.1926,3.852
580,1604,0.9869,19.738
580,1606,0.7825,15.65
580,1607,0.6710499999999999,13.421
580,1608,0.7547999999999999,15.095999999999998
580,1611,0.8061,16.122
581,1238,0.6900000000000001,13.8
581,1333,0.957,19.14
581,1558,0.6202000000000001,12.404000000000002
581,1559,0.2964,5.928
581,1562,0.28125,5.625
581,1604,0.8263999999999999,16.528
581,1606,0.622,12.44
581,1607,0.7597,15.194
581,1608,0.8314999999999999,16.63
581,1611,0.88285,17.657
582,1558,0.27545000000000003,5.5089999999999995
582,1559,0.59925,11.985
582,1603,0.8740499999999999,17.480999999999998
583,1558,0.3648,7.296
583,1559,0.49505,9.901
583,1562,0.98445,19.689
583,1603,0.87805,17.561
584,1558,0.407,8.14
584,1559,0.20585,4.117
584,1562,0.70475,14.095
584,1603,0.92075,18.415
584,1604,0.7799,15.597999999999999
584,1606,0.9207,18.414
585,1558,0.60225,12.045
585,1559,0.27845,5.569
