primary_purpose,outbound,tour_hour,trip_num,HR1,HR2,HR3,HR4,HR5,HR6,HR7,HR8,HR9,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR20,HR21,HR22,HR23,HR24,HR25,HR26,HR27,HR28,HR29,HR30,HR31,HR32,HR33,HR34,HR35,HR36,HR37,HR38,HR39,HR40,HR41,HR42,HR43,HR44,HR45,HR46,HR47,HR48
work,TRUE,3,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,3,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,4,2,0.0,0.0,0.0,0.2179176444075334,0.2981540486561361,0.23496517826530794,0.1366215979347862,0.03827801760426444,0.04237287530146482,0.0316906378305073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,4,3,0.0,0.0,0.0,0.0,0.0,0.6061571125265393,0.3174097664543524,0.07643312101910828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,5,2,0.0,0.0,0.0,0.0,0.04142221315705962,0.5564057092205271,0.0929774037660302,0.12515272981160966,0.05246813666560885,0.11479870503527952,0.016775102343884865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,5,3,0.0,0.0,0.0,0.0,0.0,0.13928434013081953,0.24778761061946905,0.26010003847633706,0.2043093497499038,0.14851866102347056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,5,4,0.0,0.0,0.0,0.0,0.0,0.23249839434810535,0.3333333333333333,0.43416827231856137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,6,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,6,2,0.0,0.0,0.0,0.0,0.0,0.19023461372522718,0.4965710961512204,0.10380670949021559,0.10660280046157773,0.0618557378902155,0.013091450436769571,0.021829188911477768,0.006008402933296151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,6,3,0.0,0.0,0.0,0.0,0.0,0.04756071804680202,0.09695868071643228,0.0675082033208991,0.03805772592536593,0.033522349260685015,0.0289869725960041,0.0320434220874195,0.0350998715788349,0.035531225337704,0.03596257909657312,0.03639393285544223,0.03682528661431133,0.037256640373180445,0.037687994132049554,0.03811934789091866,0.038550701649787765,0.03898205540865688,0.03941340916752599,0.03984476292639509,0.04027611668526421,0.040707470444133316,0.04113882420300242,0.041570177961871534,0.04200153172074064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.03162430462531789,0.03217128333221553,0.032718262039113176,0.033265240746010824,0.03381221945290847,0.03435919815980611,0.03490617686670376,0.03545315557360141,0.03600013428049906,0.0365471129873967,0.03709409169429435,0.037641070401191995,0.03818804910808964,0.038735027814987284,0.03928200652188493,0.03982898522878258,0.04037596393568022,0.04092294264257787,0.04146992134947552,0.04201690005637316,0.04256387876327081,0.043110857470168455,0.0436578361770661,0.04420481488396376,0.04475179359086139,0.04529877229775904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,7,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.18820265316407953,0.4270871096714031,0.19679327466253066,0.07628085804428121,0.026759954351391935,0.02102391706871962,0.015096062225501292,0.009168207382282963,0.007766272758293093,0.006364338134303221,0.006364338134303221,0.006364338134303221,0.006364338134303221,0.006364338134303221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.10642206176801043,0.2608857949254481,0.18184705366002987,0.14413204802039065,0.009050678054655615,0.026081360669465748,0.023572203783658503,0.021063046897851257,0.01855389001204401,0.04661099198147642,0.03235617404539382,0.03235617404539382,0.03235617404539382,0.03235617404539382,0.03235617404539382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work,TRUE,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.047396473964739644,0.06039360393603936,0.07339073390733906,0.08638786387863878,0.0993849938499385,0.0928249282492825,0.08626486264862648,0.07970479704797048,0.07314473144731447,0.06658466584665847,0.06002460024600246,0.05346453464534645,0.04690446904469044,0.04034440344403444,0.03378433784337843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
