coefficient_name,value,constrain
coef_mode_logsum_escort,0.676,F
coef_dist_escort,0.046736802,F
coef_dist_squared_escort,0,F
coef_dist_cubed_escort,0,F
coef_dist_logged_escort,-2.403808965,F
coef_dist_hh_child_escort,-0.078449805,F
coef_mode_logsum_shopping,0.676,F
coef_dist_shopping,-0.045383662,F
coef_dist_squared_shopping,-0.001019621,F
coef_dist_cubed_shopping,0,F
coef_dist_logged_shopping,-2.184394753,F
coef_dist_joint_tour_shopping,0,F
coef_mode_logsum_eatout,0.79,F
coef_dist_eatout,0,F
coef_dist_squared_eatout,0,F
coef_dist_cubed_eatout,0,F
coef_dist_logged_eatout,-1.904643053,F
coef_dist_hh_child_eatout,-0.034067726,F
coef_dist_veryhigh_inc_eatout,-0.03079323,F
coef_mode_logsum_othmaint,0.676,F
coef_dist_othmaint,-0.04055464,F
coef_dist_squared_othmaint,-0.001372519,F
coef_dist_cubed_othmaint,0,F
coef_dist_logged_othmaint,-1.270318612,F
coef_dist_joint_tour_othmaint,0.020235681,F
coef_mode_logsum_social,0.79,F
coef_dist_social,0,F
coef_dist_logged_social,-1.408912476,F
coef_dist_veryhigh_inc_social,-0.018940702,F
coef_mode_logsum_othdiscr,0.79,F
coef_dist_othdiscr,0.016951123,F
coef_dist_squared_othdiscr,-0.00183013,F
coef_dist_cubed_othdiscr,0,F
coef_dist_logged_othdiscr,-1.692232511,F
coef_dist_hh_child_othdiscr,-0.016330734,F
coef_dist_zero_auto_othdiscr,0.064871626,F
coef_dist_veryhigh_inc_othdiscr,-0.008650825,F
coef_dist_joint_tour_othdiscr,0.013751855,F
