,omaz,idx,btap,dmaz,atap,tod,utility,transit_type
2220486,8222,7965,2359,13167,770,PM,-0.753017393143,local_bus
2435194,13249,9165,777,7777,2109,AM,-0.752936461855,local_bus
837619,11857,2480,747,2802,1793,PM,-0.752892078043,local_bus
2019010,7644,6987,2177,14631,233,AM,-0.752815206089,local_bus
143376,2255,378,1333,2882,1808,AM,-0.752765101543,local_bus
1014064,7230,3064,2439,2921,1761,PM,-0.752085084673,local_bus
701743,1505,7446,1969,2297,1573,AM,-0.751774687468,local_bus
1716011,10816,5616,1443,17310,192,PM,-0.751652209693,local_bus
414489,19313,1156,564,6054,1515,AM,-0.751005907018,local_bus
2568353,17610,9903,228,11137,1076,AM,-0.750957081268,local_bus
2002726,10362,6905,1419,13673,701,PM,-0.750384732445,local_bus
2386502,17220,8890,778,3059,1764,AM,-0.750289035839,local_bus
420399,14089,1180,337,14406,308,PM,-0.75002837032,local_bus
1713053,10503,5605,1223,2506,2007,AM,-0.749836159827,local_bus
451748,10902,1280,1145,1327,1970,AM,-0.749551176868,local_bus
905042,15298,2673,228,2599,1983,PM,-0.748622471668,local_bus
1069773,19573,7283,588,9669,1473,AM,-0.748515398743,local_bus
2209141,17424,7904,264,7989,2285,PM,-0.747633900209,local_bus
1571237,776,7889,1333,6556,1411,AM,-0.747617085793,local_bus
953872,5862,2850,1669,10085,1439,AM,-0.747527735218,local_bus
114298,1167,4481,2388,5360,1259,PM,-0.747341606909,local_bus
77670,17389,6261,264,19127,362,AM,-0.747051902609,local_bus
1173344,11474,3576,824,6497,1411,AM,-0.746136827743,local_bus
1522884,10945,5923,1143,4658,971,PM,-0.745860634318,local_bus
1008193,9951,3036,1443,27,1589,AM,-0.745317116368,local_bus
643919,18224,1844,393,499,1651,AM,-0.745166466989,local_bus
1219856,2091,3712,2144,14379,366,AM,-0.745151786998,local_bus
886498,6614,2615,1506,17959,324,PM,-0.745044712184,local_bus
179046,13109,7788,777,2996,1786,AM,-0.74494614838,local_bus
791061,8195,2312,2359,13098,827,AM,-0.744712730968,local_bus
1164254,5756,3544,1669,11664,922,PM,-0.744486474718,local_bus
1473940,222,6351,1669,1166,1619,PM,-0.744353292118,local_bus
1736608,2124,5727,2144,3699,595,AM,-0.744273760498,local_bus
2514658,1364,9615,1973,5128,891,PM,-0.744224767243,local_bus
2448478,10510,9223,1223,7927,2213,PM,-0.744027758502,local_bus
1978444,395,6805,1608,7683,2135,AM,-0.743666320693,local_bus
568247,10447,1602,1443,8169,2334,AM,-0.743654871493,local_bus
1124177,13551,3389,686,197,1647,PM,-0.743561543518,local_bus
179736,14234,476,2326,7750,2095,PM,-0.743522902152,local_bus
2310636,18229,8504,389,10810,1170,AM,-0.743094492389,local_bus
1240814,11937,3791,747,5920,1379,PM,-0.742374561418,local_bus
2081754,1200,8477,2388,22887,2110,AM,-0.742155240059,local_bus
1650480,19374,5355,498,22931,464,AM,-0.741384060989,local_bus
887123,14845,2616,246,6249,1351,AM,-0.741285689339,local_bus
1585751,17103,5096,778,924,1673,PM,-0.741148395089,local_bus
1068174,18894,3224,562,6723,1412,PM,-0.741121219093,local_bus
134976,14477,9514,288,14177,367,PM,-0.740883074189,local_bus
479589,18304,1366,309,8000,2242,PM,-0.740799439543,local_bus
60043,7129,2046,2358,5789,1424,AM,-0.740436124543,local_bus
716055,1329,2076,1969,5828,1432,AM,-0.740217912868,local_bus
2315063,10498,8533,1336,11415,841,PM,-0.740122329943,local_bus
2181629,6616,7787,2388,10348,1402,PM,-0.740094712184,local_bus
312751,9416,858,1841,398,1181,PM,-0.739787911993,local_bus
2199960,2228,7844,1333,3789,1305,AM,-0.739340101543,local_bus
362354,8035,6898,2280,15280,106,AM,-0.738740339593,local_bus
245392,10884,660,1145,7652,2137,PM,-0.738639973168,local_bus
850428,834,2520,1333,2900,1770,PM,-0.738597417718,local_bus
1215969,14225,3699,584,7319,2437,PM,-0.738562469727,local_bus
714265,6078,2072,1556,4872,899,AM,-0.738007787218,local_bus
100387,6409,267,1466,852,1663,AM,-0.737634825718,local_bus
2279570,9778,8317,1590,6793,2072,AM,-0.737628793048,local_bus
1099429,10956,3334,1145,6387,1219,PM,-0.737152685368,local_bus
5531,2079,8,2144,1591,2143,AM,-0.737094940198,local_bus
739012,12191,7870,824,2761,1059,AM,-0.735926881393,local_bus
1895981,9678,6376,2388,6076,1556,AM,-0.734828680709,local_bus
2538792,7239,9774,2439,126,1648,PM,-0.734367460198,local_bus
1404517,6706,4420,1462,17823,312,PM,-0.733529828936,local_bus
2106674,284,7396,1669,5599,1188,PM,-0.732475287268,local_bus
2171361,7238,7712,2439,8377,2305,AM,-0.732128972698,local_bus
1517042,5931,4960,1556,10942,1160,PM,-0.732096836893,local_bus
1817457,10496,6052,1336,7574,2173,PM,-0.731872329943,local_bus
1329432,15006,4126,460,1539,2088,PM,-0.731585400943,local_bus
562203,7613,1944,2177,2917,1787,PM,-0.731271137714,local_bus
665393,662,1904,1238,17766,339,AM,-0.731257134343,local_bus
2373134,7562,8818,2177,3230,1778,PM,-0.730975946789,local_bus
669674,1195,1914,1841,19710,528,PM,-0.730599495043,local_bus
1734845,13210,8259,777,9415,1728,PM,-0.729983681005,local_bus
196584,6222,3858,1460,1400,2028,AM,-0.729533509484,local_bus
2004790,22852,6915,2177,5501,1175,PM,-0.729533509289,local_bus
2431749,2441,9150,2144,10314,1440,AM,-0.729314922898,local_bus
19236,7641,46,2177,7302,2417,AM,-0.729190206089,local_bus
2269356,3079,8274,1595,5618,1247,PM,-0.729134541805,local_bus
2554624,19363,9838,424,9816,1459,PM,-0.729129635114,local_bus
742044,9647,2159,1462,3895,1375,AM,-0.728370848111,local_bus
2471069,993,9350,1333,172,1739,AM,-0.728101113943,local_bus
1214652,21,3693,1764,14363,366,PM,-0.728065600855,local_bus
2080401,1200,7731,2388,2435,2051,PM,-0.727605240059,local_bus
1651539,9870,5360,1443,20028,465,AM,-0.727339226368,local_bus
544016,7,1536,1764,10976,1183,AM,-0.727274682055,local_bus
2235870,6145,8032,1460,3184,1704,AM,-0.727202275859,local_bus
1910054,18582,6460,393,7694,2120,PM,-0.727098136589,local_bus
1346699,14668,5823,246,6534,1383,PM,-0.727096962539,local_bus
2383264,8168,8874,2359,1927,1857,AM,-0.726956598868,local_bus
2057098,14214,7180,2326,3591,1637,AM,-0.726739654002,local_bus
2016174,8326,6978,2466,2584,1888,AM,-0.726533425034,local_bus
2548306,12611,9793,731,3215,1778,PM,-0.725892546643,local_bus
1821632,13241,6068,777,35,1591,AM,-0.725757611305,local_bus
1991073,17419,6847,264,5355,1242,PM,-0.725283900209,local_bus
941961,1965,2804,1977,13550,710,AM,-0.725114658148,local_bus
1244707,19125,3813,424,3673,1142,AM,-0.724971370589,local_bus
2197071,7164,7835,2392,3334,1688,PM,-0.724831595518,local_bus
816581,794,2411,1333,19391,622,PM,-0.724771874518,local_bus
1900406,8199,6400,2359,3906,1363,AM,-0.724732466218,local_bus
1302129,1016,4044,1333,10082,1456,AM,-0.724522249393,local_bus
1283011,756,3974,1333,19616,566,PM,-0.724394283568,local_bus
154743,9401,409,1841,6824,531,PM,-0.724256742493,local_bus
1412844,17961,4451,307,3714,1413,AM,-0.723963426418,local_bus
1883898,14599,6304,259,4048,1267,PM,-0.723677427027,local_bus
1306518,17246,4066,264,7150,2398,PM,-0.723450625934,local_bus
1854386,14683,6210,226,3275,1920,PM,-0.722163950593,local_bus
622811,6703,1782,1462,1212,3,AM,-0.722087410886,local_bus
1107203,5991,3359,1556,1599,2143,AM,-0.721925075443,local_bus
594296,11294,1684,1145,8185,2339,PM,-0.721597171018,local_bus
663334,52,1897,1595,2150,2066,AM,-0.72148025728,local_bus
2411704,1486,9035,1969,7205,2423,PM,-0.721230028393,local_bus
1230452,471,3757,1333,402,1177,AM,-0.721173971368,local_bus
2423165,17340,9093,213,5951,1335,PM,-0.720123794936,local_bus
446975,6904,1257,2465,14916,100,PM,-0.720073495409,local_bus
2524854,14572,9667,259,2734,1831,PM,-0.719455166577,local_bus
1315071,1549,4086,1969,7314,2419,PM,-0.719400793168,local_bus
898327,9860,5183,1462,11399,842,AM,-0.719241709961,local_bus
1272697,9247,3930,1841,10817,1182,PM,-0.718872221743,local_bus
2109554,14862,7408,228,751,1651,PM,-0.718755438793,local_bus
950208,18219,5099,309,6674,1406,AM,-0.718591111993,local_bus
639184,12621,1836,731,3963,1020,PM,-0.718069297693,local_bus
970600,14179,2906,337,16958,127,PM,-0.71774918272,local_bus
637496,19195,1831,498,14880,117,AM,-0.717661998089,local_bus
847763,6630,2508,1506,18991,472,AM,-0.717543116459,local_bus
1874503,18447,6280,498,14058,673,AM,-0.717374942939,local_bus
1986965,9894,6826,1443,3049,1643,AM,-0.717288519943,local_bus
2408320,17903,9020,264,17607,297,AM,-0.717032990909,local_bus
2134026,17085,7553,1801,3931,1380,PM,-0.716937868693,local_bus
785342,10346,2301,1419,3095,1012,PM,-0.71672309287,local_bus
2388445,6611,8900,1466,10373,443,PM,-0.716681807743,local_bus
342867,102,983,1764,2151,2064,AM,-0.71664413518,local_bus
1916005,10552,6493,1336,1176,1702,AM,-0.715528919518,local_bus
2538453,8028,9733,2285,10297,1437,PM,-0.715514480293,local_bus
270744,14360,720,337,7573,2170,PM,-0.715411413595,local_bus
1590309,6410,5107,1449,19691,570,PM,-0.715157594593,local_bus
1135009,18338,3435,389,3064,1595,AM,-0.714436309889,local_bus
61629,14047,156,686,10383,1434,PM,-0.714428929393,local_bus
744269,10861,2166,1145,2618,1862,PM,-0.714253380568,local_bus
1528028,13371,9169,686,3365,1356,AM,-0.714153584668,local_bus
217369,1283,578,1977,9475,1554,PM,-0.713955615898,local_bus
910024,8177,2687,2359,4992,905,AM,-0.713874093043,local_bus
727408,16943,2112,778,9790,1546,PM,-0.713530672814,local_bus
2498813,19753,9522,564,7780,2125,AM,-0.713142854518,local_bus
1553179,19755,4948,564,17532,853,AM,-0.713142854518,local_bus
1375254,6743,6112,1443,564,1558,AM,-0.713021674768,local_bus
1001390,17874,3010,393,13668,701,AM,-0.712794915389,local_bus
2249672,960,8139,1972,14645,1073,PM,-0.712246423873,local_bus
2129623,11002,7530,1223,2178,2001,AM,-0.712148486127,local_bus
1949877,17160,6654,778,14249,466,AM,-0.711864015914,local_bus
915988,7720,2713,2144,18905,501,AM,-0.711851615023,local_bus
1941574,1081,8760,1238,5766,1427,AM,-0.711503009743,local_bus
677755,7601,1945,2177,14520,270,PM,-0.711142372364,local_bus
936502,2353,2781,2144,3966,1020,PM,-0.710134575823,local_bus
2546178,8374,9779,2392,7978,2229,AM,-0.709737754243,local_bus
269480,8345,717,2359,8048,2274,AM,-0.709587873868,local_bus
90935,14636,5558,259,13465,740,PM,-0.709517931777,local_bus
737445,1898,4746,1985,8019,2285,PM,-0.709184171218,local_bus
44804,8094,112,2280,17849,319,AM,-0.709060191043,local_bus
2109982,14419,7409,288,6021,1445,AM,-0.708209575364,local_bus
1173040,14903,3572,228,5584,1326,PM,-0.707913020743,local_bus
594712,13873,1685,686,7441,2052,PM,-0.707859244918,local_bus
1790615,6200,7697,1507,19077,362,AM,-0.707457022902,local_bus
1770452,2554,5874,1977,6114,1424,AM,-0.707374950373,local_bus
1296715,9827,4018,1459,4698,1045,PM,-0.706847596811,local_bus
2257798,13198,8200,777,1928,1857,PM,-0.706358681005,local_bus
313713,9044,859,1841,18903,501,AM,-0.706278978343,local_bus
1880304,17180,6295,778,513,1602,PM,-0.706203343514,local_bus
2370372,14033,8800,686,5960,1447,AM,-0.706194795343,local_bus
2045987,9689,7117,2388,10953,1127,PM,-0.706178119109,local_bus
1940275,7630,6628,2177,14896,179,PM,-0.705537688964,local_bus
1872800,10995,6268,1223,515,1681,AM,-0.705068462577,local_bus
447355,6904,8084,2466,14096,323,AM,-0.703498495409,local_bus
1448031,8359,4580,2392,411,1601,AM,-0.702509725393,local_bus
1853094,19622,6205,564,1947,1964,AM,-0.701652514018,local_bus
2291093,9680,8380,2388,6012,1452,PM,-0.701378680709,local_bus
1122058,7833,3387,2177,2185,1915,PM,-0.701193199439,local_bus
2482110,8186,9433,2359,14359,338,AM,-0.700685524318,local_bus
1313398,1343,5309,1969,14539,270,AM,-0.700241734693,local_bus
651570,13235,1864,777,14903,179,PM,-0.700107611305,local_bus
707275,18339,2044,393,14888,146,AM,-0.699886309889,local_bus
2510201,2048,9582,1985,19079,355,AM,-0.699858552793,local_bus
363070,9225,984,1841,18814,415,PM,-0.699847028818,local_bus
1971405,17545,6787,264,7593,2189,PM,-0.699844838234,local_bus
2021686,14104,6998,338,14309,338,PM,-0.69968196757,local_bus
679313,17516,1953,264,1050,1798,AM,-0.699597683609,local_bus
728765,11840,2121,747,9794,1547,AM,-0.699570792193,local_bus
1082895,3047,3280,1595,6286,1192,AM,-0.69932585143,local_bus
1704717,13841,7986,686,2464,1951,PM,-0.699159657493,local_bus
134715,14477,8466,288,4789,934,AM,-0.698583074189,local_bus
294624,995,4687,1333,4013,1151,PM,-0.698476113943,local_bus
1084096,12065,8609,824,22954,535,AM,-0.698420827393,local_bus
1020413,8370,3078,2392,7751,2109,PM,-0.698262754243,local_bus
797324,14865,2334,228,7628,2159,AM,-0.697305438793,local_bus
1216452,17421,3701,264,3891,111,PM,-0.697012464734,local_bus
1643045,955,5320,1977,12176,852,AM,-0.696947528548,local_bus
689346,11863,1990,747,8197,2363,AM,-0.696913588093,local_bus
244544,6977,655,2439,5644,1191,AM,-0.696737085973,local_bus
1677449,13414,5441,686,8234,2374,AM,-0.696610832818,local_bus
2070148,1830,7243,1985,1925,1823,AM,-0.696593983843,local_bus
1967968,19013,6758,564,22598,1757,PM,-0.696570015193,local_bus
1219351,17549,3711,264,8996,1714,AM,-0.696041098484,local_bus
2432398,22984,9152,584,6903,2466,PM,-0.695482798002,local_bus
2101401,19193,7378,498,15626,10,PM,-0.694867203014,local_bus
1548557,6608,4922,2388,822,1773,AM,-0.694739484959,local_bus
251729,5832,678,1669,2420,2004,PM,-0.694636329868,local_bus
1814092,11755,6043,747,3829,1367,PM,-0.694493635768,local_bus
1614572,2154,5202,2144,5775,1414,PM,-0.694223599798,local_bus
854089,19747,2528,564,123,1648,PM,-0.693485794093,local_bus
648416,6077,1856,1556,7351,1032,PM,-0.693483405043,local_bus
1115622,10392,3378,1419,9043,1768,PM,-0.693447268345,local_bus
1423738,17849,4488,307,3992,1295,PM,-0.693270657193,local_bus
3473,224,5397,1669,11068,1100,AM,-0.693016400893,local_bus
485961,1229,1387,2388,14577,227,PM,-0.692441095334,local_bus
63624,6716,164,1443,7704,2108,PM,-0.691360196518,local_bus
897129,7191,2653,2402,12466,832,AM,-0.690941262268,local_bus
441791,7551,1238,2177,7755,2090,PM,-0.690734011064,local_bus
794655,19040,2325,564,696,1611,AM,-0.690526586968,local_bus
389295,13852,1071,686,8110,2293,AM,-0.690347941993,local_bus
1740210,8208,7631,2359,10477,1346,AM,-0.689764521868,local_bus
1131757,13430,3412,686,988,1666,AM,-0.688769818318,local_bus
1848480,17932,6179,264,676,1652,AM,-0.688756260584,local_bus
1127804,2786,3405,2144,5652,1196,AM,-0.688590981748,local_bus
1689881,6499,5498,1449,13701,700,AM,-0.688403806768,local_bus
1468993,1460,4647,1969,2278,1736,AM,-0.688209115018,local_bus
1738648,1090,5733,1238,4674,1006,PM,-0.687917673793,local_bus
1630281,14823,5273,246,5884,1457,AM,-0.686950697264,local_bus
1351458,14824,4213,246,14468,270,AM,-0.686810375564,local_bus
1214931,18915,3694,564,17250,260,AM,-0.686668375243,local_bus
2556684,9297,9848,1841,18325,412,PM,-0.685524342268,local_bus
1443870,1456,4572,1969,986,1666,PM,-0.685284115018,local_bus
1287198,1114,8944,2388,14540,270,AM,-0.684917548259,local_bus
782693,14855,2283,244,1272,1924,AM,-0.684892013189,local_bus
1507942,10833,4789,1145,13725,684,PM,-0.684529174918,local_bus
266914,19146,708,564,4790,934,PM,-0.684027940543,local_bus
586029,17228,1655,778,5991,1833,PM,-0.683914035839,local_bus
961929,19419,2870,424,1538,2074,PM,-0.683720828114,local_bus
946056,13170,2817,777,5108,9,AM,-0.683673713005,local_bus
1685320,12055,5476,824,4207,1110,AM,-0.683629272493,local_bus
330121,1998,896,1985,14363,366,PM,-0.682412256568,local_bus
1048632,10480,3158,1443,7671,2135,PM,-0.682348389493,local_bus
561497,7613,1586,2177,6838,2432,AM,-0.682221137714,local_bus
171737,9422,443,1841,8835,1805,PM,-0.682187911993,local_bus
2477361,19707,9390,564,4668,2453,PM,-0.681957046918,local_bus
1839431,9224,6147,1841,8129,2310,PM,-0.681772028818,local_bus
1764250,2231,5845,1333,8321,2336,AM,-0.680915101543,local_bus
2275326,13877,8303,686,7712,2093,PM,-0.680626255843,local_bus
1155685,13871,3505,686,7158,2421,PM,-0.680259244918,local_bus
2565783,13842,9891,686,424,1013,AM,-0.680184657493,local_bus
600194,17,1706,1764,1592,2143,AM,-0.68008025728,local_bus
957230,7665,2863,2144,14667,257,AM,-0.680019419323,local_bus
689176,19357,1988,498,10654,1256,AM,-0.679610075039,local_bus
2574301,458,9943,1607,14652,1073,PM,-0.679573113268,local_bus
1724671,10358,5660,1419,7621,2158,AM,-0.679505725345,local_bus
2433582,2370,9158,1977,3558,1650,PM,-0.679175776948,local_bus
2462526,8347,9295,2359,8021,2285,PM,-0.678911270518,local_bus
1456910,1840,8538,1985,22780,2168,PM,-0.678381468493,local_bus
31714,20075,81,588,14648,258,AM,-0.678151455343,local_bus
1938230,7697,6614,2144,5110,831,AM,-0.677505500398,local_bus
1202316,10791,3652,1443,17614,306,AM,-0.677213770693,local_bus
1160020,14050,3523,686,3365,1356,PM,-0.677078929393,local_bus
752059,6254,7586,1460,22543,1704,AM,-0.676768770284,local_bus
204280,2393,542,2146,16832,128,AM,-0.676715273998,local_bus
1639024,478,7340,1333,1121,1581,PM,-0.676623971368,local_bus
1845362,7556,6170,2177,17892,309,PM,-0.676620438764,local_bus
2015603,867,8294,1333,22802,2177,PM,-0.676341228793,local_bus
1763861,19590,5844,588,10801,1182,PM,-0.675662139118,local_bus
2519338,1838,9631,1985,759,1651,PM,-0.675293983843,local_bus
1973472,1910,9452,1977,14646,251,AM,-0.675034186423,local_bus
97736,818,9936,1333,18454,517,PM,-0.675032362543,local_bus
609760,10963,1743,1145,14795,225,PM,-0.674921271493,local_bus
2101708,13952,7380,686,637,1611,PM,-0.674849490568,local_bus
181644,653,483,1608,15043,231,PM,-0.674557134343,local_bus
1625706,10411,5253,1419,2698,1905,AM,-0.674491783345,local_bus
2033441,19879,7058,655,5685,1279,PM,-0.674373132568,local_bus
790221,9396,9181,1841,692,1658,PM,-0.673794552418,local_bus
657990,17847,1885,307,2880,1808,PM,-0.673170657193,local_bus
1965510,7655,7201,2177,4054,1267,PM,-0.672922027139,local_bus
819155,1509,3002,1969,15360,50,PM,-0.672876979168,local_bus
2379761,17280,8847,778,6162,1342,PM,-0.672745591289,local_bus
2540733,17862,9749,307,15184,63,AM,-0.671844804643,local_bus
1603814,7157,5164,2392,764,1695,AM,-0.671791643818,local_bus
1803292,17403,6005,307,11638,922,PM,-0.671401409743,local_bus
898604,6683,2656,1462,11085,1206,AM,-0.671276639486,local_bus
533803,6755,1515,1443,268,1672,PM,-0.671041803193,local_bus
2095159,19725,7350,564,14405,304,AM,-0.669894119293,local_bus
1091125,755,3304,1333,7933,2228,AM,-0.669794283568,local_bus
1200375,15094,3648,258,10746,1309,PM,-0.669744260502,local_bus
1369805,6106,4307,1507,19003,510,AM,-0.668734058202,local_bus
1431484,18211,4514,309,319,1674,AM,-0.667641614143,local_bus
414708,19313,6198,564,2995,1790,PM,-0.667305907018,local_bus
2421462,18237,9086,393,7625,2158,AM,-0.666956642414,local_bus
1004490,7632,3023,2146,15046,273,PM,-0.666729979198,local_bus
2349689,13989,8688,686,2606,2013,AM,-0.666631142368,local_bus
188951,19667,6704,564,30,1589,PM,-0.666407823193,local_bus
1849045,7625,6180,2177,18790,351,AM,-0.666039716564,local_bus
739780,9864,2153,1443,6076,1556,PM,-0.665993693668,local_bus
1730650,7537,5705,2177,22789,2176,PM,-0.665723524889,local_bus
487349,2495,1389,2146,22919,446,AM,-0.665236093798,local_bus
697309,1153,2013,2388,2626,1939,AM,-0.664264741109,local_bus
686643,10383,3431,1419,6514,1425,PM,-0.664065767545,local_bus
1913781,9708,7590,2388,8627,2205,AM,-0.663998329409,local_bus
1691015,10328,5507,1419,14872,153,PM,-0.66364255387,local_bus
801497,14356,2354,337,18907,142,PM,-0.663640106095,local_bus
2540555,14041,9748,686,4069,356,PM,-0.662769795343,local_bus
2274585,343,8301,1238,13654,686,AM,-0.662507826643,local_bus
1455507,12201,4615,824,190,1737,PM,-0.662501881393,local_bus
876851,2731,2589,2144,4977,937,AM,-0.662116935073,local_bus
334832,14028,7025,686,3754,1426,AM,-0.662015467468,local_bus
1622899,11944,5241,747,16642,103,AM,-0.661299561418,local_bus
638009,14595,1833,259,2116,2032,PM,-0.661187645427,local_bus
1180055,10335,3586,1419,7152,2398,AM,-0.661029683995,local_bus
1453003,14290,4601,337,7053,2477,AM,-0.66093408277,local_bus
2514414,13710,9612,686,3442,1749,AM,-0.660844614118,local_bus
836673,19610,2473,655,584,1559,PM,-0.660400125043,local_bus
2378566,8360,8845,2392,2813,1820,PM,-0.660284725393,local_bus
378829,1401,1029,1841,22967,554,PM,-0.660231668293,local_bus
917540,7730,2715,2144,9595,1614,PM,-0.659979389848,local_bus
1669613,9352,5415,1841,17660,293,AM,-0.659780744368,local_bus
2064658,5850,7218,1669,19078,365,PM,-0.659400535693,local_bus
1939598,8318,6619,2359,14302,333,PM,-0.659246994643,local_bus
1556089,14493,6846,288,11373,821,PM,-0.659102883239,local_bus
1562250,3037,4983,1764,1089,1588,AM,-0.659032629955,local_bus
694622,22945,2010,2326,8205,2362,AM,-0.658790580102,local_bus
1347175,18846,4198,564,1956,1964,AM,-0.658131296368,local_bus
1494135,6711,4753,1443,15286,113,PM,-0.658021256593,local_bus
958638,914,2867,1608,2833,1846,PM,-0.657672626293,local_bus
1368163,1299,5226,1841,3552,1650,AM,-0.657445214218,local_bus
834027,1441,7486,1969,7920,2222,PM,-0.656187386893,local_bus
623613,6703,2815,1462,1217,1543,AM,-0.656087410886,local_bus
618745,14717,1771,228,6165,1460,AM,-0.655906516843,local_bus
1292719,8975,4007,1590,2797,1831,PM,-0.655477680973,local_bus
1322558,9136,4955,1841,7240,2442,PM,-0.655467778993,local_bus
403279,22757,1119,2177,7321,2437,PM,-0.655248879164,local_bus
798584,18217,2344,307,14265,155,PM,-0.655083319618,local_bus
2373699,383,8819,1607,10834,1167,PM,-0.654622840768,local_bus
1477267,7813,9628,2177,2335,1853,PM,-0.654108049814,local_bus
728991,11840,5172,747,8282,2308,AM,-0.653820792193,local_bus
1578567,13680,5061,686,634,1611,AM,-0.653402619643,local_bus
2256576,6408,8190,1466,5792,1482,AM,-0.652457594593,local_bus
1363336,13745,4273,686,1317,1918,PM,-0.652398880993,local_bus
2277590,10525,8311,1443,2825,1828,AM,-0.652086490468,local_bus
122606,13963,333,686,288,1672,AM,-0.651411058993,local_bus
1054712,1955,8535,1985,16856,102,AM,-0.651051140893,local_bus
65425,11470,168,747,14634,233,PM,-0.650044219018,local_bus
1672722,9002,6017,1841,2680,1814,PM,-0.649802774743,local_bus
1706098,9524,5575,1590,1237,1525,AM,-0.649680215023,local_bus
1765443,7542,5855,2175,11573,789,AM,-0.648623524889,local_bus
1088485,6543,3297,1466,8996,1714,PM,-0.648600501343,local_bus
1168071,14810,3558,244,1813,2074,AM,-0.647666332664,local_bus
887516,14845,5896,246,5762,1398,PM,-0.646935689339,local_bus
2177236,629,7756,1238,10643,1313,AM,-0.645334698868,local_bus
412711,11862,9422,747,9434,1617,AM,-0.644713588093,local_bus
2077739,19349,8703,498,14493,240,PM,-0.644585075039,local_bus
1373088,688,9797,1608,1850,2100,AM,-0.644311421668,local_bus
2408116,19320,9017,564,13183,782,PM,-0.643830907018,local_bus
458853,9739,1294,1590,17111,160,AM,-0.643729612648,local_bus
938531,6875,2786,2439,12715,775,PM,-0.643457749348,local_bus
2065203,7947,7220,2242,138,1722,PM,-0.643000636273,local_bus
948979,18337,2829,389,8831,1874,PM,-0.642917567114,local_bus
413004,14381,1149,337,13068,845,AM,-0.64194066727,local_bus
116828,1508,315,1969,2676,1860,AM,-0.641826979168,local_bus
684602,14818,1973,246,6497,1411,AM,-0.641820394889,local_bus
195323,12,4271,1593,3085,1764,PM,-0.641099682055,local_bus
1642658,19011,5319,564,13725,684,PM,-0.640787889118,local_bus
1761479,13216,5835,777,4338,1093,AM,-0.640642166005,local_bus
1030203,14630,3105,258,3524,1707,PM,-0.640351361727,local_bus
1544184,3046,4909,1595,2854,1808,PM,-0.640164735055,local_bus
1027885,10584,3095,1336,14893,158,PM,-0.639717370168,local_bus
2339664,9384,8650,1841,22700,2210,PM,-0.639392043793,local_bus
1786991,597,5960,1238,5092,890,AM,-0.638977261243,local_bus
462144,17197,1308,1801,15311,25,AM,-0.638229327193,local_bus
202133,11009,534,1145,3654,1498,AM,-0.637433728543,local_bus
712858,19644,2068,564,14756,105,AM,-0.637399387393,local_bus
1098340,13676,3846,689,17351,213,PM,-0.636961512118,local_bus
2283755,2524,8333,2144,14088,974,PM,-0.636194207473,local_bus
1708917,9445,5586,1841,14629,1073,PM,-0.635357009218,local_bus
2580082,13693,9967,686,5155,912,AM,-0.635025911068,local_bus
1414763,17015,4462,307,2776,1856,PM,-0.634448107768,local_bus
323672,6961,888,2465,6528,1466,AM,-0.634423890959,local_bus
368847,17159,3662,778,9343,1864,AM,-0.634365157289,local_bus
1918143,19298,6502,564,17850,319,PM,-0.634240609318,local_bus
742427,1473,2160,1969,17320,192,AM,-0.634063596568,local_bus
855394,7623,2531,2177,2381,2004,AM,-0.633789716564,local_bus
1252122,13613,3854,686,2594,1922,PM,-0.633734161168,local_bus
2458699,9437,9318,1841,230,1646,PM,-0.633095789443,local_bus
1097435,12598,3326,824,14462,270,AM,-0.632403534943,local_bus
578029,18616,1624,393,1732,2140,PM,-0.632209033139,local_bus
1318383,13730,4100,686,22617,2072,AM,-0.632166152368,local_bus
634507,17112,6873,778,3109,1644,PM,-0.631798395089,local_bus
1163455,2024,3542,2144,8746,2220,PM,-0.631426221298,local_bus
164824,7205,429,2392,3114,1685,PM,-0.630973758418,local_bus
1051065,9516,3166,1590,5951,1335,PM,-0.630898667773,local_bus
746939,9529,3668,1590,7974,2296,PM,-0.630607997773,local_bus
2376795,9466,8836,1590,1591,2143,PM,-0.630378962998,local_bus
875410,9682,2586,2388,1904,1767,AM,-0.630203680709,local_bus
35772,12076,86,731,18990,490,AM,-0.629907218368,local_bus
324564,13160,890,777,2874,1787,PM,-0.629586447505,local_bus
1987253,13658,7453,686,14512,241,PM,-0.628751765443,local_bus
1639603,1839,5308,1985,22584,1806,PM,-0.628568983843,local_bus
549040,13685,1552,686,13874,671,AM,-0.628275911068,local_bus
2255410,9560,8181,1590,12781,727,PM,-0.627890162698,local_bus
1076655,8243,3255,2359,9252,1779,AM,-0.626899601368,local_bus
1380067,669,4341,1608,11735,788,PM,-0.625750649218,local_bus
2443904,19248,9197,498,6060,1515,AM,-0.625609253189,local_bus
911817,2178,2700,2144,3624,1687,PM,-0.624380111548,local_bus
2236124,17486,8037,307,17309,171,PM,-0.624258847168,local_bus
2549564,1055,9807,1972,14774,88,AM,-0.623625941623,local_bus
1617456,1976,5213,1977,18912,520,PM,-0.623472950698,local_bus
564609,14343,1589,337,8230,2374,AM,-0.62323076632,local_bus
779277,676,2272,1238,7324,2498,AM,-0.623125649218,local_bus
2100015,1447,7374,1969,2123,2032,PM,-0.622887386893,local_bus
