,omaz,idx,btap,dmaz,atap,tod,utility,transit_type
1755750,21499,5797,564,18012,608,PM,-10.5248238118,local_bus
2087212,21484,7291,655,11849,720,PM,-10.3738666168,local_bus
1780226,21355,7730,564,17545,266,PM,-10.1713100443,local_bus
268051,21397,7720,564,19863,597,PM,-9.93039208182,local_bus
406522,21509,1127,564,15449,32,PM,-9.83633266182,local_bus
1047495,21508,3156,655,4593,818,AM,-9.75912981432,local_bus
1433446,21511,4522,588,1665,2190,PM,-9.67775527932,local_bus
1678966,21394,5449,564,17650,364,PM,-9.66091708182,local_bus
1706857,21341,5578,564,14702,263,PM,-9.54476004432,local_bus
1591532,21452,5115,588,19244,463,AM,-9.52333300932,local_bus
657703,21339,1884,564,17445,242,AM,-9.52256004432,local_bus
230839,21783,600,564,4389,856,PM,-9.51888576432,local_bus
1203082,21417,3657,655,6289,1211,PM,-9.46320826932,local_bus
933704,21454,2772,564,19371,567,AM,-9.43641682182,local_bus
903871,21624,5023,564,18172,347,AM,-9.38667340182,local_bus
1793527,21357,5975,564,18855,437,AM,-9.36408504432,local_bus
70815,21541,196,655,17597,264,AM,-9.34844136432,local_bus
2001447,21622,6888,564,5257,1193,PM,-9.34437178182,local_bus
2328454,21731,8586,564,19745,1420,PM,-9.33418275432,local_bus
1774372,21641,5894,655,5727,1254,PM,-9.28751296932,local_bus
2570900,21343,9926,564,18951,400,AM,-9.26846004432,local_bus
425263,21651,1197,564,20181,717,PM,-9.24887328432,local_bus
2242905,21393,8087,564,19814,637,PM,-9.21264208182,local_bus
463390,21505,1313,655,12058,824,PM,-9.19018027932,local_bus
729114,21629,2122,655,3661,1498,PM,-9.18373407432,local_bus
2297425,21544,8419,564,13946,690,PM,-9.17119879182,local_bus
298771,21461,804,588,9617,1446,PM,-9.17045800932,local_bus
1147857,21352,3490,655,6422,1252,AM,-9.12317623182,local_bus
918579,21608,3376,655,6670,1388,PM,-9.11150038932,local_bus
1780190,21355,5928,588,12191,860,PM,-9.10652623182,local_bus
2013921,21549,6968,564,17083,146,PM,-9.09224560182,local_bus
414988,21497,1157,655,9414,1726,AM,-9.07761688182,local_bus
1015095,21358,8588,564,4319,1093,PM,-9.05793504432,local_bus
382124,21520,1043,655,9050,1768,PM,-9.05757670932,local_bus
949319,21396,2831,564,22936,477,PM,-9.05694208182,local_bus
1066042,21564,3211,564,17457,262,PM,-9.05617060182,local_bus
1147092,21366,5193,564,12918,646,PM,-9.05473542432,local_bus
2288022,21489,8364,564,13202,776,AM,-9.04467402432,local_bus
1146006,21506,3482,564,15642,10,PM,-9.03373893432,local_bus
992261,21348,2966,655,11969,818,PM,-9.01810123182,local_bus
2415136,21460,9057,564,14885,135,AM,-8.99804182182,local_bus
1368621,21691,4297,564,13882,663,PM,-8.97815533932,local_bus
2370286,21463,8798,564,18989,451,PM,-8.97201682182,local_bus
2562860,21398,9880,564,14106,334,AM,-8.97024208182,local_bus
1266196,21532,3904,564,5971,1393,PM,-8.96959902432,local_bus
2165525,21590,7685,564,2247,1564,AM,-8.92732069932,local_bus
1507362,21777,4785,564,15152,75,AM,-8.91428221182,local_bus
1712719,21462,5601,655,5609,1185,PM,-8.91080800932,local_bus
816765,21614,2412,655,1787,2088,AM,-8.90532538932,local_bus
1015025,21358,3067,564,18180,484,PM,-8.90208504432,local_bus
451004,21503,1276,655,3889,1352,AM,-8.89724188182,local_bus
297347,21501,801,655,8302,2341,PM,-8.87735527932,local_bus
2341756,21723,8655,588,3237,1778,AM,-8.86308923682,local_bus
2032346,21672,7048,655,19183,498,PM,-8.85236458932,local_bus
2488149,21458,9466,588,2020,2035,AM,-8.84608300932,local_bus
1072731,21457,6632,655,3205,1776,AM,-8.82553300932,local_bus
412044,21386,1145,588,14810,246,AM,-8.82083326932,local_bus
2272815,21346,8289,588,7459,2083,PM,-8.81965123182,local_bus
1094110,21752,3313,588,19183,498,PM,-8.81272396932,local_bus
875188,21459,2584,588,5328,1305,AM,-8.80805800932,local_bus
421358,21779,9723,564,4138,356,PM,-8.80119183432,local_bus
726319,21395,2107,588,6837,2431,PM,-8.80028326932,local_bus
918643,21608,5187,564,17246,237,PM,-8.78851812432,local_bus
2407335,21411,9011,564,6002,1445,PM,-8.78356708182,local_bus
2265644,21379,8254,588,11001,1182,AM,-8.77785826932,local_bus
2487763,21737,9463,655,9119,1928,PM,-8.75058162432,local_bus
882374,21747,2601,564,13509,688,AM,-8.74030678182,local_bus
2476264,21540,9380,564,3836,1020,PM,-8.73478893432,local_bus
2452872,21510,9245,564,2738,1862,PM,-8.71830766182,local_bus
2509336,21733,9573,564,14339,348,AM,-8.70898275432,local_bus
2403634,21772,8991,655,1547,2088,AM,-8.70100195182,local_bus
188502,21901,502,655,10792,1167,AM,-8.69930800932,local_bus
1746216,21578,5754,564,15617,10,AM,-8.68717060182,local_bus
882473,21747,7298,588,7398,2097,PM,-8.68674854682,local_bus
1345068,21514,4182,588,7346,2395,AM,-8.67500481432,local_bus
2288099,21489,9404,564,22765,1613,AM,-8.65512402432,local_bus
2074204,21347,7258,588,8293,2336,AM,-8.63537623182,local_bus
1886450,21521,6329,655,482,1736,AM,-8.63247670932,local_bus
2259908,21054,8218,564,6585,1388,PM,-8.61727387032,local_bus
1640952,21380,5315,655,3662,1541,PM,-8.60018326932,local_bus
1158073,21738,3518,655,9472,1530,PM,-8.59780662432,local_bus
1840257,21636,6150,564,5110,831,AM,-8.59514287932,local_bus
1590856,21657,6991,564,14524,270,AM,-8.59197340182,local_bus
1147024,21366,3487,564,17498,262,PM,-8.56798542432,local_bus
1551009,21722,9431,655,10967,1165,PM,-8.55612981432,local_bus
1726627,21656,5669,564,18600,470,PM,-8.54967340182,local_bus
760500,21739,2212,564,17823,312,AM,-8.53580775432,local_bus
2328225,21055,8584,564,18534,517,PM,-8.53312387032,local_bus
148898,21559,394,564,7571,2170,PM,-8.53281691182,local_bus
2508983,21746,9570,588,9487,1579,AM,-8.52370195182,local_bus
1590768,21657,5109,655,22810,2177,AM,-8.50983958932,local_bus
918466,21608,2718,655,7912,2213,PM,-8.50857538932,local_bus
2285579,21057,8346,562,11849,720,AM,-8.49157387032,local_bus
2230833,21378,8013,588,10168,1129,AM,-8.48880826932,local_bus
268037,21397,710,588,7450,2077,AM,-8.48835826932,local_bus
1402299,21773,4413,564,19152,401,AM,-8.48471932932,local_bus
660994,21764,1889,655,11208,1140,AM,-8.47376103432,local_bus
910804,21649,2693,655,10929,1127,PM,-8.46731458932,local_bus
1714660,21533,5611,655,2172,1953,AM,-8.44923997932,local_bus
903817,21624,2668,655,8360,2381,AM,-8.44353958932,local_bus
777146,21574,2262,655,5438,1175,AM,-8.44267187682,local_bus
1072637,21457,3243,655,3004,211,AM,-8.43110800932,local_bus
1716428,21645,5622,564,3984,1278,PM,-8.41384840182,local_bus
136206,21407,370,655,3704,1450,AM,-8.41185826932,local_bus
1045674,21730,3149,588,3732,1426,AM,-8.38180662432,local_bus
2206823,21632,7893,655,1493,2076,AM,-8.37150655182,local_bus
421338,21779,1182,588,12447,791,PM,-8.36681103432,local_bus
1971053,21586,6780,564,14763,97,PM,-8.36088238932,local_bus
2124793,21372,7505,588,11938,761,AM,-8.35122661182,local_bus
1029767,21539,3102,655,10391,1433,AM,-8.34126636432,local_bus
2523209,21406,9647,588,3491,1187,PM,-8.32073326932,local_bus
1430244,21594,4508,655,8187,2347,PM,-8.31669848682,local_bus
693081,21606,2003,564,14263,155,AM,-8.30949520182,local_bus
2147400,21556,7612,564,14206,527,PM,-8.30752060182,local_bus
1088156,21653,3295,655,11287,1076,PM,-8.29548958932,local_bus
1564632,21805,4986,655,7077,2486,PM,-8.22597661182,local_bus
2053532,21359,7165,588,2353,1915,PM,-8.20610161182,local_bus
1745296,21607,5749,562,10621,1309,AM,-8.18964520182,local_bus
1045824,21730,7294,655,263,1635,AM,-8.18770662432,local_bus
444053,21681,1245,564,13961,690,PM,-8.16343033932,local_bus
1869155,21631,6252,588,10739,1281,AM,-8.14808155182,local_bus
1337274,21703,5120,564,19075,355,PM,-8.13320533932,local_bus
1907789,20830,6444,564,5032,885,AM,-8.09891755032,local_bus
2307428,21599,8486,588,7644,2157,PM,-8.09718958932,local_bus
2114041,21745,7441,588,342,897,AM,-8.09665195182,local_bus
1137101,21685,3445,655,11575,803,PM,-8.09160604332,local_bus
1722156,21659,5647,655,10952,1114,AM,-8.06251447182,local_bus
965699,21702,2887,564,17296,168,PM,-8.05310533932,local_bus
2333052,21695,8597,588,5772,1366,AM,-8.02373104332,local_bus
1739870,21018,5734,562,9664,1465,PM,-8.01944887032,local_bus
967350,21363,2895,588,10603,1369,PM,-7.96820161182,local_bus
1166952,21701,3555,564,17240,237,AM,-7.96568985432,local_bus
1852703,21793,6196,588,3846,1166,PM,-7.96308551682,local_bus
299026,20817,6350,562,12352,851,PM,-7.84796785257,local_bus
103828,21666,286,564,14636,233,PM,-7.79408959932,local_bus
967517,21363,3178,588,1900,1767,AM,-7.75190161182,local_bus
462002,21716,1307,562,8200,2341,AM,-7.74503568957,local_bus
799559,21066,2348,562,10339,1408,AM,-7.68187387032,local_bus
1687385,21707,5488,655,11291,1100,AM,-7.66159710057,local_bus
2132826,21483,7546,564,14737,303,AM,-7.62689814732,local_bus
920115,21032,2723,564,18398,405,AM,-7.58156285382,local_bus
679238,21665,1952,655,3120,1596,PM,-7.55040578682,local_bus
189263,20988,506,564,7044,2474,AM,-7.53926285382,local_bus
977813,21423,2927,588,5897,1751,AM,-7.42177004307,local_bus
2297259,21980,8416,1419,237,1567,AM,-7.3387022553,local_bus
1827005,20829,6100,564,19621,566,PM,-7.33744255032,local_bus
676617,20834,1939,564,17837,312,AM,-7.33579255032,local_bus
358791,21020,969,564,12854,662,AM,-7.26081564882,local_bus
822609,21051,2437,564,6070,1830,AM,-7.25759150007,local_bus
522586,21047,1477,562,3305,1850,PM,-7.25661650007,local_bus
554900,21024,1570,564,3608,1637,AM,-7.23464150007,local_bus
1008454,20824,9324,564,22273,1171,AM,-7.23169255032,local_bus
1722807,21060,5650,564,12144,836,AM,-7.21484150007,local_bus
399848,20970,1104,564,1013,1664,PM,-7.21383785382,local_bus
1345248,21602,4888,564,14276,631,AM,-7.20203568957,local_bus
1103387,21971,3352,1339,19824,597,AM,-7.20141522282,local_bus
1171597,20827,9623,562,9720,1525,AM,-7.15286755032,local_bus
992130,21059,2965,564,17331,181,PM,-7.13466650007,local_bus
1659654,21058,5384,562,11020,1161,AM,-7.11111650007,local_bus
2029763,20832,7035,564,80,1648,PM,-7.06654255032,local_bus
1157394,21429,3510,655,12118,851,PM,-7.02434504307,local_bus
394704,20992,1088,588,9518,1553,AM,-6.92428990707,local_bus
1145752,21041,3480,564,3158,1837,PM,-6.92392253382,local_bus
1008364,20824,3038,564,6128,1343,AM,-6.89486755032,local_bus
103721,20967,7567,564,5862,1576,PM,-6.87483785382,local_bus
1233232,21031,3762,562,11370,838,PM,-6.83146853607,local_bus
2453201,20958,9246,564,13689,701,AM,-6.80294814732,local_bus
1654789,20989,5371,564,10102,1456,PM,-6.76946285382,local_bus
1712897,21206,5603,564,18724,344,PM,-6.76898758482,local_bus
2466299,20977,9320,564,976,1664,AM,-6.74523785382,local_bus
1536866,20984,4874,564,19685,570,AM,-6.73908785382,local_bus
1137215,20979,3447,564,8187,2347,PM,-6.73743785382,local_bus
250527,20966,675,564,3844,1384,AM,-6.72191285382,local_bus
1470087,21141,4649,564,19490,580,AM,-6.66461211207,local_bus
365469,21242,992,564,6275,960,AM,-6.63596211207,local_bus
2005325,21979,6917,1419,9979,1469,PM,-6.6303272553,local_bus
1763721,20755,5842,562,9418,1744,AM,-6.51994285257,local_bus
1245393,20960,4390,564,3624,1687,PM,-6.51911285382,local_bus
2108845,20779,7401,564,12765,721,PM,-6.51561758982,local_bus
1747292,21186,5760,655,2387,1953,PM,-6.50467004307,local_bus
688939,20754,1987,564,14423,304,PM,-6.49491174882,local_bus
2087100,21040,7290,564,14717,298,AM,-6.49282314732,local_bus
2238912,21219,8056,564,12914,660,AM,-6.43846258482,local_bus
1712952,21206,7362,564,15298,86,AM,-6.42833758482,local_bus
736379,21202,2140,564,19058,362,AM,-6.41581258482,local_bus
911256,20793,2697,564,64,1648,PM,-6.39336758982,local_bus
2192864,21034,7826,564,14159,343,AM,-6.39247253382,local_bus
2174270,22039,7739,1841,10630,1268,AM,-6.36640377582,local_bus
630735,20873,1804,564,4421,790,PM,-6.33159457932,local_bus
1387049,21038,4361,564,391,1181,AM,-6.33022253382,local_bus
2149964,21279,7625,564,15325,25,PM,-6.32991108957,local_bus
2185227,21002,7801,564,8008,2229,AM,-6.28357253382,local_bus
295217,21129,791,564,18462,452,PM,-6.24060167157,local_bus
2295767,20792,8404,564,4941,983,AM,-6.23721758982,local_bus
1611323,21197,5196,564,13148,774,PM,-6.14611258482,local_bus
1702790,21196,5560,564,3997,1295,AM,-6.12271258482,local_bus
2002138,21322,6897,564,18455,452,PM,-6.09791211207,local_bus
708787,20956,2054,564,20052,526,AM,-6.06332046732,local_bus
466180,21286,1331,564,15249,63,PM,-6.04936258482,local_bus
1769329,21968,5872,1419,3911,1166,AM,-6.0466022553,local_bus
16986,21290,39,564,13473,699,AM,-6.04506108957,local_bus
1729559,20778,8872,562,11918,2048,AM,-6.01199258982,local_bus
2216287,21471,7945,1419,3725,1394,PM,-6.0116665653,local_bus
1546911,21227,4915,564,18555,517,PM,-5.99123758482,local_bus
475075,22104,1351,1339,17917,330,PM,-5.95994276157,local_bus
248148,21335,669,1419,13401,740,PM,-5.9493083703,local_bus
1272561,21325,3929,588,11845,720,AM,-5.94880215582,local_bus
595274,21321,1688,564,18093,598,PM,-5.92563711207,local_bus
760643,20789,8197,564,2264,1813,AM,-5.92034258982,local_bus
1441823,20998,4557,588,22236,1156,AM,-5.91946108332,local_bus
1296860,21473,4019,1419,9214,1990,AM,-5.9183665653,local_bus
62280,21025,158,564,10665,1374,PM,-5.89387961082,local_bus
148745,21288,391,564,12862,668,PM,-5.88546108957,local_bus
425692,21879,1878,1419,8564,2288,AM,-5.87683886055,local_bus
278972,21174,742,564,14746,74,AM,-5.87396111157,local_bus
302345,21289,819,655,64,1648,AM,-5.86260205632,local_bus
2372815,21001,8810,564,14316,338,PM,-5.83569353607,local_bus
2114815,20801,7447,564,19708,580,PM,-5.83536758982,local_bus
1940206,22081,6627,1419,6120,1424,PM,-5.81380479405,local_bus
476278,22014,5825,1419,622,1592,AM,-5.8031422353,local_bus
304122,21092,829,564,19151,416,AM,-5.79432618807,local_bus
604692,20935,1723,564,13755,684,AM,-5.79274041957,local_bus
1004157,21237,3022,655,2247,1564,PM,-5.79180205632,local_bus
2259710,21252,8216,564,18863,417,AM,-5.76435361257,local_bus
180802,21123,480,588,8297,2316,PM,-5.76126671532,local_bus
753280,21139,2188,564,14395,304,AM,-5.76097667157,local_bus
2454562,21256,9254,564,17618,274,AM,-5.76046432407,local_bus
1014942,21472,3066,1419,10968,1165,AM,-5.7568915653,local_bus
689004,20754,5744,564,3071,1598,PM,-5.75638674882,local_bus
2479390,21009,9411,564,17474,276,AM,-5.75387046732,local_bus
1482110,21138,7329,564,14931,135,PM,-5.74098711207,local_bus
493395,22036,1399,1841,1580,2128,PM,-5.70814211532,local_bus
1829028,21292,6113,655,18319,419,PM,-5.70080170557,local_bus
2452738,21217,9530,655,11178,1133,PM,-5.70037705632,local_bus
707787,21137,2049,588,7838,2163,PM,-5.69031671532,local_bus
1508748,21306,4795,564,17427,1199,AM,-5.66178711207,local_bus
1491300,21247,4739,564,16940,121,PM,-5.65207861257,local_bus
1417314,21280,8924,564,15054,254,PM,-5.63991108957,local_bus
1614961,20774,5204,564,3865,1384,AM,-5.63406758982,local_bus
1733173,21208,8355,588,8168,1052,AM,-5.63085205632,local_bus
2030545,21193,7041,564,13999,664,PM,-5.62171258482,local_bus
2069255,20760,7237,564,7172,2420,AM,-5.60736174882,local_bus
1473060,21147,4666,655,10166,1122,PM,-5.60485215582,local_bus
1662504,21216,5395,564,6012,1452,AM,-5.59996258482,local_bus
911350,20793,9879,564,19132,373,PM,-5.54129258982,local_bus
2407593,21308,9015,564,14334,348,PM,-5.54103711207,local_bus
1840375,22083,6151,1419,10381,1434,PM,-5.5302777813,local_bus
972787,21852,5550,1587,14886,117,AM,-5.52298650277,local_bus
823424,21300,5412,588,22564,1786,AM,-5.51898543657,local_bus
1643987,21261,5327,655,11070,1096,AM,-5.51820494007,local_bus
846894,21897,2501,1419,10521,1346,AM,-5.51335426305,local_bus
633281,21080,1817,1339,6773,2027,AM,-5.51311456257,local_bus
233507,20921,3783,655,6054,1544,PM,-5.50846001682,local_bus
1546984,21227,7032,564,18913,1420,AM,-5.50816258482,local_bus
2180755,22009,7775,1339,12506,780,PM,-5.50809406932,local_bus
2452684,21217,9243,655,3360,1850,AM,-5.49465205632,local_bus
1141830,21948,3781,1419,13470,740,AM,-5.4841166703,local_bus
2355997,20917,8722,655,7015,2447,PM,-5.47433501682,local_bus
101469,22096,273,1419,1555,2088,AM,-5.47384866705,local_bus
2285289,20768,8340,564,9792,1547,AM,-5.47124258982,local_bus
2336916,20893,8619,564,17855,345,PM,-5.46527078607,local_bus
1302974,20776,4048,564,9522,1590,PM,-5.46486174882,local_bus
2201103,21095,7848,655,10300,1404,PM,-5.46434422857,local_bus
1125536,20919,3395,588,5509,1253,AM,-5.45206001682,local_bus
771014,20892,2237,564,18812,415,PM,-5.45132078607,local_bus
314621,21316,861,564,4857,905,AM,-5.44293711207,local_bus
2323264,21283,8574,588,1766,2129,AM,-5.42299262307,local_bus
25770,21890,66,1587,17731,399,PM,-5.41070946352,local_bus
972570,21852,2914,1419,1087,1588,PM,-5.40969472755,local_bus
8869,21863,14,1587,17422,1199,PM,-5.39181150277,local_bus
233293,20921,608,655,6828,2430,AM,-5.37571001682,local_bus
1653777,21226,5364,588,5993,1418,PM,-5.37217705632,local_bus
840106,21295,3307,588,1087,1588,AM,-5.36185215582,local_bus
2366694,21190,8784,655,12140,835,AM,-5.34712705632,local_bus
1038570,21844,8880,1587,3280,1838,PM,-5.33608401052,local_bus
1307777,20950,4068,588,3883,1359,AM,-5.33573501682,local_bus
1459061,21204,4628,564,14537,270,AM,-5.32793758482,local_bus
2071837,21249,7247,588,2375,1954,AM,-5.31877994007,local_bus
1961006,21246,6732,588,3436,8,AM,-5.31662715582,local_bus
1508232,20747,4790,564,1219,1543,AM,-5.30503674882,local_bus
580583,21857,1635,1419,2002,2006,PM,-5.30206972755,local_bus
1726202,21313,5663,588,96,1648,PM,-5.30140215582,local_bus
1249521,21153,3837,655,6820,2430,AM,-5.29631565957,local_bus
1085146,21301,6686,564,5182,1050,PM,-5.29051258482,local_bus
1399185,21876,9671,1419,8399,2302,AM,-5.28436797405,local_bus
1364201,20706,4277,1339,17938,324,AM,-5.27851456257,local_bus
2295450,21198,8400,655,8621,2199,AM,-5.27460205632,local_bus
1191612,20383,3620,564,13290,773,PM,-5.26998389832,local_bus
1423263,21880,4480,1419,1338,2045,PM,-5.26965715305,local_bus
1825088,20675,9906,1339,10788,1167,PM,-5.26832014257,local_bus
1564780,22065,4987,1419,2831,1847,PM,-5.2606672353,local_bus
678623,21267,1949,655,3246,2072,PM,-5.25570494007,local_bus
699864,21090,2015,588,2556,1954,PM,-5.25201922857,local_bus
828413,22097,2628,1419,9666,1465,AM,-5.2445721018,local_bus
1168812,22022,3560,1339,12857,668,PM,-5.24124406932,local_bus
241875,22060,645,1339,6842,2466,AM,-5.24024338632,local_bus
2473081,21221,9356,655,9465,1554,AM,-5.22112705632,local_bus
1952002,20937,6666,655,1178,1702,AM,-5.21581923132,local_bus
275424,21990,732,1339,18163,643,AM,-5.21226838632,local_bus
1242322,20954,3799,655,10168,1129,PM,-5.19594423132,local_bus
958447,21159,2866,564,15631,10,AM,-5.18795118807,local_bus
1085106,21301,3290,588,10419,1469,PM,-5.18512705632,local_bus
548993,21315,1551,655,1069,1516,AM,-5.17870215582,local_bus
1888723,22098,6341,1419,5994,1452,PM,-5.17296006105,local_bus
1884333,20649,6310,1419,8700,2180,AM,-5.1677158428,local_bus
1189344,22050,3606,1339,12128,808,PM,-5.15792400357,local_bus
928197,22074,2749,1419,11126,1135,PM,-5.15185479405,local_bus
797738,21976,2335,1339,14219,527,AM,-5.13543690132,local_bus
1556899,20807,4969,564,14593,227,PM,-5.12527961082,local_bus
1536823,21887,4873,1587,11872,720,AM,-5.12485535002,local_bus
1733030,21208,5714,588,1316,1919,PM,-5.11597705632,local_bus
387542,20808,1060,564,5782,1361,AM,-5.11522961082,local_bus
618040,21881,1767,1587,14385,294,PM,-5.11438446352,local_bus
356148,21882,957,1419,7207,2403,AM,-5.10936386055,local_bus
515443,15747,1457,259,379,1563,PM,-5.10446031348,local_bus
1141787,21948,3464,1419,6978,2445,PM,-5.0968916703,local_bus
357780,21077,962,1419,5304,1178,PM,-5.09052659505,local_bus
553025,21318,1562,588,5669,1250,PM,-5.08780215582,local_bus
694261,21846,8435,1419,2105,2001,AM,-5.08748738505,local_bus
725572,22094,2103,1339,17838,305,PM,-5.08301574882,local_bus
309532,20868,850,564,4020,1184,AM,-5.07777471882,local_bus
207241,20822,550,564,482,1736,PM,-5.07337961082,local_bus
950947,21070,2835,564,13982,639,AM,-5.06586317457,local_bus
1104742,21231,3355,655,213,1646,AM,-5.06347705632,local_bus
667155,20814,1906,564,18597,470,PM,-5.06250461082,local_bus
1013455,21163,3056,655,1021,1718,AM,-5.05721565957,local_bus
828552,22097,4664,1419,10350,1408,PM,-5.0563971018,local_bus
2464044,20878,9308,588,22888,2117,PM,-5.05479813657,local_bus
1030829,21272,3107,588,10221,1390,AM,-5.04471922857,local_bus
571130,22103,1608,1339,11936,761,PM,-5.04323506932,local_bus
798530,21142,9127,588,2310,1813,AM,-5.02765215582,local_bus
2360109,21071,8745,1419,3215,1778,PM,-5.02422659505,local_bus
1168898,22022,8391,1419,10445,1399,PM,-5.01635610105,local_bus
687642,21895,1981,1419,1649,2187,PM,-5.01561386055,local_bus
2110479,21171,7412,655,11596,803,PM,-5.00485086957,local_bus
470409,21297,1343,588,2420,2004,AM,-5.00268543657,local_bus
2491232,21069,9482,655,9515,1554,AM,-5.00097793182,local_bus
1438067,22047,4538,1339,14858,109,PM,-4.99455229182,local_bus
2584607,20869,9991,562,608,1562,AM,-4.99347471882,local_bus
233410,20921,905,655,9310,1960,PM,-4.99186001682,local_bus
955161,21884,2854,1419,705,1588,AM,-4.99096797405,local_bus
839902,21295,2488,655,3881,1359,PM,-4.98790215582,local_bus
823356,21300,4820,588,22641,2072,AM,-4.97928543657,local_bus
17139,21290,3844,655,1253,1529,AM,-4.96055170557,local_bus
214640,20646,570,1339,18373,391,PM,-4.95450059157,local_bus
441625,22087,1236,1419,11071,1116,PM,-4.95447366705,local_bus
804794,20691,4274,1339,13543,707,AM,-4.95406456257,local_bus
410913,20811,1141,562,10939,1159,PM,-4.95382961082,local_bus
627418,21173,1792,564,16250,18,AM,-4.94943611157,local_bus
2254150,20864,8173,564,22860,2138,PM,-4.93422471882,local_bus
1933330,21182,6586,564,19077,362,AM,-4.93233611157,local_bus
1134912,21164,3433,655,5560,1254,AM,-4.92946067157,local_bus
2575087,20933,9948,655,14424,288,AM,-4.92429423132,local_bus
403159,22054,1117,1339,19432,502,AM,-4.92054900357,local_bus
1070082,21215,3229,655,1983,2015,AM,-4.90560205632,local_bus
915101,21130,2708,655,3496,1628,AM,-4.90412715582,local_bus
67485,20939,177,655,9607,1585,PM,-4.89963017682,local_bus
725666,22094,3466,1339,14616,234,AM,-4.89919074882,local_bus
360311,21332,976,655,3294,1850,PM,-4.89235215582,local_bus
1834881,21183,6134,655,12018,815,PM,-4.89107586957,local_bus
2256869,21099,8193,588,17364,213,PM,-4.89064065957,local_bus
1933067,20839,6585,564,18450,485,AM,-4.89027575757,local_bus
2192799,21015,7824,564,4025,1184,PM,-4.87413611157,local_bus
2176271,21815,7750,1339,20495,714,AM,-4.86487880532,local_bus
809798,20527,2381,1145,20291,714,AM,-4.85391267357,local_bus
1825013,20675,9474,1419,13972,639,AM,-4.83898217505,local_bus
1436568,21965,4534,1419,2800,1793,AM,-4.8330393243,local_bus
1364350,20706,8599,1419,2177,2003,AM,-4.83222659505,local_bus
67546,20939,8632,564,6008,1452,PM,-4.82486541957,local_bus
1399114,21876,9449,1419,5946,1280,AM,-4.81074297405,local_bus
1615900,22084,5207,1419,5675,1266,AM,-4.8084027813,local_bus
928276,22074,6960,1419,165,1670,AM,-4.78570479405,local_bus
1951037,20673,6659,1419,9193,1995,AM,-4.75498217505,local_bus
1417259,21280,4471,588,3525,1707,PM,-4.75497670557,local_bus
36317,20695,3581,1419,2410,2001,AM,-4.74972659505,local_bus
2513820,21098,9603,588,2390,1953,PM,-4.74761565957,local_bus
853473,21178,2526,564,19162,439,PM,-4.74131111157,local_bus
661045,22018,1890,1339,15183,1,AM,-4.73896906932,local_bus
595258,20940,3582,588,1039,1762,PM,-4.73628017682,local_bus
425863,21879,2562,1587,17202,157,PM,-4.73253035002,local_bus
2256975,21099,8199,588,17642,310,AM,-4.71529065957,local_bus
408386,16039,1131,562,22764,2144,PM,-4.71171716382,local_bus
425596,21879,1201,1419,6865,2483,AM,-4.70818886055,local_bus
2304779,20865,8469,564,9468,1554,PM,-4.70487471882,local_bus
309587,20868,5820,564,3584,1636,AM,-4.68919971882,local_bus
1580357,20532,5078,1145,17976,399,AM,-4.68426267357,local_bus
2526419,22335,9673,1419,10764,1232,PM,-4.6823070948,local_bus
35949,20695,87,1419,7744,2115,PM,-4.68095159505,local_bus
2163527,20941,7678,655,10977,1160,AM,-4.68078017682,local_bus
1442305,22095,4563,1419,22880,2168,AM,-4.67837979405,local_bus
425989,21879,3516,1419,2681,1814,PM,-4.65756386055,local_bus
449989,22021,1270,1419,3034,1643,PM,-4.6535554188,local_bus
1796233,20838,5982,564,17289,169,AM,-4.65155075757,local_bus
951109,21070,9471,564,4088,1151,PM,-4.64443817457,local_bus
2172339,22052,7715,1339,14360,337,PM,-4.63907400357,local_bus
36117,20695,1966,1419,7970,2296,PM,-4.63580159505,local_bus
2494912,21907,9500,1419,9925,1502,PM,-4.6306302588,local_bus
2286226,21942,8348,1339,17172,168,AM,-4.62907963782,local_bus
595081,20940,1687,655,9674,1495,AM,-4.61650517682,local_bus
1204169,21162,9432,588,2123,2032,AM,-4.58629065957,local_bus
991877,20624,2963,588,1820,2057,PM,-4.58209784157,local_bus
1260555,20914,5234,655,1909,1854,AM,-4.58096522907,local_bus
1079677,21898,3260,1419,7805,2148,AM,-4.57555426305,local_bus
2382314,21991,8865,1339,11364,801,AM,-4.57294639782,local_bus
1365516,20913,4285,588,6882,2415,AM,-4.56341522907,local_bus
1093833,21938,3311,1419,8791,1874,PM,-4.5576416703,local_bus
1375559,21826,9720,1587,14563,277,PM,-4.55481030802,local_bus
2004711,20847,6911,564,5269,1193,AM,-4.54209117807,local_bus
2139981,21831,7577,1419,1140,1543,PM,-4.5416412393,local_bus
932934,20708,8997,1143,18341,389,PM,-4.52312200782,local_bus
1914984,20362,6484,588,2251,1564,AM,-4.52168901282,local_bus
937573,21929,4003,1419,8773,1691,AM,-4.5201506883,local_bus
1887114,20674,8395,1419,10343,1405,PM,-4.51445717505,local_bus
1580252,21908,5073,1419,22700,2210,PM,-4.5142943733,local_bus
1028998,20256,3098,564,16247,18,PM,-4.50102459732,local_bus
1423420,21880,5176,1587,19213,511,PM,-4.48932364177,local_bus
2250226,21995,8142,1419,4760,1097,AM,-4.4537037963,local_bus
1650248,15972,5352,655,2271,1853,PM,-4.44790455207,local_bus
1863742,20841,6235,588,3956,1359,AM,-4.44540622182,local_bus
