body_type,fuel_type,vehicle_year,NumMakes,NumModels,MPG,Range,NewPrice,auto_operating_cost
Motorcycle,Hybrid,2002,0,0,0,0,13090.92308,0.10
Motorcycle,Hybrid,2001,0,0,0,0,13083.99561,0.10
Motorcycle,Hybrid,2000,0,0,0,0,13607.82029,0.10
Motorcycle,Hybrid,1999,0,0,0,0,13464.35949,0.10
Motorcycle,Hybrid,1998,0,0,0,0,13641.33109,0.10
Motorcycle,PEV,2017,0,0,0,0,16712.08255,0.10
Motorcycle,PEV,2016,0,0,0,0,19201.6228,0.10
Motorcycle,PEV,2015,0,0,0,0,16203.21145,0.10
Motorcycle,PEV,2014,0,0,0,0,12977.95542,0.10
Motorcycle,PEV,2013,0,0,0,0,15386.5626,0.10
Motorcycle,PEV,2012,0,0,0,0,13939.23102,0.10
Motorcycle,PEV,2011,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,2010,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,2009,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,2008,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,2007,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,2006,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,2005,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,2004,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,2003,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,2002,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,2001,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,2000,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,1999,0,0,0,0,11382.15714,0.10
Motorcycle,PEV,1998,0,0,0,0,11382.15714,0.10
Motorcycle,BEV,2017,2,2,240,80,16712.08255,0.01
Motorcycle,BEV,2016,2,2,240,80,19201.6228,0.01
Motorcycle,BEV,2015,1,1,240,80,16203.21145,0.01
Motorcycle,BEV,2014,1,1,240,80,12977.95542,0.01
Motorcycle,BEV,2013,1,1,240,80,15386.5626,0.01
Motorcycle,BEV,2012,1,1,240,80,13939.23102,0.01
Motorcycle,BEV,2011,1,1,240,80,11382.15714,0.01
Motorcycle,BEV,2010,1,1,240,80,11382.15714,0.01
Motorcycle,BEV,2009,1,1,240,80,11382.15714,0.01
Motorcycle,BEV,2008,1,1,240,80,11382.15714,0.01
Motorcycle,BEV,2007,0,0,0,0,11382.15714,0.10
Motorcycle,BEV,2006,0,0,0,0,11382.15714,0.10
Motorcycle,BEV,2005,0,0,0,0,11382.15714,0.10
Motorcycle,BEV,2004,0,0,0,0,11382.15714,0.10
Motorcycle,BEV,2003,0,0,0,0,11382.15714,0.10
Motorcycle,BEV,2002,0,0,0,0,11382.15714,0.10
Motorcycle,BEV,2001,0,0,0,0,11382.15714,0.10
Motorcycle,BEV,2000,0,0,0,0,11382.15714,0.10
Motorcycle,BEV,1999,0,0,0,0,11382.15714,0.10
Motorcycle,BEV,1998,0,0,0,0,11382.15714,0.10
