coefficient_name,value,constrain
coef_unavail,-999,F
coef_dstgtrng,-3.454,F
coef_vehltdr_nh,0.172,F
coef_vehgtdr_nh,-0.212,F
coef_vehltdr_van,0.048,F
coef_vehltdr_suv,0.104,F
coef_vehltdr_pu,-0.011,F
coef_vehltdr_mc,-0.749,F
coef_vehltdr_hyb,0.156,F
coef_vehltdr_ev,0.207,F
coef_vehltdr_age,-0.048,F
coef_maxocc_van,0.570,F
coef_maxocc_suv,0.316,F
coef_maxocc_pu,-0.077,F
coef_maxocc_mc,-0.938,F
coef_maxocc_age,-0.026,F
util_maxocc_nh,-0.212,F
coef_non_hh,-4.549,F
coef_van,-0.942,F
coef_suv,-0.429,F
coef_pu,-0.048,F
coef_mc,-0.470,F
coef_dsl,-0.227,F
coef_hyb,0.024,F
coef_pev,-0.168,F
coef_bev,-0.105,F
coef_age2,0.070,F
coef_age3,0.104,F
coef_age4,0.136,F
coef_age5,0.149,F
coef_age6,0.161,F
coef_age7,0.223,F
coef_age8,0.272,F
coef_age9,0.291,F
coef_age10,0.256,F
coef_age11,0.318,F
coef_age12,0.334,F
coef_age13,0.338,F
coef_age14,0.348,F
coef_age15,0.307,F
coef_age16,0.377,F
coef_age17,0.324,F
coef_age18,0.237,F
coef_age19,0.292,F
coef_age20,-0.181,F
