zone_id,white_collar,service,health,retail_food,blue_collar
100,80.95429999999999,19.718099999999996,9.974000000000002,28.0138,26.3404
101,2195.9159,386.6717,99.86680000000001,931.7100999999999,338.99750000000006
102,206.7257,33.948699999999995,5.955,76.7977,18.575699999999998
103,106.76890000000002,74.01849999999999,10.702100000000002,101.0094,24.499
104,455.3401,84.8045,48.955799999999996,156.5941,59.308800000000005
105,15.605699999999999,3.8954999999999997,0.354,2.9226,2.2239
106,506.76560000000006,171.5838,176.1162,127.10590000000002,65.38
107,315.8376,81.50030000000001,66.53359999999999,105.5696,47.544799999999995
108,290.8963,245.3735,31.4905,492.3623,130.8792
109,26.471700000000002,6.150600000000001,2.2794000000000003,6.0547,6.043900000000001
110,52.89,6.8424,6.0618,37.1243,28.0823
111,142.6298,35.705799999999996,17.226399999999998,67.93360000000001,26.504899999999996
112,21.055,4.5571,1.2455,9.9848,7.1592
113,63.0643,19.755200000000002,18.9456,125.7881,16.4439
114,487.99379999999996,112.05440000000002,35.6185,393.2391,113.09870000000001
115,26.023,4.8138,5.093300000000001,1.6268,1.4448
116,9.0051,2.3938,0.0807,1.4896000000000003,2.0302000000000002
117,1030.8016,167.3827,39.9964,276.6009,103.2889
118,1048.8375,267.8239,48.4573,701.9461,197.9074
119,2173.3862,327.6491,231.01420000000002,849.2307000000001,477.70199999999994
120,1278.85,177.9588,120.56309999999999,375.23990000000003,225.3442
121,93.69609999999999,14.841099999999999,2.6197999999999997,25.4248,15.4238
122,2211.3994000000002,426.3693999999999,159.04909999999998,1040.8928,765.3005
123,438.069,114.0955,54.226600000000005,129.7262,180.90189999999998
124,554.4621000000001,124.9272,117.72820000000002,139.37900000000002,120.4899
125,1984.1177,236.49980000000005,103.4851,347.4325,223.4402
126,208.61020000000002,67.26339999999999,46.4898,154.16400000000002,47.4729
127,42.387800000000006,15.678999999999998,11.8699,84.64550000000001,13.4169
128,138.13830000000002,26.111400000000003,28.393,187.1804,63.177400000000006
129,44.082499999999996,12.858699999999999,3.5733,81.68170000000002,19.8061
130,1454.7918000000002,280.32919999999996,67.10220000000001,835.6423,470.0927
131,1902.8655,301.1425,52.8211,513.5025,727.7261999999998
132,447.4154,102.7485,34.2556,283.7899,77.7975
133,135.2341,39.195899999999995,25.586900000000004,137.04080000000002,90.94250000000001
134,59.044000000000004,28.3146,3.3461,108.93190000000001,18.3626
135,1101.8932999999997,316.2132,212.22889999999995,562.8086,245.8605
