MAZ,TAZ,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,AGREMPN,CIACRE,COLLFTE,COLLPTE,COUNTY,DISTRICT,EMPRES,FPSEMPN,HEREMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,HHPOP,HSENROLL,MFDU,MWTEMPN,OPRKCST,OTHEMPN,PRKCST,RESACRE,RETEMPN,SD,SFDU,SHPOP62P,TERMINAL,TOPOLOGY,TOTACRE,TOTEMP,TOTHH,TOTPOP,ZERO,area_type,gqpop,hhlds,sftaz
19336,334,1,7,21,20,3,0,0.0,0,0,1,-1,32,0,0,4,2,2,16,52,7,-1,0,0.0,0,0.0,2.628856749,0,-1,-1,0.096153846,3,1,2.628856749,0,24,52,0,4,-1,-1,-1
19337,334,0,9,15,23,0,0,0.0,0,0,1,-1,28,0,0,1,2,1,14,47,9,-1,0,0.0,0,0.0,2.319674013,0,-1,-1,0.0,3,1,2.319674013,0,18,47,0,4,-1,-1,-1
19338,333,2,9,8,27,4,0,0.0,0,0,1,-1,34,0,0,3,3,3,15,50,9,-1,0,0.0,0,0.0,3.1955922869999998,0,-1,-1,0.14,2,1,3.1955922869999998,0,24,50,0,4,-1,-1,-1
19339,333,0,8,9,22,1,0,0.0,0,0,1,-1,26,0,0,2,5,1,12,40,8,-1,0,0.0,0,0.0,2.624793388,0,-1,-1,0.1,2,1,2.624793388,0,20,40,0,4,-1,-1,-1
19340,345,0,15,10,23,9,0,0.0,0,0,1,-1,31,0,0,3,3,5,13,57,15,-1,0,0.0,0,0.0,3.196694215,0,-1,-1,0.21052631600000002,2,1,3.196694215,0,24,57,0,4,-1,-1,-1
19341,345,7,13,10,24,5,0,0.0,0,0,1,-1,33,0,0,0,8,1,14,59,13,-1,0,0.0,0,0.0,3.153787879,0,-1,-1,0.20338983100000002,2,1,3.153787879,0,23,59,0,4,-1,-1,-1
19445,332,1,3,8,13,2,0,0.0,0,0,1,-1,15,0,0,2,1,0,8,27,3,-1,0,0.0,0,0.0,1.512029385,0,-1,-1,0.185185185,2,1,1.512029385,0,11,27,0,4,-1,-1,-1
19446,343,41,25,274,137,53,7,0.697869361,0,0,1,-1,374,46,2,39,61,95,109,530,25,-1,9,0.0,0,0.0,5.137093908,0,-1,-1,0.14150943400000002,3,1,5.834963269,72,304,530,0,1,-1,-1,-1
19447,339,1,5,13,8,2,0,0.0,0,0,1,-1,20,0,0,1,4,3,6,29,5,-1,0,0.0,0,0.0,1.660353535,0,-1,-1,0.137931034,2,1,1.660353535,0,14,29,0,4,-1,-1,-1
19487,348,6,7,11,26,6,0,0.0,0,0,1,-1,29,0,0,0,3,3,17,56,7,-1,0,0.0,0,0.0,3.6095270889999997,0,-1,-1,0.214285714,2,1,3.6095270889999997,0,23,56,0,4,-1,-1,-1
19488,348,0,2,0,8,1,0,0.0,0,0,1,-1,4,0,0,1,0,0,4,11,2,-1,0,0.0,0,0.0,0.811225895,0,-1,-1,0.363636364,2,1,0.811225895,0,5,11,0,4,-1,-1,-1
19629,351,20,3,140,29,4,12,74.21146842,0,0,1,-1,138,68,4,13,39,43,23,196,3,-1,300,0.0,184,0.0,20.34328365,13,-1,-1,0.081632653,3,1,94.55475207,715,118,196,0,4,-1,-1,-1
19671,343,2,3,28,9,2,0,0.0,0,0,1,-1,34,0,0,3,11,4,6,44,3,-1,0,0.0,0,0.0,0.722199265,0,-1,-1,0.06818181799999999,3,1,0.722199265,0,24,44,0,2,-1,-1,-1
19672,334,3,6,20,21,5,0,0.0,0,0,1,-1,40,0,0,1,4,8,15,55,6,-1,0,0.0,0,0.0,1.182277319,0,-1,-1,0.145454545,3,1,1.182277319,0,28,55,0,3,-1,-1,-1
19673,343,18,13,69,27,9,0,0.0,0,0,1,-1,79,0,0,10,8,21,16,136,13,-1,0,0.0,0,0.0,3.8636363639999995,0,-1,-1,0.11029411800000001,3,1,3.8636363639999995,0,55,136,0,3,-1,-1,-1
19674,350,0,2,6,10,4,0,0.0,0,0,1,-1,15,0,0,3,2,1,6,22,2,-1,0,0.0,0,0.0,2.116414141,0,-1,-1,0.272727273,3,1,2.116414141,0,12,22,0,4,-1,-1,-1
19675,350,0,9,34,12,8,0,0.0,0,0,1,-1,33,0,0,7,4,10,11,63,9,-1,0,0.0,0,0.0,3.309412305,0,-1,-1,0.14285714300000002,3,1,3.309412305,0,32,63,0,4,-1,-1,-1
19676,350,1,9,45,17,11,9,0.8359170929999999,0,0,1,-1,49,27,2,6,9,10,15,83,9,-1,2,0.0,0,0.0,0.754142595,23,-1,-1,0.204819277,3,1,1.5900596880000002,92,40,83,0,1,-1,-1,-1
19681,341,2,17,29,28,4,0,0.0,0,0,1,-1,55,0,0,2,4,8,20,80,17,-1,0,0.0,0,0.0,3.305647383,0,-1,-1,0.1375,2,1,3.305647383,0,34,80,0,4,-1,-1,-1
19682,336,0,0,1,0,0,7,3.333664065,0,0,1,-1,1,4,2,0,1,0,0,1,0,-1,32,0.0,98,0.0,0.022373584,2,-1,-1,0.0,2,1,3.3560376489999997,149,1,1,0,1,-1,-1,-1
19685,352,0,4,6,20,3,0,0.0,0,0,1,-1,21,0,0,1,3,3,7,33,4,-1,0,0.0,0,0.0,1.10479798,0,-1,-1,0.24242424199999998,2,1,1.10479798,0,14,33,0,4,-1,-1,-1
19686,352,0,8,9,13,3,0,0.0,0,0,1,-1,20,0,0,2,2,1,11,33,8,-1,0,0.0,0,0.0,1.235743802,0,-1,-1,0.151515152,2,1,1.235743802,0,16,33,0,4,-1,-1,-1
19687,353,0,1,3,2,0,0,0.0,0,0,1,-1,5,0,0,0,0,1,3,6,1,-1,0,0.0,0,0.0,0.616138659,0,-1,-1,0.0,2,1,0.616138659,0,4,6,0,4,-1,-1,-1
19907,353,0,7,2,9,2,0,0.0,0,0,1,-1,11,0,0,0,0,1,7,20,7,-1,0,0.0,0,0.0,1.06496786,0,-1,-1,0.1,2,1,1.06496786,0,8,20,0,4,-1,-1,-1
19990,344,1,2,9,23,7,0,0.0,0,0,1,-1,24,0,0,1,0,3,13,42,2,-1,0,0.0,0,0.0,2.849747475,0,-1,-1,0.380952381,2,1,2.849747475,0,17,42,0,4,-1,-1,-1
20198,340,0,0,4,0,0,0,5.788016529,0,0,1,-1,4,0,51,1,1,0,1,4,0,-1,0,0.0,0,0.0,0.399173554,7,-1,-1,0.0,2,1,6.187190083,58,3,4,0,4,-1,-1,-1
20388,358,6,4,45,29,1,0,0.0,0,0,1,-1,71,0,0,4,8,14,23,85,4,-1,0,0.0,0,0.0,1.26889348,0,-1,-1,0.129411765,2,1,1.26889348,0,49,85,0,2,-1,-1,-1
20476,356,0,6,25,31,16,9,2.087430525,0,0,1,-1,54,9,3,1,1,6,36,78,6,-1,1,0.0,38,0.0,2.200264608,0,-1,-1,0.320512821,2,1,4.287695133,74,44,78,0,2,-1,-1,-1
20532,353,0,4,5,3,2,0,0.0,0,0,1,-1,9,0,0,0,0,2,7,14,4,-1,0,0.0,0,0.0,0.894949495,0,-1,-1,0.14285714300000002,2,1,0.894949495,0,9,14,0,4,-1,-1,-1
20936,352,33,10,284,94,14,9,2.858338803,0,0,1,-1,303,33,0,21,75,97,66,435,10,-1,21,0.0,43,0.0,6.831743842000001,3,-1,-1,0.08965517199999999,2,1,9.690082645,182,259,435,0,2,-1,-1,-1
20937,352,6,1,73,35,4,0,0.0,0,0,1,-1,80,0,0,5,21,27,23,119,1,-1,0,0.0,0,0.0,1.221923783,0,-1,-1,0.100840336,2,1,1.221923783,0,76,119,0,2,-1,-1,-1
20944,357,1,2,12,12,3,0,0.0,0,0,1,-1,17,0,0,0,2,0,7,30,2,-1,0,0.0,0,0.0,0.873668503,0,-1,-1,0.3,2,1,0.873668503,0,9,30,0,3,-1,-1,-1
20979,339,0,6,5,13,1,0,0.0,0,0,1,-1,15,0,0,0,4,0,4,25,6,-1,0,0.0,0,0.0,0.443572084,0,-1,-1,0.28,2,1,0.443572084,0,8,25,0,2,-1,-1,-1
20980,340,0,4,7,24,7,0,0.0,0,0,1,-1,30,0,0,0,2,6,9,42,4,-1,0,0.0,0,0.0,2.141460055,0,-1,-1,0.380952381,2,1,2.141460055,0,17,42,0,4,-1,-1,-1
20981,340,0,2,10,1,0,3,4.712213965,0,0,1,-1,10,8,300,1,3,0,3,13,2,-1,0,0.0,8,0.0,0.170637275,40,-1,-1,0.0,2,1,4.88285124,359,7,13,0,1,-1,-1,-1
21119,332,0,9,9,13,4,0,0.0,0,0,1,-1,18,0,0,0,0,2,11,35,9,-1,0,0.0,0,0.0,10.98005051,0,-1,-1,0.2,2,1,10.98005051,0,13,35,0,5,-1,-1,-1
21145,354,2,9,19,23,12,0,0.0,0,0,1,-1,45,0,0,3,2,9,20,65,9,-1,0,0.0,0,0.0,3.1874885219999998,0,-1,-1,0.307692308,2,1,3.1874885219999998,0,34,65,0,4,-1,-1,-1
21146,354,0,5,7,9,1,0,0.0,0,0,1,-1,14,0,0,0,2,1,6,22,5,-1,0,0.0,0,0.0,1.463131313,0,-1,-1,0.13636363599999998,2,1,1.463131313,0,9,22,0,4,-1,-1,-1
21147,354,0,3,4,7,1,0,0.0,0,0,1,-1,10,0,0,0,0,1,6,15,3,-1,0,0.0,0,0.0,1.038337925,0,-1,-1,0.2,2,1,1.038337925,0,7,15,0,4,-1,-1,-1
21148,354,2,3,5,6,5,0,0.0,0,0,1,-1,11,0,0,1,0,1,5,21,3,-1,0,0.0,0,0.0,1.023048669,0,-1,-1,0.380952381,2,1,1.023048669,0,7,21,0,4,-1,-1,-1
21149,354,0,13,20,25,7,0,0.0,0,0,1,-1,43,0,0,1,5,3,17,65,13,-1,0,0.0,0,0.0,2.718158861,0,-1,-1,0.215384615,2,1,2.718158861,0,26,65,0,4,-1,-1,-1
21150,338,17,15,147,43,8,0,0.0,0,0,1,-1,157,0,0,13,17,31,45,230,15,-1,0,0.0,0,0.0,3.799035813,0,-1,-1,0.043478261,2,1,3.799035813,0,106,230,0,2,-1,-1,-1
21152,355,4,8,16,14,5,0,0.0,0,0,1,-1,25,0,0,0,1,4,14,47,8,-1,0,0.0,0,0.0,1.80966483,0,-1,-1,0.212765957,2,1,1.80966483,0,19,47,0,4,-1,-1,-1
21358,334,3,2,14,3,2,0,0.0,0,0,1,-1,17,0,0,0,3,5,3,24,2,-1,0,0.0,0,0.0,1.3808080809999999,0,-1,-1,0.125,3,1,1.3808080809999999,0,11,24,0,4,-1,-1,-1
21359,346,0,5,0,7,2,0,0.0,0,0,1,-1,5,0,0,2,1,2,2,14,5,-1,0,0.0,0,0.0,1.863269054,0,-1,-1,0.28571428600000004,2,1,1.863269054,0,7,14,0,4,-1,-1,-1
21360,347,1,7,6,36,5,0,0.0,0,0,1,-1,23,0,0,3,3,2,17,55,7,-1,0,0.0,0,0.0,9.841735537,0,-1,-1,0.363636364,2,1,9.841735537,0,25,55,0,5,-1,-1,-1
21454,356,0,4,12,11,2,54,1.379649165,0,0,1,-1,21,23,14,0,0,3,10,29,4,-1,4,0.0,0,0.0,0.28375763,6,-1,-1,0.20689655199999998,2,1,1.663406795,141,13,29,0,1,-1,-1,-1
21455,357,0,2,2,3,0,0,0.0,0,0,1,-1,4,0,0,0,0,0,4,7,2,-1,0,0.0,0,0.0,0.509871442,0,-1,-1,0.0,2,1,0.509871442,0,4,7,0,4,-1,-1,-1
21507,352,5,29,42,43,7,0,0.0,0,0,1,-1,76,0,0,3,14,2,38,126,29,-1,0,0.0,0,0.0,1.652341598,0,-1,-1,0.11904761900000001,2,1,1.652341598,0,57,126,0,2,-1,-1,-1
21616,356,0,4,12,9,6,0,0.0,0,0,1,-1,14,0,0,0,2,2,9,31,4,-1,0,0.0,0,0.0,1.510812672,0,-1,-1,0.290322581,2,1,1.510812672,0,13,31,0,4,-1,-1,-1
21617,357,0,3,7,2,3,0,0.0,0,0,1,-1,8,0,0,0,0,1,6,15,3,-1,0,0.0,0,0.0,0.568434343,0,-1,-1,0.2,2,1,0.568434343,0,7,15,0,4,-1,-1,-1
21618,356,0,5,15,13,7,0,0.0,0,0,1,-1,28,0,0,1,0,4,15,40,5,-1,0,0.0,0,0.0,1.2017217629999999,0,-1,-1,0.25,2,1,1.2017217629999999,0,20,40,0,3,-1,-1,-1
21761,334,9,12,42,33,10,5,10.43797834,0,0,1,-1,77,8,64,1,13,14,26,106,12,-1,2,0.0,0,0.0,11.52526775,0,-1,-1,0.11320754699999999,3,1,21.963246100000003,96,54,106,0,4,-1,-1,-1
21809,356,0,7,14,21,7,0,0.0,0,0,1,-1,32,0,0,0,2,3,17,49,7,-1,0,0.0,0,0.0,1.6596189159999999,0,-1,-1,0.265306122,2,1,1.6596189159999999,0,22,49,0,4,-1,-1,-1
22065,332,1,8,12,12,4,0,0.0,0,0,1,-1,18,0,0,0,0,1,12,37,8,-1,0,0.0,0,0.0,7.142791552,0,-1,-1,0.18918918899999998,2,1,7.142791552,0,13,37,0,5,-1,-1,-1
22087,338,14,6,134,26,3,8,0.441359577,0,0,1,-1,119,12,1,18,13,28,35,183,6,-1,0,0.0,0,0.0,3.3653667769999998,1,-1,-1,0.032786885,2,1,3.806726354,24,94,183,0,2,-1,-1,-1
22118,347,0,1,1,6,0,0,0.0,0,0,1,-1,2,0,0,1,0,0,3,8,1,-1,0,0.0,0,0.0,0.735789715,0,-1,-1,0.375,2,1,0.735789715,0,4,8,0,4,-1,-1,-1
22119,346,3,7,5,19,5,0,0.0,0,0,1,-1,14,0,0,1,2,3,10,39,7,-1,0,0.0,0,0.0,2.9081955919999998,0,-1,-1,0.307692308,2,1,2.9081955919999998,0,16,39,0,4,-1,-1,-1
22120,345,2,5,3,17,3,0,0.0,0,0,1,-1,22,0,0,0,1,0,12,30,5,-1,0,0.0,0,0.0,1.258562902,0,-1,-1,0.26666666699999997,2,1,1.258562902,0,13,30,0,4,-1,-1,-1
22121,345,3,20,17,58,2,0,0.0,0,0,1,-1,48,0,0,2,4,5,31,100,20,-1,0,0.0,0,0.0,7.028420569,0,-1,-1,0.14,2,1,7.028420569,0,42,100,0,4,-1,-1,-1
22122,332,0,7,9,15,3,0,0.0,0,0,1,-1,22,0,0,2,1,1,10,34,7,-1,0,0.0,0,0.0,1.4616391180000001,0,-1,-1,0.235294118,2,1,1.4616391180000001,0,14,34,0,4,-1,-1,-1
22148,358,0,0,6,3,1,0,0.0,0,0,1,-1,9,0,0,0,3,2,3,10,0,-1,0,0.0,0,0.0,0.165151515,0,-1,-1,0.1,2,1,0.165151515,0,8,10,0,2,-1,-1,-1
22200,343,3,16,39,39,12,0,0.0,0,0,1,-1,75,0,0,8,17,21,26,109,16,-1,0,0.0,0,0.0,1.323829201,0,-1,-1,0.128440367,3,1,1.323829201,0,72,109,0,2,-1,-1,-1
22923,333,6,16,40,52,9,0,0.0,0,0,1,-1,74,0,0,11,11,1,36,123,16,-1,0,0.0,0,0.0,4.24687787,0,-1,-1,0.146341463,2,1,4.24687787,0,59,123,0,4,-1,-1,-1
22924,333,3,6,15,19,3,2,1.562076319,0,0,1,-1,34,3,1,3,6,3,12,46,6,-1,0,0.0,0,0.0,1.633079788,0,-1,-1,0.17391304300000002,2,1,3.195156107,44,24,46,0,3,-1,-1,-1
22925,333,2,11,13,32,0,0,0.0,0,0,1,-1,39,0,0,1,4,0,18,58,11,-1,0,0.0,0,0.0,3.195752984,0,-1,-1,0.08620689699999999,2,1,3.195752984,0,23,58,0,4,-1,-1,-1
22927,344,2,13,8,24,10,2,0.91854798,0,0,1,-1,34,15,0,0,5,5,14,57,13,-1,0,0.0,0,0.0,2.276401515,2,-1,-1,0.245614035,2,1,3.194949495,23,24,57,0,3,-1,-1,-1
22928,334,6,2,20,8,9,0,0.0,0,0,1,-1,26,0,0,0,6,7,6,45,2,-1,0,0.0,0,0.0,3.3233700639999997,0,-1,-1,0.26666666699999997,3,1,3.3233700639999997,0,19,45,0,4,-1,-1,-1
22929,334,0,4,8,12,0,0,0.0,0,0,1,-1,15,0,0,2,2,1,7,24,4,-1,0,0.0,0,0.0,1.4698576680000002,0,-1,-1,0.0,3,1,1.4698576680000002,0,12,24,0,4,-1,-1,-1
22930,334,0,3,11,17,1,0,0.0,0,0,1,-1,25,0,0,1,1,1,14,32,3,-1,0,0.0,0,0.0,2.111570248,0,-1,-1,0.0625,3,1,2.111570248,0,17,32,0,4,-1,-1,-1
22932,345,1,7,3,15,2,0,0.0,0,0,1,-1,12,0,0,0,0,4,8,28,7,-1,0,0.0,0,0.0,1.819834711,0,-1,-1,0.25,2,1,1.819834711,0,12,28,0,4,-1,-1,-1
23024,347,2,11,10,44,7,0,0.0,0,0,1,-1,33,0,0,3,1,4,23,74,11,-1,0,0.0,0,0.0,25.97444904,0,-1,-1,0.33783783799999995,2,1,25.97444904,0,31,74,0,5,-1,-1,-1
23196,356,2,18,43,56,14,0,0.0,0,0,1,-1,83,0,0,1,6,6,44,133,18,-1,0,0.0,0,0.0,10.96370523,0,-1,-1,0.293233083,2,1,10.96370523,0,57,133,0,4,-1,-1,-1
23245,340,2,0,5,0,0,0,1.040038963,0,0,1,-1,4,0,57,0,2,0,1,7,0,-1,2,0.0,0,0.0,0.112004196,6,-1,-1,0.0,2,1,1.152043159,65,3,7,0,1,-1,-1,-1
23246,354,1,6,7,19,13,0,0.0,0,0,1,-1,25,0,0,0,1,7,12,46,6,-1,0,0.0,0,0.0,1.460284665,0,-1,-1,0.39130434799999997,2,1,1.460284665,0,20,46,0,3,-1,-1,-1
23482,346,1,6,2,23,3,0,0.0,0,0,1,-1,15,0,0,0,0,1,13,35,6,-1,0,0.0,0,0.0,1.652112029,0,-1,-1,0.342857143,2,1,1.652112029,0,14,35,0,4,-1,-1,-1
23483,346,2,11,9,19,4,0,0.0,0,0,1,-1,21,0,0,2,2,4,9,45,11,-1,0,0.0,0,0.0,2.6858356289999996,0,-1,-1,0.2,2,1,2.6858356289999996,0,17,45,0,4,-1,-1,-1
23484,345,0,5,5,32,1,0,0.0,0,0,1,-1,22,0,0,4,0,1,17,43,5,-1,0,0.0,0,0.0,2.751124885,0,-1,-1,0.162790698,2,1,2.751124885,0,22,43,0,4,-1,-1,-1
23485,345,3,7,11,32,3,0,0.0,0,0,1,-1,22,0,0,4,2,2,16,56,7,-1,0,0.0,0,0.0,2.809412305,0,-1,-1,0.17857142899999998,2,1,2.809412305,0,24,56,0,4,-1,-1,-1
23486,345,0,11,5,27,1,0,0.0,0,0,1,-1,25,0,0,1,0,3,16,44,11,-1,0,0.0,0,0.0,2.7674242419999997,0,-1,-1,0.13636363599999998,2,1,2.7674242419999997,0,20,44,0,4,-1,-1,-1
23487,345,19,48,55,127,12,0,0.0,0,0,1,-1,114,0,0,7,13,14,71,261,48,-1,0,0.0,0,0.0,14.310904500000001,0,-1,-1,0.157088123,2,1,14.310904500000001,0,105,261,0,4,-1,-1,-1
23488,345,8,19,21,54,6,0,0.0,0,0,1,-1,52,0,0,2,2,5,32,108,19,-1,0,0.0,0,0.0,9.197727273,0,-1,-1,0.166666667,2,1,9.197727273,0,41,108,0,4,-1,-1,-1
23494,356,0,5,8,8,4,95,2.713760029,0,0,1,-1,14,33,49,1,1,2,6,25,5,-1,0,0.0,0,0.0,0.272465866,4,-1,-1,0.24,2,1,2.986225895,249,10,25,0,1,-1,-1,-1
23713,348,5,7,9,18,5,0,0.0,0,0,1,-1,18,0,0,2,2,0,12,44,7,-1,0,0.0,0,0.0,1.984802571,0,-1,-1,0.25,2,1,1.984802571,0,16,44,0,4,-1,-1,-1
23714,344,1,17,8,27,10,0,0.0,0,0,1,-1,34,0,0,1,2,3,17,63,17,-1,0,0.0,0,0.0,3.19382461,0,-1,-1,0.222222222,2,1,3.19382461,0,23,63,0,4,-1,-1,-1
23715,344,3,18,9,26,8,0,0.0,0,0,1,-1,30,0,0,0,6,6,11,64,18,-1,0,0.0,0,0.0,3.350826446,0,-1,-1,0.203125,2,1,3.350826446,0,23,64,0,4,-1,-1,-1
23716,349,9,20,21,55,4,0,0.0,0,0,1,-1,60,0,0,0,7,12,32,109,20,-1,0,0.0,0,0.0,4.367033976,0,-1,-1,0.119266055,2,1,4.367033976,0,51,109,0,4,-1,-1,-1
23717,349,11,13,24,27,6,0,0.0,0,0,1,-1,41,0,0,0,4,10,15,81,13,-1,0,0.0,0,0.0,3.907690542,0,-1,-1,0.12345679,2,1,3.907690542,0,29,81,0,4,-1,-1,-1
23718,344,1,3,4,12,6,0,0.0,0,0,1,-1,14,0,0,1,0,0,9,26,3,-1,0,0.0,0,0.0,1.437327824,0,-1,-1,0.346153846,2,1,1.437327824,0,10,26,0,4,-1,-1,-1
23719,349,1,4,10,26,11,0,1.327664014,0,0,1,-1,25,19,1,1,2,2,16,52,4,-1,9,0.0,0,0.0,1.8168033869999998,0,-1,-1,0.326923077,2,1,3.1444674010000004,38,21,52,0,3,-1,-1,-1
23720,349,1,7,13,23,6,0,0.0,0,0,1,-1,25,0,0,0,1,2,14,50,7,-1,0,0.0,0,0.0,2.371051423,0,-1,-1,0.24,2,1,2.371051423,0,17,50,0,4,-1,-1,-1
23721,347,1,6,7,18,2,0,0.0,0,0,1,-1,17,0,0,3,2,0,9,34,6,-1,0,0.0,0,0.0,2.355348944,0,-1,-1,0.352941176,2,1,2.355348944,0,14,34,0,4,-1,-1,-1
23722,343,1,4,14,17,1,0,0.0,0,0,1,-1,29,0,0,1,2,2,13,37,4,-1,0,0.0,0,0.0,3.26795225,0,-1,-1,0.054054054000000004,3,1,3.26795225,0,18,37,0,4,-1,-1,-1
23973,347,1,8,2,18,2,0,0.0,0,0,1,-1,8,0,0,0,1,4,7,31,8,-1,0,0.0,0,0.0,4.41714876,0,-1,-1,0.258064516,2,1,4.41714876,0,12,31,0,4,-1,-1,-1
23980,346,0,6,6,16,3,0,0.0,0,0,1,-1,18,0,0,3,2,1,10,31,6,-1,0,0.0,0,0.0,4.27899449,0,-1,-1,0.290322581,2,1,4.27899449,0,16,31,0,4,-1,-1,-1
24255,347,0,5,1,8,1,0,0.0,0,0,1,-1,7,0,0,0,2,2,3,15,5,-1,0,0.0,0,0.0,0.967240588,0,-1,-1,0.2,2,1,0.967240588,0,7,15,0,4,-1,-1,-1
24256,347,2,3,6,14,3,0,0.0,0,0,1,-1,8,0,0,2,1,0,7,28,3,-1,0,0.0,0,0.0,1.6325757580000002,0,-1,-1,0.35714285700000004,2,1,1.6325757580000002,0,10,28,0,4,-1,-1,-1
24257,347,1,6,3,12,3,0,0.0,0,0,1,-1,8,0,0,3,0,0,7,25,6,-1,0,0.0,0,0.0,1.5421028469999998,0,-1,-1,0.32,2,1,1.5421028469999998,0,10,25,0,4,-1,-1,-1
24258,348,1,2,5,10,1,0,0.0,0,0,1,-1,8,0,0,0,0,0,6,19,2,-1,0,0.0,0,0.0,0.7705004590000001,0,-1,-1,0.263157895,2,1,0.7705004590000001,0,6,19,0,4,-1,-1,-1
24259,333,13,19,68,68,8,7,1.1000124279999999,0,0,1,-1,111,18,0,23,21,9,49,176,19,-1,2,0.0,0,0.0,2.151135414,1,-1,-1,0.096590909,2,1,3.251147842,90,102,176,0,1,-1,-1,-1
24260,334,7,5,20,14,3,0,0.0,0,0,1,-1,32,0,0,0,3,7,9,49,5,-1,0,0.0,0,0.0,2.81707989,0,-1,-1,0.10204081599999999,3,1,2.81707989,0,19,49,0,4,-1,-1,-1
24261,334,0,8,16,24,0,0,0.0,0,0,1,-1,32,0,0,3,1,1,16,48,8,-1,0,0.0,0,0.0,2.8873966939999995,0,-1,-1,0.0625,3,1,2.8873966939999995,0,21,48,0,4,-1,-1,-1
24262,345,2,13,10,30,5,0,0.0,0,0,1,-1,29,0,0,0,0,4,17,60,13,-1,0,0.0,0,0.0,2.834389348,0,-1,-1,0.2,2,1,2.834389348,0,21,60,0,4,-1,-1,-1
24263,344,15,47,46,67,31,0,0.0,0,0,1,-1,101,0,0,7,7,20,45,206,47,-1,0,0.0,0,0.0,3.135376492,0,-1,-1,0.247572816,2,1,3.135376492,0,79,206,0,2,-1,-1,-1
24289,358,3,8,85,80,14,0,0.0,0,0,1,-1,163,0,0,10,16,33,57,190,8,-1,0,0.0,0,0.0,2.61489899,0,-1,-1,0.205263158,2,1,2.61489899,0,116,190,0,2,-1,-1,-1
24339,345,3,9,7,22,2,0,0.0,0,0,1,-1,19,0,0,2,2,3,11,43,9,-1,0,0.0,0,0.0,1.410789715,0,-1,-1,0.162790698,2,1,1.410789715,0,18,43,0,3,-1,-1,-1
24489,343,11,14,51,19,4,0,0.0,0,0,1,-1,55,0,0,7,2,25,10,99,14,-1,0,0.0,0,0.0,3.3097337010000003,0,-1,-1,0.060606060999999996,3,1,3.3097337010000003,0,44,99,0,4,-1,-1,-1
24490,350,0,8,9,33,11,0,0.0,0,0,1,-1,33,0,0,2,1,3,19,61,8,-1,0,0.0,0,0.0,3.337442608,0,-1,-1,0.344262295,3,1,3.337442608,0,25,61,0,4,-1,-1,-1
24491,350,0,3,7,18,6,0,0.0,0,0,1,-1,18,0,0,0,1,2,10,34,3,-1,0,0.0,0,0.0,1.8184802569999998,0,-1,-1,0.352941176,3,1,1.8184802569999998,0,13,34,0,4,-1,-1,-1
24492,350,0,2,16,5,0,0,0.0,0,0,1,-1,17,0,0,2,2,2,6,23,2,-1,0,0.0,0,0.0,2.139508724,0,-1,-1,0.086956522,3,1,2.139508724,0,12,23,0,4,-1,-1,-1
24493,350,1,4,9,9,6,0,0.0,0,0,1,-1,15,0,0,1,5,1,6,29,4,-1,0,0.0,0,0.0,2.1144857669999997,0,-1,-1,0.275862069,3,1,2.1144857669999997,0,13,29,0,4,-1,-1,-1
24494,350,1,3,7,9,5,0,0.0,0,0,1,-1,16,0,0,0,5,4,3,25,3,-1,0,0.0,0,0.0,2.115197429,0,-1,-1,0.24,3,1,2.115197429,0,12,25,0,4,-1,-1,-1
24518,341,1,16,23,47,12,0,0.0,0,0,1,-1,50,0,0,4,5,9,25,99,16,-1,0,0.0,0,0.0,3.305785124,0,-1,-1,0.252525253,2,1,3.305785124,0,43,99,0,4,-1,-1,-1
24519,352,1,6,10,9,1,0,0.0,0,0,1,-1,15,0,0,2,2,3,7,27,6,-1,0,0.0,0,0.0,1.864348026,0,-1,-1,0.074074074,2,1,1.864348026,0,14,27,0,4,-1,-1,-1
24520,352,2,5,13,11,2,0,0.0,0,0,1,-1,18,0,0,0,2,1,10,33,5,-1,0,0.0,0,0.0,1.362534435,0,-1,-1,0.151515152,2,1,1.362534435,0,13,33,0,4,-1,-1,-1
24521,352,5,18,24,31,4,0,0.0,0,0,1,-1,48,0,0,2,7,2,23,82,18,-1,0,0.0,0,0.0,3.402708907,0,-1,-1,0.146341463,2,1,3.402708907,0,34,82,0,4,-1,-1,-1
24522,352,0,8,6,14,1,0,0.0,0,0,1,-1,20,0,0,0,0,0,9,29,8,-1,0,0.0,0,0.0,0.877731864,0,-1,-1,0.10344827599999999,2,1,0.877731864,0,9,29,0,3,-1,-1,-1
24523,353,0,9,8,16,0,0,0.0,0,0,1,-1,21,0,0,0,2,2,8,33,9,-1,0,0.0,0,0.0,0.994605142,0,-1,-1,0.060606060999999996,2,1,0.994605142,0,12,33,0,3,-1,-1,-1
24748,332,1,7,7,12,3,0,0.0,0,0,1,-1,14,0,0,1,0,1,9,30,7,-1,0,0.0,0,0.0,1.328443526,0,-1,-1,0.2,2,1,1.328443526,0,11,30,0,4,-1,-1,-1
24770,354,1,11,11,13,2,0,0.0,0,0,1,-1,19,0,0,0,2,0,11,38,11,-1,0,0.0,0,0.0,1.459044995,0,-1,-1,0.131578947,2,1,1.459044995,0,13,38,0,4,-1,-1,-1
