X,Y,MGRA,CT10,CT10BG,SRA,MSA,City,ZIP,Sphere,CPA,CPASG,TAZ,Council,Super,LUZ,Elem,Unif,High,Coll,Transit,Area,Perimeter
6271703.99667403,1855414.81693227,"18","100","1002","1","0","14","92110","1424","1424","0","3385","3","4","95","0","30","0","4","1",35342.6087118161,892.630753661487
6271644.35615661,1855066.83733711,"19","100","1002","1","0","14","92110","1424","1424","0","3385","3","4","95","0","30","0","4","1",16058.4072831233,648.213127154781
6271653.32819566,1854777.3554025,"20","100","1002","1","0","14","92110","1424","1424","0","3385","3","4","95","0","30","0","4","1",22524.05504865,858.786403423068
6272916.35626824,1856628.54973576,"21","100","1002","1","0","14","92103","1442","1442","0","3331","3","4","95","0","30","0","4","1",33038.0893227672,839.071781183231
6273351.61649037,1856384.48946602,"22","100","1002","1","0","14","92103","1442","1442","0","3331","3","4","95","0","30","0","4","1",9369.87009051205,423.073779792232
6272295.59348123,1856236.24363778,"23","100","1002","1","0","14","92103","1442","1442","0","3331","3","4","95","0","30","0","4","1",57833.8042222681,1156.08738627629
6273604.93227898,1856214.19101857,"24","100","1002","1","0","14","92103","1442","1442","0","3331","3","4","95","0","30","0","4","1",9993.33434845103,419.650567551348
6273238.89307642,1856009.37922488,"25","100","1002","1","0","14","92103","1442","1442","0","3331","3","4","95","0","30","0","4","1",22361.2444400927,666.55929544413
6273991.63435334,1855882.74640758,"26","100","1002","1","0","14","92103","1442","1442","0","3331","3","4","95","0","30","0","4","1",24527.6051254887,674.14962021219
6272054.34321875,1855749.30604703,"27","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",52616.8550759838,1061.54131054917
6272891.19652214,1855823.0247797,"28","100","1002","1","0","14","92103","1442","1442","0","3331","3","4","95","0","30","0","4","1",11394.6363024041,440.439888832395
6273767.81711373,1855608.40272861,"29","100","1002","1","0","14","92103","1442","1442","0","3331","3","4","95","0","30","0","4","1",22622.7653476218,700.16060121277
6273173.09733837,1855612.58453844,"30","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",11268.592937164,428.240334029814
6272561.8165325,1855422.80320916,"31","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",19642.6116820208,631.538872170451
6273410.350975,1855436.06064827,"32","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",7732.12923990167,366.920083077241
6272962.0089211,1855365.15936877,"33","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",11401.9257530198,455.913277080957
6273502.86008545,1855101.71074566,"34","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",26090.4547089829,1009.22114314458
6272811.52038858,1855021.74390898,"35","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",26014.0978718277,1176.33083841736
6272750.29891736,1855104.86090209,"36","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",12057.1201036731,451.078066432046
6272344.30730777,1854825.38149042,"37","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",13796.7520790598,562.166417403235
6273422.89435678,1854750.05934766,"38","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",17464.6939683429,651.595874717296
6272216.73719486,1854559.66222885,"39","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",21613.0045793432,777.831938527321
6272848.35692892,1854581.39101575,"40","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",14441.77109645,531.38819027422
6273124.71360886,1854363.8482944,"41","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",9559.50856456719,402.247726398826
6272696.2518325,1854171.47929028,"42","100","1002","1","0","14","92103","1442","1442","0","3379","3","4","95","0","30","0","4","1",29536.0322074611,886.314899394976
6273750.97411174,1853978.31452816,"43","100","1002","1","0","14","92103","1442","1442","0","3457","3","4","95","0","30","0","4","1",39531.5833008165,980.664844739627
6274123.99652346,1854236.52238711,"44","100","1002","1","0","14","92103","1442","1442","0","3457","3","4","95","0","30","0","4","1",30169.4674027568,877.342261260481
6274723.38342294,1854242.73695896,"45","100","1002","1","0","14","92103","1442","1442","0","3458","3","4","95","0","30","0","4","1",6301.12056132395,428.732877436791
6273329.25133951,1853806.91465522,"46","100","1002","1","0","14","92103","1442","1442","0","3457","3","4","95","0","30","0","4","1",21681.1540768563,696.561181576923
6274659.38281771,1853785.65630985,"47","100","1002","1","0","14","92103","1442","1442","0","3458","3","4","95","0","30","0","4","1",20139.3814985876,564.338358529005
6274316.74406546,1853762.57182986,"48","100","1002","1","0","14","92103","1442","1442","0","3458","3","4","95","0","30","0","4","1",12748.245712342,618.940712682847
6275091.2019456,1853402.24449884,"49","100","1002","1","0","14","92103","1442","1442","0","3458","3","4","95","0","30","0","4","1",24557.032559819,725.367491282879
6273576.67804904,1853253.04984402,"50","100","1002","1","0","14","92103","1442","1442","0","3457","3","4","95","0","30","0","4","1",39348.0836510423,940.061117387382
6274397.47044246,1853429.60554137,"51","100","1002","1","0","14","92103","1442","1442","0","3458","3","4","95","0","30","0","4","1",7199.58750885835,412.400883516328
6273916.56762398,1853190.99602459,"52","100","1002","1","0","14","92103","1442","1442","0","3458","3","4","95","0","30","0","4","1",15605.5974763059,687.567044193717
6274691.34144805,1853284.8345737,"53","100","1002","1","0","14","92103","1442","1442","0","3458","3","4","95","0","30","0","4","1",12619.0282106527,474.626469376435
6274287.02976066,1853219.31017807,"54","100","1002","1","0","14","92103","1442","1442","0","3458","3","4","95","0","30","0","4","1",8256.22755669523,388.292786574593
6275006.56984819,1853017.4646778,"55","100","1002","1","0","14","92103","1442","1442","0","3458","3","4","95","0","30","0","4","1",10666.1431274489,401.372425003538
6274591.83254508,1852994.75996154,"56","100","1002","1","0","14","92103","1442","1442","0","3458","3","4","95","0","30","0","4","1",7327.00977287628,363.877463915869
6274860.69344817,1852781.20765281,"57","100","1002","1","0","14","92103","1442","1442","0","3458","3","4","95","0","30","0","4","1",7630.69563967176,364.506785858962
6273044.44082456,1853651.70076971,"58","100","1002","1","0","14","92110","1442","1442","0","3457","3","4","95","0","30","0","4","1",18271.852200874,689.049367149154
6272853.18798044,1853272.26398975,"59","100","1002","1","0","14","92110","1442","1442","0","3457","3","4","95","0","30","0","4","1",29267.4412668809,743.584852657493
6273273.98101047,1852961.43834193,"60","100","1002","1","0","14","92110","1442","1442","0","3457","3","4","95","0","30","0","4","1",9289.08588824016,616.505846117563
6274144.27529691,1853031.63794413,"61","100","1002","1","0","14","92110","1442","1442","0","3458","3","4","95","0","30","0","4","1",7259.67064008303,360.695445273302
6273888.85313767,1852704.88625917,"62","100","1002","1","0","14","92110","1442","1442","0","3458","3","4","95","0","30","0","4","1",19887.0263248638,740.492950485226
6274497.12185471,1852615.07412375,"63","100","1002","1","0","14","92110","1442","1442","0","3458","3","4","95","0","30","0","4","1",32380.9336785453,758.786612823816
6277944.96404559,1856260.71161536,"64","201","2011","1","0","14","92103","1442","1442","0","3349","3","4","95","0","30","0","4","1",126601.691156641,1631.61346590859
6276859.10015263,1855851.94940755,"65","201","2011","1","0","14","92103","1442","1442","0","3349","3","4","95","0","30","0","4","1",81053.7638159857,1614.1181194346
6276395.79822402,1855929.14016884,"66","201","2011","1","0","14","92103","1442","1442","0","3349","3","4","95","0","30","0","4","1",46522.5198875564,1064.52251466676
6278655.93574024,1855105.33826287,"67","201","2011","1","0","14","92103","1442","1442","0","3371","3","4","95","0","30","0","4","1",56366.5178252992,1001.45053072169
6277596.47017896,1855682.08200014,"68","201","2011","1","0","14","92103","1442","1442","0","3349","3","4","95","0","30","0","4","1",56866.0751794309,1387.4841765252
6277714.20815377,1855176.53703251,"69","201","2011","1","0","14","92103","1442","1442","0","3349","3","4","95","0","30","0","4","1",57503.7431383666,1165.71875828226
6276437.63444154,1855088.56791217,"70","201","2011","1","0","14","92103","1442","1442","0","3349","3","4","95","0","30","0","4","1",15661.228171292,531.780621799769
6277276.60608639,1854740.0443266,"71","201","2011","1","0","14","92103","1442","1442","0","3430","3","4","95","0","30","0","4","1",20230.8941412349,650.371386636252
6276334.02770413,1854730.76929329,"72","201","2011","1","0","14","92103","1442","1442","0","3430","3","4","95","0","30","0","4","1",9807.99963586081,402.861610278177
6276744.08288851,1854728.34245099,"73","201","2011","1","0","14","92103","1442","1442","0","3430","3","4","95","0","30","0","4","1",18824.0343437506,571.023157926979
6277968.29052589,1854733.1430515,"74","201","2011","1","0","14","92103","1442","1442","0","3431","3","4","95","0","30","0","4","1",28748.1174118607,779.356562002501
6278516.64490307,1854392.4032364,"75","201","2011","1","0","14","92103","1442","1442","0","3448","3","4","95","0","30","0","4","1",11722.3261740136,422.501524607632
6279095.23357776,1854210.39375782,"76","201","2011","1","0","14","92103","1442","1442","0","3448","3","4","95","0","30","0","4","1",15636.8907209094,600.710323039493
6278840.60102547,1854404.01144004,"77","201","2011","1","0","14","92103","1442","1442","0","3448","3","4","95","0","30","0","4","1",7897.83940262989,364.673364717243
6276463.99646919,1854377.01359311,"78","201","2011","1","0","14","92103","1442","1442","0","3430","3","4","95","0","30","0","4","1",16529.8370738571,551.249302216831
6276874.8331395,1854377.0010368,"79","201","2011","1","0","14","92103","1442","1442","0","3430","3","4","95","0","30","0","4","1",8564.76813906404,376.927364973006
6277388.96888789,1854379.58169959,"80","201","2011","1","0","14","92103","1442","1442","0","3430","3","4","95","0","30","0","4","1",10228.8612413233,426.729111791376
6277703.61206935,1854377.18769143,"81","201","2011","1","0","14","92103","1442","1442","0","3431","3","4","95","0","30","0","4","1",8883.7626274314,399.813769213273
6277992.86949386,1854376.38766214,"82","201","2011","1","0","14","92103","1442","1442","0","3431","3","4","95","0","30","0","4","1",8539.89091932245,382.880705592226
6278234.46920497,1854375.55857633,"83","201","2011","1","0","14","92103","1442","1442","0","3448","3","4","95","0","30","0","4","1",6645.72067923033,360.799027000247
6277117.86782556,1854367.58950961,"84","201","2011","1","0","14","92103","1442","1442","0","3430","3","4","95","0","30","0","4","1",6319.05692818711,349.782001046654
6278628.80378382,1854120.25619177,"85","201","2011","1","0","14","92103","1442","1442","0","3448","3","4","95","0","30","0","4","1",5848.37541046321,522.741238249033
6277705.62063077,1854046.02798403,"86","201","2011","1","0","14","92103","1442","1442","0","3431","3","4","95","0","30","0","4","1",9201.99632901248,393.012907507333
6276695.36721296,1854088.40412717,"87","201","2011","1","0","14","92103","1442","1442","0","3430","3","4","95","0","30","0","4","1",15124.1856476747,710.170984374235
6278864.58077529,1853986.13957872,"88","201","2011","1","0","14","92103","1442","1442","0","3448","3","4","95","0","30","0","4","1",5307.12108854068,404.035689595928
6277152.7430986,1854046.76514759,"89","201","2011","1","0","14","92103","1442","1442","0","3430","3","4","95","0","30","0","4","1",8978.378699579,390.000523302927
6277427.622196,1854045.27535228,"90","201","2011","1","0","14","92103","1442","1442","0","3430","3","4","95","0","30","0","4","1",7917.85541771798,377.463379570008
6277992.50758675,1854036.57091961,"91","201","2011","1","0","14","92103","1442","1442","0","3431","3","4","95","0","30","0","4","1",9206.5162950208,395.721055720867
6278272.06061135,1854033.52697974,"92","201","2011","1","0","14","92103","1442","1442","0","3448","3","4","95","0","30","0","4","1",9224.79399378403,398.110269899882
6278794.29050019,1854100.65019543,"93","201","2011","1","0","14","92103","1442","1442","0","3448","3","4","95","0","30","0","4","1",4031.3938394764,256.527114884925
6278509.99065123,1853968.94296952,"94","201","2011","1","0","14","92103","1442","1442","0","3448","3","4","95","0","30","0","4","1",4415.97306586177,308.385937170233
6278925.0705521,1856008.79163718,"95","201","2011","1","0","14","92103","1442","1442","0","3371","3","4","95","0","30","0","4","1",39720.693272499,800.556407013911
6279076.61545433,1855097.85613033,"96","201","2011","1","0","14","92103","1442","1442","0","3371","3","4","95","0","30","0","4","1",28361.571268373,823.453903986048
6277766.6050272,1853298.83963495,"97","202","2021","1","0","14","92103","1442","1442","0","3504","3","4","95","0","30","0","4","1",25343.8562119579,678.399317421777
6277223.86244229,1852945.25836824,"98","202","2021","1","0","14","92103","1442","1442","0","3504","3","4","95","0","30","0","4","1",28315.845507507,1175.78217336919
6276369.29360597,1852324.20258915,"99","202","2021","1","0","14","92103","1442","1442","0","3549","3","4","95","0","30","0","4","1",50364.497578808,940.341009176161
6275801.55698661,1851859.90740916,"100","202","2021","1","0","14","92103","1442","1442","0","3549","3","4","95","0","30","0","4","1",31169.5651469475,766.02190502754
6276361.11168896,1851582.74334897,"101","202","2021","1","0","14","92103","1442","1442","0","3549","3","4","95","0","30","0","4","1",45650.4175694065,937.329722592937
6276987.54184167,1851795.79901115,"102","202","2021","1","0","14","92103","1442","1442","0","3537","3","4","95","0","30","0","4","1",23676.9798861823,733.621247287832
6275427.55764364,1851282.39834113,"103","202","2021","1","0","14","92103","1442","1442","0","3593","3","4","95","0","30","0","4","1",26946.0421960966,670.324294299221
6276972.58103137,1851325.75538545,"104","202","2021","1","0","14","92103","1442","1442","0","3537","3","4","95","0","30","0","4","1",26471.5465389319,707.324625194806
6276158.02741603,1851145.81488253,"105","202","2021","1","0","14","92103","1442","1442","0","3593","3","4","95","0","30","0","4","1",29612.5455832587,799.834080395069
6275851.92105862,1850866.95389697,"106","202","2021","1","0","14","92103","1442","1442","0","3593","3","4","95","0","30","0","4","1",28654.1312517589,728.724331112025
6277036.74562307,1850813.67506987,"107","202","2021","1","0","14","92103","1442","1442","0","3537","3","4","95","0","30","0","4","1",25455.2653709549,756.207509661022
6276555.60637399,1850716.05357393,"108","202","2021","1","0","14","92103","1442","1442","0","3593","3","4","95","0","30","0","4","1",19347.6780052466,581.493989740423
6276180.39918336,1850439.23604241,"109","202","2021","1","0","14","92103","1442","1442","0","3593","3","4","95","0","30","0","4","1",14678.0575184522,487.77631379611
6277007.31932076,1852282.62216723,"110","202","2021","1","0","14","92103","1442","1442","0","3537","3","4","95","0","30","0","4","1",25567.6407710488,646.244577834922
6276108.78118192,1853628.90365224,"111","202","2022","1","0","14","92103","1442","1442","0","3470","3","4","95","0","30","0","4","1",88333.2194645014,1309.66161120563
6277575.80457626,1853694.44428783,"112","202","2022","1","0","14","92103","1442","1442","0","3470","3","4","95","0","30","0","4","1",13830.0104862135,469.978121387402
6277100.77722493,1853593.16606352,"113","202","2022","1","0","14","92103","1442","1442","0","3470","3","4","95","0","30","0","4","1",34401.5781430206,822.720649586142
6276417.5025439,1853078.10355727,"114","202","2022","1","0","14","92103","1442","1442","0","3470","3","4","95","0","30","0","4","1",63270.178914325,1323.89171438422
6275311.71201021,1852809.54118847,"115","202","2022","1","0","14","92103","1442","1442","0","3527","3","4","95","0","30","0","4","1",25915.0788845344,692.454175434128
6275670.70329284,1852543.4806982,"116","202","2022","1","0","14","92103","1442","1442","0","3527","3","4","95","0","30","0","4","1",38447.9765318679,868.829690198704
6274924.76707866,1852303.00516314,"117","202","2022","1","0","14","92110","1442","1442","0","3527","3","4","95","0","30","0","4","1",15457.2317503133,506.85705087192
6275199.37497979,1852098.1652157,"118","202","2022","1","0","14","92110","1442","1442","0","3527","3","4","95","0","30","0","4","1",16270.1827947329,539.249317309057
6275435.98342451,1851921.14109078,"119","202","2022","1","0","14","92110","1442","1442","0","3527","3","4","95","0","30","0","4","1",11113.2976264451,453.829771739742
6279092.27075373,1853709.33886066,"120","202","2023","1","0","14","92103","1442","1442","0","3482","3","4","95","0","30","0","4","1",6767.29171330795,354.943041054514
6278218.62672033,1853683.70839818,"121","202","2023","1","0","14","92103","1442","1442","0","3482","3","4","95","0","30","0","4","1",8036.14815838464,384.693646579033
6278483.33284269,1853683.13227653,"122","202","2023","1","0","14","92103","1442","1442","0","3482","3","4","95","0","30","0","4","1",9089.16063750788,394.504889393727
6278796.13273003,1853684.94678623,"123","202","2023","1","0","14","92103","1442","1442","0","3482","3","4","95","0","30","0","4","1",11038.8445597467,394.09041240321
6278896.69180179,1853361.93685841,"124","202","2023","1","0","14","92103","1442","1442","0","3482","3","4","95","0","30","0","4","1",18108.3962240136,604.939092736305
6278253.87638919,1853214.25868222,"125","202","2023","1","0","14","92103","1442","1442","0","3482","3","4","95","0","30","0","4","1",17562.4105336245,599.715636016259
6278517.46338013,1853328.06202762,"126","202","2023","1","0","14","92103","1442","1442","0","3482","3","4","95","0","30","0","4","1",6899.64051970045,344.732152730811
6278853.1099511,1853057.11927574,"127","202","2023","1","0","14","92103","1442","1442","0","3482","3","4","95","0","30","0","4","1",20944.7856657039,750.189797357402
6278063.65743541,1852540.45667952,"128","202","2023","1","0","14","92103","1442","1442","0","3537","3","4","95","0","30","0","4","1",38797.1872690043,894.44163361444
6278784.14499501,1852724.48812601,"129","202","2023","1","0","14","92103","1442","1442","0","3538","3","4","95","0","30","0","4","1",30923.5519160626,857.108279675614
6277364.12927044,1852509.90368262,"130","202","2023","1","0","14","92103","1442","1442","0","3537","3","4","95","0","30","0","4","1",26412.3151751809,1013.46892825992
6278839.09040322,1852347.51049308,"131","202","2023","1","0","14","92103","1442","1442","0","3538","3","4","95","0","30","0","4","1",35530.5211406655,927.836657282376
6277646.85981862,1851802.3757694,"132","202","2023","1","0","14","92103","1442","1442","0","3537","3","4","95","0","30","0","4","1",58340.5487392152,1022.66108317316
6279273.66353034,1851978.88831809,"133","202","2023","1","0","14","92103","1442","1442","0","3565","3","4","95","0","30","0","4","1",23812.9628972847,694.030167504784
6278165.2347495,1851816.49658404,"134","202","2023","1","0","14","92103","1442","1442","0","3537","3","4","95","0","30","0","4","1",20746.0332214743,856.010476088328
6278615.00836369,1851840.48204878,"135","202","2023","1","0","14","92103","1442","1442","0","3565","3","4","95","0","30","0","4","1",38592.9081983372,905.01759093693
6279042.58909554,1851335.96768043,"136","202","2023","1","0","14","92103","1442","1442","0","3565","3","4","95","0","30","0","4","1",43344.7585821737,921.346349380518
6279473.92813169,1851492.58172453,"137","202","2023","1","0","14","92103","1442","1442","0","3565","3","4","95","0","30","0","4","1",11539.0750252229,573.021268112865
6278316.22635261,1851204.13496509,"138","202","2023","1","0","14","92103","1442","1442","0","3606","3","4","96","0","30","0","4","1",16895.604888225,660.147150720484
6278860.99925202,1850966.59859581,"139","202","2023","1","0","14","92103","1442","1442","0","3565","3","4","95","0","30","0","4","1",19859.4645704967,872.466809112024
6277798.12300859,1851222.13024836,"140","202","2023","1","0","14","92103","1442","1442","0","3537","3","4","95","0","30","0","4","1",16725.1053275317,566.849394395766
6279390.71929882,1850933.04031906,"141","202","2023","1","0","14","92103","1442","1442","0","3565","3","4","95","0","30","0","4","1",16781.0669285331,574.068073873647
6278343.84267539,1850795.29384018,"142","202","2023","1","0","14","92103","1442","1442","0","3606","3","4","96","0","30","0","4","1",23580.4735908256,629.965628439608
6278760.42376156,1850719.75789913,"143","202","2023","1","0","14","92103","1442","1442","0","3606","3","4","96","0","30","0","4","1",9673.53140843247,665.092491421394
6277924.06018485,1853681.05275776,"144","202","2023","1","0","14","92103","1442","1442","0","3482","3","4","95","0","30","0","4","1",10016.8840260274,443.460041110964
6277417.5285831,1852803.23572421,"145","202","2023","1","0","14","92103","1442","1442","0","3537","3","4","95","0","30","0","4","1",21245.4424083388,781.782053542988
6279404.97411416,1853385.48157578,"146","300","3001","1","0","14","92103","1442","1442","0","3503","3","4","94","0","30","0","4","1",9802.10473964474,420.428298034499
6279844.50967913,1853384.54267204,"147","300","3001","1","0","14","92103","1442","1442","0","3503","3","4","94","0","30","0","4","1",14195.5354069165,522.151020778541
6279530.06975897,1853042.66120101,"148","300","3001","1","0","14","92103","1442","1442","0","3503","3","4","94","0","30","0","4","1",21610.7405880718,669.946160403131
6280482.00945331,1853018.35671318,"149","300","3001","1","0","14","92103","1442","1442","0","3510","3","4","94","0","30","0","4","1",16695.3664464058,512.494736211899
6280054.87099603,1853022.84332082,"150","300","3001","1","0","14","92103","1442","1442","0","3510","3","4","94","0","30","0","4","1",22784.3295278856,682.19607993144
6279370.52957258,1852599.26036179,"151","300","3001","1","0","14","92103","1442","1442","0","3503","3","4","94","0","30","0","4","1",12828.6067878423,590.240800494337
6279649.79568714,1852583.21099397,"152","300","3001","1","0","14","92103","1442","1442","0","3503","3","4","94","0","30","0","4","1",13882.7793264941,464.186660258883
6279880.68984685,1852404.95578949,"153","300","3001","1","0","14","92103","1442","1442","0","3503","3","4","94","0","30","0","4","1",11792.5169039793,557.385596349655
6281889.95321836,1853018.53071526,"154","300","3002","1","0","14","92103","1442","1442","0","3516","3","4","94","0","30","0","4","1",11851.8882047339,491.380350765609
6281558.16366925,1853007.40677342,"155","300","3002","1","0","14","92103","1442","1442","0","3516","3","4","94","0","30","0","4","1",19881.4174796915,551.873305483444
6281199.53381986,1853002.67694078,"156","300","3002","1","0","14","92103","1442","1442","0","3522","3","4","94","0","30","0","4","1",13666.4656701736,544.218925475044
6280862.44721704,1853005.39170846,"157","300","3002","1","0","14","92103","1442","1442","0","3522","3","4","94","0","30","0","4","1",17823.8650571509,534.872710543768
6281891.41589304,1852587.90762337,"158","300","3002","1","0","14","92103","1442","1442","0","3547","3","4","94","0","30","0","4","1",7295.10569099858,364.157407731307
6280862.8191885,1852437.87541397,"159","300","3002","1","0","14","92103","1442","1442","0","3551","3","4","94","0","30","0","4","1",22764.6035341681,647.796383832168
6281232.49498548,1852436.17592681,"160","300","3002","1","0","14","92103","1442","1442","0","3551","3","4","94","0","30","0","4","1",20794.9011716014,629.752007276226
6281591.1519218,1852436.36840143,"161","300","3002","1","0","14","92103","1442","1442","0","3547","3","4","94","0","30","0","4","1",21502.6083464576,651.316171568844
6281889.98960047,1852270.84633373,"162","300","3002","1","0","14","92103","1442","1442","0","3547","3","4","94","0","30","0","4","1",6655.08853648694,352.996213550136
6282579.61546751,1853046.8303171,"163","300","3003","1","0","14","92103","1442","1442","0","3515","3","4","94","0","30","0","4","1",16820.2994325359,544.443504123979
6282203.69913306,1853021.2124618,"164","300","3003","1","0","14","92103","1442","1442","0","3515","3","4","94","0","30","0","4","1",18788.1861527348,550.665428870729
6282862.72979106,1852881.50751952,"165","300","3003","1","0","14","92103","1442","1442","0","3515","3","4","94","0","30","0","4","1",20448.0668748598,981.289908668718
6282530.10194113,1851867.57037453,"166","300","3003","1","0","14","92103","1442","1442","0","3515","3","4","94","0","30","0","4","1",71636.2856804966,1598.95381151845
6282545.65451167,1852432.35013369,"167","300","3003","1","0","14","92103","1442","1442","0","3515","3","4","94","0","30","0","4","1",20954.6443891443,698.339755292376
6282203.47106273,1852435.29419132,"168","300","3003","1","0","14","92103","1442","1442","0","3515","3","4","94","0","30","0","4","1",22839.7893119299,671.342277860065
6281536.08140694,1851775.37454203,"169","300","3003","1","0","14","92103","1442","1442","0","3573","3","4","94","0","30","0","4","1",20663.5172334657,651.886211860704
6281812.6372233,1851874.52347238,"170","300","3003","1","0","14","92103","1442","1442","0","3573","3","4","94","0","30","0","4","1",10916.862066097,586.3383638869
6281868.843175,1851592.57225743,"171","300","3003","1","0","14","92103","1442","1442","0","3573","3","4","94","0","30","0","4","1",6061.42791764109,341.989479028446
6281907.78864881,1851216.41373663,"172","300","3003","1","0","14","92103","1442","1442","0","3608","3","4","94","0","30","0","4","1",11120.1005474375,455.74084787193
6281570.92826685,1851096.05568038,"173","300","3003","1","0","14","92103","1442","1442","0","3608","3","4","94","0","30","0","4","1",25266.1983488324,710.415354097653
6281902.38595471,1850770.65679547,"174","300","3003","1","0","14","92103","1442","1442","0","3608","3","4","94","0","30","0","4","1",11147.7417776115,457.572921021385
6281328.02276171,1850658.89580612,"175","300","3003","1","0","14","92103","1442","1442","0","3608","3","4","94","0","30","0","4","1",6908.34312648572,348.07375220102
6281633.28422106,1850647.99214127,"176","300","3003","1","0","14","92103","1442","1442","0","3608","3","4","94","0","30","0","4","1",5584.26171090433,323.29984738616
6282505.75443151,1851046.90868649,"177","300","3003","1","0","14","92103","1442","1442","0","3515","3","4","94","0","30","0","4","1",71335.9508123218,1114.32366355753
6280861.83118625,1851779.35224541,"178","300","3004","1","0","14","92103","1442","1442","0","3571","3","4","94","0","30","0","4","1",24208.6489351683,645.310509212557
6281212.52460679,1851775.25065454,"179","300","3004","1","0","14","92103","1442","1442","0","3571","3","4","94","0","30","0","4","1",20442.7177838281,647.530137765149
6280863.16516365,1851112.57073984,"180","300","3004","1","0","14","92103","1442","1442","0","3609","3","4","94","0","30","0","4","1",22781.1469657904,650.566370046627
6281211.88683073,1851108.42438477,"181","300","3004","1","0","14","92103","1442","1442","0","3609","3","4","94","0","30","0","4","1",19246.1069706443,628.804459420338
6281034.75737555,1850662.25989975,"182","300","3004","1","0","14","92103","1442","1442","0","3609","3","4","94","0","30","0","4","1",6383.14264658828,320.067237885851
6280755.6246442,1850663.16686101,"183","300","3004","1","0","14","92103","1442","1442","0","3609","3","4","94","0","30","0","4","1",6492.06683790838,322.603112592286
6279725.85807821,1851914.3751037,"184","300","3005","1","0","14","92103","1442","1442","0","3550","3","4","96","0","30","0","4","1",24499.1406266109,873.897738033305
