X,Y,MGRA,CT10,CT10BG,SRA,MSA,City,ZIP,Sphere,CPA,CPASG,TAZ,Council,Super,LUZ,Elem,Unif,High,Coll,Transit,Area,Perimeter
6312969.2679472,1825428.40905884,"1753","3211","32111","5","0","14","92139","1444","1444","0","4436","4","1","111","0","30","0","4","1",13093.1492041051,517.677873321563
6314987.27181013,1829072.35811807,"1754","3211","32112","5","0","14","92139","1444","1444","0","4368","4","1","111","0","30","0","4","1",117048.946442416,1433.29147186221
6314493.11363443,1828403.5013968,"1755","3211","32112","5","0","14","92139","1444","1444","0","4368","4","1","111","0","30","0","4","1",66256.0875639315,1285.63129837562
6315243.73652128,1827692.78537347,"1756","3211","32112","5","0","14","92139","1444","1444","0","4368","4","1","111","0","30","0","4","1",86396.3863279191,1367.0658820372
6316267.6048683,1824469.06415692,"1757","3212","32121","5","0","14","92139","1444","1444","0","4460","4","1","111","0","30","0","4","1",40874.4721952367,1098.0530135722
6316243.12065557,1824034.60683238,"1758","3212","32121","5","0","14","92139","1444","1444","0","4460","4","1","111","0","30","0","4","1",79988.3745048682,1844.20842068361
6314629.72178074,1824097.87539139,"1759","3212","32121","5","0","14","92139","1444","1444","0","4467","4","1","111","0","30","0","4","1",65262.4070075662,1144.22296059769
6313737.91200071,1823844.62601339,"1760","3212","32121","5","0","14","92139","1444","1444","0","4467","4","1","111","0","30","0","4","1",28197.4257720535,711.462839418519
6315172.56683324,1823448.54520821,"1761","3212","32121","5","0","14","92139","1444","1444","0","4467","4","1","111","0","30","0","4","1",48591.4197048471,1225.40936689358
6314727.95825712,1823561.83481921,"1762","3212","32121","5","0","14","92139","1444","1444","0","4467","4","1","111","0","30","0","4","1",43929.0361019683,970.749210581283
6314007.82281732,1823365.70179948,"1763","3212","32121","5","0","14","92139","1444","1444","0","4467","4","1","111","0","30","0","4","1",39999.5752642192,1131.74227520989
6313492.95507126,1822717.56925153,"1764","3212","32121","5","0","14","92139","1444","1444","0","4467","4","1","111","0","30","0","4","1",120619.198721588,2680.75747706852
6315797.10138439,1826349.16508888,"1765","3212","32122","5","0","14","92139","1444","1444","0","4418","4","1","111","0","30","0","4","1",58981.4989100487,1286.53462203393
6315092.18312189,1826250.93234347,"1766","3212","32122","5","0","14","92139","1444","1444","0","4418","4","1","111","0","30","0","4","1",54590.3798890466,1433.35237824539
6314720.64878836,1825194.67920119,"1767","3212","32122","5","0","14","92139","1444","1444","0","4418","4","1","111","0","30","0","4","1",70475.3502666844,1857.29406993665
6315036.44592825,1825940.43646756,"1768","3212","32122","5","0","14","92139","1444","1444","0","4418","4","1","111","0","30","0","4","1",33943.5683011255,1040.85768995411
6314867.70516227,1825625.47053602,"1769","3212","32122","5","0","14","92139","1444","1444","0","4418","4","1","111","0","30","0","4","1",26991.1416293595,689.876729299576
6314011.39245387,1825270.17092706,"1770","3212","32122","5","0","14","92139","1444","1444","0","4443","4","1","111","0","30","0","4","1",26701.5296239489,817.284423003495
6315570.13169401,1825135.62847719,"1771","3212","32122","5","0","14","92139","1444","1444","0","4418","4","1","111","0","30","0","4","1",44230.0392920751,913.454242047228
6312388.32120294,1825217.3966054,"1772","3212","32122","5","0","14","92139","1444","1444","0","4446","4","1","111","0","30","0","4","1",39796.9619331918,852.38216865749
6315245.76482835,1824934.64823573,"1773","3212","32122","5","0","14","92139","1444","1444","0","4418","4","1","111","0","30","0","4","1",28927.0651663992,948.503339356445
6316031.92827295,1825036.87662331,"1774","3212","32122","5","0","14","92139","1444","1444","0","4418","4","1","111","0","30","0","4","1",22606.1498914277,752.613750887275
6313092.60509094,1824874.34330057,"1775","3212","32122","5","0","14","92139","1444","1444","0","4446","4","1","111","0","30","0","4","1",55631.7937820713,1081.81545399745
6314082.10669577,1824964.13095629,"1776","3212","32122","5","0","14","92139","1444","1444","0","4443","4","1","111","0","30","0","4","1",24035.2320474272,761.668261753104
6314399.30813133,1824501.65388436,"1777","3212","32122","5","0","14","92139","1444","1444","0","4443","4","1","111","0","30","0","4","1",35597.5815999687,1398.68598383455
6312411.72961208,1824605.29188203,"1778","3212","32122","5","0","14","92139","1444","1444","0","4446","4","1","111","0","30","0","4","1",27420.8219310237,745.683011254975
6314170.65855208,1824721.68604575,"1779","3212","32122","5","0","14","92139","1444","1444","0","4443","4","1","111","0","30","0","4","1",19119.6814502858,686.87078643931
6315819.99406013,1824604.4369265,"1780","3212","32122","5","0","14","92139","1444","1444","0","4418","4","1","111","0","30","0","4","1",10595.5081928419,460.439215522489
6313381.30438505,1824336.37465491,"1781","3212","32122","5","0","14","92139","1444","1444","0","4446","4","1","111","0","30","0","4","1",47108.3843465705,999.028052172096
6312562.01768314,1824022.14920504,"1782","3212","32122","5","0","14","92139","1444","1444","0","4467","4","1","111","0","30","0","4","1",34858.7541882093,906.487787441881
6313108.43483135,1823690.40168265,"1783","3212","32122","5","0","14","92139","1444","1444","0","4467","4","1","111","0","30","0","4","1",49748.6352601341,1053.51040045895
6312511.94072488,1823034.74823635,"1784","3212","32122","5","0","14","92139","1444","1444","0","4467","4","1","111","0","30","0","4","1",80841.8723853768,1251.72589656913
6313481.10666734,1823204.67596437,"1785","3212","32122","5","0","14","92139","1444","1444","0","4467","4","1","111","0","30","0","4","1",11638.6637960665,619.156496526663
6321865.82867066,1833290.27031894,"1786","3213","32131","5","0","14","92139","1444","1444","0","4308","4","1","111","0","30","0","4","1",39037.2009585738,987.195385329679
6322183.49103741,1832460.08642523,"1787","3213","32131","5","0","14","92139","1444","1444","0","4308","4","1","111","0","30","0","4","1",197660.183457382,2280.23792673195
6321360.5011759,1832363.15727404,"1788","3213","32131","5","0","14","92139","1444","1444","0","4308","4","1","111","0","30","0","4","1",18272.2293266319,802.350593367726
6321584.42852809,1831702.83261475,"1789","3213","32131","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",15351.8137190353,880.11360655918
6322350.4022758,1831685.21813439,"1790","3213","32131","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",27776.2755168922,1151.4043149235
6321983.49612973,1831409.33170873,"1791","3213","32131","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",55160.373456344,941.973596378112
6323077.08253193,1830825.78773708,"1792","3213","32131","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",36497.0745692121,1288.65681129854
6322792.31887318,1830696.98871993,"1793","3213","32131","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",34982.744966964,1063.69452775856
6322429.73657925,1830511.4613591,"1794","3213","32131","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",67280.4900169899,1288.78959195005
6321464.17884925,1830581.3680703,"1795","3213","32131","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",43792.1973909387,941.807363618537
6322203.29842976,1830047.05512801,"1796","3213","32131","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",65334.4207105648,1152.70242273026
6321867.95045481,1829687.31238822,"1797","3213","32131","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",46425.4658727068,1065.2009645508
6321581.8734347,1829022.54871326,"1798","3213","32131","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",24999.8563574098,761.342937661928
6320739.39403621,1832719.89849179,"1799","3213","32132","5","0","14","92139","1444","1444","0","4308","4","1","111","0","30","0","4","1",5818.67357927898,329.281311692031
6320429.86158341,1832284.61980007,"1800","3213","32132","5","0","14","92139","1444","1444","0","4321","4","1","111","0","30","0","4","1",71623.7793138935,1382.76443691416
6321181.60104164,1832152.25240784,"1801","3213","32132","5","0","14","92139","1444","1444","0","4308","4","1","111","0","30","0","4","1",17244.9203847679,775.775611349713
6321425.45190337,1831662.30535701,"1802","3213","32132","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",7984.50891586045,606.32680922125
6320926.13993381,1831727.84590614,"1803","3213","32132","5","0","14","92139","1444","1444","0","4321","4","1","111","0","30","0","4","1",31867.2994590419,869.247525312214
6319999.1376139,1831579.12582078,"1804","3213","32132","5","0","14","92139","1444","1444","0","4321","4","1","111","0","30","0","4","1",90625.7239253344,1246.39426939245
6320891.07386143,1830928.76177517,"1805","3213","32132","5","0","14","92139","1444","1444","0","4321","4","1","111","0","30","0","4","1",93758.1521370709,1305.58087260245
6319875.37072766,1830668.39563995,"1806","3213","32132","5","0","14","92139","1444","1444","0","4321","4","1","111","0","30","0","4","1",85616.472966522,1225.68078912671
6320526.39068854,1830081.41522971,"1807","3213","32132","5","0","14","92139","1444","1444","0","4321","4","1","111","0","30","0","4","1",50900.4449872518,1006.50793013731
6321582.99767048,1829643.69929584,"1808","3213","32132","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",9915.74957256997,611.383646534656
6321195.45722841,1829551.07637127,"1809","3213","32132","5","0","14","92139","1444","1444","0","4332","4","1","111","0","30","0","4","1",59121.7261547091,1149.94535986516
6322603.04102803,1834002.06272582,"1810","3214","32141","5","0","14","92139","1444","1444","0","4289","4","1","111","0","30","0","4","1",44033.8547058968,1233.9847823586
6323369.31620762,1833682.07878209,"1811","3214","32141","5","0","14","92139","1444","1444","0","4289","4","1","111","0","30","0","4","1",40677.1044400187,1313.42096750895
6323821.52094116,1833542.58257657,"1812","3214","32141","5","0","14","92139","1444","1444","0","4289","4","1","111","0","30","0","4","1",60287.4092044951,1169.62059580284
6322567.01210098,1833612.6925505,"1813","3214","32141","5","0","14","92139","1444","1444","0","4289","4","1","111","0","30","0","4","1",19218.8517505726,749.080333905824
6323986.82284258,1831510.47211864,"1814","3214","32141","5","0","14","92139","1444","1444","0","4289","4","1","111","0","30","0","4","1",45958.7915946847,1574.82312980988
6323561.6412781,1830608.58366802,"1815","3214","32141","5","0","14","92139","1444","1444","0","4289","4","1","111","0","30","0","4","1",11224.3927294154,427.481196662405
6323914.57130789,1834209.12960545,"1816","3214","32141","5","0","19","91977","1921","1921","192100","4288","0","2","151","0","30","0","4","1",52576.1003784555,1223.61269671409
6325209.29832349,1833243.72354496,"1817","3214","32141","5","0","19","91977","1921","1921","192100","4288","0","2","151","0","30","0","4","1",61452.7474793287,1074.8372544303
6324466.46784054,1833053.90209257,"1818","3214","32141","5","0","19","91977","1921","1921","192100","4288","0","2","151","0","30","0","4","1",87273.1482432323,1392.48083582049
6324771.8852691,1832048.2787989,"1819","3214","32141","5","0","19","91977","1921","1921","192100","4288","0","2","151","0","30","0","4","1",155245.788221531,1710.19482890603
6326815.04796763,1835400.78390418,"1820","3214","32142","5","0","19","91977","1921","1921","192100","4249","0","2","151","20","0","16","1","1",168522.109384703,1965.49283167048
6325859.30283139,1833607.90717258,"1821","3214","32142","5","0","19","91977","1921","1921","192100","4249","0","2","151","20","0","16","1","1",152687.24012353,2033.06968153232
6326550.50426795,1834175.08586251,"1822","3214","32142","5","0","19","91977","1921","1921","192100","4249","0","2","151","20","0","16","1","1",56030.2000372411,1270.16194614756
6325290.81712603,1834270.62804968,"1823","3214","32142","5","0","19","91977","1921","1921","192100","4288","0","2","151","20","0","16","1","1",12382.5545038062,501.742640290365
6324760.48578587,1834016.68714381,"1824","3214","32142","5","0","19","91977","1921","1921","192100","4288","0","2","151","0","30","0","4","1",56132.5298850041,1064.26590054606
6322998.37043837,1833240.4498909,"1825","3214","32143","5","0","14","92139","1444","1444","0","4289","4","1","111","0","30","0","4","1",80726.001852524,1321.66437434244
6323420.10629482,1832493.93022024,"1826","3214","32143","5","0","14","92139","1444","1444","0","4289","4","1","111","0","30","0","4","1",51051.5754178729,971.027277671858
6323589.17080307,1831733.72272245,"1827","3214","32143","5","0","14","92139","1444","1444","0","4289","4","1","111","0","30","0","4","1",44608.3806037613,970.053934079777
6323440.34144572,1831148.1227864,"1828","3214","32143","5","0","14","92139","1444","1444","0","4289","4","1","111","0","30","0","4","1",54344.4129135513,1030.45554762889
6298669.10227733,1835176.78585809,"1829","3301","33011","5","0","14","92113","1469","1469","0","4269","9","1","108","0","30","0","4","1",90529.8139623592,1337.18926806549
6299552.57655712,1835106.15533283,"1830","3301","33011","5","0","14","92113","1469","1469","0","4271","4","1","108","0","30","0","4","1",77426.7838539743,1269.01419624503
6300612.33368891,1835368.07852098,"1831","3301","33011","5","0","14","92113","1469","1469","0","4271","4","1","108","0","30","0","4","1",25894.5089543734,653.603506585763
6301036.34714919,1835374.04111228,"1832","3301","33011","5","0","14","92113","1469","1469","0","4271","4","1","108","0","30","0","4","1",25466.4546543072,697.987545161884
6301468.40474658,1835389.54505317,"1833","3301","33011","5","0","14","92113","1469","1469","0","4271","4","1","108","0","30","0","4","1",26394.0959301721,855.23583206073
6300184.16776082,1835403.14449312,"1834","3301","33011","5","0","14","92113","1469","1469","0","4271","4","1","108","0","30","0","4","1",27171.8854970596,734.472531441194
6300088.13304839,1834749.37180471,"1835","3301","33011","5","0","14","92113","1469","1469","0","4271","4","1","108","0","30","0","4","1",40312.3424572329,862.676383632392
6298829.96212392,1834345.93011423,"1836","3301","33011","5","0","14","92113","1469","1469","0","4269","9","1","108","0","30","0","4","1",45141.1228488866,992.332323117549
6301030.72170371,1834721.5255741,"1837","3301","33011","5","0","14","92113","1469","1469","0","4271","4","1","108","0","30","0","4","1",29105.6965206317,750.590233502806
6301472.40891963,1834714.10695435,"1838","3301","33011","5","0","14","92113","1469","1469","0","4271","4","1","108","0","30","0","4","1",28076.9369579592,694.192690655984
6300604.4989165,1834700.03046601,"1839","3301","33011","5","0","14","92113","1469","1469","0","4271","4","1","108","0","30","0","4","1",24019.6190794379,649.394172932808
6299149.592819,1835242.54807572,"1840","3301","33011","5","0","14","92113","1469","1469","0","4269","4","1","108","0","30","0","4","1",14972.2512232697,698.697849961878
6300617.90971625,1838107.10316478,"1841","3301","33012","5","0","14","92102","1469","1469","0","4095","4","1","108","0","30","0","4","1",29791.9734791432,965.877290671259
6301194.32887882,1837419.47349009,"1842","3301","33012","5","0","14","92102","1469","1469","0","4226","4","1","108","0","30","0","4","1",55241.4168642458,985.974337766071
6298302.80327289,1836768.92829304,"1843","3301","33012","5","0","14","92113","1469","1469","0","4244","4","1","108","0","30","0","4","1",58131.031685566,1137.95811593018
6299584.49392873,1836610.89926523,"1844","3301","33012","5","0","14","92113","1469","1469","0","4244","4","1","108","0","30","0","4","1",120039.224650746,1485.5991005057
6301240.75647777,1836365.0687085,"1845","3301","33012","5","0","14","92113","1469","1469","0","4226","4","1","108","0","30","0","4","1",117324.783672966,1385.61355968753
6300438.26675327,1836275.44008727,"1846","3301","33012","5","0","14","92113","1469","1469","0","4226","4","1","108","0","30","0","4","1",74906.4271686138,1265.59324349473
6299006.15392633,1836093.75978203,"1847","3301","33012","5","0","14","92113","1469","1469","0","4244","4","1","108","0","30","0","4","1",65563.1808179076,1662.03625401597
6298186.34508821,1836071.83090767,"1848","3301","33012","5","0","14","92113","1469","1469","0","4244","9","1","108","0","30","0","4","1",52842.6761156702,1041.09882263703
6298936.86939806,1837909.15432094,"1849","3301","33012","5","0","19","92102","1999","1999","199900","4190","0","1","108","0","30","0","4","1",497113.733977365,3436.52976200028
6301434.12691825,1832254.14110491,"1850","3303","33031","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",99252.2482914112,2217.66336230198
6299697.2778801,1832028.81171905,"1851","3303","33031","5","0","14","92113","1469","1469","0","4324","9","1","108","0","30","0","4","1",57036.2100295683,978.448839117193
6300410.81170806,1831907.55352709,"1852","3303","33031","5","0","14","92113","1469","1469","0","4324","9","1","108","0","30","0","4","1",64353.7322450014,1083.56259952865
6300953.27163057,1831423.69539286,"1853","3303","33031","5","0","14","92113","1469","1469","0","4324","9","1","108","0","30","0","4","1",9956.01917624501,422.849189946662
6299735.64809636,1834232.02269371,"1854","3303","33032","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",18876.3732240319,601.982992510968
6300411.22909836,1834220.31994936,"1855","3303","33032","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",22983.084337298,663.509436947575
6301182.58183808,1833754.03197914,"1856","3303","33032","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",95690.8673634482,1289.34366380767
6299757.55016289,1833896.2024575,"1857","3303","33032","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",21079.5728658389,697.144971570282
6300443.01155469,1833894.64716129,"1858","3303","33032","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",20272.7193780933,608.827127340264
6299498.98943886,1833376.65388835,"1859","3303","33032","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",8514.56268344987,484.637843324924
6299848.73728802,1833395.56647747,"1860","3303","33032","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",34804.2963687077,778.536372710606
6300447.67407064,1833391.79339646,"1861","3303","33032","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",41445.7506127395,871.290373575043
6301085.13212346,1832681.11307622,"1862","3303","33032","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",54224.8450090561,929.451728536304
6299760.64374576,1832799.83609884,"1863","3303","33032","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",33022.5833677571,794.454905430512
6300423.3763109,1832678.22168527,"1864","3303","33032","5","0","14","92113","1469","1469","0","4294","9","1","108","0","30","0","4","1",44376.5070271399,930.80795740865
6301707.29714921,1838179.15854157,"1865","3304","33041","5","0","14","92102","1468","1468","0","4197","4","1","108","0","30","0","4","1",68159.9839678388,1158.90327097162
6302008.66331315,1837446.96240957,"1866","3304","33041","5","0","14","92102","1468","1468","0","4197","4","1","108","0","30","0","4","1",61427.1214587557,1362.63314506667
6302592.25338838,1837482.22607179,"1867","3304","33041","5","0","14","92102","1468","1468","0","4197","4","1","108","0","30","0","4","1",33539.2638740953,835.108804303443
6303120.08705175,1837481.03951828,"1868","3304","33041","5","0","14","92102","1468","1468","0","4197","4","1","108","0","30","0","4","1",56224.7808207106,1197.0355635909
6302851.3012582,1838427.00818975,"1869","3304","33042","5","0","14","92102","1468","1468","0","4187","4","1","108","0","30","0","4","1",119970.154444878,1388.92325897204
6303846.31076155,1838694.45073816,"1870","3304","33042","5","0","14","92102","1468","1468","0","4188","4","1","108","0","30","0","4","1",42832.7858362994,848.070902053565
6304476.011242,1838605.63250245,"1871","3304","33042","5","0","14","92102","1468","1468","0","4188","4","1","108","0","30","0","4","1",39064.3358258214,1006.26040203954
6303777.95012732,1837815.47179781,"1872","3304","33042","5","0","14","92102","1468","1468","0","4217","4","1","108","0","30","0","4","1",62116.2726016458,1074.60472869118
6304295.04356216,1837713.96725282,"1873","3304","33042","5","0","14","92102","1468","1468","0","4217","4","1","108","0","30","0","4","1",43261.7102731055,1174.20295384547
6304636.38746143,1837963.22726134,"1874","3304","33042","5","0","14","92102","1468","1468","0","4217","4","1","108","0","30","0","4","1",20456.9031651608,635.75203399514
6304585.64822998,1837243.87439699,"1875","3304","33042","5","0","14","92102","1468","1468","0","4217","4","1","108","0","30","0","4","1",21557.7714526278,855.238748384275
6303845.34689659,1837125.1007657,"1876","3304","33042","5","0","14","92102","1468","1468","0","4217","4","1","108","0","30","0","4","1",17915.5302915904,658.596879980421
6301977.82021329,1836412.53242428,"1877","3305","33051","5","0","14","92113","1468","1468","0","4245","4","1","108","0","30","0","4","1",64599.9311927384,1189.3192222192
6303054.11252711,1836672.52037402,"1878","3305","33051","5","0","14","92113","1468","1468","0","4245","4","1","108","0","30","0","4","1",97403.2834696872,1456.49390986093
6304314.13280215,1836832.45398288,"1879","3305","33051","5","0","14","92113","1468","1468","0","4245","4","1","108","0","30","0","4","1",29404.9512909725,823.738360280829
6304306.1566983,1836156.73115129,"1880","3305","33051","5","0","14","92113","1468","1468","0","4245","4","1","108","0","30","0","4","1",91964.6246279752,1256.88041659817
6303484.21455003,1836006.23244653,"1881","3305","33051","5","0","14","92113","1468","1468","0","4245","4","1","108","0","30","0","4","1",42303.772624821,849.232525147787
6302655.56085409,1835699.1668944,"1882","3305","33051","5","0","14","92113","1468","1468","0","4245","4","1","108","0","30","0","4","1",108569.929947695,1539.13143746178
6302182.90159629,1835393.89635311,"1883","3305","33051","5","0","14","92113","1468","1468","0","4245","4","1","108","0","30","0","4","1",9245.0759076793,517.176993357807
6301902.79125122,1835355.53592075,"1884","3305","33052","5","0","14","92113","1468","1468","0","4245","4","1","108","0","30","0","4","1",24876.6102519937,653.219473031228
6303601.00781266,1835343.10046475,"1885","3305","33052","5","0","14","92113","1468","1468","0","4245","4","1","108","0","30","0","4","1",61546.3081374165,1041.17084811975
6304429.83206967,1835143.0340766,"1886","3305","33052","5","0","14","92113","1468","1468","0","4245","4","1","108","0","30","0","4","1",60400.7494790581,1013.23078131478
6302215.66824693,1834699.87523815,"1887","3305","33052","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",64815.6527782365,1452.22045917261
6303378.14879179,1834690.32600209,"1888","3305","33052","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",82516.0106734851,1290.66764508345
6304329.83067028,1834475.29846666,"1889","3305","33052","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",23542.0295367187,1050.78462608202
6304072.86431137,1834162.71820595,"1890","3305","33053","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",43189.4326422519,1079.00126217053
6301907.98581422,1833776.10291941,"1891","3305","33053","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",46508.0375399968,1016.05410818887
6302648.12308556,1834080.78775771,"1892","3305","33053","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",57108.4085102953,1235.3440036382
6303062.88255363,1833604.05609225,"1893","3305","33053","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",48638.8130249455,951.474549970058
6303724.8647823,1833585.20772651,"1894","3305","33053","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",55515.5788635408,936.76800489696
6304410.30846273,1833570.42497775,"1895","3305","33053","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",49865.1857920721,1035.76094075368
6302432.51038247,1833460.41395919,"1896","3305","33053","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",27310.4878188362,663.813670424962
6302220.57997212,1832699.64952143,"1897","3305","33053","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",96720.7002040766,1775.43410436869
6303492.12413042,1832745.57575441,"1898","3305","33053","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",72446.3751717869,1200.44995903158
6304320.83891351,1832870.49777837,"1899","3305","33053","5","0","14","92113","1468","1468","0","4278","4","1","108","0","30","0","4","1",44328.9290193363,872.054244544703
6302569.91415324,1848295.88376108,"1900","3401","34011","6","0","14","92105","1456","1456","0","3700","9","4","88","0","30","0","4","1",57473.9248495922,1353.77491098232
6302813.80704082,1847531.45398048,"1901","3401","34011","6","0","14","92105","1456","1456","0","3700","9","4","88","0","30","0","4","1",101852.581913786,1464.04015512259
6301430.23054671,1846819.45936639,"1902","3401","34011","6","0","14","92105","1456","1456","0","3750","9","4","88","0","30","0","4","1",78664.2437497338,1492.90106095729
6302157.92471982,1846412.91425416,"1903","3401","34011","6","0","14","92105","1456","1456","0","3750","9","4","88","0","30","0","4","1",138297.083290566,1552.88991573792
6303334.22049961,1848458.16306435,"1904","3401","34011","6","0","14","92105","1456","1456","0","3700","9","4","88","0","30","0","4","1",67454.1879343558,1138.71745135938
6301250.4655737,1845640.25751461,"1905","3401","34011","6","0","14","92105","1456","1456","0","3750","9","4","88","0","30","0","4","1",89828.7041005214,1363.4471079698
6301778.91376069,1845023.34936202,"1906","3401","34011","6","0","14","92105","1456","1456","0","3750","9","4","88","0","30","0","4","1",86801.1663443773,1551.56235948003
6300624.5263651,1846067.09297796,"1907","3401","34011","6","0","14","92105","1456","1456","0","3750","9","4","88","0","30","0","4","1",12327.2319039822,459.075932769546
6301890.51698859,1843833.38426437,"1908","3401","34012","6","0","14","92102","1456","1456","0","3861","4","4","88","0","30","0","4","1",56565.7556187809,951.999654252772
6301141.32140326,1843556.02651398,"1909","3401","34012","6","0","14","92102","1456","1456","0","3861","4","4","88","0","30","0","4","1",49390.29514138,1022.63767154595
6301791.88241281,1842823.00307167,"1910","3401","34012","6","0","14","92102","1456","1456","0","3861","4","4","88","0","30","0","4","1",81234.4024477185,1268.77397869758
6300416.47948434,1842858.12880408,"1911","3401","34012","6","0","14","92102","1456","1456","0","3861","4","4","88","0","30","0","4","1",133044.994343542,1864.26903871363
6299912.54995179,1845338.77226758,"1912","3401","34012","6","0","14","92105","1456","1456","0","3805","9","4","88","0","30","0","4","1",56780.882205239,1216.02300362388
6300579.4715616,1843908.01733545,"1913","3401","34012","6","0","14","92105","1456","1456","0","3805","9","4","88","0","30","0","4","1",170192.210535281,2321.31359463904
6298911.76298054,1844207.38677408,"1914","3401","34012","6","0","14","92105","1456","1456","0","3843","9","4","88","0","30","0","4","1",78597.4995697764,1152.53135124212
6298266.18016866,1843045.81836653,"1915","3401","34012","6","0","14","92105","1456","1456","0","3843","9","4","88","0","30","0","4","1",318722.476172057,2395.33952620637
6300189.29118334,1844708.55667229,"1916","3401","34012","6","0","14","92105","1456","1456","0","3805","9","4","88","0","30","0","4","1",167497.281625736,1893.10446765587
6302872.63632335,1843086.8566547,"1917","3401","34013","6","0","14","92102","1457","1457","0","3895","4","4","87","0","30","0","4","1",48842.5431837823,1068.23326977891
6303790.77064602,1842941.74107858,"1918","3401","34013","6","0","14","92102","1457","1457","0","3895","4","4","87","0","30","0","4","1",52627.352441091,1007.05809593767
6304542.91037394,1842947.85664882,"1919","3401","34013","6","0","14","92102","1457","1457","0","3895","4","4","87","0","30","0","4","1",43192.8278702407,847.322932097922
6302735.20235233,1842494.21527682,"1920","3401","34013","6","0","14","92102","1457","1457","0","3895","4","4","87","0","30","0","4","1",82197.1207307943,1243.53642796371
6304053.70870195,1842306.90235049,"1921","3401","34013","6","0","14","92102","1457","1457","0","3895","4","4","87","0","30","0","4","1",86887.5405433312,1429.3124246202
6302783.22338445,1845591.57081687,"1922","3401","34014","6","0","14","92102","1457","1457","0","3708","4","4","87","0","30","0","4","1",116802.985036314,2012.4730527172
6303909.0701041,1845330.4342961,"1923","3401","34014","6","0","14","92102","1457","1457","0","3811","4","4","87","0","30","0","4","1",103435.483745045,1440.00613675765
6302557.97182232,1844294.09313952,"1924","3401","34014","6","0","14","92102","1457","1457","0","3811","4","4","87","0","30","0","4","1",82671.7922698632,1280.36161658234
6304219.03941189,1844631.70249979,"1925","3401","34014","6","0","14","92102","1457","1457","0","3811","4","4","87","0","30","0","4","1",77723.709573804,1398.07115434561
6303223.65719499,1844293.50385701,"1926","3401","34014","6","0","14","92102","1457","1457","0","3811","4","4","87","0","30","0","4","1",83336.9172544994,1251.75981949702
6304097.8080313,1843984.13939284,"1927","3401","34014","6","0","14","92102","1457","1457","0","3811","4","4","87","0","30","0","4","1",65648.5950390312,1074.85933452094
6304748.56732082,1843979.07621326,"1928","3401","34014","6","0","14","92102","1457","1457","0","3811","4","4","87","0","30","0","4","1",15878.4251932974,578.027053779905
6303778.62444765,1843480.06473293,"1929","3401","34014","6","0","14","92102","1457","1457","0","3895","4","4","87","0","30","0","4","1",28195.8553880939,750.546739289044
6304545.57207477,1843471.53199576,"1930","3401","34014","6","0","14","92102","1457","1457","0","3895","4","4","87","0","30","0","4","1",21456.5539585292,758.586892715054
6302771.86630526,1843470.29142304,"1931","3401","34014","6","0","14","92102","1457","1457","0","3895","4","4","87","0","30","0","4","1",31902.0894724324,886.966876170245
